STATION_NAME,ELEVATION,DATE,PRCP,Measurement Flag,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN
HAGERSTOWN MD US,200.9,19690209,11.2, ,51, , ,0,9999,102, , ,0,9999,2.8, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690210,0, ,0,T, ,0,9999,0, , ,0,9999,1.7, , ,0,1800,-9.4
HAGERSTOWN MD US,200.9,19690211,0, ,0,T, ,0,9999,0, , ,0,9999,4.4, , ,0,1800,-6.7
HAGERSTOWN MD US,200.9,19690212,0,T,0,T, ,0,9999,0,T, ,0,9999,3.9, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690213,0, ,0,T, ,0,9999,0, , ,0,9999,-1.1, , ,0,1800,-8.3
HAGERSTOWN MD US,200.9,19690214,0, ,0,T, ,0,9999,0, , ,0,9999,-1.1, , ,0,1800,-11.7
HAGERSTOWN MD US,200.9,19690215,0, ,0,T, ,0,9999,0, , ,0,9999,0.6, , ,0,1800,-11.7
HAGERSTOWN MD US,200.9,19690216,0, ,0,T, ,0,9999,0, , ,0,9999,1.7, , ,0,1800,-6.7
HAGERSTOWN MD US,200.9,19690217,0, ,0, , ,0,9999,0, , ,0,9999,3.9, , ,0,1800,-6.1
HAGERSTOWN MD US,200.9,19690218,0, ,0, , ,0,9999,0, , ,0,9999,5.6, , ,0,1800,-3.9
HAGERSTOWN MD US,200.9,19690219,0, ,0, , ,0,9999,0, , ,0,9999,5, , ,0,1800,-4.4
HAGERSTOWN MD US,200.9,19690220,3.8, ,0,T, ,0,9999,0,T, ,0,9999,3.9, , ,0,1800,-6.7
HAGERSTOWN MD US,200.9,19690221,0, ,0, , ,0,9999,0, , ,0,9999,7.2, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690222,0, ,0, , ,0,9999,0, , ,0,9999,5, , ,0,1800,-4.4
HAGERSTOWN MD US,200.9,19690223,6.9, ,0,T, ,0,9999,25, , ,0,9999,1.7, , ,0,1800,-1.1
HAGERSTOWN MD US,200.9,19690224,0, ,0, , ,0,9999,0, , ,0,9999,7.2, , ,0,1800,-1.1
HAGERSTOWN MD US,200.9,19690225,0,T,0,T, ,0,9999,0,T, ,0,9999,5, , ,0,1800,-0.6
HAGERSTOWN MD US,200.9,19690226,0,T,0, , ,0,9999,0,T, ,0,9999,3.9, , ,0,1800,-0.6
HAGERSTOWN MD US,200.9,19690227,0, ,0, , ,0,9999,0, , ,0,9999,3.3, , ,0,1800,-4.4
HAGERSTOWN MD US,200.9,19690228,0, ,0, , ,0,9999,0, , ,0,9999,6.1, , ,0,1800,-4.4
HAGERSTOWN MD US,200.9,19690301,4.6, ,25, , ,0,9999,25, , ,0,9999,3.9, , ,0,1800,-1.7
HAGERSTOWN MD US,200.9,19690302,3.8, ,0,T, ,0,9999,25, , ,0,9999,2.8, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690303,0, ,0, , ,0,9999,0, , ,0,9999,8.9, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690304,0, ,0, , ,0,9999,0, , ,0,9999,7.8, , ,0,1800,-3.9
HAGERSTOWN MD US,200.9,19690305,0, ,0, , ,0,9999,0, , ,0,9999,6.1, , ,0,1800,-6.1
HAGERSTOWN MD US,200.9,19690306,0, ,0, , ,0,9999,0, , ,0,9999,8.3, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690307,5.6, ,0,T, ,0,9999,51, , ,0,9999,6.1, , ,0,1800,-1.1
HAGERSTOWN MD US,200.9,19690308,0, ,0, , ,0,9999,0, , ,0,9999,6.7, , ,0,1800,-3.3
HAGERSTOWN MD US,200.9,19690309,0, ,0, , ,0,9999,0, , ,0,9999,6.1, , ,0,1800,0
HAGERSTOWN MD US,200.9,19690310,0, ,0, , ,0,9999,0, , ,0,9999,5.6, , ,0,1800,-3.3
HAGERSTOWN MD US,200.9,19690311,0, ,0, , ,0,9999,0, , ,0,9999,1.7, , ,0,1800,-9999
HAGERSTOWN MD US,200.9,19690312,0, ,0, , ,0,9999,0, , ,0,9999,-0.6, , ,0,1800,-9999
HAGERSTOWN MD US,200.9,19690313,0, ,0, , ,0,9999,0, , ,0,9999,6.7, , ,0,1800,-3.9
HAGERSTOWN MD US,200.9,19690314,0, ,0, , ,0,9999,0, , ,0,9999,6.7, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690315,0, ,0, , ,0,9999,0, , ,0,9999,6.1, , ,0,1800,-5
HAGERSTOWN MD US,200.9,19690316,0, ,0, , ,0,9999,0, , ,0,9999,11.7, , ,0,1800,-5.6
HAGERSTOWN MD US,200.9,19690317,0, ,0, , ,0,9999,0, , ,0,9999,17.8, , ,0,1800,-1.1
HAGERSTOWN MD US,200.9,19690318,0, ,0, , ,0,9999,0, , ,0,9999,20, , ,0,1800,1.7
HAGERSTOWN MD US,200.9,19690319,0, ,0, , ,0,9999,0, , ,0,9999,21.1, , ,0,1800,2.2
HAGERSTOWN MD US,200.9,19690320,0, ,0, , ,0,9999,0, , ,0,9999,18.3, , ,0,1800,3.9
HAGERSTOWN MD US,200.9,19690321,0, ,0, , ,0,9999,0, , ,0,9999,14.4, , ,0,1800,1.1
HAGERSTOWN MD US,200.9,19690322,0, ,0, , ,0,9999,0, , ,0,9999,12.8, , ,0,1800,0.6
HAGERSTOWN MD US,200.9,19690323,0, ,0, , ,0,9999,0, , ,0,9999,13.3, , ,0,1800,-3.3
HAGERSTOWN MD US,200.9,19690324,12.4, ,0, , ,0,9999,0, , ,0,9999,10, , ,0,1800,1.7
HAGERSTOWN MD US,200.9,19690325,16.8, ,0, , ,0,9999,0, , ,0,9999,11.7, , ,0,1800,6.1
HAGERSTOWN MD US,200.9,19690326,0, ,0, , ,0,9999,0, , ,0,9999,8.3, , ,0,1800,2.8
HAGERSTOWN MD US,200.9,19690327,0, ,0, , ,0,9999,0, , ,0,9999,7.2, , ,0,1800,-0.6
HAGERSTOWN MD US,200.9,19690328,0, ,0, , ,0,9999,0, , ,0,9999,13.3, , ,0,1800,-2.8
HAGERSTOWN MD US,200.9,19690329,1, ,0, , ,0,9999,0, , ,0,9999,14.4, , ,0,1800,5
HAGERSTOWN MD US,200.9,19690330,0.8, ,0, , ,0,9999,0, , ,0,9999,6.1, , ,0,1800,-0.6
HAGERSTOWN MD US,200.9,19690331,0, ,0, , ,0,9999,0, , ,0,9999,5.6, , ,0,1800,-5.6
HAGERSTOWN MD US,200.9,19690401,0, ,0, , ,0,9999,0, , ,0,9999,14.4, , ,0,1800,-3.3
HAGERSTOWN MD US,200.9,19690402,0,T,0, , ,0,9999,0, , ,0,9999,21.1, , ,0,1800,7.2
HAGERSTOWN MD US,200.9,19690403,0, ,0, , ,0,9999,0, , ,0,9999,15.6, , ,0,1800,5
HAGERSTOWN MD US,200.9,19690404,0, ,0, , ,0,9999,0, , ,0,9999,17.8, , ,0,1800,5.6
HAGERSTOWN MD US,200.9,19690405,7.6, ,0, , ,0,9999,0, , ,0,9999,17.2, , ,0,1800,8.9
HAGERSTOWN MD US,200.9,19690406,1.8, ,0, , ,0,9999,0, , ,0,9999,17.2, , ,0,1800,6.7
HAGERSTOWN MD US,200.9,19690407,0, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,0.6
HAGERSTOWN MD US,200.9,19690408,0, ,0, , ,0,9999,0, , ,0,9999,25, , ,0,1800,4.4
HAGERSTOWN MD US,200.9,19690409,0, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,6.7
HAGERSTOWN MD US,200.9,19690410,5.6, ,0, , ,0,9999,0, , ,0,9999,25, , ,0,1800,13.9
HAGERSTOWN MD US,200.9,19690411,0, ,0, , ,0,9999,0, , ,0,9999,17.2, , ,0,1800,7.2
HAGERSTOWN MD US,200.9,19690412,0, ,0, , ,0,9999,0, , ,0,9999,16.1, , ,0,1800,2.2
HAGERSTOWN MD US,200.9,19690413,0, ,0, , ,0,9999,0, , ,0,9999,17.8, , ,0,1800,1.7
HAGERSTOWN MD US,200.9,19690414,0, ,0, , ,0,9999,0, , ,0,9999,16.7, , ,0,1800,6.1
HAGERSTOWN MD US,200.9,19690415,1.3, ,0, , ,0,9999,0, , ,0,9999,16.1, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690416,8.1, ,0, , ,0,9999,0, , ,0,9999,19.4, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690417,0, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,9.4
HAGERSTOWN MD US,200.9,19690418,1.3, ,0, , ,0,9999,0, , ,0,9999,24.4, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690419,8.1, ,0, , ,0,9999,0, , ,0,9999,21.7, , ,0,1800,11.7
HAGERSTOWN MD US,200.9,19690420,0, ,0, , ,0,9999,0, , ,0,9999,16.7, , ,0,1800,1.7
HAGERSTOWN MD US,200.9,19690421,0, ,0, , ,0,9999,0, , ,0,9999,18.9, , ,0,1800,2.2
HAGERSTOWN MD US,200.9,19690422,12.7, ,0, , ,0,9999,0, , ,0,9999,17.2, , ,0,1800,6.1
HAGERSTOWN MD US,200.9,19690423,0.5, ,0, , ,0,9999,0, , ,0,9999,12.8, , ,0,1800,4.4
HAGERSTOWN MD US,200.9,19690424,0, ,0, , ,0,9999,0, , ,0,9999,12.8, , ,0,1800,5
HAGERSTOWN MD US,200.9,19690425,0, ,0, , ,0,9999,0, , ,0,9999,22.8, , ,0,1800,4.4
HAGERSTOWN MD US,200.9,19690426,0, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,9.4
HAGERSTOWN MD US,200.9,19690427,0, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,7.8
HAGERSTOWN MD US,200.9,19690428,2.5, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690429,2.8, ,0, , ,0,9999,0, , ,0,9999,18.9, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690430,0, ,0, , ,0,9999,0, , ,0,9999,16.7, , ,0,1800,4.4
HAGERSTOWN MD US,200.9,19690501,0, ,0, , ,0,9999,0, , ,0,9999,20, , ,0,1800,1.1
HAGERSTOWN MD US,200.9,19690502,0, ,0, , ,0,9999,0, , ,0,9999,23.3, , ,0,1800,6.1
HAGERSTOWN MD US,200.9,19690503,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,10
HAGERSTOWN MD US,200.9,19690504,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,13.3
HAGERSTOWN MD US,200.9,19690505,0, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,11.7
HAGERSTOWN MD US,200.9,19690506,0, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,8.3
HAGERSTOWN MD US,200.9,19690507,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690508,1.5, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690509,23.9, ,0, , ,0,9999,0, , ,0,9999,22.8, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690510,0, ,0, , ,0,9999,0, , ,0,9999,19.4, , ,0,1800,6.7
HAGERSTOWN MD US,200.9,19690511,1.3, ,0, , ,0,9999,0, , ,0,9999,16.7, , ,0,1800,7.2
HAGERSTOWN MD US,200.9,19690512,1.3, ,0, , ,0,9999,0, , ,0,9999,15.6, , ,0,1800,5
HAGERSTOWN MD US,200.9,19690513,0, ,0, , ,0,9999,0, , ,0,9999,20.6, , ,0,1800,5.6
HAGERSTOWN MD US,200.9,19690514,0.5, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,11.1
HAGERSTOWN MD US,200.9,19690515,0, ,0, , ,0,9999,0, , ,0,9999,22.8, , ,0,1800,7.2
HAGERSTOWN MD US,200.9,19690516,0, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,11.7
HAGERSTOWN MD US,200.9,19690517,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690518,0, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690519,12.7, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690520,4.6, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690521,0, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,13.3
HAGERSTOWN MD US,200.9,19690522,0, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,7.8
HAGERSTOWN MD US,200.9,19690523,0, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,14.4
HAGERSTOWN MD US,200.9,19690524,0, ,0, , ,0,9999,0, , ,0,9999,23.3, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690525,0, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690526,0, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,9.4
HAGERSTOWN MD US,200.9,19690527,0, ,0, , ,0,9999,0, , ,0,9999,23.3, , ,0,1800,6.1
HAGERSTOWN MD US,200.9,19690528,0, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,11.7
HAGERSTOWN MD US,200.9,19690529,0, ,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690530,0, ,0, , ,0,9999,0, , ,0,9999,34.4, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690531,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,12.2
HAGERSTOWN MD US,200.9,19690601,0.8, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690602,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,18.3
HAGERSTOWN MD US,200.9,19690603,33, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,14.4
HAGERSTOWN MD US,200.9,19690604,0, ,0, , ,0,9999,0, , ,0,9999,25, , ,0,1800,9.4
HAGERSTOWN MD US,200.9,19690605,0, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690606,0, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690607,0.8, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690608,0,T,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690609,0.8, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690610,1.5, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,11.1
HAGERSTOWN MD US,200.9,19690611,0, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690612,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690613,0.8, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690614,6.4, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690615,5.8, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690616,2.5, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690617,0, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,10
HAGERSTOWN MD US,200.9,19690618,2.8, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690619,3.3, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690620,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690621,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690622,0, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690623,0, ,0, , ,0,9999,0, , ,0,9999,32.8, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690624,0, ,0, , ,0,9999,0, , ,0,9999,32.8, , ,0,1800,20.6
HAGERSTOWN MD US,200.9,19690625,2.5, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690626,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690627,0, ,0, , ,0,9999,0, , ,0,9999,33.9, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690628,0, ,0, , ,0,9999,0, , ,0,9999,36.7, , ,0,1800,22.2
HAGERSTOWN MD US,200.9,19690629,0, ,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690630,0, ,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690701,0, ,0, , ,0,9999,0, , ,0,9999,34.4, , ,0,1800,23.9
HAGERSTOWN MD US,200.9,19690702,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,13.9
HAGERSTOWN MD US,200.9,19690703,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690704,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690705,9.1, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690706,3.8, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690707,4.6, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690708,1.5, ,0, , ,0,9999,0, , ,0,9999,20.6, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690709,0.5, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690710,1.3, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690711,0.5, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690712,3.8, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,20.6
HAGERSTOWN MD US,200.9,19690713,0.5, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690714,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690715,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690716,0, ,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,18.3
HAGERSTOWN MD US,200.9,19690717,0, ,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,21.7
HAGERSTOWN MD US,200.9,19690718,0, ,0, , ,0,9999,0, , ,0,9999,36.7, , ,0,1800,23.9
HAGERSTOWN MD US,200.9,19690719,0,T,0, , ,0,9999,0, , ,0,9999,35.6, , ,0,1800,21.7
HAGERSTOWN MD US,200.9,19690720,24.6, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,20.6
HAGERSTOWN MD US,200.9,19690721,5.3, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690722,12.4, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690723,10.4, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690724,1, ,0, , ,0,9999,0, , ,0,9999,22.8, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690725,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690726,3.8, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690727,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690728,57.2, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690729,1, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690730,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,18.3
HAGERSTOWN MD US,200.9,19690731,0, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690801,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690802,1.5, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690803,5.3, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690804,29.7, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690805,0, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,18.3
HAGERSTOWN MD US,200.9,19690806,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690807,0, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,17.8
HAGERSTOWN MD US,200.9,19690808,0.5, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690809,0,T,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690810,17.3, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690811,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,14.4
HAGERSTOWN MD US,200.9,19690812,0, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,14.4
HAGERSTOWN MD US,200.9,19690813,0, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,15.6
HAGERSTOWN MD US,200.9,19690814,0, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690815,0, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,20.6
HAGERSTOWN MD US,200.9,19690816,1.5, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,22.8
HAGERSTOWN MD US,200.9,19690817,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690818,29.2, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,20
HAGERSTOWN MD US,200.9,19690819,11.4, ,0, , ,0,9999,0, , ,0,9999,27.2, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690820,1.5, ,0, , ,0,9999,0, , ,0,9999,26.1, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690821,0, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690822,0, ,0, , ,0,9999,0, , ,0,9999,26.7, , ,0,1800,12.2
HAGERSTOWN MD US,200.9,19690823,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690824,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690825,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,16.7
HAGERSTOWN MD US,200.9,19690826,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690827,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690828,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,11.1
HAGERSTOWN MD US,200.9,19690829,0, ,0, , ,0,9999,0, , ,0,9999,30.6, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690830,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690831,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690901,0, ,0, , ,0,9999,0, , ,0,9999,32.2, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690902,0, ,0, , ,0,9999,0, , ,0,9999,31.1, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690903,5.1, ,0, , ,0,9999,0, , ,0,9999,25.6, , ,0,1800,17.2
HAGERSTOWN MD US,200.9,19690904,13.2, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,19.4
HAGERSTOWN MD US,200.9,19690905,0.5, ,0, , ,0,9999,0, , ,0,9999,28.9, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690906,1.3, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,21.1
HAGERSTOWN MD US,200.9,19690907,19.3, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690908,16.8, ,0, , ,0,9999,0, , ,0,9999,30, , ,0,1800,18.9
HAGERSTOWN MD US,200.9,19690909,0, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,13.9
HAGERSTOWN MD US,200.9,19690910,0, ,0, , ,0,9999,0, , ,0,9999,20.6, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690911,0, ,0, , ,0,9999,0, , ,0,9999,22.2, , ,0,1800,5.6
HAGERSTOWN MD US,200.9,19690912,0, ,0, , ,0,9999,0, , ,0,9999,23.9, , ,0,1800,8.9
HAGERSTOWN MD US,200.9,19690913,0, ,0, , ,0,9999,0, , ,0,9999,27.8, , ,0,1800,10.6
HAGERSTOWN MD US,200.9,19690914,0, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,13.3
HAGERSTOWN MD US,200.9,19690915,0, ,0, , ,0,9999,0, , ,0,9999,28.3, , ,0,1800,14.4
HAGERSTOWN MD US,200.9,19690916,0, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,15
HAGERSTOWN MD US,200.9,19690917,0, ,0, , ,0,9999,0, , ,0,9999,31.7, , ,0,1800,16.1
HAGERSTOWN MD US,200.9,19690918,18.3, ,0, , ,0,9999,0, , ,0,9999,29.4, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690919,0, ,0, , ,0,9999,0, , ,0,9999,18.3, , ,0,1800,6.7
HAGERSTOWN MD US,200.9,19690920,0, ,0, , ,0,9999,0, , ,0,9999,17.2, , ,0,1800,12.8
HAGERSTOWN MD US,200.9,19690921,0, ,0, , ,0,9999,0, , ,0,9999,21.1, , ,0,1800,11.1
