"STATION","NAME","DATE","PRCP","SNOW"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-05","8.1",
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-06","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-07","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-08","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-09","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-10","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-11","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2010-11-16","0.0","0.0"
"US1ILCK0108","BEVERLY 0.3 N, IL US","2011-05-12","6.1",
"US1ILCK0108","BEVERLY 0.3 N, IL US","2011-05-13","2.8",
"US1ILCK0108","BEVERLY 0.3 N, IL US","2011-05-23","0.8",
"US1ILCK0108","BEVERLY 0.3 N, IL US","2011-06-09","83.1",
