STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/25/1964,0,0,0,,86,46,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/26/1964,0.06,0,0,,65,38,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/27/1964,0,0,0,,69,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/28/1964,0,0,0,,81,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/29/1964,0,0,0,,79,45,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,9/30/1964,0,0,0,,82,49,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/1/1964,0,0,0,,86,39,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/2/1964,0,0,0,,77,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/3/1964,0,0,0,,82,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/4/1964,0,0,0,,62,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/5/1964,0,0,0,,64,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/6/1964,0,0,0,,71,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/7/1964,0,0,0,,82,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/8/1964,0,0,0,,73,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/9/1964,0,0,0,,79,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/10/1964,0.18,0,0,,74,45,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/11/1964,0,0,0,,62,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/12/1964,0,0,0,,67,34,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/13/1964,0,0,0,,72,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/14/1964,0,0,0,,78,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/15/1964,0,0,0,,80,45,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/16/1964,0,0,0,,82,43,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/17/1964,0,0,0,,57,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/18/1964,0,0,0,,50,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/19/1964,0,0,0,,59,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/20/1964,0,0,0,,76,39,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/21/1964,0,0,0,,77,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/22/1964,0,0,0,,53,34,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/23/1964,0,0,0,,55,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/24/1964,0,0,0,,62,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/25/1964,0,0,0,,67,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/26/1964,0,0,0,,71,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/27/1964,0,0,0,,69,39,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/28/1964,0,0,0,,74,30,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/29/1964,0,0,0,,77,38,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/30/1964,0,0,0,,72,42,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,10/31/1964,0,0,0,,66,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/1/1964,0,0,0,,71,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/2/1964,0.28,0,0,,70,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/3/1964,0,0,0,,55,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/4/1964,0,0,0,,59,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/5/1964,0,0,0,,65,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/6/1964,0,0,0,,63,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/7/1964,0,0,0,,71,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/8/1964,0,0,0,,74,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/9/1964,0,0,0,,68,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/10/1964,0,0,0,,66,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/11/1964,0.01,0,0,,53,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/12/1964,0,0,0,,55,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/13/1964,0,0,0,,58,30,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/14/1964,0.4,4.2,0,,35,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/15/1964,0.08,0.8,5,,26,20,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/16/1964,0.01,0.1,4,,34,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/17/1964,0.01,0.1,3,,32,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/18/1964,0.08,0.8,2,,30,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/19/1964,0,0,3,,36,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/20/1964,0,0,3,,44,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/21/1964,0,0,1,,41,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/22/1964,0,0,0,,54,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/23/1964,0,0,0,,48,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/24/1964,0,0,0,,59,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/25/1964,0,0,0,,59,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/26/1964,0,0,0,,45,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/27/1964,0.01,0,0,,38,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/28/1964,0,0,0,,52,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/29/1964,0,0,0,,47,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,11/30/1964,0,0,0,,62,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/1/1964,0,0,0,,56,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/2/1964,0,0,0,,35,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/3/1964,0.08,1.4,0,,31,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/4/1964,0.05,0.6,1,,35,20,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/5/1964,0,0,0,,40,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/6/1964,0,0,0,,36,18,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/7/1964,0,0,0,,48,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/8/1964,0,0,0,,54,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/9/1964,0,0,0,,42,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/10/1964,0,0,0,,44,21,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/11/1964,0.01,0,0,,57,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/12/1964,0,0,0,,36,20,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/13/1964,0,0,0,,38,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/14/1964,0,0,0,,51,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/15/1964,0,0,0,,52,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/16/1964,0.01,0,0,,44,-3,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/17/1964,0.01,0.3,0,,17,-8,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/18/1964,0,0,0,,34,-6,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/19/1964,0,0,0,,53,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/20/1964,0,0,0,,56,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/21/1964,0,0,0,,59,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/22/1964,0,0,0,,68,38,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/23/1964,0,0,0,,71,47,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/24/1964,0.03,0,0,,60,38,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/25/1964,0.12,1.2,0,,53,11,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/26/1964,0,0,1,,37,11,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/27/1964,0,0,0,,55,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/28/1964,0.09,0.9,0,,49,25,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/29/1964,0,0,0,,36,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/30/1964,0,0,0,,41,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,12/31/1964,0,0,0,,40,11,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/1/1965,0.1,1,0,,34,15,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/2/1965,0,0,1,,34,8,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/3/1965,0,0,0,,44,5,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/4/1965,0,0,0,,55,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/5/1965,0,0,0,,60,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/6/1965,0,0,0,,65,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/7/1965,0,0,0,,63,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/8/1965,0,0,0,,36,20,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/9/1965,0,0,0,,40,18,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/10/1965,0,0,0,,47,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/11/1965,0,0,0,,40,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/12/1965,0,0,0,,42,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/13/1965,0,0,0,,47,18,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/14/1965,0,0,0,,55,20,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/15/1965,0,0,0,,50,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/16/1965,0,0,0,,56,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/17/1965,0,0,0,,59,30,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/18/1965,0,0,0,,63,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/19/1965,0,0,0,,53,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/20/1965,0,0,0,,53,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/21/1965,0,0,0,,56,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/22/1965,0,0,0,,40,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/23/1965,0,0,0,,40,11,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/24/1965,0,0,0,,59,21,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/25/1965,0.01,0.1,0,,37,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/26/1965,0,0,0,,36,13,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/27/1965,0,0,0,,52,19,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/28/1965,0.01,0.1,0,,44,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/29/1965,0.16,1.6,0,,55,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/30/1965,0.26,3.9,4,,41,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,1/31/1965,0.46,6.5,4,,58,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/1/1965,0,0,7,,28,-5,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/2/1965,0,0,5,,28,-2,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/3/1965,0,0,3,,31,4,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/4/1965,0,0,3,,48,10,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/5/1965,0,0,2,,53,34,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/6/1965,0,0,0,,55,28,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/7/1965,0.11,1.1,0,,37,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/8/1965,0,0,1,,40,15,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/9/1965,0.03,0.3,0,,40,17,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/10/1965,0.32,5.1,1,,26,15,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/11/1965,0.04,0.8,6,,18,0,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/12/1965,0,0,5,,26,2,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/13/1965,0,0,4,,36,4,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/14/1965,0.37,4.4,3,,41,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/15/1965,0.08,1,7,,23,-3,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/16/1965,0,0,7,,35,-5,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/17/1965,0,0,5,,46,9,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/18/1965,0,0,2,,53,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/19/1965,0,0,0,,57,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/20/1965,0,0,0,,55,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/21/1965,0.01,0.1,0,,35,18,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/22/1965,0.06,0.9,0,,55,12,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/23/1965,0.1,1.2,2,,13,4,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/24/1965,0,0,1,,36,10,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/25/1965,0,0,0,,54,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/26/1965,0,0,0,,65,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/27/1965,0,0,0,,61,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,2/28/1965,0.15,2.2,0,,46,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/1/1965,0.15,2.2,3,,28,9,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/2/1965,0.03,0.5,3,,22,7,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/3/1965,0.07,1.2,2,,21,4,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/4/1965,0,0,3,,41,11,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/5/1965,0,0,0,,47,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/6/1965,0,0,0,,43,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/7/1965,0,0,0,,53,23,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/8/1965,0,0,0,,51,25,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/9/1965,0.09,0.9,0,,34,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/10/1965,0,0,1,,43,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/11/1965,0.02,0.2,0,,44,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/12/1965,0.09,0.9,0,,36,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/13/1965,0,0,0,,33,26,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/14/1965,0.04,0.5,0,,47,24,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/15/1965,0,0,0,,54,22,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/16/1965,0,0,0,,56,27,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/17/1965,0.24,3.7,3,,28,5,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/18/1965,0.02,0.2,3,,12,-2,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/19/1965,0.01,0.1,2,,19,-2,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/20/1965,0,0,2,,32,1,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/21/1965,0,0,0,,51,16,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/22/1965,0,0,0,,63,18,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/23/1965,0.21,2.4,0,,19,9,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/24/1965,0.19,2,2,,18,-3,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/25/1965,0.01,0.1,4,,19,-1,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/26/1965,0,0,2,,51,7,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/27/1965,0,0,0,,57,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/28/1965,0.03,0,0,,41,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/29/1965,0,0,0,,52,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/30/1965,0,0,0,,67,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,3/31/1965,0,0,0,,70,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/1/1965,0.02,0,0,,66,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/2/1965,0,0,0,,69,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/3/1965,0,0,0,,64,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/4/1965,0.31,0,0,,44,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/5/1965,0,0,0,,54,34,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/6/1965,0,0,0,,65,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/7/1965,0,0,0,,65,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/8/1965,0,0,0,,68,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/9/1965,0,0,0,,70,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/10/1965,0.01,0.1,0,,58,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/11/1965,0.02,0.2,0,,57,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/12/1965,0,0,0,,54,32,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/13/1965,0,0,0,,66,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/14/1965,0,0,0,,62,25,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/15/1965,0,0,0,,66,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/16/1965,0,0,0,,73,39,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/17/1965,0,0,0,,71,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/18/1965,0.08,0,0,,59,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/19/1965,0,0,0,,74,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/20/1965,0,0,0,,81,52,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/21/1965,0,0,0,,83,41,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/22/1965,0,0,0,,84,48,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/23/1965,0,0,0,,68,43,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/24/1965,0,0,0,,51,38,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/25/1965,0.03,0,0,,65,31,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/26/1965,0.4,0,0,,49,41,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/27/1965,0.18,0,0,,51,37,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/28/1965,0,0,0,,66,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/29/1965,0,0,0,,77,41,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,4/30/1965,0,0,0,,79,44,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/1/1965,0,0,0,,84,47,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/2/1965,0,0,0,,82,47,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/3/1965,0,0,0,,67,40,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/4/1965,0,0,0,,81,43,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/5/1965,0.02,0,0,,71,47,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/6/1965,0,0,0,,69,39,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/7/1965,0,0,0,,67,35,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/8/1965,0.11,0,0,,54,33,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/9/1965,0,0,0,,59,29,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/10/1965,0,0,0,,59,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/11/1965,0,0,0,,70,36,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/12/1965,0,0,0,,76,42,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/13/1965,0,0,0,,77,51,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/14/1965,0.38,0,0,,56,46,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/15/1965,0.01,0,0,,63,46,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/16/1965,0,0,0,,76,42,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/17/1965,0,0,0,,83,48,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/18/1965,0,0,0,,66,48,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/19/1965,0,0,0,,81,43,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/20/1965,0,0,0,,84,49,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/21/1965,0.02,0,0,,70,50,
USW00023062,"DENVER STAPLETON, CO US",39.76746,-104.86948,1610.6,5/22/1965,0,0,0,,77,53,
