STATION,NAME,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/5/55,,,,,0,0,0,1.7,-6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/6/55,,,,,1,0,0,3.3,-1.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/7/55,,,,,0,0,0,1.7,-2.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/8/55,,,,,0,0,0,2.2,-3.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/9/55,,,,,0.3,3,0,1.1,-5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/10/55,,,,,0,0,0,4.4,-2.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/11/55,,,,,0,0,0,0.6,-5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/12/55,,,,,0,0,0,-1.7,-7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/13/55,,,,,1.3,13,0,-2.2,-7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/14/55,,,,,0,0,0,-0.6,-7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/15/55,,,,,0.5,8,0,0,-4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/16/55,,,,,0,0,0,1.7,-5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/17/55,,,,,0,0,0,0,-5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/18/55,,,,,0,0,0,0.6,-5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/19/55,,,,,0,0,0,0,-5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/20/55,,,,,0,0,0,-0.6,-8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/21/55,,,,,0,0,0,-1.1,-11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/22/55,,,,,2,38,,2.2,-6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/23/55,,,,,1.3,5,25,2.2,-7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/24/55,,,,,0,0,25,0.6,-6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/25/55,,,,,0.3,5,25,1.7,-7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/26/55,,,,,0,0,25,1.1,-6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/27/55,,,,,0,0,0,2.8,-10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/28/55,,,,,0,0,0,-5,-12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/29/55,,,,,0,0,0,-3.9,-12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/30/55,,,,,0,0,0,-4.4,-12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1/31/55,,,,,0,0,0,-3.3,-11.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/1/55,,,,,0.8,25,0,2.2,-6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/2/55,,,,,1.8,51,25,-4.4,-15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/3/55,,,,,0,0,51,-10,-19.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/4/55,,,,,0,0,25,-0.6,-13.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/5/55,,,,,0,0,25,2.8,-8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/6/55,,,,,39.6,3,0,8.9,-1.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/7/55,,,,,2.8,0,0,8.9,-1.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/8/55,,,,,0,0,0,2.8,-6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/9/55,,,,,0,0,0,3.9,-6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/10/55,,,,,0,0,0,11.1,0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/11/55,,,,,14,18,0,8.9,-5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/12/55,,,,,0.3,3,25,-5,-10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/13/55,,,,,0,0,0,-4.4,-11.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/14/55,,,,,0,3,0,-1.7,-12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/15/55,,,,,1.5,15,0,2.2,-5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/16/55,,,,,8.6,0,0,3.9,-6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/17/55,,,,,8.9,0,0,5.6,0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/18/55,,,,,0,0,0,5,-1.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/19/55,,,,,0,0,0,7.8,-2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/20/55,,,,,0,0,0,10,-1.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/21/55,,,,,0,0,0,2.8,-1.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/22/55,,,,,1.3,0,0,5,0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/23/55,,,,,11.4,0,0,7.8,-0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/24/55,,,,,0,0,0,2.2,-4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/25/55,,,,,0,0,0,7.8,-3.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/26/55,,,,,0,0,0,5.6,-4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/27/55,,,,,2.5,0,0,6.7,2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2/28/55,,,,,2.8,0,0,13.9,4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/1/55,,,,,0,0,0,20,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/2/55,,,,,0,0,0,21.1,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/3/55,,,,,13.2,0,0,8.9,1.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/4/55,,,,,3,3,0,11.1,0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/5/55,,,,,0,0,0,18.3,3.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/6/55,,,,,5.8,0,0,10.6,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/7/55,,,,,0,0,0,10,-0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/8/55,,,,,0,0,0,8.9,-0.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/9/55,,,,,0,0,0,15,-1.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/10/55,,,,,0,0,0,26.1,4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/11/55,,,,,0,0,0,26.7,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/12/55,,,,,9.1,0,0,12.2,3.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/13/55,,,,,2,0,0,7.2,3.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/14/55,,,,,7.4,0,0,16.1,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/15/55,,,,,0.3,0,0,21.1,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/16/55,,,,,0,0,0,17.2,4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/17/55,,,,,0,0,0,7.8,3.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/18/55,,,,,0,0,0,19.4,2.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/19/55,,,,,8.1,0,0,21.7,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/20/55,,,,,0,0,0,14.4,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/21/55,,,,,2,0,0,13.3,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/22/55,,,,,11.9,0,0,19.4,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/23/55,,,,,0,0,0,20,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/24/55,,,,,6.6,0,0,11.1,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/25/55,,,,,1.3,0,0,7.8,5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/26/55,,,,,11.9,0,0,6.7,5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/27/55,,,,,0,0,0,11.7,5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/28/55,,,,,3.8,0,0,12.8,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/29/55,,,,,21.6,0,0,18.3,8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4/30/55,,,,,0,0,0,21.7,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/1/55,,,,,5.1,0,0,21.1,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/2/55,,,,,0,0,0,19.4,5.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/3/55,,,,,0,0,0,22.2,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/4/55,,,,,0,0,0,26.1,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/5/55,,,,,0,0,0,29.4,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/6/55,,,,,0,0,0,19.4,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/7/55,,,,,0,0,0,20,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/8/55,,,,,2.8,0,0,21.7,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/9/55,,,,,0,0,0,12.8,4.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/10/55,,,,,0,0,0,17.2,2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/11/55,,,,,0,0,0,21.7,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/12/55,,,,,0,0,0,24.4,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/13/55,,,,,0,0,0,25.6,8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/14/55,,,,,0,0,0,24.4,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/15/55,,,,,0,0,0,22.8,8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/16/55,,,,,0,0,0,26.1,10
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/17/55,,,,,5.1,0,0,15.6,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/18/55,,,,,0,0,0,22.2,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/19/55,,,,,0,0,0,24.4,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/20/55,,,,,0,0,0,23.3,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/21/55,,,,,0,0,0,25,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/22/55,,,,,0,0,0,23.3,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/23/55,,,,,4.3,0,0,24.4,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/24/55,,,,,0,0,0,29.4,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/25/55,,,,,6.9,0,0,29.4,18.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/26/55,,,,,0,0,0,25,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/27/55,,,,,0,0,0,22.2,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/28/55,,,,,0,0,0,21.7,10
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/29/55,,,,,5.8,0,0,28.3,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/30/55,,,,,0.5,0,0,26.1,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5/31/55,,,,,9.4,0,0,18.9,13.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/1/55,,,,,0,0,0,20.6,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/2/55,,,,,0,0,0,17.8,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/3/55,,,,,0,0,0,21.7,11.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/4/55,,,,,8.6,0,0,24.4,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/5/55,,,,,2.5,0,0,24.4,15
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/6/55,,,,,0,0,0,27.2,13.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/7/55,,,,,0.8,0,0,18.9,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/8/55,,,,,0.8,0,0,16.1,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/9/55,,,,,1,0,0,13.3,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/10/55,,,,,0,0,0,23.3,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/11/55,,,,,17.3,0,0,16.7,11.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/12/55,,,,,18,0,0,23.3,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/13/55,,,,,1.3,0,0,20.6,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/14/55,,,,,0,0,0,20.6,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/15/55,,,,,0,0,0,27.2,13.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/16/55,,,,,0,0,0,30,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/17/55,,,,,0,0,0,28.3,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/18/55,,,,,0,0,0,31.7,13.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/19/55,,,,,0,0,0,24.4,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/20/55,,,,,17.8,0,0,27.8,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/21/55,,,,,0,0,0,27.8,18.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/22/55,,,,,4.3,0,0,28.3,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/23/55,,,,,0,0,0,30,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/24/55,,,,,10.4,0,0,20.6,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/25/55,,,,,3.8,0,0,25,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/26/55,,,,,0.3,0,0,22.8,13.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/27/55,,,,,0,0,0,25,15
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/28/55,,,,,0,0,0,27.8,13.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/29/55,,,,,0,0,0,30,15
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6/30/55,,,,,0,0,0,30.6,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/1/55,,,,,8.1,0,0,29.4,20.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/2/55,,,,,0.8,0,0,32.8,22.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/3/55,,,,,0,0,0,32.8,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/4/55,,,,,0,0,0,33.3,22.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/5/55,,,,,0,0,0,35.6,22.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/6/55,,,,,16.3,0,0,28.9,20.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/7/55,,,,,0,0,0,27.8,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/8/55,,,,,0,0,0,31.7,19.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/9/55,,,,,0,0,0,30,19.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/10/55,,,,,43.2,0,0,31.7,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/11/55,,,,,0,0,0,29.4,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/12/55,,,,,0,0,0,26.1,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/13/55,,,,,0,0,0,27.8,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/14/55,,,,,0,0,0,30,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/15/55,,,,,0,0,0,31.1,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/16/55,,,,,28.2,0,0,28.9,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/17/55,,,,,0,0,0,33.9,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/18/55,,,,,0.3,0,0,33.3,22.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/19/55,,,,,0,0,0,30,19.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/20/55,,,,,0,0,0,28.3,19.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/21/55,,,,,0,0,0,33.3,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/22/55,,,,,0,0,0,36.1,20.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/23/55,,,,,0,0,0,35.6,23.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/24/55,,,,,7.4,0,0,27.8,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/25/55,,,,,0,0,0,27.2,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/26/55,,,,,0,0,0,30,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/27/55,,,,,0,0,0,22.8,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/28/55,,,,,0,0,0,25,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/29/55,,,,,0,0,0,26.1,17.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/30/55,,,,,0,0,0,23.9,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7/31/55,,,,,0,0,0,27.8,17.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/1/55,,,,,0,0,0,35.6,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/2/55,,,,,0.8,0,0,35.6,22.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/3/55,,,,,0,0,0,31.7,18.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/4/55,,,,,0,0,0,32.8,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/5/55,,,,,0,0,0,36.7,23.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/6/55,,,,,0,0,0,33.9,23.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/7/55,,,,,16.5,0,0,32.8,22.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/8/55,,,,,3.3,0,0,26.1,17.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/9/55,,,,,0,0,0,23.9,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/10/55,,,,,6.1,0,0,22.8,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/11/55,,,,,19.3,0,0,28.9,18.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/12/55,,,,,89.7,0,0,21.1,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/13/55,,,,,66,0,0,26.1,20.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/14/55,,,,,6.1,0,0,29.4,22.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/15/55,,,,,0.5,0,0,29.4,22.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/16/55,,,,,0,0,0,29.4,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/17/55,,,,,0,0,0,30.6,23.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/18/55,,,,,66.8,0,0,25.6,23.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/19/55,,,,,28.4,0,0,27.2,20.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/20/55,,,,,0,0,0,33.3,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/21/55,,,,,18.8,0,0,34.4,21.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/22/55,,,,,0,0,0,31.7,21.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/23/55,,,,,7.9,0,0,28.3,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/24/55,,,,,0,0,0,23.9,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/25/55,,,,,0,0,0,23.3,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/26/55,,,,,0,0,0,26.7,13.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/27/55,,,,,0.3,0,0,26.7,17.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/28/55,,,,,0,0,0,24.4,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/29/55,,,,,0,0,0,25,11.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/30/55,,,,,0,0,0,27.2,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8/31/55,,,,,3,0,0,26.7,20
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/1/55,,,,,0,0,0,25.6,18.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/2/55,,,,,0,0,0,24.4,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/3/55,,,,,0,0,0,26.1,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/4/55,,,,,0,0,0,26.1,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/5/55,,,,,3.3,0,0,27.8,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/6/55,,,,,0,0,0,25,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/7/55,,,,,0,0,0,26.1,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/8/55,,,,,0,0,0,19.4,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/9/55,,,,,0,0,0,21.1,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/10/55,,,,,0,0,0,23.9,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/11/55,,,,,7.9,0,0,23.9,16.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/12/55,,,,,0,0,0,21.7,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/13/55,,,,,0,0,0,20.6,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/14/55,,,,,0,0,0,21.7,8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/15/55,,,,,0,0,0,26.1,17.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/16/55,,,,,0,0,0,24.4,16.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/17/55,,,,,0,0,0,22.8,15
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/18/55,,,,,0,0,0,26.7,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/19/55,,,,,0,0,0,26.1,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/20/55,,,,,1.3,0,0,27.2,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/21/55,,,,,0,0,0,20,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/22/55,,,,,0,0,0,17.8,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/23/55,,,,,1,0,0,17.8,9.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/24/55,,,,,37.3,0,0,20.6,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/25/55,,,,,0,0,0,20.6,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/26/55,,,,,0,0,0,17.2,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/27/55,,,,,0,0,0,18.9,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/28/55,,,,,19.1,0,0,22.8,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/29/55,,,,,0,0,0,21.7,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9/30/55,,,,,10.4,0,0,21.7,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/1/55,,,,,0.3,0,0,18.3,11.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/2/55,,,,,0,0,0,20,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/3/55,,,,,0,0,0,20.6,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/4/55,,,,,0,0,0,20.6,8.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/5/55,,,,,0.3,0,0,23.3,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/6/55,,,,,43.7,0,0,18.3,14.4
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/7/55,,,,,2.8,0,0,23.9,17.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/8/55,,,,,6.1,0,0,20.6,10
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/9/55,,,,,0,0,0,20,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/10/55,,,,,0,0,0,24.4,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/11/55,,,,,0,0,0,26.7,10.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/12/55,,,,,0,0,0,25.6,12.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/13/55,,,,,0,0,0,18.3,12.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/14/55,,,,,55.9,0,0,18.9,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/15/55,,,,,121.2,0,0,18.9,15.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/16/55,,,,,17.3,0,0,15.6,6.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/17/55,,,,,6.9,0,0,13.3,6.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/18/55,,,,,8.1,0,0,16.1,5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/19/55,,,,,0,0,0,13.3,8.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/20/55,,,,,0,0,0,17.8,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/21/55,,,,,0,0,0,18.3,7.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/22/55,,,,,0,0,0,12.8,2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/23/55,,,,,0,0,0,14.4,1.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/24/55,,,,,2.8,0,0,20,7.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/25/55,,,,,0,0,0,8.3,3.3
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/26/55,,,,,0,0,0,15.6,2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10/27/55,,,,,0,0,0,13.9,3.9
