"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1990","38","CO","","41-051-0243","AQS","38",".","7","19",".","."
"01/02/1990","79","CO","","41-051-0087","AQS","79",".","11",".",".","."
"01/03/1990","52","CO","","41-051-0087","AQS","52",".","10","21",".","."
"01/04/1990","48","CO","","41-051-0087","AQS","48",".","6","8",".","."
"01/05/1990","50","CO","","41-051-0087","AQS","50",".","9","17",".","."
"01/06/1990","34","CO","","41-051-0087","AQS","34",".","6","11",".","."
"01/07/1990","26","CO","","53-011-0010","AQS","26",".","9","16",".","."
"01/08/1990","69","CO","","41-051-0087","AQS","69",".","9","19",".","."
"01/09/1990","39","CO","","41-051-0087","AQS","39",".","20","9",".","."
"01/10/1990","56","CO","","41-051-0243","AQS","56",".","50","25",".","."
"01/11/1990","43","CO","","53-011-0010","AQS","43",".","4","17",".","."
"01/12/1990","79","CO","","53-011-0010","AQS","79",".","34","10",".","."
"01/13/1990","72","CO","","53-011-0010","AQS","72",".","21","21",".","."
"01/14/1990","73","CO","","53-011-0010","AQS","73",".","37","45",".","."
"01/15/1990","55","CO","","41-051-0087","AQS","55",".","10","18",".","."
"01/16/1990","67","CO","","41-051-0243","AQS","67",".","37","23",".","."
"01/17/1990","78","CO","","53-011-0010","AQS","78",".","20","39",".","."
"01/18/1990","85","CO","","53-011-0010","AQS","85",".","27","14",".","."
"01/19/1990","83","CO","","53-011-0010","AQS","83",".","9","13",".","."
"01/20/1990","84","CO","","53-011-0010","AQS","84",".","24","53",".","."
"01/21/1990","97","CO","","53-011-0010","AQS","97",".","31","71",".","."
"01/22/1990","51","CO","","41-051-0087","AQS","51",".","6","18",".","."
"01/23/1990","75","CO","","41-051-0243","AQS","75",".","11","30",".","."
"01/24/1990","72","CO","","41-051-0243","AQS","72",".","36","56",".","."
"01/25/1990","68","CO","","41-051-0087","AQS","68",".","16","26",".","."
"01/26/1990","63","CO","","41-051-0087","AQS","63",".","1","15",".","."
"01/27/1990","40","CO","","41-051-0087","AQS","40",".","1","16",".","."
"01/28/1990","18","CO","","41-051-0087","AQS","18",".","1","13",".","."
"01/29/1990","47","CO","","41-051-0087","AQS","47",".","4","15",".","."
"01/30/1990","53","PM10","Portland - SE Lafayette","41-051-0080","AQS","52",".","4","53",".","."
"01/31/1990","58","CO","","41-051-0087","AQS","58",".","4","14",".","."
"02/01/1990","62","CO","","41-051-0087","AQS","62",".","4","10",".","."
"02/02/1990","52","CO","","41-051-0087","AQS","52",".","6","13",".","."
"02/03/1990","51","CO","","41-051-0243","AQS","51",".","26","12",".","."
"02/04/1990","32","CO","","41-051-0243","AQS","32",".","1","12",".","."
"02/05/1990","50","CO","","41-051-0087","AQS","50",".","1","9",".","."
"02/06/1990","53","CO","","41-051-0087","AQS","53",".","3","11",".","."
"02/07/1990","43","CO","","41-051-0087","AQS","43",".","1","11",".","."
"02/08/1990","59","CO","","41-051-0087","AQS","59",".","1","9",".","."
"02/09/1990","48","CO","","41-051-0087","AQS","48",".","1","8",".","."
"02/10/1990","25","CO","","41-051-0243","AQS","25",".","1","11",".","."
"02/11/1990","35","CO","","41-051-0243","AQS","35",".","4","18",".","."
"02/12/1990","36","CO","","41-051-0087","AQS","36",".","9","19",".","."
"02/13/1990","74","SO2","","41-051-0074","AQS","57",".","74","25",".","."
"02/14/1990","57","CO","","41-051-0243","AQS","57",".","39","42",".","."
"02/15/1990","55","CO","","41-051-0087","AQS","55",".","1","11",".","."
"02/16/1990","59","CO","","41-051-0087","AQS","59",".","4","18",".","."
"02/17/1990","38","CO","","41-051-0087","AQS","38",".","16","17",".","."
