"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/22/2006","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".","1","17","36","."
"02/23/2006","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".","4",".","27","."
"02/24/2006","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".","23",".","55","."
"02/25/2006","63","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","36",".","9",".","63","."
"02/26/2006","59","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","15",".","3",".","59","."
"02/27/2006","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".","13",".","52","."
"02/28/2006","46","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".","9","16","46","."
"03/01/2006","17","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","10",".","17","."
"03/02/2006","23","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","15",".","11",".","23","."
"03/03/2006","32","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".","21",".","32","."
"03/04/2006","21","SO2","Portland - SE Lafayette","41-051-0080","AQS","13",".","21",".","19","."
"03/05/2006","28","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","15",".","6",".","28","."
"03/06/2006","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".","3","16","26","."
"03/07/2006","29","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","3",".","29","."
"03/08/2006","24","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","17",".","1",".","24","."
"03/09/2006","27","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","1",".","27","."
"03/10/2006","45","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","19",".","7",".","45","."
"03/11/2006","70","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".","16",".","70","."
"03/12/2006","59","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11",".","6","16","59","."
"03/13/2006","52","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","17",".","19",".","52","."
"03/14/2006","32","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","14",".","32","."
"03/15/2006","30","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","6",".","30","."
"03/16/2006","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","9",".","19","."
"03/17/2006","15","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".","1",".","15","."
"03/18/2006","34","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","6","13","34","."
"03/19/2006","65","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","19",".","17",".","65","."
"03/20/2006","64","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","14",".","20",".","64","."
"03/21/2006","22","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".","3",".","22","."
"03/22/2006","23","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","6",".","23","."
"03/23/2006","37","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","9",".","37","."
"03/24/2006","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13",".","1","15","19","."
"03/25/2006","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","4",".","43","."
"03/26/2006","25","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","13",".","3",".","25","."
"03/27/2006","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9",".","6",".","25","."
"03/28/2006","16","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","11",".","16","."
"03/29/2006","28","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".","3",".","28","."
"03/30/2006","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","9","22","45","."
"03/31/2006","25","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","13",".","4",".","25","."
"04/01/2006","20","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","1",".","20","."
"04/02/2006","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","6",".","25","."
"04/03/2006","18","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".","4",".","18","."
"04/04/2006","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","11",".","25","."
"04/05/2006","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","4","14","35","."
"04/06/2006","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","17",".","47","."
"04/07/2006","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","10",".","55","."
"04/08/2006","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11",".","1",".","38","."
"04/09/2006","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11",".","1",".","25","."
"04/10/2006","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","3",".","25","."
"04/11/2006","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","6","14","37","."
"04/12/2006","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","3",".","32","."
"04/13/2006","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".","9",".","40","."
"04/14/2006","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","1",".","21","."
"04/15/2006","15","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9",".","4",".","15","."
"04/16/2006","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","8",".","1",".","23","."
"04/17/2006","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11",".","3","11","28","."
"04/18/2006","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","11",".","38","."
"04/19/2006","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".","10",".","30","."
"04/20/2006","31","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","4",".","31","."
"04/21/2006","15","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9",".","1",".","15","."
"04/22/2006","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9",".","7",".","29","."
"04/23/2006","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10",".","4","17","25","."
"04/24/2006","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".","7",".","33","."
"04/25/2006","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10",".","3",".","39","."
"04/26/2006","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".","3",".","41","."
"04/27/2006","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","6",".","30","."
"04/28/2006","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".","3",".","33","."
"04/29/2006","28","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","9",".","1","9","28","."
"04/30/2006","29","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10",".","4",".","29","."
"05/01/2006","40","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","40","3",".","17","23"
"05/02/2006","40","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","40","11",".","24","25"
"05/03/2006","45","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","14","45","4",".","19","34"
"05/04/2006","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","50","4",".","32","36"
"05/05/2006","50","Ozone","Portland - SE Lafayette","41-051-0080","AQS","16","50","3","26","45","31"
"05/06/2006","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","38","1",".","32","15"
"05/07/2006","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","35","3",".","18","20"
"05/08/2006","37","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","16","37","6",".","28","22"
"05/09/2006","43","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","43","9",".","23","25"
"05/10/2006","46","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","46","7",".","30","28"
"05/11/2006","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","42","4","15","25","22"
"05/12/2006","49","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","49","3",".","21","21"
"05/13/2006","77","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","77","3",".","28","20"
"05/14/2006","90","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","90","4",".","42","25"
"05/15/2006","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","67","4",".","43","34"
"05/16/2006","100","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","100","3",".","40","20"
"05/17/2006","93","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","93","1","24","37","13"
"05/18/2006","54","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","54","1",".","25","19"
"05/19/2006","35","PM2.5","SAUVIE ISLAND-SIS","41-009-0004","AQS","16","29","1",".","35","26"
"05/20/2006","50","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","50","1",".","28","16"
"05/21/2006","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","29","1",".","28","22"
"05/22/2006","46","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","46","3",".","25","22"
"05/23/2006","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","33","3","13","26","21"
"05/24/2006","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","40","3",".","20","21"
"05/25/2006","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","36","3",".","21","14"
"05/26/2006","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31","1",".","17","16"
"05/27/2006","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","26","1",".","17","8"
"05/28/2006","29","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","9","29","3",".","17","9"
"05/29/2006","36","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","7","36","3","7","25","26"
"05/30/2006","37","NO2","Portland - SE Lafayette","41-051-0080","AQS","14","36","10",".","33","37"
"05/31/2006","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","28","6",".","37","27"
"06/01/2006","30","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16","13","4",".","30","26"
"06/02/2006","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","26","3",".","14","15"
"06/03/2006","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","35","3",".","27","22"
"06/04/2006","32","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","32","1","5","14","5"
"06/05/2006","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","35","4",".","20","13"
"06/06/2006","31","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","8","31","3",".","20","13"
"06/07/2006","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","31","1",".","22","14"
"06/08/2006","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31","1",".","17","14"
"06/09/2006","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","31","3",".","22","16"
"06/10/2006","37","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","11","37","3","11","26","12"
"06/11/2006","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","44","1",".","33","29"
"06/12/2006","44","PM2.5","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","21","1",".","44","20"
"06/13/2006","66","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15","29","1",".","66","8"
"06/14/2006","32","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","32","1",".","15","12"
"06/15/2006","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","35","1",".","20","7"
"06/16/2006","80","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","25","1","10","80","10"
"06/17/2006","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","37","1",".","20","12"
"06/18/2006","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","31","1",".","22","10"
"06/19/2006","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","35","1",".","20","9"
"06/20/2006","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","32","3",".","23","19"
"06/21/2006","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","38","1",".","25","10"
"06/22/2006","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","36","1","12","31","16"
"06/23/2006","48","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","9","48","1",".","29","12"
"06/24/2006","93","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","93","1",".","49","20"
"06/25/2006","93","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","6","93","1",".","53","12"
"06/26/2006","108","Ozone","Portland - SE Lafayette","41-051-0080","AQS","8","108","1",".","54","30"
"06/27/2006","51","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","51","1",".","35","17"
"06/28/2006","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","37","1","17","26","8"
"06/29/2006","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","44","4",".","42","33"
"06/30/2006","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","67","4",".","42","24"
"07/01/2006","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","44","3",".","35","10"
"07/02/2006","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","80","3",".","43","11"
"07/03/2006","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","6","42","3",".","38","10"
"07/04/2006","55","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","7","40","4","16","55","8"
"07/05/2006","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15","21","3",".","44","18"
"07/06/2006","84","CO","","41-051-0087","AQS","84","25","4",".","23","14"
"07/07/2006","178","CO","","41-051-0087","AQS","178","34","3",".","23","34"
"07/08/2006","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","77","3",".","32","19"
"07/09/2006","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","44","1",".","29","17"
"07/10/2006","42","CO","","41-051-0087","AQS","42","27","1","10","20","9"
"07/11/2006","39","CO","","41-051-0087","AQS","39","33","3",".","29","16"
"07/12/2006","24","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","13","18","1",".","24","11"
"07/13/2006","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","33","1",".","22","12"
"07/14/2006","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","33","3",".","25","16"
"07/15/2006","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","36","1",".","28","8"
"07/16/2006","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","46","3","11","27","8"
"07/17/2006","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","30","1",".","25","11"
"07/18/2006","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32","1",".","23","15"
"07/19/2006","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","38","3",".","27","16"
"07/20/2006","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","84","3",".","38","17"
"07/21/2006","201","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","201","9",".","59","36"
"07/22/2006","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","84","6","44","71","41"
"07/23/2006","108","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","108","4",".","60","39"
"07/24/2006","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","48","4",".","42","20"
"07/25/2006","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","27","1",".","23","12"
"07/26/2006","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","31","1",".","28","9"
"07/27/2006","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","31","1",".","24","9"
"07/28/2006","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9","23","1","18","26","15"
"07/29/2006","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","27","1",".","23","8"
"07/30/2006","24","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","8","21","1",".","24","16"
"07/31/2006","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","26","1",".","24","13"
"08/01/2006","25","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","23","3",".","25","14"
"08/02/2006","28","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","26","1",".","28","14"
"08/03/2006","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","35","3","16","28","12"
"08/04/2006","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","38","1",".","32","15"
"08/05/2006","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","54","3",".","41","11"
"08/06/2006","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","74","4",".","47","16"
"08/07/2006","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","46","3",".","35","14"
"08/08/2006","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","44","3",".","38","18"
"08/09/2006","34","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","27","3","11","34","14"
"08/10/2006","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31","1",".","24","12"
"08/11/2006","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","28","1",".","25","14"
"08/12/2006","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","35","1",".","33","11"
"08/13/2006","75","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","8","47","3",".","75","10"
"08/14/2006","51","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","47","4",".","51","26"
"08/15/2006","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","33","3","16","27","20"
"08/16/2006","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","32","1",".","30","29"
"08/17/2006","43","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","8","26","4",".","43","18"
"08/18/2006","139","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","11","44","3",".","139","20"
"08/19/2006","108","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","108","6",".","70","26"
"08/20/2006","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","77","3",".","59","21"
"08/21/2006","49","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17","37","3","21","49","19"
