"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1989","22","CO","","41-051-0075","AQS","22",".","11","21",".","."
"01/02/1989","23","CO","","41-051-0087","AQS","23",".","16","12",".","."
"01/03/1989","63","CO","","41-051-0087","AQS","63",".","6","13",".","."
"01/04/1989","49","CO","","41-051-0078","AQS","49",".","21","20",".","."
"01/05/1989","67","CO","","41-051-0087","AQS","67",".","3","19",".","."
"01/06/1989","71","CO","","41-051-0087","AQS","71",".","4","19",".","."
"01/07/1989","44","CO","","53-011-0010","AQS","44",".","14","24",".","."
"01/08/1989","28","CO","","53-011-0010","AQS","28",".","9","11",".","."
"01/09/1989","50","CO","","41-051-0087","AQS","50",".","6","7",".","."
"01/10/1989","42","CO","","41-051-0087","AQS","42",".","1","16",".","."
"01/11/1989","58","CO","","41-051-0087","AQS","58",".","4","20",".","."
"01/12/1989","57","CO","","41-051-0087","AQS","57",".","21","30",".","."
"01/13/1989","58","CO","","41-051-0087","AQS","58",".","1","11",".","."
"01/14/1989","31","CO","","41-051-0087","AQS","31",".","1","10",".","."
"01/15/1989","16","CO","","41-051-0087","AQS","16",".","1","8",".","."
"01/16/1989","45","CO","","41-051-0087","AQS","45",".","1","13",".","."
"01/17/1989","60","CO","","41-051-0087","AQS","60",".","6","14",".","."
"01/18/1989","56","CO","","41-051-0087","AQS","56",".","10","18",".","."
"01/19/1989","99","CO","","53-011-0010","AQS","99",".","36","33",".","."
"01/20/1989","96","CO","","53-011-0010","AQS","96",".","24","38",".","."
"01/21/1989","58","CO","","41-051-0087","AQS","58",".","14","31",".","."
"01/22/1989","54","CO","Portland - SE Lafayette","41-051-0080","AQS","54",".","11","46",".","."
"01/23/1989","60","CO","Portland - SE Lafayette","41-051-0080","AQS","60",".","17","43",".","."
"01/24/1989","71","CO","","41-051-0087","AQS","71",".","23","42",".","."
"01/25/1989","85","CO","","53-011-0010","AQS","85",".","20","44",".","."
"01/26/1989","86","CO","","53-011-0010","AQS","86",".","14","32",".","."
"01/27/1989","66","CO","","41-051-0078","AQS","66",".","31","61",".","."
"01/28/1989","82","PM10","Portland - SE Lafayette","41-051-0080","AQS","62",".","23","82",".","."
"01/29/1989","76","CO","","41-051-0087","AQS","76",".","40",".",".","."
"01/30/1989","57","SO2","","41-051-0074","AQS","57",".","57","35",".","."
"01/31/1989","45","CO","","41-051-0087","AQS","45",".","1","12",".","."
"02/01/1989","42","CO","","41-051-0087","AQS","42",".","6","26",".","."
"02/02/1989","45","PM10","Portland - SE Lafayette","41-051-0080","AQS","32",".","44","45",".","."
"02/03/1989","70","PM10","","41-051-0009","AQS","32",".","47","70",".","."
"02/04/1989","49","SO2","","41-051-0074","AQS","20",".","49","29",".","."
"02/05/1989","65","SO2","","41-051-0074","AQS","23",".","65","39",".","."
"02/06/1989","56","SO2","","41-051-0074","AQS","41",".","56","23",".","."
"02/07/1989","44","CO","","41-051-0078","AQS","44",".","33","27",".","."
"02/08/1989","50","SO2","","41-051-0074","AQS","41",".","50","31",".","."
"02/09/1989","44","PM10","","41-051-0009","AQS","42",".","34","44",".","."
"02/10/1989","74","CO","","41-051-0087","AQS","74",".","23","28",".","."
"02/11/1989","44","CO","","41-051-0078","AQS","44",".","34","42",".","."
"02/12/1989","54","PM10","Portland - SE Lafayette","41-051-0080","AQS","42",".","9","54",".","."
"02/13/1989","70","CO","","41-051-0087","AQS","70",".","55","53",".","."
"02/14/1989","67","CO","","53-011-0010","AQS","67",".","52","60",".","."
"02/15/1989","75","CO","","53-011-0010","AQS","75",".","54","71",".","."
"02/16/1989","48","CO","","41-051-0087","AQS","48",".","21","41",".","."
"02/17/1989","77","CO","","41-051-0087","AQS","77",".","1","14",".","."
"02/18/1989","39","CO","","41-051-0087","AQS","39",".","6","31",".","."
"02/19/1989","34","CO","","41-051-0078","AQS","34",".","4","31",".","."
"02/20/1989","71","CO","","41-051-0078","AQS","71",".","4","29",".","."
"02/21/1989","52","CO","","41-051-0087","AQS","52",".","11","41",".","."
"02/22/1989","55","CO","","41-051-0087","AQS","55",".","13","12",".","."
"02/23/1989","52","CO","","41-051-0087","AQS","52",".","21","24",".","."
