"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1992","45","PM10","","53-011-0015","AQS","42",".","6","45",".","."
"01/02/1992","65","CO","","41-051-0243","AQS","65",".","24","21",".","."
"01/03/1992","54","CO","","41-051-0087","AQS","54",".","19","13",".","."
"01/04/1992","52","CO","","41-051-0243","AQS","52",".","29","16",".","."
"01/05/1992","86","SO2","","41-051-0074","AQS","44",".","86","15",".","."
"01/06/1992","61","CO","","53-011-0010","AQS","61",".","24","35",".","."
"01/07/1992","68","CO","","53-011-0010","AQS","68",".","27","48",".","."
"01/08/1992","66","CO","","53-011-0010","AQS","66",".","20","19",".","."
"01/09/1992","43","CO","","53-011-0010","AQS","43",".","13","19",".","."
"01/10/1992","42","CO","","41-051-0087","AQS","42",".","11","16",".","."
"01/11/1992","83","CO","","41-051-0243","AQS","83",".","3","40",".","."
"01/12/1992","82","CO","","41-051-0243","AQS","82",".","16","54",".","."
"01/13/1992","72","CO","","41-051-0087","AQS","72",".","21","51",".","."
"01/14/1992","67","CO","","41-051-0243","AQS","67",".","49","47",".","."
"01/15/1992","60","CO","","41-051-0087","AQS","60",".","30","31",".","."
"01/16/1992","50","CO","","41-051-0087","AQS","50",".","9","12",".","."
"01/17/1992","47","CO","","53-011-0010","AQS","47",".","24","13",".","."
"01/18/1992","43","CO","","53-011-0010","AQS","43",".","4","11",".","."
"01/19/1992","57","PM10","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","55",".","4","57",".","."
"01/20/1992","48","CO","","53-011-0010","AQS","48",".","13","15",".","."
"01/21/1992","70","CO","","41-051-0087","AQS","70",".","9","36",".","."
"01/22/1992","68","CO","","41-051-0087","AQS","68",".","54","35",".","."
"01/23/1992","39","CO","","41-051-0087","AQS","39",".","6","11",".","."
"01/24/1992","60","CO","","41-051-0087","AQS","60",".","11","15",".","."
"01/25/1992","47","CO","","41-051-0243","AQS","47",".","3","25",".","."
"01/26/1992","42","CO","","41-051-0243","AQS","42",".","9","23",".","."
"01/27/1992","45","CO","","41-051-0087","AQS","45",".","20",".",".","."
"01/28/1992","43","CO","","41-051-0087","AQS","43",".","9","15",".","."
"01/29/1992","67","CO","","41-051-0087","AQS","67",".","16","24",".","."
"01/30/1992","59","CO","","41-051-0087","AQS","59",".","10","19",".","."
"01/31/1992","38","CO","","41-051-0087","AQS","38",".","20","23",".","."
"02/01/1992","43","CO","","41-051-0243","AQS","43",".","4","16",".","."
"02/02/1992","36","CO","","41-051-0087","AQS","36",".","11","15",".","."
"02/03/1992","76","CO","","53-011-0010","AQS","76",".","13","10",".","."
"02/04/1992","82","CO","","53-011-0010","AQS","82",".","24","13",".","."
"02/05/1992","87","CO","","53-011-0010","AQS","87",".","34","18",".","."
"02/06/1992","64","CO","","53-011-0010","AQS","64",".","50","43",".","."
"02/07/1992","63","CO","","53-011-0010","AQS","63",".","34","39",".","."
"02/08/1992","60","CO","","41-051-0243","AQS","60",".","27","30",".","."
"02/09/1992","32","CO","","41-051-0243","AQS","32",".","10","15",".","."
"02/10/1992","52","CO","","53-011-0010","AQS","52",".","9","12",".","."
"02/11/1992","65","CO","","53-011-0010","AQS","65",".","11","19",".","."
"02/12/1992","55","CO","","41-051-0087","AQS","55",".","23","38",".","."
"02/13/1992","53","CO","","41-051-0087","AQS","53",".","13","19",".","."
"02/14/1992","53","CO","","41-051-0087","AQS","53",".","9","13",".","."
"02/15/1992","62","CO","","53-011-0010","AQS","62",".","23","24",".","."
"02/16/1992","74","CO","","53-011-0010","AQS","74",".","16","19",".","."
"02/17/1992","35","CO","","41-051-0087","AQS","35",".","4","9",".","."
"02/18/1992","50","CO","","41-051-0243","AQS","50",".","4","17",".","."
"02/19/1992","47","CO","","41-051-0243","AQS","47",".","13","19",".","."
"02/20/1992","42","CO","","41-051-0087","AQS","42",".","6","13",".","."
"02/21/1992","38","CO","","41-051-0087","AQS","38",".","7","9",".","."
"02/22/1992","54","CO","","41-051-0243","AQS","54",".","21","23",".","."
"02/23/1992","63","CO","","41-051-0243","AQS","63",".","27","40",".","."
"02/24/1992","55","CO","","41-051-0243","AQS","55",".","31","35",".","."
"02/25/1992","44","CO","","53-011-0010","AQS","44",".","31","11",".","."
"02/26/1992","38","CO","","53-011-0010","AQS","38",".","9","9",".","."
"02/27/1992","44","CO","","53-011-0010","AQS","44",".","11","9",".","."
"02/28/1992","48","CO","","53-011-0010","AQS","48",".","14","12",".","."
"02/29/1992","41","CO","","41-051-0243","AQS","41",".","26","11",".","."
"03/01/1992","51","CO","","53-011-0010","AQS","51",".","13","28",".","."
"03/02/1992","65","CO","","53-011-0010","AQS","65",".","30","25",".","."
"03/03/1992","61","CO","","41-051-0087","AQS","61",".","17","26",".","."
"03/04/1992","64","CO","","41-051-0087","AQS","64",".","20","22",".","."
"03/05/1992","45","CO","","41-051-0087","AQS","45",".","24","17",".","."
"03/06/1992","49","CO","","41-051-0243","AQS","49",".","20","21",".","."
"03/07/1992","52","CO","","41-051-0243","AQS","52",".","37","23",".","."
"03/08/1992","45","CO","","41-051-0243","AQS","45",".","21","23",".","."
"03/09/1992","83","CO","","41-051-0243","AQS","83",".","34","31",".","."
"03/10/1992","82","CO","","41-051-0243","AQS","82",".","24","56",".","."
"03/11/1992","85","CO","","41-051-0243","AQS","85",".","30","52",".","."
"03/12/1992","86","CO","","41-051-0243","AQS","86",".","26","48",".","."
"03/13/1992","84","CO","","53-011-0010","AQS","84",".","37","61",".","."
"03/14/1992","53","CO","","41-051-0243","AQS","53",".","23","32",".","."
"03/15/1992","34","CO","","41-051-0243","AQS","34",".","16","18",".","."
"03/16/1992","50","CO","","41-051-0087","AQS","50",".","10","15",".","."
"03/17/1992","64","CO","","41-051-0243","AQS","64",".","16","17",".","."
"03/18/1992","59","CO","","41-051-0243","AQS","59",".","31","24",".","."
