"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2019","128","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","10","8","1",".","128","16"
"01/02/2019","76","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","12","1",".","76","16"
"01/03/2019","28","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","27","0","7","28","13"
"01/04/2019","27","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","7","26","0",".","27","18"
"01/05/2019","46","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","7","33","0",".","46","20"
"01/06/2019","32","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","32","0","2","13","15"
"01/07/2019","35","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","5","29","1",".","35","26"
"01/08/2019","29","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","29","0",".","10","6"
"01/09/2019","26","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","26","0","6","20","20"
"01/10/2019","30","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","19","0",".","30","23"
"01/11/2019","73","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","19","0",".","73","10"
"01/12/2019","63","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","21","0","4","63","5"
"01/13/2019","62","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","24","0",".","62","4"
"01/14/2019","32","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","2","23","0",".","32","6"
"01/15/2019","48","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","19","0","14","48","5"
"01/16/2019","55","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","18","0",".","55","7"
"01/17/2019","32","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","32","0",".","16","16"
"01/18/2019","27","NO2","Portland - SE Lafayette","41-051-0080","AQS","7","22","1","5","23","27"
"01/19/2019","46","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","8","14","1",".","46","23"
"01/20/2019","43","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","8","18","0",".","43","25"
"01/21/2019","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","7","11","0","15","52","23"
"01/22/2019","28","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","6","28","0",".","28","20"
"01/23/2019","30","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","30","0",".","17","25"
"01/24/2019","56","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","9","12",".","16","56","32"
"01/25/2019","60","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","6",".",".","60","23"
"01/26/2019","82","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18","3",".",".","82","16"
"01/27/2019","72","PM2.5","Portland Cully Helensview School (PCH)","41-051-2011","AQS","11","8",".","20","72","18"
"01/28/2019","33","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","7","29",".",".","33","12"
"01/29/2019","51","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","25",".",".","51","6"
"01/30/2019","64","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","22",".","7","64","26"
"01/31/2019","76","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","9","12",".",".","76","28"
"02/01/2019","84","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","8","8",".",".","84","23"
"02/02/2019","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","6","24","0","10","41","18"
"02/03/2019","34","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","34","0",".","15","18"
"02/04/2019","28","NO2","Tualatin Bradbury Court (TBC) - Near Road Site","41-067-0005","AQS","6","25","0",".","17","28"
"02/05/2019","55","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","7","17","0","16","55","29"
"02/06/2019","68","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10","22","3",".","68","29"
"02/07/2019","60","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","31","0",".","60","27"
"02/08/2019","53","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","5","28","0","16","53","25"
"02/09/2019","31","Ozone","Tualatin Bradbury Court (TBC) - Near Road Site","41-067-0005","AQS","3","31",".",".","26","7"
"02/10/2019","30","Ozone","Tualatin Bradbury Court (TBC) - Near Road Site","41-067-0005","AQS","3","30",".",".","19","8"
"02/11/2019","37","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","37",".","1","11","19"
"02/12/2019","36","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","36","0",".","15","27"
"02/13/2019","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","7","34","1",".","35","29"
"02/14/2019","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","35","0","4","17","20"
"02/15/2019","33","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","33","0",".","15","13"
"02/16/2019","28","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","28","0",".","23","26"
"02/17/2019","42","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","28","0","7","42","23"
"02/18/2019","61","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","9","19","1",".","61","27"
"02/19/2019","35","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","26","0",".","35","24"
"02/20/2019","30","NO2","Tualatin Bradbury Court (TBC) - Near Road Site","41-067-0005","AQS","6","29","0","6","27","30"
"02/21/2019","43","PM2.5","Portland Cully Helensview School (PCH)","41-051-2011","AQS","6","25","0",".","43","34"
"02/22/2019","48","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","25","0",".","48","26"
"02/23/2019","33","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","5","30","0","5","33","17"
"02/24/2019","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","35","0",".","25","18"
"02/25/2019","34","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","34","0",".","19","8"
"02/26/2019","40","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","40","0","17","28","21"
"02/27/2019","38","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","38","0",".","26","16"
"02/28/2019","30","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","6","30","0",".","30","22"
"03/01/2019","38","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","5","37","0","7","38","15"
"03/02/2019","58","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","3","42","0",".","58","13"
"03/03/2019","43","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","43","0",".","25","4"
"03/04/2019","43","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","43","0","13","18","6"
"03/05/2019","44","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","44","0",".","31","8"
"03/06/2019","53","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","42","0",".","53","33"
"03/07/2019","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","31","0","5","27","24"
"03/08/2019","36","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","5","27","0",".","36","32"
"03/09/2019","38","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","5","38","0",".","33","25"
"03/10/2019","41","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","2","41","0","11","34","19"
"03/11/2019","38","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","7","38","0",".","33","38"
"03/12/2019","37","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","5","37","0",".","16","32"
"03/13/2019","30","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","5","30","0","6","23","19"
"03/14/2019","31","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","5","31",".",".","28","21"
"03/15/2019","40","Ozone","Portland - SE Lafayette","41-051-0080","AirNow","3","40","1",".","33","30"
"03/16/2019","53","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","40","0","17","53","25"
"03/17/2019","45","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","2","45","0",".","45","18"
"03/18/2019","44","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","44","0",".","24","9"
"03/19/2019","45","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","45","0","8","23","7"
"03/20/2019","47","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","47","0",".","22","21"
"03/21/2019","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","35","0",".","30","27"
"03/22/2019","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","7","26","1","13","38","19"
"03/23/2019","38","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","38","0",".","31","19"
"03/24/2019","42","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","42","0",".","27","26"
"03/25/2019","34","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","5","31","0","7","34","21"
"03/26/2019","41","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","41","0",".","18","26"
"03/27/2019","34","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","34","0",".","23","30"
"03/28/2019","32","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","32","0","9","21","18"
"03/29/2019","36","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","36","0",".","31","17"
"03/30/2019","34","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","34","0",".","32","21"
"03/31/2019","46","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","7","35","0","10","46","27"
"04/01/2019","38","PM2.5","Tualatin Bradbury Court (TBC) - Near Road Site","41-067-0005","AQS","8","31","0",".","38","24"
"04/02/2019","34","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","3","20","0",".","34","27"
"04/03/2019","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","35","0","7","16","22"
"04/04/2019","26","PM2.5","Vancouver-NE 84th Ave","53-011-0024","AQS","6","25","0",".","26","23"
"04/05/2019","41","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","41","0",".","18","17"
"04/06/2019","41","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","41","0","6","21","13"
"04/07/2019","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","35","0",".","13","19"
"04/08/2019","36","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","36",".",".","18","21"
"04/09/2019","38","Ozone","Portland - SE Lafayette","41-051-0080","AQS","3","38","0","9","17","28"
"04/10/2019","34","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","34","0",".","13","8"
"04/11/2019","32","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","32","0",".","14","7"
