"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"04/13/2015","38","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","38","0",".","30","32"
"04/14/2015","37","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","37","1",".","29","28"
"04/15/2015","37","Ozone","Portland - SE Lafayette","41-051-0080","AQS","8","37","1","8","28","26"
"04/16/2015","37","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","7","35","1",".","37","27"
"04/17/2015","39","Ozone","Portland - SE Lafayette","41-051-0080","AQS","8","39","0",".","20","26"
"04/18/2015","49","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","49","0","12","30","25"
"04/19/2015","48","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","48","1",".","28","30"
"04/20/2015","47","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","47","1",".","27","29"
"04/21/2015","39","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","39","0","10","20","20"
"04/22/2015","39","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","39","0",".","20","25"
"04/23/2015","35","Ozone","Portland - SE Lafayette","41-051-0080","AQS","5","35","0",".","28","21"
