"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2010","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","31","1",".","21","11"
"01/02/2010","36","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","8","31","1","14","36","22"
"01/03/2010","72","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","9","22","3",".","72","15"
"01/04/2010","54","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","16","20","3",".","54","22"
"01/05/2010","63","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","17","18","11","9","63","24"
"01/06/2010","26","Ozone","Portland - SE Lafayette","41-051-0080","AQS","10","26","1",".","17","6"
"01/07/2010","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","6","25","3",".","33","6"
"01/08/2010","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","7","19","3","13","52","8"
"01/09/2010","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","7","17","4",".","47","10"
"01/10/2010","63","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","3","17","3",".","63","5"
"01/11/2010","44","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","8","15","4","6","44","10"
"01/12/2010","47","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10","15","6",".","47","21"
"01/13/2010","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","7","31","3",".","21","21"
"01/14/2010","59","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","11","12","9","20","59","25"
"01/15/2010","35","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10","20","1",".","35","19"
"01/16/2010","37","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","8","17","1",".","37","23"
"01/17/2010","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","9","37","1","12","43","12"
"01/18/2010","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","6","31","3",".","16","25"
