"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1991","47","CO","","41-051-0243","AQS","47",".","29","26",".","."
"01/02/1991","49","CO","","41-051-0078","AQS","49",".","27","21",".","."
"01/03/1991","75","CO","","53-011-0010","AQS","75",".","34","14",".","."
"01/04/1991","74","CO","","53-011-0010","AQS","74",".","33","16",".","."
"01/05/1991","74","CO","","53-011-0010","AQS","74",".","65","19",".","."
"01/06/1991","84","SO2","","53-011-0014","AQS","26",".","84","51",".","."
"01/07/1991","71","SO2","","53-011-0014","AQS","56",".","71","12",".","."
"01/08/1991","65","CO","","41-051-0087","AQS","65",".","41","19",".","."
"01/09/1991","101","SO2","","53-011-0014","AQS","67",".","101",".",".","."
"01/10/1991","88","CO","","41-051-0078","AQS","88",".","34","22",".","."
"01/11/1991","74","SO2","","53-011-0014","AQS","74",".","74","12",".","."
"01/12/1991","126","SO2","","53-011-0014","AQS","41",".","126","14",".","."
"01/13/1991","38","CO","","41-005-0113","AQS","38",".","4","14",".","."
"01/14/1991","52","CO","","41-051-0087","AQS","52",".","9","7",".","."
"01/15/1991","66","CO","","41-005-0113","AQS","66",".","9","18",".","."
"01/16/1991","56","CO","","41-051-0087","AQS","56",".","27","44",".","."
"01/17/1991","91","CO","","41-051-0243","AQS","91",".","41","65",".","."
"01/18/1991","101","CO","","53-011-0010","AQS","101",".","24","51",".","."
"01/19/1991","51","SO2","","41-051-0074","AQS","48",".","51","21",".","."
"01/20/1991","54","CO","","53-011-0010","AQS","54",".","29","22",".","."
"01/21/1991","82","CO","","53-011-0010","AQS","82",".","33","56",".","."
"01/22/1991","96","PM10","Portland - SE Lafayette","41-051-0080","AQS","87",".","46","96",".","."
"01/23/1991","87","CO","","53-011-0010","AQS","87",".","44","62",".","."
"01/24/1991","55","CO","","53-011-0010","AQS","55",".","36","49",".","."
"01/25/1991","50","CO","","53-011-0010","AQS","50",".","34","19",".","."
"01/26/1991","88","CO","","53-011-0010","AQS","88",".","55","61",".","."
"01/27/1991","94","CO","","41-051-0243","AQS","94",".","31","76",".","."
"01/28/1991","57","PM10","Portland - SE Lafayette","41-051-0080","AQS","47",".","17","57",".","."
"01/29/1991","120","PM10","Portland - SE Lafayette","41-051-0080","AQS","95",".","24","120",".","."
"01/30/1991","115","PM10","","41-051-0003","AQS","108",".","64","115",".","."
"01/31/1991","113","CO","","41-051-0243","AQS","113",".","29","48",".","."
"02/01/1991","120","CO","","41-051-0087","AQS","120",".","87","41",".","."
"02/02/1991","76","CO","","41-051-0087","AQS","76",".","51","13",".","."
"02/03/1991","31","CO","","41-005-0113","AQS","31",".","26","15",".","."
"02/04/1991","63","CO","","41-051-0087","AQS","63",".","44","13",".","."
"02/05/1991","65","CO","","53-011-0010","AQS","65",".","14","34",".","."
"02/06/1991","75","CO","","41-005-0113","AQS","75",".","72","20",".","."
"02/07/1991","90","CO","","41-051-0243","AQS","90",".","55","62",".","."
"02/08/1991","90","CO","Portland - SE Lafayette","41-051-0080","AQS","90",".","37","57",".","."
"02/09/1991","59","CO","","41-051-0243","AQS","59",".","36","45",".","."
"02/10/1991","85","SO2","","53-011-0014","AQS","62",".","85","34",".","."
"02/11/1991","55","CO","","41-005-0113","AQS","55",".","43","35",".","."
"02/12/1991","57","CO","","53-011-0010","AQS","57",".","9","16",".","."
"02/13/1991","78","CO","","41-005-0113","AQS","78",".","13","11",".","."
"02/14/1991","72","CO","","41-005-0113","AQS","72",".","27","18",".","."
"02/15/1991","66","CO","","41-005-0113","AQS","66",".","29","19",".","."
"02/16/1991","50","CO","","41-005-0113","AQS","50",".","9","14",".","."
"02/17/1991","38","CO","","41-005-0113","AQS","38",".","6","16",".","."
"02/18/1991","57","CO","","41-005-0113","AQS","57",".","10","16",".","."
"02/19/1991","45","CO","","41-005-0113","AQS","45",".","7","6",".","."
"02/20/1991","66","CO","","41-051-0087","AQS","66",".","27","19",".","."
"02/21/1991","61","CO","","41-051-0243","AQS","61",".","21","24",".","."
"02/22/1991","63","CO","","41-005-0113","AQS","63",".","21","42",".","."
"02/23/1991","64","CO","","41-051-0243","AQS","64",".","23","41",".","."
"02/24/1991","57","CO","","53-011-0010","AQS","57",".","37","31",".","."
"02/25/1991","70","SO2","","53-011-0014","AQS","53",".","70","23",".","."
"02/26/1991","57","SO2","","53-011-0014","AQS","56",".","57","19",".","."
"02/27/1991","57","CO","","53-011-0010","AQS","57",".","43","26",".","."
"02/28/1991","62","CO","","41-005-0113","AQS","62",".","27","28",".","."
"03/01/1991","59","SO2","","53-011-0014","AQS","57",".","59","31",".","."
"03/02/1991","43","CO","","41-005-0113","AQS","43",".","24","8",".","."
"03/03/1991","27","CO","","41-005-0113","AQS","27",".","24","10",".","."
"03/04/1991","65","CO","","41-005-0113","AQS","65",".","17","18",".","."
"03/05/1991","66","CO","","41-005-0113","AQS","66",".","9","14",".","."
"03/06/1991","62","CO","","41-005-0113","AQS","62",".","20","18",".","."
"03/07/1991","64","CO","","41-005-0113","AQS","64",".","7","26",".","."
"03/08/1991","74","CO","","41-051-0243","AQS","74",".","20","36",".","."
"03/09/1991","79","CO","","41-051-0243","AQS","79",".","17","23",".","."
"03/10/1991","38","CO","","41-051-0243","AQS","38",".","10","15",".","."
"03/11/1991","50","CO","","41-005-0113","AQS","50",".","24","10",".","."
"03/12/1991","54","CO","","41-005-0113","AQS","54",".","16","19",".","."
"03/13/1991","50","CO","","41-051-0243","AQS","50",".","16","32",".","."
"03/14/1991","59","CO","","41-005-0113","AQS","59",".","14","15",".","."
"03/15/1991","58","CO","","41-005-0113","AQS","58",".","26","17",".","."
"03/16/1991","44","CO","","53-011-0010","AQS","44",".","33","17",".","."
"03/17/1991","52","CO","","53-011-0010","AQS","52",".","41","18",".","."
"03/18/1991","57","CO","","41-005-0113","AQS","57",".","31","22",".","."
"03/19/1991","65","CO","","41-005-0113","AQS","65",".","31","39",".","."
"03/20/1991","51","CO","","41-051-0243","AQS","51",".","31","32",".","."
"03/21/1991","60","CO","","41-005-0113","AQS","60",".","13","13",".","."
"03/22/1991","60","CO","","41-005-0113","AQS","60",".","9","12",".","."
"03/23/1991","41","CO","","41-051-0243","AQS","41",".","21","15",".","."
"03/24/1991","32","CO","","41-051-0087","AQS","32",".","13","12",".","."
"03/25/1991","44","CO","","41-051-0087","AQS","44",".","16","32",".","."
"03/26/1991","50","CO","","41-051-0243","AQS","50",".","31","22",".","."
"03/27/1991","47","CO","","41-005-0113","AQS","47",".","24","36",".","."
"03/28/1991","50","CO","","41-005-0113","AQS","50",".","11","25",".","."
"03/29/1991","53","PM10","Portland - SE Lafayette","41-051-0080","AQS","51",".","39","53",".","."
"03/30/1991","66","CO","","41-051-0087","AQS","66",".","30","34",".","."
"03/31/1991","76","CO","","53-011-0010","AQS","76",".","37","33",".","."
"04/01/1991","55","CO","","53-011-0010","AQS","55",".","17",".",".","."
"04/02/1991","31","CO","","53-011-0010","AQS","31",".","11",".",".","."
"04/03/1991","27","CO","","53-011-0010","AQS","27",".","24",".",".","."
