"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1993","46","SO2","","41-051-0074","AQS","31",".","46","39",".","."
"01/02/1993","41","CO","","41-051-0243","AQS","41",".","27","39",".","."
"01/03/1993","35","CO","","41-051-0243","AQS","35",".","23","16",".","."
"01/04/1993","47","CO","","53-011-0010","AQS","47",".","13","13",".","."
"01/05/1993","56","SO2","","41-051-0074","AQS","35",".","56","19",".","."
"01/06/1993","50","SO2","","41-051-0074","AQS","49",".","50","22",".","."
"01/07/1993","46","SO2","","41-051-0074","AQS","39",".","46","44",".","."
"01/08/1993","74","SO2","","41-051-0074","AQS","35",".","74","32",".","."
"01/09/1993","86","SO2","","41-051-0074","AQS","30",".","86","16",".","."
"01/10/1993","60","SO2","","41-051-0074","AQS","24",".","60","55",".","."
"01/11/1993","43","SO2","","41-051-0074","AQS","43",".","43","24",".","."
"01/12/1993","50","SO2","","41-051-0074","AQS","32",".","50","41",".","."
"01/13/1993","74","SO2","","41-051-0074","AQS","30",".","74","37",".","."
"01/14/1993","36","CO","","53-011-0010","AQS","36",".","29","24",".","."
"01/15/1993","43","SO2","","41-051-0074","AQS","31",".","43","20",".","."
"01/16/1993","50","CO","","53-011-0010","AQS","50",".","33","37",".","."
"01/17/1993","77","SO2","","41-051-0074","AQS","63",".","77","29",".","."
"01/18/1993","32","CO","","53-011-0010","AQS","32",".","9","18",".","."
"01/19/1993","53","CO","","41-051-0087","AQS","53",".","13","40",".","."
"01/20/1993","31","CO","","41-051-0078","AQS","31",".","11","9",".","."
"01/21/1993","50","CO","","53-011-0010","AQS","50",".","39","15",".","."
"01/22/1993","45","CO","","41-051-0243","AQS","45",".","20","27",".","."
"01/23/1993","45","PM10","Portland - SE Lafayette","41-051-0080","AQS","45",".","13","45",".","."
"01/24/1993","30","SO2","","41-051-0074","AQS","24",".","30","13",".","."
"01/25/1993","58","CO","","41-051-0078","AQS","58",".","10","45",".","."
"01/26/1993","82","SO2","","41-051-0074","AQS","57",".","82","51",".","."
"01/27/1993","70","SO2","","41-051-0074","AQS","52",".","70","51",".","."
"01/28/1993","38","CO","","41-051-0243","AQS","38",".","9","16",".","."
"01/29/1993","34","SO2","","41-051-0074","AQS","34",".","34","17",".","."
"01/30/1993","43","CO","","53-011-0010","AQS","43",".","6","11",".","."
"01/31/1993","38","PM10","","53-011-0015","AQS","36",".","3","38",".","."
"02/01/1993","49","CO","","53-011-0010","AQS","49",".","13","19",".","."
"02/02/1993","49","CO","","53-011-0010","AQS","49",".","6","17",".","."
"02/03/1993","44","CO","","53-011-0010","AQS","44",".","6","16",".","."
"02/04/1993","49","CO","","53-011-0010","AQS","49",".","6","19",".","."
"02/05/1993","31","CO","","41-051-0243","AQS","31",".","11","19",".","."
"02/06/1993","46","PM10","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","39",".","44","46",".","."
"02/07/1993","34","CO","","53-011-0010","AQS","34",".","6","19",".","."
"02/08/1993","34","CO","","53-011-0010","AQS","34",".","7","18",".","."
"02/09/1993","32","CO","","41-051-0087","AQS","32",".","17","14",".","."
"02/10/1993","39","SO2","","41-051-0074","AQS","38",".","39","21",".","."
"02/11/1993","34","CO","","53-011-0010","AQS","34",".","14","11",".","."
"02/12/1993","52","PM10","","41-051-0015","AQS","48",".","29","52",".","."
"02/13/1993","50","CO","","53-011-0010","AQS","50",".","20","45",".","."
"02/14/1993","46","SO2","","41-051-0074","AQS","36",".","46","32",".","."
"02/15/1993","29","PM10","Portland - SE Lafayette","41-051-0080","AQS","25",".","6","29",".","."
"02/16/1993","27","CO","","41-051-0078","AQS","27",".","7","15",".","."
"02/17/1993","34","SO2","","41-051-0074","AQS","27",".","34","14",".","."
"02/18/1993","34","SO2","","41-051-0074","AQS","34",".","34","28",".","."
"02/19/1993","24","PM10","Portland - SE Lafayette","41-051-0080","AQS","24",".","6","24",".","."
"02/20/1993","23","CO","","53-011-0010","AQS","23",".","13","19",".","."
"02/21/1993","19","CO","","41-051-0243","AQS","19",".","9","11",".","."
"02/22/1993","41","CO","","41-051-0078","AQS","41",".","39","35",".","."
"02/23/1993","40","CO","","53-011-0010","AQS","40",".",".","18",".","."
"02/24/1993","56","PM10","","41-051-0009","AQS","55",".","16","56",".","."
