"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1988","52","CO","","53-011-0010","AQS","52",".","6","40",".","."
"01/02/1988","61","CO","","53-011-0010","AQS","61",".","23","21",".","."
"01/03/1988","52","PM10","Portland - SE Lafayette","41-051-0080","AQS","32",".","3","52",".","."
"01/04/1988","56","CO","","53-011-0010","AQS","56",".","7","46",".","."
"01/05/1988","53","CO","","41-051-0087","AQS","53",".","7","27",".","."
"01/06/1988","60","CO","","41-051-0087","AQS","60",".","11","26",".","."
"01/07/1988","67","CO","","53-011-0010","AQS","67",".","9","44",".","."
"01/08/1988","82","CO","","41-051-0087","AQS","82",".","9","33",".","."
"01/09/1988","60","CO","","41-051-0075","AQS","60",".","17","48",".","."
"01/10/1988","50","CO","","41-051-0075","AQS","50",".","19","31",".","."
"01/11/1988","64","CO","","41-051-0087","AQS","64",".","6","17",".","."
"01/12/1988","88","CO","","41-051-0087","AQS","88",".","31","36",".","."
"01/13/1988","74","CO","","41-051-0087","AQS","74",".","21","21",".","."
"01/14/1988","49","CO","","41-051-0087","AQS","49",".","3","6",".","."
"01/15/1988","56","CO","","41-051-0087","AQS","56",".","1","13",".","."
"01/16/1988","35","CO","","41-051-0087","AQS","35",".","3","17",".","."
"01/17/1988","39","PM10","Portland - SE Lafayette","41-051-0080","AQS","31",".","21","39",".","."
"01/18/1988","86","CO","","41-051-0087","AQS","86",".","13","31",".","."
"01/19/1988","61","CO","","41-051-0087","AQS","61",".","47","28",".","."
"01/20/1988","55","CO","","53-011-0010","AQS","55",".","9","34",".","."
"01/21/1988","86","CO","","53-011-0010","AQS","86",".","33","23",".","."
"01/22/1988","87","CO","","41-051-0087","AQS","87",".","33","65",".","."
"01/23/1988","58","CO","","41-051-0087","AQS","58",".","40","39",".","."
"01/24/1988","50","CO","","53-011-0010","AQS","50",".","39","36",".","."
"01/25/1988","109","CO","","53-011-0010","AQS","109",".","43","72",".","."
"01/26/1988","109","CO","","53-011-0010","AQS","109",".","27","50",".","."
"01/27/1988","70","CO","","41-051-0087","AQS","70",".","14","55",".","."
"01/28/1988","73","CO","","41-051-0087","AQS","73",".","23","57",".","."
"01/29/1988","63","CO","","41-051-0087","AQS","63",".","27","12",".","."
"01/30/1988","38","CO","","41-051-0087","AQS","38",".","7","19",".","."
"01/31/1988","49","PM10","Portland - SE Lafayette","41-051-0080","AQS","30",".","44","49",".","."
"02/01/1988","54","CO","","41-051-0087","AQS","54",".","14","19",".","."
"02/02/1988","73","CO","","41-051-0087","AQS","73",".","47","56",".","."
"02/03/1988","73","CO","","41-051-0078","AQS","73",".","72","68",".","."
"02/04/1988","84","SO2","","41-051-0074","AQS","81",".","84","36",".","."
"02/05/1988","80","CO","","53-011-0010","AQS","80",".","17","50",".","."
"02/06/1988","63","PM10","Portland - SE Lafayette","41-051-0080","AQS","55",".","47","63",".","."
"02/07/1988","53","CO","","41-051-0078","AQS","53",".","39","48",".","."
"02/08/1988","61","CO","","41-051-0087","AQS","61",".","16",".",".","."
"02/09/1988","55","CO","","41-051-0087","AQS","55",".","6","15",".","."
"02/10/1988","71","CO","","41-051-0087","AQS","71",".","9","30",".","."
"02/11/1988","66","CO","","41-051-0087","AQS","66",".","44",".",".","."
"02/12/1988","62","CO","","41-051-0087","AQS","62",".","13",".",".","."
"02/13/1988","41","CO","","41-051-0087","AQS","41",".","9","20",".","."
"02/14/1988","41","CO","","41-051-0087","AQS","41",".","21","36",".","."
"02/15/1988","48","CO","","41-051-0087","AQS","48",".","9","18",".","."
"02/16/1988","65","CO","","41-051-0087","AQS","65",".","11","35",".","."
"02/17/1988","65","CO","","41-051-0075","AQS","65",".","14","53",".","."
"02/18/1988","65","CO","","41-051-0087","AQS","65",".","43","33",".","."
"02/19/1988","83","CO","","41-051-0075","AQS","83",".","49","54",".","."
"02/20/1988","87","CO","","41-051-0075","AQS","87",".","27",".",".","."
"02/21/1988","94","CO","","53-011-0010","AQS","94",".","24","71",".","."
"02/22/1988","80","CO","","41-051-0078","AQS","80",".","39",".",".","."
"02/23/1988","70","CO","","53-011-0010","AQS","70",".","31","23",".","."
"02/24/1988","56","CO","","53-011-0010","AQS","56",".","31",".",".","."
"02/25/1988","59","CO","","53-011-0010","AQS","59",".","31","23",".","."
"02/26/1988","66","SO2","","41-051-0074","AQS","66",".","66","28",".","."
"02/27/1988","74","CO","","53-011-0010","AQS","74",".","50","64",".","."
"02/28/1988","84","SO2","","41-051-0074","AQS","40",".","84","27",".","."
"02/29/1988","63","CO","","41-051-0087","AQS","63",".","10","17",".","."
"03/01/1988","57","CO","","41-051-0087","AQS","57",".","10","18",".","."
"03/02/1988","53","CO","","41-051-0087","AQS","53",".","7","18",".","."
"03/03/1988","59","CO","","41-051-0087","AQS","59",".","31","27",".","."
"03/04/1988","69","CO","","41-051-0087","AQS","69",".","20","36",".","."
"03/05/1988","41","CO","","41-051-0087","AQS","41",".","13","28",".","."
"03/06/1988","26","CO","","53-011-0010","AQS","26",".","17","22",".","."
"03/07/1988","77","CO","","41-051-0078","AQS","77",".","50","50",".","."
"03/08/1988","66","CO","","41-051-0078","AQS","66",".","17",".",".","."
"03/09/1988","38","CO","","41-051-0078","AQS","38",".","24","15",".","."
"03/10/1988","48","CO","","41-051-0078","AQS","48",".","26","45",".","."
"03/11/1988","62","CO","","41-051-0087","AQS","62",".","46","59",".","."
"03/12/1988","67","CO","Portland - SE Lafayette","41-051-0080","AQS","67",".","47","43",".","."
"03/13/1988","57","SO2","","41-051-0074","AQS","51",".","57","44",".","."
"03/14/1988","53","CO","","41-051-0078","AQS","53",".","39",".",".","."
"03/15/1988","50","SO2","","41-051-0074","AQS","48",".","50","26",".","."
"03/16/1988","89","SO2","","41-051-0074","AQS","47",".","89","47",".","."
"03/17/1988","60","CO","","41-051-0078","AQS","60",".","34","31",".","."
"03/18/1988","87","CO","","41-051-0087","AQS","87",".","29","44",".","."
"03/19/1988","61","CO","","41-051-0087","AQS","61",".","37","48",".","."
"03/20/1988","16","CO","","41-051-0087","AQS","16",".","7","6",".","."
"03/21/1988","54","CO","","41-051-0087","AQS","54",".","4","12",".","."
"03/22/1988","43","CO","","41-051-0087","AQS","43",".","13","26",".","."
"03/23/1988","53","CO","","41-051-0087","AQS","53",".","7","11",".","."
"03/24/1988","57","CO","","41-051-0087","AQS","57",".","4","8",".","."
"03/25/1988","69","CO","","41-051-0087","AQS","69",".","7","6",".","."
"03/26/1988","28","CO","","41-051-0087","AQS","28",".","4","7",".","."
"03/27/1988","18","CO","","41-051-0087","AQS","18",".","17","11",".","."
"03/28/1988","80","CO","","41-051-0087","AQS","80",".","17","28",".","."
"03/29/1988","38","CO","","41-051-0087","AQS","38",".","1","10",".","."
"03/30/1988","49","CO","","41-051-0087","AQS","49",".","6","21",".","."
"03/31/1988","62","CO","","41-051-0078","AQS","62",".","47","27",".","."
"04/01/1988","74","SO2","","41-051-0074","AQS","57",".","74","28",".","."
"04/02/1988","36","CO","","41-051-0078","AQS","36",".","9","8",".","."
"04/03/1988","16","CO","","41-051-0087","AQS","16",".","4","11",".","."
"04/04/1988","42","CO","","41-051-0087","AQS","42",".","21","14",".","."
"04/05/1988","56","CO","","41-051-0087","AQS","56",".","21",".",".","."
"04/06/1988","56","CO","","41-051-0087","AQS","56",".","6",".",".","."
"04/07/1988","56","CO","","41-051-0087","AQS","56",".","6",".",".","."
"04/08/1988","51","CO","","41-051-0078","AQS","51",".","27",".",".","."
"04/09/1988","74","SO2","","41-051-0074","AQS","39",".","74","30",".","."
"04/10/1988","25","CO","","41-051-0078","AQS","25",".","17",".",".","."
"04/11/1988","56","CO","","41-051-0078","AQS","56",".","24",".",".","."
"04/12/1988","78","CO","","41-051-0078","AQS","78",".","39",".",".","."
"04/13/1988","53","CO","","41-051-0087","AQS","53",".","24",".",".","."
"04/14/1988","45","CO","","41-051-0087","AQS","45",".","39",".",".","."
"04/15/1988","66","CO","","41-051-0087","AQS","66","20","24","52",".","."
"04/16/1988","43","CO","","41-051-0078","AQS","43","22","23",".",".","."
"04/17/1988","32","Ozone","","41-005-2001","AQS","28","32","6",".",".","."
"04/18/1988","52","CO","","41-051-0087","AQS","52","35","30",".",".","."
"04/19/1988","50","CO","","41-051-0087","AQS","50","25","36",".",".","."
"04/20/1988","75","CO","","41-051-0087","AQS","75","31","6",".",".","."
"04/21/1988","84","CO","","41-051-0087","AQS","84","27","11","25",".","."
"04/22/1988","63","CO","","41-051-0087","AQS","63","28","23",".",".","."
"04/23/1988","44","NO2","Portland - SE Lafayette","41-051-0080","AQS","38","39","31",".",".","44"
"04/24/1988","46","Ozone","","41-005-2001","AQS","23","46","20",".",".","27"
"04/25/1988","79","NO2","Portland - SE Lafayette","41-051-0080","AQS","43","39","14",".",".","79"
"04/26/1988","111","NO2","Portland - SE Lafayette","41-051-0080","AQS","52","37","13",".",".","111"
"04/27/1988","103","NO2","Portland - SE Lafayette","41-051-0080","AQS","70","35","16","42",".","103"
"04/28/1988","45","CO","","41-051-0087","AQS","45","33","16",".",".","30"
"04/29/1988","60","CO","","41-051-0087","AQS","60","37","3",".",".","17"
"04/30/1988","39","NO2","Portland - SE Lafayette","41-051-0080","AQS","31","34","26",".",".","39"
"05/01/1988","42","NO2","Portland - SE Lafayette","41-051-0080","AQS","31","33","9",".",".","42"
"05/02/1988","57","CO","","41-051-0087","AQS","57","35","6",".",".","36"
"05/03/1988","48","CO","","41-051-0087","AQS","48","34","4","19",".","34"
"05/04/1988","38","CO","","41-051-0078","AQS","38","37","20",".",".","31"
"05/05/1988","50","CO","","41-051-0087","AQS","50","34","9",".",".","27"
"05/06/1988","58","CO","","41-051-0087","AQS","58","36","1",".",".","34"
"05/07/1988","45","Ozone","","41-005-2001","AQS","43","45","21",".",".","42"
"05/08/1988","36","CO","","41-051-0087","AQS","36","31","27",".",".","35"
"05/09/1988","56","CO","","41-051-0087","AQS","56","30","19","34",".","39"
"05/10/1988","60","CO","","41-051-0078","AQS","60","44","26",".",".","34"
"05/11/1988","93","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","84","93","27",".",".","71"
"05/12/1988","53","CO","","41-051-0078","AQS","53","36","20",".",".","42"
"05/13/1988","44","CO","","41-051-0087","AQS","44","39","1",".",".","18"
"05/14/1988","44","Ozone","","41-005-2001","AQS","33","44","19",".",".","43"
"05/15/1988","41","Ozone","","41-005-2001","AQS","35","41","31","22",".","35"
"05/16/1988","42","CO","","41-051-0087","AQS","42","40","4",".",".","27"
"05/17/1988","32","Ozone","","41-005-2001","AQS","32","32","1",".",".","29"
"05/18/1988","93","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","53","93","19",".",".","25"
"05/19/1988","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","41","26",".",".","26"
"05/20/1988","53","CO","","41-051-0078","AQS","53","51","26",".",".","49"
"05/21/1988","133","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","44","133","29","45",".","44"
"05/22/1988","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","48","20",".",".","20"
"05/23/1988","47","SO2","","41-051-0074","AQS","36","32","47",".",".","25"
"05/24/1988","42","NO2","Portland - SE Lafayette","41-051-0080","AQS","24","35","27",".",".","42"
"05/25/1988","42","CO","","41-051-0087","AQS","42","40","13",".",".","35"
"05/26/1988","40","CO","","41-051-0087","AQS","40","30","11",".",".","14"
"05/27/1988","38","CO","","41-051-0087","AQS","38","26","6","19",".","12"
"05/28/1988","35","Ozone","","41-005-2001","AQS","20","35","27",".",".","16"
"05/29/1988","29","Ozone","","41-005-2001","AQS","23","29","9",".",".","21"
"05/30/1988","33","Ozone","","41-005-2001","AQS","19","33","11",".",".","14"
"05/31/1988","57","CO","","41-051-0087","AQS","57","26","3",".",".","23"
"06/01/1988","49","CO","","41-051-0087","AQS","49","39","3",".",".","34"
"06/02/1988","58","CO","","41-051-0087","AQS","58","33","7","22",".","24"
"06/03/1988","70","CO","","41-051-0087","AQS","70","36","21",".",".","17"
"06/04/1988","41","CO","","41-051-0087","AQS","41","32","39",".",".","26"
"06/05/1988","43","CO","","41-051-0087","AQS","43","31","17",".",".","25"
"06/06/1988","43","CO","","41-051-0087","AQS","43","34","13",".",".","21"
"06/07/1988","34","CO","","41-051-0078","AQS","34","27","13",".",".","25"
"06/08/1988","50","CO","","41-051-0087","AQS","50","41","24","29",".","25"
"06/09/1988","75","CO","","41-051-0087","AQS","75","18","26",".",".","25"
"06/10/1988","72","CO","","41-051-0087","AQS","72","29","30",".",".","29"
"06/11/1988","57","SO2","","41-051-0074","AQS","47","40","57",".",".","15"
"06/12/1988","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","45","50","39",".",".","20"
"06/13/1988","64","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","52","64","47",".",".","25"
"06/14/1988","143","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","62","143","64","48",".","30"
"06/15/1988","47","SO2","","41-051-0074","AQS","38","44","47",".",".","18"
"06/16/1988","60","SO2","","41-051-0074","AQS","36","43","60",".",".","19"
"06/17/1988","50","CO","","41-051-0087","AQS","50","36","11",".",".","13"
"06/18/1988","66","SO2","","41-051-0074","AQS","28","36","66",".",".","12"
"06/19/1988","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","67","37",".",".","11"
"06/20/1988","64","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","35","64","16","28",".","34"
"06/21/1988","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","50","61","41",".",".","30"
"06/22/1988","52","SO2","","41-051-0074","AQS","32","28","52",".",".","20"
"06/23/1988","43","SO2","","41-051-0074","AQS","41","39","43",".",".","19"
"06/24/1988","136","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","57","136","51",".",".","."
"06/25/1988","71","Ozone","","41-005-2001","AQS","56","71","50",".",".","."
"06/26/1988","31","SO2","","41-051-0074","AQS","23","30","31","17",".","."
"06/27/1988","40","SO2","","41-051-0074","AQS","34","31","40",".",".","."
"06/28/1988","41","CO","","41-051-0087","AQS","41","26","13",".",".","18"
"06/29/1988","45","CO","","41-051-0087","AQS","45","33","16",".",".","31"
"06/30/1988","43","CO","","41-051-0087","AQS","43","39","30",".",".","25"
"07/01/1988","50","CO","","41-051-0087","AQS","50","26","10",".",".","23"
"07/02/1988","37","SO2","","41-051-0074","AQS","27","19","37","12",".","12"
"07/03/1988","46","SO2","","41-051-0074","AQS","17","35","46",".",".","20"
"07/04/1988","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","28","13",".",".","20"
"07/05/1988","49","CO","","41-051-0087","AQS","49","21","10",".",".","23"
"07/06/1988","52","SO2","","41-051-0074","AQS","39","31","52",".",".","."
"07/07/1988","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","43","44","43",".",".","."
"07/08/1988","174","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","45","174","27","46",".","30"
"07/09/1988","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","80","19",".",".","22"
"07/10/1988","44","SO2","","41-051-0074","AQS","19","35","44",".",".","10"
"07/11/1988","48","CO","","41-051-0087","AQS","48","16","11",".",".","23"
"07/12/1988","47","CO","","41-051-0087","AQS","47","15","4",".",".","18"
"07/13/1988","49","CO","","41-051-0087","AQS","49","12","19",".",".","14"
"07/14/1988","41","NO2","Portland - SE Lafayette","41-051-0080","AQS","35","32","19","22",".","41"
"07/15/1988","65","CO","","41-051-0087","AQS","65","35","13","20",".","20"
"07/16/1988","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","48","11",".",".","17"
"07/17/1988","44","Ozone","","41-005-2001","AQS","18","44","36",".",".","15"
"07/18/1988","90","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","44","90","51",".",".","27"
"07/19/1988","55","NO2","Portland - SE Lafayette","41-051-0080","AQS","39","50","34",".",".","55"
"07/20/1988","227","Ozone","","41-005-2001","AQS","57","227","36","56",".","55"
"07/21/1988","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","43","33",".",".","17"
"07/22/1988","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","32","39","24",".",".","14"
"07/23/1988","51","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","51","37",".",".","20"
"07/24/1988","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","77","49",".",".","21"
"07/25/1988","133","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","42","133","33",".",".","28"
"07/26/1988","100","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","50","100","36","51",".","31"
"07/27/1988","87","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","87","27",".",".","25"
"07/28/1988","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","39","40","17",".",".","19"
"07/29/1988","42","CO","","41-051-0078","AQS","42","39","41",".",".","18"
"07/30/1988","49","SO2","","41-051-0074","AQS","32","40","49",".",".","12"
"07/31/1988","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","34","17",".",".","18"
"08/01/1988","36","CO","","41-051-0087","AQS","36","32","24","29",".","19"
"08/02/1988","42","CO","","41-051-0078","AQS","42","40","40",".",".","37"
"08/03/1988","58","Ozone","","41-005-2001","AQS","44","58","43",".",".","50"
"08/04/1988","126","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","56","126","29",".",".","33"
"08/05/1988","39","CO","","41-051-0078","AQS","39","24","30",".",".","14"
"08/06/1988","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","32","23",".",".","21"
"08/07/1988","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","42","40","19",".","20"
"08/08/1988","64","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","38","64","20",".",".","25"
