"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1984","55","PM10","","41-051-0015","AQS","34","7","26","55",".","."
"01/02/1984","58","CO","","41-051-0075","AQS","58","8","43",".",".","."
"01/03/1984","95","CO","","53-011-0008","AQS","95","13","20",".",".","."
"01/04/1984","116","CO","","41-051-0078","AQS","116","7","40","65",".","."
"01/05/1984","99","CO","","41-051-0075","AQS","99","3","50",".",".","."
"01/06/1984","67","CO","","41-051-0075","AQS","67","3","39",".",".","."
"01/07/1984","85","CO","","41-051-0075","AQS","85","28","36","68",".","."
"01/08/1984","91","CO","","41-051-0075","AQS","91","16","41",".",".","."
"01/09/1984","64","SO2","","41-051-0015","AQS","48","7","64",".",".","."
"01/10/1984","62","CO","","41-051-1002","AQS","62","25","26","38",".","."
"01/11/1984","72","CO","","41-051-1002","AQS","72","18","34",".",".","."
"01/12/1984","66","CO","","41-051-0075","AQS","66","13","39",".",".","."
"01/13/1984","56","CO","","41-051-0075","AQS","56","26","36","51",".","."
"01/14/1984","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","28","9",".",".","."
"01/15/1984","35","CO","","53-011-0008","AQS","35","27","23",".",".","."
"01/16/1984","88","CO","","41-051-0075","AQS","88","23","69",".",".","."
"01/17/1984","73","CO","","41-051-0075","AQS","73","29","64","58",".","."
"01/18/1984","58","CO","","41-051-0075","AQS","58","17","19",".",".","."
"01/19/1984","49","CO","","41-051-0075","AQS","49","20","17","47",".","."
"01/20/1984","55","CO","","53-011-0008","AQS","55","19","9",".",".","."
"01/21/1984","75","CO","","41-051-0075","AQS","75","28","37",".",".","."
"01/22/1984","57","CO","","41-051-0075","AQS","57","31","17","23",".","."
"01/23/1984","42","CO","","41-051-1002","AQS","42","31","4",".",".","."
"01/24/1984","55","CO","","41-051-1002","AQS","55","23","9",".",".","."
"01/25/1984","38","CO","","41-051-0078","AQS","38","31","14","28",".","."
"01/26/1984","45","CO","","41-051-1002","AQS","45","20","40",".",".","."
"01/27/1984","69","CO","","41-051-0078","AQS","69","19","33",".",".","."
"01/28/1984","72","PM10","Portland - SE Lafayette","41-051-0080","AQS","62","17","33","72",".","."
"01/29/1984","54","CO","","41-051-0075","AQS","54","24","27",".",".","."
"01/30/1984","52","CO","","53-011-0008","AQS","52","23","40",".",".","."
"01/31/1984","74","CO","","41-051-0075","AQS","74","18","31","67",".","."
"02/01/1984","79","CO","Portland - SE Lafayette","41-051-0080","AQS","79","22","64",".",".","."
"02/02/1984","77","SO2","","41-051-0015","AQS","74","7","77","75",".","."
"02/03/1984","84","CO","","41-051-0078","AQS","84","15","54",".",".","."
"02/04/1984","54","CO","","53-011-0008","AQS","54","19","23",".",".","."
"02/05/1984","36","CO","","41-051-0075","AQS","36","27","26",".",".","."
"02/06/1984","86","CO","","41-051-0078","AQS","86","36","70","79",".","."
"02/07/1984","80","CO","","53-011-0008","AQS","80","16","29",".",".","."
"02/08/1984","54","CO","","41-051-0078","AQS","54","27","24",".",".","."
