"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1986","101","CO","","41-051-0075","AQS","101","31","21",".",".","38"
"01/02/1986","104","CO","","41-051-0075","AQS","104","30","46","46",".","38"
"01/03/1986","53","CO","","41-051-0078","AQS","53","29","11",".",".","32"
"01/04/1986","30","CO","","41-051-0078","AQS","30","28","9",".",".","17"
"01/05/1986","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","30","10",".",".","27"
"01/06/1986","64","CO","","41-051-0078","AQS","64","28","26",".",".","35"
"01/07/1986","40","CO","","41-051-0075","AQS","40","17","7",".",".","23"
"01/08/1986","80","CO","","41-051-0078","AQS","80","28","33","52",".","36"
"01/09/1986","61","CO","","41-051-0078","AQS","61","16","16",".",".","31"
"01/10/1986","62","CO","","41-051-1002","AQS","62","26","24",".",".","35"
"01/11/1986","41","CO","","41-051-0078","AQS","41","17","29",".",".","30"
"01/12/1986","27","CO","","41-051-1002","AQS","27","14","6",".",".","13"
"01/13/1986","74","CO","","41-051-1002","AQS","74","14","24",".",".","34"
"01/14/1986","58","CO","","41-051-0078","AQS","58","6","36","53",".","25"
"01/15/1986","81","CO","","41-051-0078","AQS","81","23","37",".",".","36"
"01/16/1986","62","CO","","41-051-0078","AQS","62","31","27",".",".","27"
"01/17/1986","59","CO","","41-051-1002","AQS","59","28","14",".",".","34"
"01/18/1986","42","CO","","41-051-1002","AQS","42","30","6",".",".","21"
"01/19/1986","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","29","4",".",".","20"
"01/20/1986","44","PM10","","41-051-0009","AQS","44","25","11","44",".","34"
"01/21/1986","54","CO","","41-051-1002","AQS","54","19","27",".",".","28"
"01/22/1986","70","CO","","41-051-1002","AQS","70","28","14",".",".","27"
"01/23/1986","49","CO","","41-051-1002","AQS","49","27","6",".",".","."
"01/24/1986","80","CO","","41-051-0078","AQS","80","19","21",".",".","."
"01/25/1986","54","CO","","41-051-0078","AQS","54","19","11",".",".","."
"01/26/1986","26","PM10","","41-051-0009","AQS","18","14","1","26",".","."
"01/27/1986","86","CO","","41-051-0078","AQS","86","14","31",".",".","."
"01/28/1986","63","CO","","41-051-0078","AQS","63","14","36",".",".","."
"01/29/1986","53","CO","","41-051-1002","AQS","53","13","11",".",".","."
"01/30/1986","70","CO","","41-051-0078","AQS","70","6","29",".",".","25"
"01/31/1986","58","CO","","41-051-1002","AQS","58","25","9",".",".","25"
"02/01/1986","50","CO","","41-051-1002","AQS","50","32","11","25",".","37"
"02/02/1986","38","CO","","41-051-0078","AQS","38","31","13",".",".","26"
"02/03/1986","49","CO","","41-051-1002","AQS","49","28","17",".",".","33"
"02/04/1986","42","CO","","41-051-1002","AQS","42","29","3",".",".","29"
"02/05/1986","44","CO","","41-051-0075","AQS","44","27","7",".",".","38"
"02/06/1986","60","CO","","41-051-0078","AQS","60","12","29",".",".","32"
"02/07/1986","54","PM10","","41-051-0009","AQS","52","27","39","54",".","37"
"02/08/1986","47","CO","","41-051-0078","AQS","47","28","21",".",".","42"
"02/09/1986","46","NO2","Portland - SE Lafayette","41-051-0080","AQS","38","29","13",".",".","46"
"02/10/1986","50","CO","","41-051-1002","AQS","50","24","40",".",".","44"
"02/11/1986","42","CO","","41-051-1002","AQS","42","19","20",".",".","25"
"02/12/1986","43","CO","","41-051-0075","AQS","43","30","17",".",".","35"
"02/13/1986","48","CO","","41-051-1002","AQS","48","29","9","27",".","25"
"02/14/1986","41","CO","","41-051-0078","AQS","41","25","4",".",".","19"
"02/15/1986","51","CO","","41-051-0075","AQS","51","31","17",".",".","33"
"02/16/1986","45","CO","","41-051-0075","AQS","45","31","27",".",".","37"
"02/17/1986","60","NO2","Portland - SE Lafayette","41-051-0080","AQS","50","31","20",".",".","60"
"02/18/1986","52","CO","","41-051-0075","AQS","52","26","21",".",".","38"
"02/19/1986","59","SO2","","41-051-0074","AQS","50","31","59","46",".","30"
"02/20/1986","71","CO","","41-051-0078","AQS","71","25","47","27",".","36"
"02/21/1986","76","CO","","41-051-0078","AQS","76","25","20",".",".","40"
"02/22/1986","45","CO","","41-051-0075","AQS","45","29","20",".",".","29"
"02/23/1986","28","Ozone","","41-005-2001","AQS","26","28","1",".",".","18"
"02/24/1986","42","CO","","41-051-1002","AQS","42","19","7",".",".","16"
"02/25/1986","41","CO","","41-051-1002","AQS","41","23","3","13",".","21"
"02/26/1986","47","SO2","","41-051-0074","AQS","47","31","47",".",".","21"
"02/27/1986","48","CO","","41-051-0075","AQS","48","27","7",".",".","33"
"02/28/1986","76","CO","","41-051-0075","AQS","76","16","43",".",".","35"
"03/01/1986","82","CO","","41-051-0075","AQS","82","27","27",".",".","49"
"03/02/1986","39","SO2","","41-051-0074","AQS","35","28","39",".",".","30"
"03/03/1986","64","PM10","","41-051-0009","AQS","51","18","16","64",".","33"
"03/04/1986","55","CO","","41-051-0078","AQS","55","19","31",".",".","38"
"03/05/1986","70","CO","","41-051-0078","AQS","70","25","41",".",".","67"
"03/06/1986","54","CO","","41-051-0075","AQS","54","24","36",".",".","28"
"03/07/1986","50","CO","","41-051-1002","AQS","50","35","9",".",".","30"
"03/08/1986","43","CO","","41-051-1002","AQS","43","28","23",".",".","28"
"03/09/1986","38","NO2","Portland - SE Lafayette","41-051-0080","AQS","27","32","4","19",".","38"
"03/10/1986","47","CO","","41-051-0075","AQS","47","36","10",".",".","36"
"03/11/1986","41","CO","","41-051-1002","AQS","41","35","1",".",".","17"
"03/12/1986","39","CO","","41-051-1002","AQS","39","34","4",".",".","35"
"03/13/1986","40","CO","","41-051-1002","AQS","40","32","6",".",".","27"
"03/14/1986","47","CO","","41-051-0078","AQS","47","33","10",".",".","37"
"03/15/1986","32","CO","","41-051-0078","AQS","32","30","11","22",".","23"
"03/16/1986","62","SO2","","41-051-0074","AQS","24","35","62",".",".","35"
"03/17/1986","37","Ozone","","53-011-1001","AQS","30","37","16",".",".","34"
"03/18/1986","45","CO","","41-051-0078","AQS","45","30","11",".",".","38"
"03/19/1986","64","CO","","41-051-0078","AQS","64","25","52",".",".","38"
"03/20/1986","59","CO","","41-051-0078","AQS","59","35","44",".",".","26"
"03/21/1986","37","Ozone","","53-011-1001","AQS","36","37","3","30",".","37"
"03/22/1986","37","NO2","Portland - SE Lafayette","41-051-0080","AQS","32","31","36",".",".","37"
"03/23/1986","35","CO","","41-051-0075","AQS","35","33","7",".",".","28"
"03/24/1986","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","35","9",".",".","30"
"03/25/1986","51","CO","","41-051-1002","AQS","51","32","19",".",".","36"
"03/26/1986","67","CO","","41-051-0078","AQS","67","35","23",".",".","37"
"03/27/1986","68","CO","","41-051-0075","AQS","68","31","36","59",".","."
"03/28/1986","47","CO","","41-051-0078","AQS","47","30","33",".",".","."
"03/29/1986","44","NO2","Portland - SE Lafayette","41-051-0080","AQS","35","35","21",".",".","44"
"03/30/1986","37","Ozone","","53-011-1001","AQS","26","37","27",".",".","31"
"03/31/1986","48","CO","","41-051-0078","AQS","48","32","27",".",".","27"
"04/01/1986","35","Ozone","","53-011-1001","AQS","34","35","13",".",".","28"
"04/02/1986","44","NO2","Portland - SE Lafayette","41-051-0080","AQS","34","37","14","34",".","44"
"04/03/1986","39","NO2","Portland - SE Lafayette","41-051-0080","AQS","39","27","19",".",".","39"
"04/04/1986","45","CO","","41-051-0078","AQS","45","37","23",".",".","36"
"04/05/1986","40","CO","","41-051-0078","AQS","40","39","39",".",".","30"
"04/06/1986","39","SO2","","41-051-0074","AQS","22","39","39",".",".","34"
"04/07/1986","46","Ozone","","53-011-1001","AQS","45","46","16",".",".","27"
"04/08/1986","46","PM10","","41-051-0009","AQS","39","33","7","46",".","30"
"04/09/1986","46","SO2","","41-051-0074","AQS","36","38","46",".",".","20"
"04/10/1986","49","CO","","41-051-0078","AQS","49","39","37",".",".","31"
"04/11/1986","49","CO","","41-051-1002","AQS","49","34","11",".",".","26"
"04/12/1986","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","35","37","19",".",".","35"
"04/13/1986","38","Ozone","","53-011-1001","AQS","33","38","1",".",".","35"
"04/14/1986","54","CO","","41-051-0078","AQS","54","33","9","43",".","28"
"04/15/1986","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","39","41","3",".",".","27"
"04/16/1986","39","CO","","41-051-1002","AQS","39","35",".",".",".","18"
"04/17/1986","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","38",".",".",".","27"
"04/18/1986","44","NO2","Portland - SE Lafayette","41-051-0080","AQS","33","37","17",".",".","44"
"04/19/1986","61","NO2","Portland - SE Lafayette","41-051-0080","AQS","38","46","16",".",".","61"
"04/20/1986","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","26","74","20","44",".","39"
"04/21/1986","42","Ozone","","53-011-1001","AQS","15","42","37",".",".","23"
"04/22/1986","50","SO2","","41-051-0074","AQS","17","39","50",".",".","25"
"04/23/1986","39","SO2","","41-051-0074","AQS","34","37","39",".",".","35"
"04/24/1986","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","38","44","30",".",".","26"
"04/25/1986","43","CO","","41-051-1002","AQS","43","37","3",".",".","14"
"04/26/1986","34","CO","","41-051-1002","AQS","34","33","1","14",".","15"
"04/27/1986","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","39","4",".",".","17"
"04/28/1986","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","43","4",".",".","35"
"04/29/1986","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","45","10",".",".","37"
"04/30/1986","48","CO","","41-051-0078","AQS","48","39","30",".",".","30"
"05/01/1986","51","CO","","41-051-1002","AQS","51","39","21",".",".","30"
"05/02/1986","53","CO","","41-051-1002","AQS","53","43","13","24",".","37"
"05/03/1986","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","45","45","17",".",".","33"
"05/04/1986","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","39","3",".",".","31"
"05/05/1986","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","43","45","7",".",".","41"
"05/06/1986","49","CO","","41-051-0078","AQS","49","32","36",".",".","40"
"05/07/1986","34","CO","","41-051-0078","AQS","34","33","14",".",".","33"
"05/08/1986","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","41","27","37",".","29"
"05/09/1986","41","CO","","41-051-1002","AQS","41","38","6",".",".","38"
"05/10/1986","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","37","13",".",".","36"
"05/11/1986","35","Ozone","","53-011-1001","AQS","33","35","1",".",".","18"
"05/12/1986","47","CO","","41-051-1002","AQS","47","32","4",".",".","23"
"05/13/1986","39","Ozone","","53-011-1001","AQS","30","39","4",".",".","26"
"05/14/1986","49","PM10","","41-051-0009","AQS","33","40","31","49",".","28"
"05/15/1986","40","CO","","41-051-0078","AQS","40","38","39",".",".","23"
"05/16/1986","57","CO","","41-051-0078","AQS","57","44","27",".",".","41"
"05/17/1986","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","39","46","16",".",".","37"
"05/18/1986","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","28","27",".",".","22"
"05/19/1986","44","CO","","41-051-1002","AQS","44","32","36",".",".","18"
"05/20/1986","42","CO","","41-051-1002","AQS","42","41","9","23",".","27"
"05/21/1986","37","Ozone","","53-011-1001","AQS","36","37","9",".",".","25"
"05/22/1986","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","42","24",".",".","35"
"05/23/1986","48","CO","","41-051-1002","AQS","48","30","29",".",".","43"
"05/24/1986","44","CO","","41-051-1002","AQS","44","40","19",".",".","39"
"05/25/1986","31","Ozone","","41-005-2001","AQS","31","31","9",".",".","18"
"05/26/1986","31","SO2","","41-051-0074","AQS","16","28","31","15",".","11"
"05/27/1986","41","CO","","41-051-0078","AQS","41","33","24",".",".","21"
"05/28/1986","48","CO","","41-051-0078","AQS","48","44","17",".",".","21"
"05/29/1986","90","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","64","90","31",".",".","18"
"05/30/1986","197","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","92","197","29",".",".","31"
"05/31/1986","192","Ozone","","41-005-2001","AQS","92","192","16",".",".","47"
"06/01/1986","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","45","61","20","53",".","29"
"06/02/1986","147","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","51","147",".",".",".","25"
"06/03/1986","41","CO","","41-051-1002","AQS","41","39",".",".",".","35"
"06/04/1986","36","CO","","41-051-1002","AQS","36","26","1",".",".","13"
"06/05/1986","43","CO","","41-051-1002","AQS","43","34","3",".",".","19"
"06/06/1986","41","CO","","41-051-0078","AQS","41","33","9",".",".","29"
"06/07/1986","46","SO2","","41-051-0074","AQS","40","38","46","21",".","28"
"06/08/1986","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","35","40","24",".",".","25"
"06/09/1986","57","SO2","","41-051-0074","AQS","44","54","57",".",".","20"
"06/10/1986","101","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","50","101","62",".",".","27"
"06/11/1986","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","39","58","51",".",".","19"
"06/12/1986","115","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","44","115","24",".",".","47"
"06/13/1986","208","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","62","208","30","63",".","56"
"06/14/1986","34","Ozone","","53-011-1001","AQS","33","34","6",".",".","25"
"06/15/1986","38","Ozone","","53-011-1001","AQS","24","38","1",".",".","22"
"06/16/1986","33","CO","","41-051-1002","AQS","33","28","4",".",".","17"
"06/17/1986","57","CO","","41-051-1002","AQS","57","22","20",".",".","30"
"06/18/1986","36","CO","","41-051-1002","AQS","36","27","1",".",".","."
"06/19/1986","48","PM10","","41-051-0009","AQS","33","34","46","48",".","."
"06/20/1986","41","SO2","","41-051-0074","AQS","40","31","41",".",".","."
"06/21/1986","47","SO2","","41-051-0074","AQS","25","38","47",".",".","."
"06/22/1986","64","SO2","","41-051-0074","AQS","19","45","64",".",".","."
"06/23/1986","49","CO","","41-051-0078","AQS","49","39","47",".",".","."
"06/24/1986","44","SO2","","41-051-0074","AQS","34","43","44",".",".","19"
"06/25/1986","57","PM10","","41-051-0009","AQS","41","54","37","57",".","22"
"06/26/1986","108","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","39","108","44",".",".","42"
"06/27/1986","151","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","53","151","34",".",".","25"
"06/28/1986","28","CO","","41-051-0078","AQS","28","23","19",".",".","17"
"06/29/1986","34","SO2","","41-051-0074","AQS","22","32","34",".",".","18"
"06/30/1986","47","Ozone","","41-005-2001","AQS","43","47","39",".",".","44"
"07/01/1986","66","PM10","","41-051-0009","AQS","32","31","46","66",".","29"
"07/02/1986","44","SO2","","41-051-0074","AQS","31","30","44",".",".","22"
"07/03/1986","38","CO","","41-051-1002","AQS","38","29","14",".",".","20"
"07/04/1986","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","25","23",".",".","21"
"07/05/1986","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","33","31",".",".","20"
"07/06/1986","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","50","37",".",".","28"
"07/07/1986","75","PM10","","41-051-0009","AQS","32","31","43","75",".","25"
"07/08/1986","61","SO2","","41-051-0074","AQS","32","40","61",".",".","22"
"07/09/1986","38","CO","","41-051-0075","AQS","38","20","9",".",".","18"
"07/10/1986","48","CO","","41-051-1002","AQS","48","14","4",".",".","10"
"07/11/1986","43","SO2","","41-051-0074","AQS","41","22","43",".",".","10"
"07/12/1986","24","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","24","11",".",".","12"
"07/13/1986","54","SO2","","41-051-0074","AQS","19","29","54","28",".","16"
"07/14/1986","38","CO","","41-051-0078","AQS","38","26","34",".",".","18"
"07/15/1986","41","CO","","41-051-1002","AQS","41","22","13",".",".","25"
"07/16/1986","46","SO2","","41-051-0074","AQS","41","19","46",".",".","15"
"07/17/1986","31","SO2","","41-051-0074","AQS","31","31","31",".",".","20"
"07/18/1986","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","47","48","27",".",".","22"
"07/19/1986","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","32","74","37","62",".","21"
"07/20/1986","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","61","19",".",".","17"
"07/21/1986","72","SO2","","41-051-0074","AQS","41","46","72",".",".","13"
"07/22/1986","64","SO2","","41-051-0074","AQS","27","31","64",".",".","19"
"07/23/1986","67","SO2","","41-051-0074","AQS","35","28","67",".",".","23"
"07/24/1986","60","SO2","","41-051-0074","AQS","39","43","60",".",".","24"
"07/25/1986","80","PM10","","41-051-0009","AQS","39","31","30","80",".","25"
"07/26/1986","26","CO","","41-051-0078","AQS","26","21","20",".",".","15"
"07/27/1986","25","NO2","Portland - SE Lafayette","41-051-0080","AQS","19","24","20",".",".","25"
"07/28/1986","44","SO2","","41-051-0074","AQS","24","31","44",".",".","18"
"07/29/1986","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","34","33",".",".","18"
"07/30/1986","55","SO2","","41-051-0074","AQS","38","41","55",".",".","18"
"07/31/1986","91","PM10","","41-051-0009","AQS","14","61","57","91",".","21"
"08/01/1986","105","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","53","105","56",".",".","22"
"08/02/1986","112","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","112","60",".",".","29"
"08/03/1986","54","SO2","","41-051-0074","AQS","20","32","54",".",".","18"
"08/04/1986","46","SO2","","41-051-0074","AQS","38","44","46",".",".","15"
"08/05/1986","62","SO2","","41-051-0074","AQS","41","32","62",".",".","14"
"08/06/1986","122","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","57","122","56","115",".","27"
"08/07/1986","212","Ozone","","41-005-2001","AQS","56","212","39",".",".","56"
"08/08/1986","140","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","61","140","50",".",".","33"
"08/09/1986","82","SO2","","41-051-0074","AQS","42","51","82",".",".","31"
"08/10/1986","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","37","36",".",".","12"
"08/11/1986","40","CO","","41-051-0078","AQS","40","20","16",".",".","19"
"08/12/1986","67","PM10","","41-051-0009","AQS","41","24","43","67",".","13"
"08/13/1986","67","SO2","","41-051-0074","AQS","49","48","67",".",".","18"
"08/14/1986","74","SO2","","41-051-0074","AQS","50","64","74",".",".","26"
"08/15/1986","56","SO2","","41-051-0074","AQS","51","40","56",".",".","26"
"08/16/1986","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","51","84","27",".",".","55"
"08/17/1986","136","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","49","136","36",".",".","40"
"08/18/1986","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","44","36","36",".","23"
"08/19/1986","56","SO2","","41-051-0074","AQS","43","46","56",".",".","36"
"08/20/1986","161","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","65","161","27",".",".","36"
"08/21/1986","115","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","44","115","50",".",".","36"
"08/22/1986","62","CO","","41-051-0078","AQS","62","39","36",".",".","30"
"08/23/1986","49","CO","","41-051-0078","AQS","49","42","26",".",".","23"
"08/24/1986","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","50","37","25",".","18"
"08/25/1986","54","CO","","41-051-0078","AQS","54","49","33",".",".","37"
"08/26/1986","172","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","67","172","29",".",".","43"
"08/27/1986","70","NO2","Portland - SE Lafayette","41-051-0080","AQS","40","49","54",".",".","70"
"08/28/1986","34","NO2","Portland - SE Lafayette","41-051-0080","AQS","32","27","31",".",".","34"
"08/29/1986","40","CO","","41-051-1002","AQS","40","20","36",".",".","19"
"08/30/1986","31","CO","","41-051-1002","AQS","31","19","27","19",".","20"
"08/31/1986","40","SO2","","41-051-0074","AQS","20","36","40",".",".","13"
"09/01/1986","39","SO2","","41-051-0074","AQS","23","37","39",".",".","14"
"09/02/1986","51","CO","","41-051-0078","AQS","51","17","31",".",".","12"
"09/03/1986","49","SO2","","41-051-0074","AQS","17","38","49",".",".","22"
"09/04/1986","64","SO2","","41-051-0074","AQS","22","42","64",".",".","25"
"09/05/1986","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","80","74","78",".","38"
"09/06/1986","48","CO","","41-051-0078","AQS","48","30","30",".",".","32"
"09/07/1986","50","SO2","","41-051-0074","AQS","26","39","50",".",".","19"
"09/08/1986","38","CO","","41-051-1002","AQS","38","25","6",".",".","23"
"09/09/1986","50","SO2","","41-051-0074","AQS","38","28","50",".",".","21"
"09/10/1986","41","CO","","41-051-0078","AQS","41","28","40",".",".","24"
"09/11/1986","57","PM10","","41-051-0009","AQS","45","32","41","57",".","28"
"09/12/1986","42","Ozone","","53-011-1001","AQS","41","42","26",".",".","28"
"09/13/1986","32","CO","","41-051-1002","AQS","32","25","4",".",".","25"
"09/14/1986","36","CO","","41-051-0075","AQS","36","29","33",".",".","30"
"09/15/1986","39","SO2","","41-051-0074","AQS","38","28","39",".",".","30"
"09/16/1986","44","CO","","41-051-0075","AQS","44","28","13",".",".","20"
"09/17/1986","58","CO","","41-051-0078","AQS","58","12","13","32",".","22"
"09/18/1986","49","CO","","41-051-0078","AQS","49","25","19",".",".","30"
"09/19/1986","57","CO","","41-051-0078","AQS","57","32","41",".",".","31"
"09/20/1986","34","CO","","41-051-0078","AQS","34","29","9",".",".","24"
"09/21/1986","33","CO","","41-051-1002","AQS","33","32","20",".",".","25"
"09/22/1986","49","CO","","41-051-0078","AQS","49","23","31",".",".","36"
"09/23/1986","42","CO","","41-051-1002","AQS","42","26","9","38",".","25"
