"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2008","39","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","2","25","3","9","39","6"
"01/02/2008","66","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","18","17","4",".","66","26"
"01/03/2008","42","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","13","20","7",".","42","22"
"01/04/2008","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","10","31","4","3","18","16"
"01/05/2008","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","9","31","1",".","27","9"
"01/06/2008","27","Ozone","Portland - SE Lafayette","41-051-0080","AQS","9","27","1",".","19","8"
"01/07/2008","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","23","3","15","35","14"
"01/08/2008","29","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","14","25","4",".","29","24"
"01/09/2008","31","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","14","22","3",".","31","23"
"01/10/2008","28","Ozone","Portland - SE Lafayette","41-051-0080","AQS","11","28","1","5","18","10"
"01/11/2008","32","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","27","1",".","32","25"
"01/12/2008","55","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","22","1",".","55","27"
"01/13/2008","67","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15","6","3","19","67","25"
"01/14/2008","36","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","8","23","1",".","36","35"
"01/15/2008","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18","18","3",".","52","31"
"01/16/2008","101","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23","5","4","37","101","31"
"01/17/2008","116","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","25","1","7",".","116","32"
"01/18/2008","93","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17","2","9",".","93","29"
"01/19/2008","79","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","18","3","1","20","79","25"
"01/20/2008","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","31","1",".","58","22"
"01/21/2008","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","8","31","4",".","16","14"
"01/22/2008","33","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","8","26","4","8","33","15"
"01/23/2008","53","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","9","24","4",".","53","13"
"01/24/2008","73","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9","23","3",".","73","13"
"01/25/2008","93","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","20","6","35","93","26"
"01/26/2008","116","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","15","25","9",".","116","30"
"01/27/2008","60","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","14","25","1",".","60","16"
"01/28/2008","67","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","31","1","6","67","11"
"01/29/2008","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","9","31","1",".","15","13"
"01/30/2008","29","Ozone","Portland - SE Lafayette","41-051-0080","AQS","10","29","1",".","14","8"
"01/31/2008","28","Ozone","Portland - SE Lafayette","41-051-0080","AQS","10","28","1","6","15","13"
"02/01/2008","27","Ozone","Portland - SE Lafayette","41-051-0080","AQS","11","27","1",".","15","9"
"02/02/2008","25","NO2","Portland - SE Lafayette","41-051-0080","AQS","10","24","3",".","22","25"
"02/03/2008","49","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","9","16","1","9","49","25"
"02/04/2008","64","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10","21","3",".","64","23"
"02/05/2008","25","Ozone","Portland - SE Lafayette","41-051-0080","AQS","11","25","1",".","22","25"
"02/06/2008","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","30","1","12","45","17"
