"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/1994","31","CO","","41-051-0243","AQS","31",".",".","15",".","."
"01/02/1994","33","CO","","41-051-0243","AQS","33",".",".","23",".","."
"01/03/1994","45","CO","","41-051-0087","AQS","45",".",".","12",".","."
"01/04/1994","30","CO","","41-051-0087","AQS","30",".",".","8",".","."
"01/05/1994","30","CO","","41-051-0087","AQS","30",".",".","11",".","."
"01/06/1994","57","CO","","41-051-0087","AQS","57",".",".","27",".","."
"01/07/1994","49","CO","","41-051-0087","AQS","49",".",".","29",".","."
"01/08/1994","42","CO","","41-051-0243","AQS","42",".",".","17",".","."
"01/09/1994","28","CO","","41-051-0243","AQS","28",".",".","10",".","."
"01/10/1994","34","CO","","53-011-0010","AQS","34",".",".","7",".","."
"01/11/1994","35","CO","","41-051-0087","AQS","35",".",".","10",".","."
"01/12/1994","51","CO","","53-011-0010","AQS","51",".","7","18",".","."
"01/13/1994","54","CO","","41-051-0243","AQS","54",".","39","32",".","."
"01/14/1994","42","CO","","41-051-0087","AQS","42",".","23","37",".","."
"01/15/1994","52","CO","","41-051-0243","AQS","52",".","10","27",".","."
"01/16/1994","54","CO","","53-011-0010","AQS","54",".","20","46",".","."
"01/17/1994","63","CO","Portland - SE Lafayette","41-051-0080","AQS","63",".","13","52",".","."
"01/18/1994","60","CO","","41-051-0087","AQS","60",".","21","32",".","."
"01/19/1994","49","CO","","41-051-0087","AQS","49",".","29","36",".","."
"01/20/1994","98","CO","","53-011-0010","AQS","98",".","50","58",".","."
"01/21/1994","101","CO","","53-011-0010","AQS","101",".","14","33",".","."
"01/22/1994","48","CO","","41-051-0243","AQS","48",".","14","19",".","."
"01/23/1994","32","CO","","41-051-0243","AQS","32",".","13","21",".","."
"01/24/1994","50","CO","","41-051-0087","AQS","50",".","10",".",".","."
"01/25/1994","57","CO","","53-011-0010","AQS","57",".","21",".",".","."
"01/26/1994","44","CO","","41-051-0243","AQS","44",".","21","35",".","."
"01/27/1994","96","CO","","41-051-0087","AQS","96",".","17","21",".","."
"01/28/1994","38","CO","","53-011-0010","AQS","38",".","24","17",".","."
"01/29/1994","63","CO","","53-011-0010","AQS","63",".","29","47",".","."
"01/30/1994","61","CO","","53-011-0010","AQS","61",".","19","38",".","."
"01/31/1994","83","CO","","53-011-0010","AQS","83",".","20","21",".","."
"02/01/1994","84","CO","","53-011-0010","AQS","84",".","10","56",".","."
"02/02/1994","59","CO","","53-011-0010","AQS","59",".","10","19",".","."
"02/03/1994","54","CO","","53-011-0010","AQS","54",".","13","52",".","."
"02/04/1994","53","CO","","53-011-0010","AQS","53",".","26","20",".","."
"02/05/1994","38","CO","","41-051-0243","AQS","38",".","16","29",".","."
"02/06/1994","59","SO2","","41-051-0074","AQS","42",".","59","41",".","."
"02/07/1994","33","PM10","Portland - SE Lafayette","41-051-0080","AQS","31",".","16","33",".","."
"02/08/1994","43","CO","","41-051-0087","AQS","43",".","1","25",".","."
"02/09/1994","52","CO","","41-051-0243","AQS","52",".","1","30",".","."
"02/10/1994","58","CO","","41-051-0243","AQS","58",".","19","43",".","."
"02/11/1994","48","CO","","53-011-0010","AQS","48",".","14","22",".","."
"02/12/1994","40","CO","","41-051-0243","AQS","40",".","10","21",".","."
"02/13/1994","17","PM10","","41-051-0009","AQS","15",".","6","17",".","."
"02/14/1994","43","CO","","41-051-0087","AQS","43",".","9",".",".","."
"02/15/1994","53","CO","","41-051-0087","AQS","53",".","6","12",".","."
"02/16/1994","47","CO","","41-051-0087","AQS","47",".","44","24",".","."
"02/17/1994","58","CO","","41-051-0087","AQS","58",".","17","20",".","."
"02/18/1994","35","CO","","41-051-0087","AQS","35",".","4","10",".","."
"02/19/1994","34","CO","","41-051-0243","AQS","34",".","10","19",".","."
"02/20/1994","27","CO","","41-051-0243","AQS","27",".","3","13",".","."
"02/21/1994","32","CO","","41-051-0087","AQS","32",".","4","6",".","."
"02/22/1994","28","CO","","41-051-0087","AQS","28",".","7","8",".","."
"02/23/1994","39","CO","","41-051-0243","AQS","39",".","11","7",".","."
"02/24/1994","53","CO","","41-051-0243","AQS","53",".","9","13",".","."
"02/25/1994","47","CO","","41-051-0087","AQS","47",".","11","24",".","."
"02/26/1994","36","PM10","Portland - SE Lafayette","41-051-0080","AQS","33",".","11","36",".","."
"02/27/1994","31","CO","","41-051-0243","AQS","31",".","16","26",".","."
"02/28/1994","39","CO","","41-051-0087","AQS","39",".","6","17",".","."
"03/01/1994","48","CO","","41-051-0087","AQS","48",".","36","20",".","."
"03/02/1994","45","CO","","41-051-0087","AQS","45",".","10","13",".","."
"03/03/1994","36","CO","","41-051-0087","AQS","36",".","14","31",".","."
"03/04/1994","38","CO","","41-051-0243","AQS","38",".","24","12",".","."
"03/05/1994","46","SO2","","41-051-0074","AQS","30",".","46","15",".","."
"03/06/1994","49","SO2","","41-051-0074","AQS","33",".","49","18",".","."
"03/07/1994","48","CO","","41-051-0078","AQS","48",".","31","23",".","."
"03/08/1994","50","CO","","53-011-0010","AQS","50",".","34",".",".","."
"03/09/1994","54","CO","","53-011-0010","AQS","54",".","24","49",".","."
"03/10/1994","42","CO","","41-051-0243","AQS","42",".","11","13",".","."
"03/11/1994","54","CO","","41-051-0243","AQS","54",".","37","31",".","."
"03/12/1994","55","CO","","53-011-0010","AQS","55",".","23","15",".","."
"03/13/1994","61","SO2","","41-051-0074","AQS","47",".","61","30",".","."
"03/14/1994","60","SO2","","41-051-0074","AQS","45",".","60",".",".","."
"03/15/1994","50","CO","","41-051-0087","AQS","50",".","23","42",".","."
"03/16/1994","32","CO","","41-051-0087","AQS","32",".","6","6",".","."
"03/17/1994","41","CO","","41-051-0087","AQS","41",".","4","6",".","."
"03/18/1994","32","CO","","41-051-0087","AQS","32",".","1","8",".","."
"03/19/1994","44","CO","","41-051-0243","AQS","44",".","1","16",".","."
"03/20/1994","45","CO","","41-051-0243","AQS","45",".","4","12",".","."
"03/21/1994","28","CO","","41-051-0087","AQS","28",".","7","19",".","."
"03/22/1994","47","CO","","41-051-0087","AQS","47",".","4","12",".","."
"03/23/1994","36","CO","","41-051-0078","AQS","36",".","10","10",".","."
"03/24/1994","56","SO2","","41-051-0074","AQS","35",".","56","14",".","."
"03/25/1994","36","CO","","41-051-0243","AQS","36",".","33","21",".","."
"03/26/1994","56","CO","","41-051-0243","AQS","56",".","23","20",".","."
"03/27/1994","56","CO","","41-051-0078","AQS","56",".","30","36",".","."
"03/28/1994","62","CO","","41-051-0078","AQS","62",".","34","30",".","."
"03/29/1994","45","PM10","Portland - SE Lafayette","41-051-0080","AQS","38",".","27","45",".","."
"03/30/1994","36","CO","","41-051-0243","AQS","36",".","19","19",".","."
"03/31/1994","49","CO","","41-051-0087","AQS","49",".","4","14",".","."
"04/01/1994","43","CO","","53-011-0010","AQS","43","31","13",".",".","."
"04/02/1994","51","CO","","53-011-0010","AQS","51","30","29","31",".","."
"04/03/1994","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","37","4",".",".","."
"04/04/1994","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","25","40","27",".",".","."
"04/05/1994","40","SO2","","41-051-0074","AQS","28","26","40",".",".","."
"04/06/1994","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","22","31","6",".",".","."
"04/07/1994","41","CO","","53-011-0010","AQS","41","31","7",".",".","."
"04/08/1994","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","31","31","10","24",".","."
"04/09/1994","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","22","32","9",".",".","."
"04/10/1994","50","SO2","","41-051-0074","AQS","36","30","50",".",".","."
"04/11/1994","41","CO","","53-011-0010","AQS","41","26","20",".",".","."
"04/12/1994","38","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","38","27",".",".","."
"04/13/1994","27","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","22","27","13",".",".","."
"04/14/1994","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","28","37","16","34",".","."
"04/15/1994","54","CO","","41-051-0078","AQS","54","25","52",".",".","."
"04/16/1994","59","SO2","","41-051-0074","AQS","50","37","59",".",".","."
"04/17/1994","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","40","44","14",".",".","."
"04/18/1994","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","31","30",".",".","."
"04/19/1994","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","19","39","13",".",".","."
"04/20/1994","35","PM10","","41-051-0009","AQS","23","34","24","35",".","."
"04/21/1994","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","19","39","6",".",".","."
"04/22/1994","33","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","33","20",".",".","."
"04/23/1994","33","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","33","20",".",".","."
"04/24/1994","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","41","9",".",".","."
"04/25/1994","41","SO2","","41-051-0074","AQS","28","41","41",".",".","."
"04/26/1994","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","22","34","24","28",".","."
"04/27/1994","30","SO2","","41-051-0074","AQS","28","30","30",".",".","."
"04/28/1994","46","SO2","","41-051-0074","AQS","34","33","46",".",".","."
"04/29/1994","32","CO","","41-051-0078","AQS","32","25","14",".",".","."
"04/30/1994","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","19","40","11",".",".","."
"05/01/1994","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","44","19",".",".","."
"05/02/1994","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","34","9","22",".","."
"05/03/1994","35","NO2","Portland - SE Lafayette","41-051-0080","AQS","32","29","21",".",".","35"
"05/04/1994","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","37","7",".",".","37"
"05/05/1994","47","CO","","41-051-0078","AQS","47","45",".",".",".","35"
"05/06/1994","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","47","54",".",".",".","38"
"05/07/1994","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","32","58",".",".",".","38"
"05/08/1994","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","46",".","19",".","35"
"05/09/1994","51","NO2","Portland - SE Lafayette","41-051-0080","AQS","36","49",".",".",".","51"
"05/10/1994","71","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","42","71",".",".",".","48"
"05/11/1994","37","NO2","Portland - SE Lafayette","41-051-0080","AQS","25","34",".",".",".","37"
"05/12/1994","45","CO","","53-011-0010","AQS","45","44","29",".",".","23"
"05/13/1994","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","45","19",".",".","25"
"05/14/1994","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","42","16","31",".","31"
"05/15/1994","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","44","4",".",".","13"
"05/16/1994","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","41","3",".",".","."
"05/17/1994","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","36","10",".",".","26"
"05/18/1994","32","NO2","Portland - SE Lafayette","41-051-0080","AQS","27","31","21",".",".","32"
"05/19/1994","28","CO","","53-011-0010","AQS","28","25","9",".",".","22"
"05/20/1994","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","29","4","17",".","25"
"05/21/1994","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","39",".",".",".","23"
"05/22/1994","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","50",".",".",".","16"
"05/23/1994","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","33","44","19",".",".","20"
"05/24/1994","87","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","87","30",".",".","19"
"05/25/1994","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","36","23",".",".","28"
"05/26/1994","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","38","9","24",".","22"
"05/27/1994","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","38","14",".",".","25"
"05/28/1994","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","33","4",".",".","23"
"05/29/1994","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","38","3",".",".","19"
"05/30/1994","45","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","45","13",".",".","23"
"05/31/1994","31","SO2","","41-051-0074","AQS","30","31","31",".",".","21"
"06/01/1994","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","41","16","25",".","31"
"06/02/1994","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","38","29",".",".","23"
"06/03/1994","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","41","20",".",".","34"
"06/04/1994","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","36","4",".",".","24"
"06/05/1994","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","32","9",".",".","19"
"06/06/1994","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","29","10",".",".","15"
"06/07/1994","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","32","7","17",".","29"
"06/08/1994","40","CO","","41-051-0078","AQS","40","28","19",".",".","34"
"06/09/1994","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","50","14",".",".","25"
"06/10/1994","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","40","54","21",".",".","19"
"06/11/1994","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","50","34",".",".","15"
"06/12/1994","23","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","23","6",".",".","9"
"06/13/1994","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","31","4","19",".","12"
"06/14/1994","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","27","4",".",".","16"
"06/15/1994","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","33","3","14",".","24"
