"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/28/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","23",".",".","38","."
"02/29/2004","39","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","18",".",".","39","."
"03/01/2004","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17",".",".","44","."
"03/02/2004","55","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","55","."
"03/03/2004","50","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","50","."
"03/04/2004","29","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","14",".","12","29","."
"03/05/2004","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".",".","25","."
"03/06/2004","53","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","14",".",".","53","."
"03/07/2004","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","40","."
"03/08/2004","49","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","40",".",".","49","."
"03/09/2004","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","40",".",".","45","."
"03/10/2004","57","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","19",".","31","57","."
"03/11/2004","42","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","42","."
"03/12/2004","48","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","48","."
"03/13/2004","66","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20",".",".","66","."
"03/14/2004","49","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15",".",".","49","."
"03/15/2004","46","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17",".",".","46","."
"03/16/2004","62","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","19",".","28","62","."
"03/17/2004","45","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","43",".",".","45","."
"03/18/2004","41","CO","","41-051-0087","AQS","41",".",".","27","."
"03/19/2004","30","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19",".",".","30","."
"03/20/2004","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","26","."
"03/21/2004","29","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17",".",".","29","."
"03/22/2004","52","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","20",".","26","52","."
"03/23/2004","29","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".",".","29","."
"03/24/2004","27","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","27","."
"03/25/2004","21","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","18",".",".","21","."
"03/26/2004","17","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17",".",".","17","."
"03/27/2004","17","CO","","41-051-0243","AQS","17",".",".","16","."
"03/28/2004","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".","13","33","."
"03/29/2004","18","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","18","."
"03/30/2004","16","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","14",".",".","16","."
"03/31/2004","52","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","18",".",".","52","."
"04/01/2004","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".",".","40","."
"04/02/2004","43","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","19",".",".","43","."
"04/03/2004","36","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","20",".","22","36","."
"04/04/2004","30","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9",".",".","30","."
"04/05/2004","57","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","57","."
"04/06/2004","47","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16",".",".","47","."
"04/07/2004","37","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","37","."
"04/08/2004","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","14",".",".","41","."
"04/09/2004","54","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".","28","54","."
"04/10/2004","40","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","25",".",".","40","."
"04/11/2004","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".",".","47","."
"04/12/2004","49","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","49","."
"04/13/2004","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".",".","23","."
"04/14/2004","16","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".",".","16","."
"04/15/2004","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".","9","23","."
"04/16/2004","22","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","15",".",".","22","."
"04/17/2004","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13",".",".","25","."
"04/18/2004","21","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".",".","21","."
"04/19/2004","28","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18",".",".","28","."
"04/20/2004","14","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".",".","14","."
"04/21/2004","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".","11","23","."
"04/22/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","23",".",".","54","."
"04/23/2004","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23",".",".","35","."
"04/24/2004","45","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".",".","45","."
"04/25/2004","32","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".",".","32","."
"04/26/2004","47","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","31",".",".","47","."
"04/27/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","30",".","34","54","."
"04/28/2004","24","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".",".","24","."
"04/29/2004","27","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".",".","27","."
"04/30/2004","52","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22",".",".","52","."
"05/01/2004","64","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","64",".","44","."
"05/02/2004","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","42",".","26","."
"05/03/2004","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","43","26","37","."
"05/04/2004","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","36",".","19","."
"05/05/2004","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","37",".","17","."
"05/06/2004","48","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20","33",".","48","."
"05/07/2004","38","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","17","31",".","38","."
"05/08/2004","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","33",".","27","."
"05/09/2004","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","42","13","38","."
"05/10/2004","51","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","33",".","51","."
"05/11/2004","54","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","31",".","54","."
"05/12/2004","40","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16","31",".","40","."
"05/13/2004","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","37",".","35","."
"05/14/2004","42","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","16","37",".","42","."
"05/15/2004","51","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14","28","17","51","."
"05/16/2004","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","31",".","28","."
"05/17/2004","33","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","33",".","27","."
"05/18/2004","41","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14","31",".","41","."
"05/19/2004","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","32",".","33","18"
"05/20/2004","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11","35",".","38","18"
"05/21/2004","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","29","11","27","15"
"05/22/2004","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31",".","19","6"
"05/23/2004","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","35",".","32","22"
"05/24/2004","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","35",".","35","24"
"05/25/2004","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","44",".","28","23"
"05/26/2004","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","28",".","21","7"
"05/27/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","26","11","21","12"
"05/28/2004","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","27",".","18","10"
"05/29/2004","22","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","22",".","19","6"
"05/30/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","26",".","15","10"
"05/31/2004","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","38",".","23","20"
"06/01/2004","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","33",".","30","20"
"06/02/2004","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","39","19","28","14"
"06/03/2004","49","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","49",".","46","20"
"06/04/2004","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","46",".","41","22"
"06/05/2004","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","31",".","20","6"
"06/06/2004","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","28",".","16","8"
"06/07/2004","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","27",".","23","20"
"06/08/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20","23","17","38","19"
"06/09/2004","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19","21",".","23","14"
"06/10/2004","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31",".","18","11"
"06/11/2004","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","27",".","17","19"
"06/12/2004","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","14","31",".","20","18"
"06/13/2004","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","13","31",".","18","12"
"06/14/2004","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","30","15","23","14"
"06/15/2004","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32",".","30","20"
"06/16/2004","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","39",".","34","38"
"06/17/2004","45","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","41",".","45","33"
"06/18/2004","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","44",".","35","36"
"06/19/2004","47","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","47",".","34","31"
"06/20/2004","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","80","18","50","28"
"06/21/2004","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","84",".","53","27"
"06/22/2004","64","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19","26",".","64","12"
"06/23/2004","41","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","26",".","41","17"
"06/24/2004","44","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31",".","44","18"
"06/25/2004","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","41",".","33","15"
"06/26/2004","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","37","15","27","20"
"06/27/2004","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","31",".","18","9"
"06/28/2004","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","37",".","20","10"
"06/29/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9","37",".","38","10"
"06/30/2004","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","40",".","28","13"
"07/01/2004","48","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","39",".","48","19"
"07/02/2004","40","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16","27","21","40","18"
"07/03/2004","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","8","26",".","33","8"
"07/04/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","38",".","54","11"
"07/05/2004","50","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10","39",".","50","8"
"07/06/2004","22","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","22",".","17","9"
"07/07/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","26",".","23","9"
"07/08/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","27","18","38","18"
"07/09/2004","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","28",".","25","15"
"07/10/2004","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","28",".","23","11"
"07/11/2004","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","33",".","28","12"
"07/12/2004","67","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","67",".","45","22"
"07/13/2004","53","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","51",".","53","17"
"07/14/2004","50","Ozone","Portland - SE Lafayette","41-051-0080","AQS","15","50","30","48","15"
"07/15/2004","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","39",".","31","12"
"07/16/2004","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","61",".","36","18"
"07/17/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","50",".","54","28"
"07/18/2004","41","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","41",".","38","18"
"07/19/2004","23","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","23",".","20","8"
"07/20/2004","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","33","15","35","12"
"07/21/2004","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","39",".","29","12"
"07/22/2004","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","61",".","40","21"
"07/23/2004","71","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","71",".","54","31"
"07/24/2004","147","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","147",".","59","35"
"07/25/2004","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","37",".","27","7"
"07/26/2004","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","39","27","43","12"
"07/27/2004","53","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10","47","20","53","17"
"07/28/2004","53","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","46",".","53","19"
"07/29/2004","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","67",".","56","24"
"07/30/2004","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","25",".","25","11"
"07/31/2004","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","41",".","40","19"
"08/01/2004","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","58","18","43","10"
"08/02/2004","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","34",".","37","18"
"08/03/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","26",".","25","14"
"08/04/2004","28","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","13","15",".","28","15"
"08/05/2004","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","32",".","24","28"
"08/06/2004","27","CO","","41-051-0087","AQS","27","21",".","25","15"
"08/07/2004","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","31","12","24","14"
"08/08/2004","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","44",".","21","15"
"08/09/2004","108","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","108",".","48","30"
"08/10/2004","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","77",".","51","29"
"08/11/2004","90","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","90",".","49","14"
"08/12/2004","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","77",".","47","11"
"08/13/2004","71","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","71","26","46","20"
