"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"08/14/2004","100","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","100",".","46","20"
"08/15/2004","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","58",".","47","26"
"08/16/2004","49","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","49",".","44","18"
"08/17/2004","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","39",".","27","19"
"08/18/2004","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","33",".","28","9"
"08/19/2004","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","38","26","32","10"
"08/20/2004","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","30",".","24","16"
"08/21/2004","23","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","8","21",".","23","10"
"08/22/2004","24","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","24",".","16","15"
"08/23/2004","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","22",".","25","15"
"08/24/2004","27","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","27",".","14","8"
"08/25/2004","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","22","12","25","10"
"08/26/2004","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","19",".","29","20"
"08/27/2004","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","27",".","25","15"
"08/28/2004","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","29",".","25","16"
"08/29/2004","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","33",".","29","27"
"08/30/2004","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","23",".","30","28"
"08/31/2004","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10","26","25","39","16"
"09/01/2004","35","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","35",".","31","25"
"09/02/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","29",".","54","21"
"09/03/2004","75","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16","31",".","75","."
"09/04/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10","31",".","38","."
"09/05/2004","49","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","38",".","49","."
"09/06/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9","36","14","38","."
"09/07/2004","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","32",".","34","."
"09/08/2004","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","29",".","32","."
"09/09/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17","27",".","38","."
"09/10/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17","31",".","38","19"
"09/11/2004","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32",".","22","12"
"09/12/2004","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","35","13","26","16"
"09/13/2004","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","25",".","23","9"
"09/14/2004","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","31",".","38","17"
"09/15/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","26",".","23","18"
"09/16/2004","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","26",".","23","21"
"09/17/2004","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","29",".","23","13"
"09/18/2004","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","28","7","20","11"
"09/19/2004","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","25",".","36","19"
"09/20/2004","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19","31",".","38","24"
"09/21/2004","52","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17","26",".","52","25"
"09/22/2004","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","19",".","58","24"
"09/23/2004","49","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","19",".","49","20"
"09/24/2004","58","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","18","13","27","58","25"
"09/25/2004","66","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17","22",".","66","18"
"09/26/2004","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9","30",".","58","12"
"09/27/2004","65","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9","17",".","65","19"
"09/28/2004","61","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","22",".","61","18"
"09/29/2004","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","30",".","41","20"
"09/30/2004","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10","17","24","52","."
"10/01/2004","59","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19",".",".","59","."
"10/02/2004","65","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","28",".","28","65","."
"10/03/2004","81","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","27",".","29","81","."
"10/04/2004","77","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","25",".","40","77","."
"10/05/2004","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22",".",".","54","."
"10/06/2004","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".","18","35","."
"10/07/2004","56","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","56","."
"10/08/2004","32","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","19",".",".","32","."
"10/09/2004","29","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","29","."
"10/10/2004","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","58","."
"10/11/2004","46","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19",".",".","46","."
"10/12/2004","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".","24","58","."
"10/13/2004","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","30","48","."
"10/14/2004","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".","23","45","."
"10/15/2004","60","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28",".","20","60","."
"10/16/2004","66","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20",".","16","66","."
"10/17/2004","24","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","6","24","."
"10/18/2004","31","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","16",".","14","31","."
"10/19/2004","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23",".",".","44","."
"10/20/2004","55","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","18",".",".","55","."
"10/21/2004","53","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".",".","53","."
"10/22/2004","60","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","27",".",".","60","."
"10/23/2004","59","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","25",".",".","59","."
"10/24/2004","76","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".","28","76","."
"10/25/2004","70","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".",".","70","."
"10/26/2004","59","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","19",".",".","59","."
"10/27/2004","74","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","31",".",".","74","."
"10/28/2004","87","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","34",".",".","87","."
"10/29/2004","74","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","74","."
"10/30/2004","49","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","19",".","18","49","."
"10/31/2004","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","58","."
"11/01/2004","33","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","33","."
"11/02/2004","43","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","23",".",".","43","."
"11/03/2004","51","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","51","."
"11/04/2004","59","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","25",".",".","59","."
"11/05/2004","103","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","43",".","44","103","."
"11/06/2004","152","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","48",".",".","152","."
"11/07/2004","166","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","47",".",".","166","."
"11/08/2004","144","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","51",".",".","144","."
"11/09/2004","113","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","26",".",".","113","."
"11/10/2004","91","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34",".",".","91","."
"11/11/2004","111","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","40",".","41","111","."
"11/12/2004","96","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","43",".",".","96","."
"11/13/2004","108","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","108","."
"11/14/2004","96","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","34",".",".","96","."
"11/15/2004","76","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","30",".",".","76","."
"11/16/2004","64","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","25",".",".","64","."
"11/17/2004","74","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","17",".","29","74","."
"11/18/2004","53","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","19",".",".","53","."
"11/19/2004","63","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","24",".",".","63","."
"11/20/2004","86","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".",".","86","."
"11/21/2004","102","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","31",".",".","102","."
"11/22/2004","100","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","34",".",".","100","."
"11/23/2004","84","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","35",".","31","84","."
"11/24/2004","24","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".",".","24","."
"11/25/2004","43","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","9",".",".","43","."
"11/26/2004","83","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23",".",".","83","."
"11/27/2004","69","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".",".","69","."
"11/28/2004","105","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","105","."
"11/29/2004","84","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","16",".","31","84","."
"11/30/2004","56","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","19",".",".","56","."
"12/01/2004","79","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","52",".",".","79","."
"12/02/2004","101","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","54",".",".","101","."
"12/03/2004","99","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","30",".",".","99","."
"12/04/2004","80","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","23",".",".","80","."
"12/05/2004","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","14","43","."
"12/06/2004","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","35","."
"12/07/2004","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","25","."
"12/08/2004","39","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17",".",".","39","."
"12/09/2004","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","27",".",".","38","."
"12/10/2004","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","19","."
"12/11/2004","21","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","11","21","."
"12/12/2004","18","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13",".",".","18","."
"12/13/2004","28","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","15",".",".","28","."
"12/14/2004","54","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".","8","54","."
"12/15/2004","78","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","38",".",".","78","."
"12/16/2004","76","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","40",".",".","76","."
"12/17/2004","84","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".","33","84","."
"12/18/2004","58","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","25",".",".","58","."
"12/19/2004","79","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","27",".",".","79","."
"12/20/2004","97","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","33",".",".","97","."
"12/21/2004","78","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","32",".",".","78","."
"12/22/2004","72","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","23",".",".","72","."
"12/23/2004","80","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","20",".","25","80","."
"12/24/2004","78","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19",".",".","78","."
"12/25/2004","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","14",".",".","52","."
"12/26/2004","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","58","."
"12/27/2004","41","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24",".",".","41","."
"12/28/2004","67","PM2.5","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36",".",".","67","."
"12/29/2004","67","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","17",".","17","67","."
"12/30/2004","50","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","22",".",".","50","."
"12/31/2004","51","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","51","."
