"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"12/12/2001","31","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","23",".","7","31","."
"12/13/2001","17","CO","","41-051-0087","AQS","17",".","1","8","."
"12/14/2001","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".","8","26","."
"12/15/2001","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","6","25","."
"12/16/2001","13","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10",".","2","13","."
"12/17/2001","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","9","35","."
"12/18/2001","31","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","19",".","6","31","."
"12/19/2001","38","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","20",".","7","38","."
"12/20/2001","32","CO","","41-051-0087","AQS","32",".","6","29","."
"12/21/2001","70","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","40",".","21","70","."
"12/22/2001","42","CO","","53-011-0010","AQS","42",".","6","37","."
"12/23/2001","54","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","26",".","7","54","."
"12/24/2001","59","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","35",".","9","59","."
"12/25/2001","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".","7","47","."
"12/26/2001","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".","10","58","."
"12/27/2001","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","15","47","."
"12/28/2001","50","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".","9","50","."
"12/29/2001","64","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","35",".","6","64","."
"12/30/2001","73","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","38",".","7","73","."
"12/31/2001","54","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","34",".","7","54","."
