"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2014","74","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","3","1",".","74","18"
"01/02/2014","58","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","7","1","3","13","58","13"
"01/03/2014","71","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","9","12","3",".","71","32"
"01/04/2014","98","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","11","7","3",".","98","21"
"01/05/2014","97","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","7","27","3","30","97","16"
"01/06/2014","93","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","9","23","3",".","93","25"
"01/07/2014","77","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","9","9","3",".","77","25"
"01/08/2014","40","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","8","26","1","4","40","17"
"01/09/2014","31","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","2","29","1",".","31","11"
"01/10/2014","49","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","2","29","1",".","49","8"
"01/11/2014","33","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","33","1","6","21","5"
"01/12/2014","31","Ozone","Portland - SE Lafayette","41-051-0080","AQS","2","31","1",".","18","7"
"01/13/2014","35","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","3","29","1",".","35","20"
"01/14/2014","57","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","2","4","19","57","25"
"01/15/2014","54","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","5","6","0",".","54","25"
"01/16/2014","60","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","5","2","3",".","60","20"
"01/17/2014","74","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","7","2","1","16","74","15"
"01/18/2014","87","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","13","6","4",".","87","21"
"01/19/2014","102","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","13","6","1",".","102","18"
"01/20/2014","67","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","6","13","0","7","67","13"
"01/21/2014","69","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","3","10","1",".","69","15"
"01/22/2014","55","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","5","12","4",".","55","19"
"01/23/2014","44","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","2","18","1","8","44","8"
"01/24/2014","49","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","2","17","1",".","49","7"
"01/25/2014","77","PM2.5","Vancouver-NE Vancouver Plaza Dr","53-011-0023","AQS","3","12","1",".","77","12"
"01/26/2014","104","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","3","13","1","7","104","9"
