"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"04/03/2005","24","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9",".","9",".","24","."
"04/04/2005","24","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13",".","7","14","24","."
"04/05/2005","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","10",".","26","."
"04/06/2005","39","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".","9",".","39","."
"04/07/2005","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9",".","3",".","26","."
"04/08/2005","19","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","11",".","19","."
"04/09/2005","30","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","8",".","7",".","30","."
"04/10/2005","37","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10",".","13","12","37","."
"04/11/2005","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10",".","3",".","25","."
"04/12/2005","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".","4",".","23","."
"04/13/2005","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","14",".","25","."
"04/14/2005","30","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","10",".","4",".","30","."
"04/15/2005","30","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".","11",".","30","."
"04/16/2005","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".","4","9","25","."
"04/17/2005","27","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","1",".","27","."
"04/18/2005","24","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10",".","7",".","24","."
"04/19/2005","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","14",".","41","."
"04/20/2005","36","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".","9",".","36","."
"04/21/2005","28","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","11",".","28","."
"04/22/2005","31","PM10","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","11",".","6","31","30","."
"04/23/2005","40","PM2.5","Hillsboro - Hare Field","41-067-0004","AQS","13",".","1",".","40","."
"04/24/2005","62","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","14",".","6",".","62","."
"04/25/2005","46","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".","6",".","46","."
"04/26/2005","58","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","4",".","58","."
"04/27/2005","54","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11",".","1",".","54","."
"04/28/2005","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","1","18","26","."
"04/29/2005","21","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11",".","1",".","21","."
"04/30/2005","29","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10",".","3",".","29","."
"05/01/2005","38","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9","31","4",".","38","."
"05/02/2005","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","13","31","3",".","33","."
"05/03/2005","50","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","36","6",".","50","28"
"05/04/2005","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","33","1","15","28","21"
"05/05/2005","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15","24","4",".","54","24"
"05/06/2005","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","31","4",".","25","15"
"05/07/2005","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","32","1",".","22","26"
"05/08/2005","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","41","1",".","25","23"
"05/09/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","31","1",".","23","20"
"05/10/2005","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","30","1","17","20","22"
"05/11/2005","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","26","4",".","35","27"
"05/12/2005","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16","35","4",".","38","35"
"05/13/2005","55","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15","25","6",".","55","28"
"05/14/2005","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","32","4",".","30","32"
"05/15/2005","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","28","1",".","25","22"
"05/16/2005","39","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","39","1","11","27","17"
"05/17/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","31","6",".","20","18"
"05/18/2005","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","32","3",".","19","14"
"05/19/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","31","1",".","26","25"
"05/20/2005","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","29","3",".","26","23"
"05/21/2005","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","33","3",".","25","19"
"05/22/2005","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","37","1","10","25","22"
"05/23/2005","38","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","9","38","6",".","29","19"
"05/24/2005","38","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","7","38","3",".","25","20"
"05/25/2005","49","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","7","49","3",".","22","24"
"05/26/2005","50","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","50","1",".","23","13"
"05/27/2005","119","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","119","3",".","51","34"
"05/28/2005","46","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","46","1","19","43","18"
"05/29/2005","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","6","32","1",".","32","10"
"05/30/2005","41","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","6","39","1",".","41","10"
"05/31/2005","23","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","23","1",".","21","14"
"06/01/2005","32","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","32","1",".","19","18"
"06/02/2005","30","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","30","1",".","24","19"
"06/03/2005","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","40","1","21","23","20"
"06/04/2005","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","33","3",".","25","21"
"06/05/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31","1",".","18","12"
"06/06/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","31","1",".","18","7"
"06/07/2005","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","28","1",".","20","15"
"06/08/2005","38","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","38","3",".","26","25"
"06/09/2005","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","39","6","20","33","25"
"06/10/2005","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","29","1",".","32","26"
"06/11/2005","30","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","30","1",".","19","17"
"06/12/2005","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","33","1",".","23","25"
"06/13/2005","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","38","1",".","21","8"
"06/14/2005","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32","3",".","21","22"
"06/15/2005","36","NO2","Portland - SE Lafayette","41-051-0080","AQS","15","32","4","15","27","36"
"06/16/2005","42","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","29","3",".","42","31"
"06/17/2005","27","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","27","1",".","23","23"
"06/18/2005","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","28","1",".","27","22"
"06/19/2005","38","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","38","1",".","26","16"
"06/20/2005","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","40","4",".","38","23"
"06/21/2005","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10","29","3","19","37","17"
"06/22/2005","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","29","1",".","23","15"
"06/23/2005","35","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","8","33","1",".","35","14"
"06/24/2005","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","8","32","1",".","34","17"
"06/25/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","31","1",".","14","9"
"06/26/2005","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","7","23","1",".","25","14"
"06/27/2005","21","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","21","1","12","20","16"
"06/28/2005","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","24","1",".","28","16"
"06/29/2005","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","24","1",".","28","11"
"06/30/2005","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32","1",".","30","11"
"07/01/2005","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","32","1",".","30","10"
"07/02/2005","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","8","27","1",".","33","13"
"07/03/2005","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","7","42","3","11","35","16"
"07/04/2005","64","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","10","46","9",".","64","22"
"07/05/2005","45","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","10","35","3",".","45","17"
"07/06/2005","21","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","7","21","1",".","20","8"
"07/07/2005","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","31","1",".","26","15"
"07/08/2005","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","19","1",".","22","12"
"07/09/2005","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","30","4","13","27","16"
"07/10/2005","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","28","3",".","25","13"
"07/11/2005","25","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","8","25","3",".","21","13"
"07/12/2005","67","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","9","21","4",".","67","13"
"07/13/2005","31","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","31","4",".","22","14"
"07/14/2005","41","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","41","3",".","36","12"
"07/15/2005","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","46","6","20","40","19"
"07/16/2005","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","29","3",".","23","10"
"07/17/2005","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","43","4",".","30","14"
"07/18/2005","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","61","3",".","38","22"
"07/19/2005","49","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","49","3",".","35","11"
"07/20/2005","90","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","90","1",".","33","11"
"07/21/2005","80","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","10","80","3","25","44","21"
"07/22/2005","49","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","44","3",".","49","19"
"07/23/2005","43","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","8","43","3",".","34","8"
"07/24/2005","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","8","39","3",".","31","9"
"07/25/2005","40","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","14","40","3",".","39","14"
"07/26/2005","51","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","51","1",".","42","20"
"07/27/2005","100","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","10","100","3","32","48","28"
"07/28/2005","50","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","10","50","3",".","28","20"
"07/29/2005","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","38","4",".","30","16"
"07/30/2005","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","45","3",".","28","12"
"07/31/2005","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","42","1",".","25","12"
"08/01/2005","29","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","29","3",".","21","10"
"08/02/2005","42","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","9","42","3","21","29","17"
"08/03/2005","46","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","11","46","6",".","43","20"
"08/04/2005","129","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","129","4",".","54","32"
"08/05/2005","84","Ozone","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","11","84","3",".","40","23"
