"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/30/2002","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".","6","23","."
"01/31/2002","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".","4","20","."
"02/01/2002","59","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","24",".","18","59","."
"02/02/2002","46","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".","12","46","."
"02/03/2002","47","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".","12","47","."
"02/04/2002","83","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","31",".","8","83","."
"02/05/2002","62","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","30",".","17","62","."
"02/06/2002","34","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","9","34","."
"02/07/2002","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".","6","25","."
"02/08/2002","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","34",".","10","41","."
"02/09/2002","34","CO","","41-051-0243","AQS","34",".","6","28","."
"02/10/2002","63","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","23",".","11","63","."
"02/11/2002","61","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","26",".","18","61","."
"02/12/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","34",".","7","40","."
"02/13/2002","63","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","36",".","23","63","."
"02/14/2002","37","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","30",".","12","37","."
"02/15/2002","23","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","18",".","23","23","."
"02/16/2002","64","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","35",".","18","64","."
"02/17/2002","74","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","35",".","19","74","."
"02/18/2002","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".","7","35","."
"02/19/2002","46","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".","13","46","."
"02/20/2002","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".",".","56","."
"02/21/2002","27","CO","","41-051-0078","AQS","27",".",".","21","."
"02/22/2002","29","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","11","29","."
"02/23/2002","19","CO","","41-051-0243","AQS","19",".",".","16","."
"02/24/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","40","."
"02/25/2002","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","27",".","14","37","."
"02/26/2002","31","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".","15","31","."
"02/27/2002","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","41","."
"02/28/2002","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15",".","13","44","."
"03/01/2002","74","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","33",".",".","74","."
"03/02/2002","43","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","33",".",".","43","."
"03/03/2002","63","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","22","63","."
"03/04/2002","77","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","33",".",".","77","."
"03/05/2002","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","43","."
"03/06/2002","52","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","32",".","10","52","."
"03/07/2002","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","22",".",".","44","."
"03/08/2002","34","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","34","."
"03/09/2002","51","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","19",".","10","51","."
"03/10/2002","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".",".","22","."
"03/11/2002","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".",".","20","."
"03/12/2002","23","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".","6","23","."
"03/13/2002","22","CO","","41-051-0243","AQS","22",".",".","21","."
"03/14/2002","35","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","35","."
"03/15/2002","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".","13","35","."
"03/16/2002","20","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".",".","20","."
"03/17/2002","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","36","."
"03/18/2002","43","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","20",".","6","43","."
"03/19/2002","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","35","."
"03/20/2002","52","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","52","."
"03/21/2002","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","17","29","."
"03/22/2002","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","47","."
"03/23/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","40","."
"03/24/2002","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","5","22","."
"03/25/2002","51","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","51","."
"03/26/2002","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".",".","56","."
"03/27/2002","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","21","45","."
"03/28/2002","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".","19","38","."
"03/29/2002","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","25","."
"03/30/2002","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","12","25","."
"03/31/2002","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","25","."
"04/01/2002","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","22","."
"04/02/2002","35","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","19","35","."
"04/03/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","40","."
"04/04/2002","53","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","53","."
"04/05/2002","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".","12","38","."
"04/06/2002","18","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","18","."
"04/07/2002","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11",".",".","21","."
"04/08/2002","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".","19","48","."
"04/09/2002","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","25","."
"04/10/2002","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".",".","20","."
"04/11/2002","18","CO","","53-011-0010","AQS","18",".","8","17","."
"04/12/2002","17","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","17","."
"04/13/2002","15","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".",".","15","."
"04/14/2002","28","PM2.5","CAMAS CITY HALL, 616 NE 4TH AVE, CAMAS, WA","53-011-0020","AQS","9",".","9","28","."
"04/15/2002","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","26","."
"04/16/2002","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","45","."
"04/17/2002","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".","6","32","."
"04/18/2002","31","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".","14","31","."
"04/19/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","40","."
"04/20/2002","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","26","55","."
"04/21/2002","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","52","."
"04/22/2002","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","23","."
"04/23/2002","33","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","33","."
"04/24/2002","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","41","."
"04/25/2002","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","47","."
"04/26/2002","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".","17","40","."
"04/27/2002","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","27","."
"04/28/2002","40","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","14",".",".","40","."
"04/29/2002","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","37","."
"04/30/2002","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","52","."
"05/01/2002","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","33",".","48","22"
"05/02/2002","39","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","20","39","17","33","21"
"05/03/2002","35","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19","35",".","35","23"
"05/04/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","36",".","40","25"
"05/05/2002","35","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","13","35",".","20","10"
"05/06/2002","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","39",".","23","28"
"05/07/2002","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","30",".","22","22"
"05/08/2002","36","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","14","36","13","26","26"
"05/09/2002","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11","33",".","33","25"
"05/10/2002","42","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","42",".","37","25"
"05/11/2002","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","10","41",".","41","24"
"05/12/2002","61","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","10","61",".","43","26"
"05/13/2002","34","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","34",".","30","20"
"05/14/2002","39","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","39","10","20","21"
"05/15/2002","41","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","41",".","28","25"
"05/16/2002","46","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","46",".","37","33"
"05/17/2002","44","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","44",".","25","28"
"05/18/2002","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","44",".","47","23"
"05/19/2002","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23","30",".","45","26"
"05/20/2002","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","41","6","21","."
"05/21/2002","35","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","35",".","22","."
"05/22/2002","33","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","18","33",".","20","."
"05/23/2002","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","40",".","30","27"
"05/24/2002","46","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","18","46",".","31","43"
"05/25/2002","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","35",".","40","39"
"05/26/2002","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","7","39","9","29","17"
"05/27/2002","29","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","8","29",".","21","17"
"05/28/2002","23","CO","","41-051-0087","AQS","23","18",".","19","13"
"05/29/2002","25","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","25",".","18","15"
"05/30/2002","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","37",".","24","15"
"05/31/2002","41","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","41",".","34","15"
"06/01/2002","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","41","12","31","13"
"06/02/2002","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","34",".","27","16"
"06/03/2002","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","37",".","33","23"
"06/04/2002","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","30",".","28","21"
"06/05/2002","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","34",".","14","17"
"06/06/2002","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","35",".","14","23"
"06/07/2002","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","34","12","19","23"
"06/08/2002","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","32",".","22","19"
"06/09/2002","35","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","17","35",".","34","14"
"06/10/2002","40","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","15","38",".","40","16"
"06/11/2002","43","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","43",".","34","14"
"06/12/2002","71","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","16","71",".","48","32"
"06/13/2002","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","80","25","52","30"
"06/14/2002","47","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","47",".","32","16"
"06/15/2002","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","44",".","30","17"
"06/16/2002","36","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","34",".","36","25"
"06/17/2002","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19","21",".","23","21"
"06/18/2002","24","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","24",".","15","21"
"06/19/2002","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","31","13","27","16"
"06/20/2002","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","40",".","37","15"
"06/21/2002","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","48",".","44","."
"06/22/2002","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","27",".","35","18"
"06/23/2002","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","28",".","22","10"
"06/24/2002","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","34",".","25","22"
"06/25/2002","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","74","22","38","25"
"06/26/2002","64","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","64",".","32","20"
"06/27/2002","17","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","15",".","17","11"
"06/28/2002","20","CO","","53-011-0010","AQS","20","14",".","16","11"
"06/29/2002","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","34",".","16","9"
"06/30/2002","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","28",".","23","9"
"07/01/2002","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","35","9","20","13"
"07/02/2002","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","35",".","25","13"
"07/03/2002","29","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","29",".","19","16"
"07/04/2002","106","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","18","30",".","106","12"
"07/05/2002","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17","35",".","43","19"
"07/06/2002","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","74",".","38","24"
"07/07/2002","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","23","14","48","24"
"07/08/2002","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","33",".","18","19"
"07/09/2002","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","44",".","34","33"
"07/10/2002","150","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","150",".","47","26"
"07/11/2002","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","44",".","34","13"
"07/12/2002","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","77",".","45","14"
"07/13/2002","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","50","19","43","14"
"07/14/2002","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","31",".","26","11"
"07/15/2002","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","40",".","31","12"
"07/16/2002","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","32",".","26","14"
"07/17/2002","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","29",".","28","17"
"07/18/2002","24","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17","24",".","24","12"
"07/19/2002","19","CO","","41-051-0087","AQS","19","18","11","18","15"
"07/20/2002","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","42",".","25","9"
"07/21/2002","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","77",".","34","10"
"07/22/2002","140","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","17","140",".","57","26"
"07/23/2002","54","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","18","54",".","50","16"
"07/24/2002","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","46",".","43","21"
"07/25/2002","38","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","15","34","19","38","14"
"07/26/2002","26","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","18","26",".","20","13"
"07/27/2002","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","40",".","35","16"
"07/28/2002","32","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11","27",".","32","11"
"07/29/2002","29","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","29",".","20","10"
"07/30/2002","30","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","9","30",".","16","8"
"07/31/2002","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","31","16","27","17"
"08/01/2002","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","40",".","29","17"
"08/02/2002","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","28",".","23","14"
"08/03/2002","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","31",".","25","9"
"08/04/2002","29","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","9","29",".","21","12"
"08/05/2002","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","32",".","23","18"
"08/06/2002","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","30","15","26","14"
"08/07/2002","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","31",".","30","13"
"08/08/2002","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","36",".","35","14"
"08/09/2002","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","36",".","33","19"
"08/10/2002","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","29",".","23","8"
"08/11/2002","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","43",".","33","9"
"08/12/2002","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","54","19","40","20"
"08/13/2002","90","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","17","90",".","52","25"
"08/14/2002","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","67",".","48","31"
"08/15/2002","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23","47",".","56","18"
"08/16/2002","49","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","40",".","49","19"
"08/17/2002","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","44",".","40","22"
"08/18/2002","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","33","13","31","10"
"08/19/2002","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","31",".","30","17"
"08/20/2002","26","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","26",".","19","18"
"08/21/2002","33","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11","24",".","33","18"
"08/22/2002","39","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","14","34","15","39","21"
"08/23/2002","46","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","45",".","46","20"
"08/24/2002","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","41","13","29","12"
"08/25/2002","19","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9","18",".","19","8"
"08/26/2002","23","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","23",".","19","20"
"08/27/2002","40","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","10","40",".","36","17"
"08/28/2002","52","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","14","49",".","52","25"
"08/29/2002","31","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","9","30",".","31","19"
"08/30/2002","42","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16","28","17","42","28"
"08/31/2002","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","36",".","39","22"
"09/01/2002","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","37",".","28","12"
