"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"09/01/2003","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","42",".","25","18"
"09/02/2003","62","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","28","51",".","62","58"
"09/03/2003","147","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","38","147",".","73","55"
"09/04/2003","115","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","115",".","45","35"
"09/05/2003","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","46",".","28","31"
"09/06/2003","53","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","11","35","25","53","23"
"09/07/2003","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","35",".","21","14"
"09/08/2003","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","25",".","19","15"
"09/09/2003","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22","19",".","28","18"
"09/10/2003","23","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","23",".","22","12"
"09/11/2003","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","31",".","16","11"
"09/12/2003","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","32","15","24","23"
"09/13/2003","33","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","33",".","25","23"
"09/14/2003","30","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","16","30",".","26","23"
"09/15/2003","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","17","29",".","35","21"
"09/16/2003","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","30",".","25","25"
"09/17/2003","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","34",".","29","32"
"09/18/2003","39","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","23","32","23","39","27"
"09/19/2003","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","31",".","28","20"
"09/20/2003","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","30",".","28","18"
"09/21/2003","45","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","10","32",".","45","15"
"09/22/2003","31","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20","22",".","31","25"
"09/23/2003","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","20",".","30","19"
"09/24/2003","44","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","33","36","28","44","42"
"09/25/2003","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22","22",".","34","25"
"09/26/2003","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","27",".","28","23"
"09/27/2003","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","43",".","36","25"
"09/28/2003","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","58",".","41","51"
"09/29/2003","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","29",".","28","22"
"09/30/2003","60","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20","20","30","60","34"
"10/01/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","43","."
"10/02/2003","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","28",".",".","41","."
"10/03/2003","66","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","36",".",".","66","."
"10/04/2003","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","32",".",".","41","."
"10/05/2003","28","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","28","."
"10/06/2003","59","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24",".","29","59","."
"10/07/2003","25","CO","","41-051-0243","AQS","25",".",".","13","."
"10/08/2003","22","CO","Portland - SE Lafayette","41-051-0080","AQS","22",".",".","18","."
"10/09/2003","37","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22",".",".","37","."
"10/10/2003","30","CO","","41-051-0243","AQS","30",".",".","26","."
"10/11/2003","27","CO","","41-051-0243","AQS","27",".",".","26","."
"10/12/2003","30","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","18",".","13","30","."
"10/13/2003","20","CO","","41-051-0243","AQS","20",".",".","15","."
"10/14/2003","35","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","35","."
"10/15/2003","62","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","30",".",".","62","."
"10/16/2003","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","23","."
"10/17/2003","45","CO","","41-051-0243","AQS","45",".",".","25","."
"10/18/2003","92","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","42",".","23","92","."
"10/19/2003","33","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","33","."
"10/20/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","20","."
"10/21/2003","45","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24",".",".","45","."
"10/22/2003","22","CO","","41-051-0243","AQS","22",".",".","20","."
"10/23/2003","24","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","24","."
"10/24/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".","19","43","."
"10/25/2003","49","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","49","."
"10/26/2003","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","55","."
"10/27/2003","84","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","30",".",".","84","."
"10/28/2003","25","CO","","41-051-0243","AQS","25",".",".","19","."
"10/29/2003","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","36","."
"10/30/2003","33","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","19",".","19","33","."
"10/31/2003","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","22","."
"11/01/2003","65","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","65","."
"11/02/2003","68","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".",".","68","."
"11/03/2003","65","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","42",".",".","65","."
"11/04/2003","56","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","39",".",".","56","."
"11/05/2003","79","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","42",".","22","79","."
"11/06/2003","60","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","34",".",".","60","."
"11/07/2003","57","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","57","."
"11/08/2003","66","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","66","."
"11/09/2003","66","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","66","."
"11/10/2003","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","55","."
"11/11/2003","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".","17","40","."
"11/12/2003","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","52","."
"11/13/2003","65","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","65","."
"11/14/2003","81","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","32",".",".","81","."
"11/15/2003","54","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","31",".",".","54","."
"11/16/2003","22","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","22","."
"11/17/2003","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".","19","36","."
"11/18/2003","18","CO","","53-011-0010","AQS","18",".",".","14","."
"11/19/2003","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","26","."
"11/20/2003","64","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","30",".",".","64","."
"11/21/2003","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","55","."
"11/22/2003","63","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","28",".",".","63","."
"11/23/2003","65","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","19",".","19","65","."
"11/24/2003","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","21","."
"11/25/2003","24","CO","","41-051-0243","AQS","24",".",".","22","."
"11/26/2003","57","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","32",".",".","57","."
"11/27/2003","46","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","27",".",".","46","."
"11/28/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","43","."
"11/29/2003","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".","14","40","."
"11/30/2003","15","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","15","."
"12/01/2003","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","36","."
"12/02/2003","60","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","30",".",".","60","."
"12/03/2003","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","27",".",".","27","."
"12/04/2003","17","CO","","41-051-0087","AQS","17",".",".",".","."
"12/05/2003","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","39",".","20","56","."
"12/06/2003","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".","14","26","."
"12/07/2003","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","38","."
"12/08/2003","63","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","24",".",".","63","."
"12/09/2003","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","23",".",".","26","."
"12/10/2003","27","CO","","41-051-0087","AQS","27",".",".","24","."
"12/11/2003","38","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","22",".","17","38","."
"12/12/2003","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","30","."
"12/13/2003","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","21","."
"12/14/2003","32","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","13",".",".","32","."
"12/15/2003","31","CO","","41-051-0087","AQS","31",".",".","30","."
"12/16/2003","27","CO","","41-051-0087","AQS","27",".",".","23","."
"12/17/2003","61","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","51",".","20","61","."
"12/18/2003","59","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","53",".","10","59","."
"12/19/2003","56","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","33",".",".","56","."
"12/20/2003","74","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","22",".",".","74","."
"12/21/2003","59","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","59","."
"12/22/2003","23","CO","","53-011-0010","AQS","23",".",".","20","."
"12/23/2003","53","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","23",".","19","53","."
"12/24/2003","24","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","24","."
"12/25/2003","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","41","."
"12/26/2003","54","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","54","."
"12/27/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".",".","20","."
"12/28/2003","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","27","."
"12/29/2003","63","PM2.5","YACOLT - YACOLT RD","53-011-0022","AQS","20",".","17","63","."
"12/30/2003","56","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","26",".",".","56","."
"12/31/2003","42","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","42","."
