"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/27/1995","35","CO","","53-011-0010","AQS","35",".","14","17",".","."
"02/28/1995","27","CO","","53-011-0010","AQS","27",".","19","12",".","."
"03/01/1995","24","CO","","53-011-0010","AQS","24",".","16","14",".","."
"03/02/1995","35","CO","","53-011-0010","AQS","35",".","13","13",".","."
"03/03/1995","58","CO","","41-051-0087","AQS","58",".","41","29",".","."
"03/04/1995","38","CO","","41-051-0087","AQS","38",".","7","13",".","."
"03/05/1995","35","CO","","41-051-0243","AQS","35",".","4","17",".","."
"03/06/1995","49","CO","","41-051-0243","AQS","49",".","26","26",".","."
"03/07/1995","49","CO","","41-051-0243","AQS","49",".","40","28",".","."
"03/08/1995","55","CO","","41-051-0087","AQS","55",".","14","14",".","."
"03/09/1995","40","CO","","41-051-0087","AQS","40",".","11","12",".","."
"03/10/1995","53","CO","","41-051-0087","AQS","53",".","37","29",".","."
"03/11/1995","34","CO","","41-051-0087","AQS","34",".","4","6",".","."
"03/12/1995","18","CO","","41-051-0087","AQS","18",".","6","9",".","."
"03/13/1995","39","CO","","41-051-0087","AQS","39",".","6","7",".","."
"03/14/1995","30","CO","","41-051-0087","AQS","30",".","9","9",".","."
"03/15/1995","30","CO","","41-051-0087","AQS","30",".","9","13",".","."
"03/16/1995","40","CO","","41-051-0078","AQS","40",".","21","36",".","."
"03/17/1995","54","CO","","41-051-0087","AQS","54",".","9","19",".","."
"03/18/1995","43","CO","","41-051-0087","AQS","43",".","4","8",".","."
"03/19/1995","19","CO","","41-051-0087","AQS","19",".","4","10",".","."
"03/20/1995","26","CO","","41-051-0087","AQS","26",".","6","8",".","."
"03/21/1995","33","CO","","41-051-0087","AQS","33",".","3","7",".","."
"03/22/1995","36","CO","","41-051-0087","AQS","36",".","9","21",".","."
"03/23/1995","33","CO","","53-011-0010","AQS","33",".","23","19",".","."
"03/24/1995","27","CO","","41-051-0243","AQS","27",".","20","11",".","."
"03/25/1995","40","CO","","41-051-0243","AQS","40",".","10","29",".","."
"03/26/1995","49","CO","","41-051-0243","AQS","49",".","14","33",".","."
"03/27/1995","36","CO","","53-011-0010","AQS","36",".","21","21",".","."
"03/28/1995","81","SO2","","41-051-0074","AQS","31",".","81","49",".","."
"03/29/1995","40","CO","","41-051-0087","AQS","40",".","20","19",".","."
"03/30/1995","48","CO","","41-051-0078","AQS","48",".","27","34",".","."
"03/31/1995","61","SO2","","41-051-0074","AQS","47",".","61","21",".","."
"04/01/1995","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","25","32","16","13",".","."
"04/02/1995","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","23","35","11","21",".","."
"04/03/1995","41","PM10","","41-051-0009","AQS","36","31","23","41",".","."
"04/04/1995","32","CO","","53-011-0010","AQS","32","24","16",".",".","."
"04/05/1995","33","SO2","","41-051-0074","AQS","26","27","33",".",".","."
"04/06/1995","38","CO","","41-051-0078","AQS","38","31","7",".",".","."
"04/07/1995","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","27","37","3",".",".","."
"04/08/1995","36","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","36","3",".",".","."
"04/09/1995","33","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","33","14","11",".","."
"04/10/1995","38","CO","","41-051-0078","AQS","38","25","29",".",".","."
"04/11/1995","38","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","30","38","27",".",".","."
"04/12/1995","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","32","32","11",".",".","."
"04/13/1995","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","31","3",".",".","."
"04/14/1995","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","30","30","11",".",".","."
"04/15/1995","41","CO","","53-011-0010","AQS","41","37","16","13",".","."
"04/16/1995","49","CO","","53-011-0010","AQS","49","40","27",".",".","."
"04/17/1995","34","CO","","53-011-0010","AQS","34","28","10",".",".","."
"04/18/1995","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","23","31","16",".",".","."
"04/19/1995","30","CO","","53-011-0010","AQS","30","29","14",".",".","."
"04/20/1995","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","24","30","3",".",".","."
"04/21/1995","36","CO","","53-011-0010","AQS","36","31","16","24",".","."
"04/22/1995","50","CO","","53-011-0010","AQS","50","40","24",".",".","."
"04/23/1995","47","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","35","47","36",".",".","."
"04/24/1995","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","43","29",".",".","."
"04/25/1995","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","30","39","19",".",".","."
"04/26/1995","23","CO","","53-011-0010","AQS","23","19","11",".",".","."
"04/27/1995","32","CO","","53-011-0010","AQS","32","18","17","31",".","."
"04/28/1995","34","CO","","41-051-0078","AQS","34","21","11",".",".","."
"04/29/1995","32","CO","","41-051-0078","AQS","32","24","9","6",".","."
"04/30/1995","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","39","11",".",".","."
"05/01/1995","34","CO","","53-011-0010","AQS","34","24","11",".",".","."
"05/02/1995","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","32","3",".",".","."
"05/03/1995","33","SO2","","41-051-0074","AQS","30","32","33","25",".","."
"05/04/1995","44","SO2","","41-051-0074","AQS","25","32","44",".",".","."
"05/05/1995","32","CO","","41-051-0078","AQS","32","24","6",".",".","."
"05/06/1995","30","CO","","41-051-0078","AQS","30","26","4",".",".","."
"05/07/1995","29","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","27","29","6",".",".","."
"05/08/1995","35","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","25","35","20",".",".","."
"05/09/1995","32","PM10","","41-051-0009","AQS","28","26","13","32",".","."
"05/10/1995","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","32","10",".",".","."
"05/11/1995","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","26","36","7",".",".","."
"05/12/1995","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","27","39","13",".",".","."
"05/13/1995","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","42","19",".",".","."
"05/14/1995","47","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","23","47","21",".",".","."
"05/15/1995","34","Ozone","","41-005-2001","AQS","23","34","24","31",".","."
"05/16/1995","34","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","23","34","24",".",".","."
"05/17/1995","43","SO2","","41-051-0074","AQS","22","38","43",".",".","."
"05/18/1995","55","SO2","","41-051-0074","AQS","22","37","55",".",".","."
"05/19/1995","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","31","44","43",".",".","."
"05/20/1995","80","Ozone","","41-005-2001","AQS","24","80","41",".",".","."
"05/21/1995","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","61","31","24",".","."
"05/22/1995","45","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","23","45","29",".",".","."
"05/23/1995","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","39","21","35",".","."
"05/24/1995","33","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","24","33","24",".",".","."
"05/25/1995","50","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","50","30",".",".","."
"05/26/1995","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","26","46","37",".",".","."
"05/27/1995","45","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","45","13","23",".","."
"05/28/1995","74","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","74","20",".",".","."
"05/29/1995","90","Ozone","","41-005-2001","AQS","10","90","29",".",".","."
"05/30/1995","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","37","31",".",".","."
"05/31/1995","47","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","47","34",".",".","."
"06/01/1995","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","48","30",".",".","."
"06/02/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","44","23","25",".","."
"06/03/1995","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","46","24",".",".","."
"06/04/1995","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","34",".",".",".","."
"06/05/1995","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","31",".",".",".","."
"06/06/1995","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","26","4",".",".","."
"06/07/1995","38","NO2","Portland - SE Lafayette","41-051-0080","AQS","32","32","17",".",".","38"
"06/08/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","44","16","31",".","42"
"06/09/1995","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","54","23",".",".","27"
"06/10/1995","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","39","4",".",".","24"
"06/11/1995","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","42","4",".",".","21"
"06/12/1995","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","31","3",".",".","22"
"06/13/1995","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","27","3",".",".","24"
"06/14/1995","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","26","19","23",".","25"
"06/15/1995","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","26","29","16",".",".","25"
"06/16/1995","23","CO","","53-011-0010","AQS","23","22","9",".",".","22"
"06/17/1995","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","26","3",".",".","11"
"06/18/1995","22","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","22","1",".",".","11"
"06/19/1995","21","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","21","6",".",".","19"
"06/20/1995","23","PM10","","41-051-0009","AQS","20","21","4","23",".","22"
"06/21/1995","27","NO2","Portland - SE Lafayette","41-051-0080","AQS","23","25","4",".",".","27"
"06/22/1995","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","38","9",".",".","24"
"06/23/1995","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","42","6",".",".","20"
"06/24/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","44","6",".",".","18"
"06/25/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","35","6",".",".","13"
"06/26/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","44","6","24",".","17"
"06/27/1995","46","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","46","7",".",".","45"
"06/28/1995","50","NO2","Portland - SE Lafayette","41-051-0080","AQS","23","46","13",".",".","50"
"06/29/1995","58","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","25","58","13",".",".","42"
"06/30/1995","140","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","140","11",".",".","42"
"07/01/1995","119","Ozone","","41-005-2001","AQS","22","119",".",".",".","25"
"07/02/1995","20","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","20",".","16",".","18"
"07/03/1995","21","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","21",".",".",".","18"
"07/04/1995","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","37",".",".",".","18"
"07/05/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","35",".",".",".","17"
"07/06/1995","25","CO","","41-051-0078","AQS","25","21",".",".",".","20"
"07/07/1995","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","41",".",".",".","27"
"07/08/1995","67","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","67",".","20",".","20"
"07/09/1995","20","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","20",".",".",".","17"
"07/10/1995","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","31",".",".",".","22"
"07/11/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","35",".",".",".","15"
"07/12/1995","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","36",".",".",".","17"
"07/13/1995","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","34",".",".",".","25"
"07/14/1995","23","CO","","41-051-0078","AQS","23","20",".","17",".","17"
"07/15/1995","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","45",".",".",".","16"
"07/16/1995","93","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","93",".",".",".","20"
"07/17/1995","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","74",".",".",".","29"
"07/18/1995","169","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","169",".",".",".","43"
"07/19/1995","154","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","26","154",".",".",".","41"
"07/20/1995","64","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","18","64",".","28",".","21"
"07/21/1995","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","40",".",".",".","28"
"07/22/1995","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","33",".",".",".","16"
"07/23/1995","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","31",".",".",".","18"
"07/24/1995","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","34",".",".",".","17"
"07/25/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","44",".",".",".","19"
"07/26/1995","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","25",".","23",".","19"
"07/27/1995","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","39",".",".",".","24"
"07/28/1995","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","40",".",".",".","25"
"07/29/1995","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","29",".",".",".","16"
"07/30/1995","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","41",".",".",".","16"
"07/31/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","44",".",".",".","23"
"08/01/1995","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","38",".","19",".","10"
"08/02/1995","35","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","35","32",".",".",".","13"
"08/03/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","35","35",".",".",".","22"
"08/04/1995","47","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","47",".",".",".","16"
"08/05/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","28","35",".",".",".","9"
"08/06/1995","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","25",".",".",".","9"
"08/07/1995","40","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","40","21",".","18",".","13"
"08/08/1995","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","33",".",".",".","28"
"08/09/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","44",".",".",".","20"
"08/10/1995","31","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","31","26",".",".",".","23"
"08/11/1995","41","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","41","30",".",".",".","20"
"08/12/1995","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","32",".",".",".","20"
"08/13/1995","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","32",".","19",".","31"
"08/14/1995","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","40",".",".",".","24"
"08/15/1995","32","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","32","31",".",".",".","25"
"08/16/1995","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","25",".",".",".","16"
"08/17/1995","31","CO","","41-051-0078","AQS","31","25",".",".",".","25"
"08/18/1995","45","NO2","Portland - SE Lafayette","41-051-0080","AQS","36","33",".",".",".","45"
"08/19/1995","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","32","39",".","18",".","22"
"08/20/1995","97","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","97",".",".",".","39"
"08/21/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","35",".",".",".","29"
"08/22/1995","38","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","38","36",".",".",".","21"
"08/23/1995","33","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","33","31",".",".",".","25"
"08/24/1995","36","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","36","32",".",".",".","32"
"08/25/1995","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","40","42",".","26",".","22"
"08/26/1995","38","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","32","38",".",".",".","18"
"08/27/1995","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","31","43",".",".",".","19"
"08/28/1995","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","30","33",".",".",".","19"
"08/29/1995","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","28",".",".",".","24"
"08/30/1995","38","NO2","Portland - SE Lafayette","41-051-0080","AQS","38","33",".",".",".","38"
"08/31/1995","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","42","44",".","33",".","43"
"09/01/1995","147","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","52","147",".",".",".","66"
"09/02/1995","44","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","34","44",".",".",".","39"
"09/03/1995","26","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","20","26",".",".",".","21"
"09/04/1995","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","17","31",".",".",".","21"
"09/05/1995","28","CO","","53-011-0010","AQS","28","25",".",".",".","27"
"09/06/1995","44","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","44","11",".","30",".","25"
"09/07/1995","31","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","31","19",".",".",".","22"
"09/08/1995","43","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","43","36",".",".",".","35"
"09/09/1995","39","NO2","Portland - SE Lafayette","41-051-0080","AQS","28","37",".",".",".","39"
"09/10/1995","51","Ozone","","41-005-2001","AQS","25","51",".",".",".","30"
"09/11/1995","34","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","34","26",".",".",".","28"
"09/12/1995","36","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","36","31",".","32",".","25"
"09/13/1995","51","NO2","Portland - SE Lafayette","41-051-0080","AQS","43","45",".",".",".","51"
"09/14/1995","108","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","44","108",".",".",".","44"
"09/15/1995","58","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","58",".",".",".","51"
"09/16/1995","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","26",".",".",".","25"
"09/17/1995","33","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","33","29",".",".",".","25"
"09/18/1995","38","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","38","31",".","32",".","36"
"09/19/1995","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","34","35",".",".",".","23"
"09/20/1995","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","31","41",".",".",".","26"
"09/21/1995","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","25","44",".",".",".","15"
"09/22/1995","51","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","45","51",".",".",".","49"
"09/23/1995","71","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","56","71",".",".",".","68"
"09/24/1995","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","36","42",".","26",".","31"
"09/25/1995","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","30",".",".",".","17"
"09/26/1995","33","CO","","53-011-0010","AQS","33","27",".",".",".","24"
"09/27/1995","30","CO","","53-011-0010","AQS","30","26",".",".",".","25"
"09/28/1995","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","31",".",".",".","21"
"09/29/1995","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","27",".",".",".","16"
"09/30/1995","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","32","34",".","29",".","26"
"10/01/1995","35","CO","","41-051-0243","AQS","35","28",".","19",".","."
"10/02/1995","41","CO","","41-051-0243","AQS","41","14",".",".",".","."
"10/03/1995","34","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","34","29",".","12",".","."
"10/04/1995","45","CO","","41-051-0243","AQS","45","22",".",".",".","."
"10/05/1995","45","CO","","53-011-0010","AQS","45","29",".","14",".","."
"10/06/1995","71","CO","","41-051-0243","AQS","71","13",".","45",".","."
"10/07/1995","72","CO","","41-051-0243","AQS","72","28",".","24",".","."
"10/08/1995","60","CO","","41-051-0243","AQS","60","14",".","21",".","."
"10/09/1995","32","CO","","41-051-0243","AQS","32","24",".","19",".","."
"10/10/1995","40","CO","","41-051-0243","AQS","40","28",".",".",".","."
"10/11/1995","35","CO","","41-051-0087","AQS","35","27",".","8",".","."
"10/12/1995","52","CO","","41-051-0243","AQS","52","20",".","31",".","."
"10/13/1995","67","CO","","53-011-0010","AQS","67","15",".","20",".","."
"10/14/1995","77","CO","","41-051-0078","AQS","77","19",".","32",".","."
"10/15/1995","81","CO","","41-051-0243","AQS","81","40",".","29",".","."
"10/16/1995","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","30","30",".","14",".","."
