"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/02/2000","39","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","35",".","9","39","."
"02/03/2000","26","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","26",".","6","16","."
"02/04/2000","42","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","42",".","7","21","."
"02/05/2000","43","CO","","53-011-0010","AQS","43",".","8","29","."
"02/06/2000","68","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","26",".","21","68","."
"02/07/2000","53","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","34",".","14","53","."
"02/08/2000","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","39",".","13","44","."
"02/09/2000","67","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","48",".","24","67","."
"02/10/2000","60","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","55",".","21","60","."
"02/11/2000","59","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","32",".","15","59","."
"02/12/2000","57","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","34",".","15","57","."
"02/13/2000","44","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","40",".","11","44","."
"02/14/2000","25","CO","","41-051-0087","AQS","25",".","4","20","."
"02/15/2000","47","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","31",".","12","47","."
"02/16/2000","40","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","36",".",".","40","."
"02/17/2000","70","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","47",".",".","70","."
"02/18/2000","121","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","54",".","48","121","."
"02/19/2000","60","CO","","53-011-0010","AQS","60",".",".","55","."
"02/20/2000","56","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22",".",".","56","."
"02/21/2000","74","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","32",".","19","74","."
"02/22/2000","31","CO","","41-051-0078","AQS","31",".",".","30","."
"02/23/2000","44","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25",".",".","44","."
"02/24/2000","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".","25","56","."
"02/25/2000","49","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","38",".",".","49","."
"02/26/2000","25","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","25",".",".","20","."
"02/27/2000","34","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","18",".","8","34","."
"02/28/2000","24","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".",".","24","."
"02/29/2000","20","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","20","."
"03/01/2000","65","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","33",".","33","65","."
"03/02/2000","61","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","40",".",".","61","."
"03/03/2000","87","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","40",".",".","87","."
"03/04/2000","53","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".","14","53","."
"03/05/2000","60","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","30",".",".","60","."
"03/06/2000","67","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","42",".",".","67","."
"03/07/2000","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","42",".","24","58","."
"03/08/2000","47","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","36",".",".","47","."
"03/09/2000","55","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","36",".",".","55","."
"03/10/2000","54","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","32",".","13","54","."
"03/11/2000","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","34",".",".","52","."
"03/12/2000","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","39",".",".","58","."
"03/13/2000","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","34",".","30","52","."
"03/14/2000","42","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","33",".",".","42","."
"03/15/2000","62","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","39",".",".","62","."
"03/16/2000","31","CO","","41-051-0087","AQS","31",".","10","29","."
"03/17/2000","25","CO","","41-051-0087","AQS","25",".",".","24","."
"03/18/2000","23","CO","","41-051-0087","AQS","23",".",".","22","."
"03/19/2000","28","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","20",".","10","28","."
"03/20/2000","66","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","34",".",".","66","."
"03/21/2000","68","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","40",".",".","68","."
"03/22/2000","60","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","38",".","20","60","."
"03/23/2000","32","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".",".","32","."
"03/24/2000","42","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","36",".",".","42","."
"03/25/2000","67","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","38",".","25","67","."
"03/26/2000","81","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","43",".",".","81","."
"03/27/2000","24","CO","","41-051-0243","AQS","24",".",".","20","."
"03/28/2000","22","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","22",".","6","22","."
"03/29/2000","36","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23",".",".","36","."
"03/30/2000","39","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","38",".",".","39","."
"03/31/2000","40","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","32",".","19","40","."
"04/01/2000","37","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","24",".",".","37","."
"04/02/2000","47","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","47","."
"04/03/2000","66","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","25","66","."
"04/04/2000","25","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","25",".",".","25","."
"04/05/2000","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","35","."
"04/06/2000","34","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".","9","34","."
"04/07/2000","42","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","24",".",".","42","."
"04/08/2000","45","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","23",".",".","45","."
"04/09/2000","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17",".",".","43","."
"04/10/2000","59","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".",".","59","."
"04/11/2000","63","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","45",".",".","63","."
"04/12/2000","61","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","39",".","38","61","."
"04/13/2000","30","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","30","."
"04/14/2000","17","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","17",".",".","13","."
"04/15/2000","23","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","23",".",".","18","."
"04/16/2000","35","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".",".","35","."
"04/17/2000","48","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","28",".",".","48","."
"04/18/2000","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".","19","45","."
"04/19/2000","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19",".",".","33","."
"04/20/2000","37","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19",".",".","37","."
"04/21/2000","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".",".","43","."
"04/22/2000","18","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11",".",".","18","."
"04/23/2000","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","11",".",".","19","."
"04/24/2000","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","16","40","."
"04/25/2000","23","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15",".",".","23","."
"04/26/2000","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","28",".",".","33","."
"04/27/2000","38","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","15","27",".","38","."
"04/28/2000","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17","9",".","19","."
"04/29/2000","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24","6",".","33","."
"04/30/2000","52","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","25","8","16","52","."
"05/01/2000","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","19","32",".","24","25"
"05/02/2000","40","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","40",".","20","."
"05/03/2000","42","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","42",".","30","."
"05/04/2000","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","42",".","18","."
"05/05/2000","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","39",".","18","."
"05/06/2000","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19","43","12","43","."
"05/07/2000","45","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","18","45",".","31","."
"05/08/2000","39","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22","34",".","39","."
"05/09/2000","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","39",".","21","10"
"05/10/2000","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","38",".","15","12"
"05/11/2000","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","35",".","14","22"
"05/12/2000","39","NO2","Portland - SE Lafayette","41-051-0080","AQS","23","34","18","31","39"
"05/13/2000","34","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","23","34",".","31","31"
"05/14/2000","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","41",".","31","41"
"05/15/2000","55","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","22","44",".","55","26"
"05/16/2000","40","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","18","40",".","30","25"
"05/17/2000","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","40",".","34","25"
"05/18/2000","54","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18","40","21","54","29"
"05/19/2000","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","34",".","20","19"
"05/20/2000","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","54",".","33","25"
"05/21/2000","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","43",".","40","24"
"05/22/2000","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","54",".","25","17"
"05/23/2000","45","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","45",".","23","21"
"05/24/2000","49","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","49","17","31","14"
"05/25/2000","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","41",".","38","25"
"05/26/2000","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","25",".","15","17"
"05/27/2000","33","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","9","33",".","10","5"
"05/28/2000","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31",".","9","12"
"05/29/2000","33","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","33",".","21","11"
"05/30/2000","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","35","15","20","20"
"05/31/2000","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","32",".","25","25"
"06/01/2000","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","33","42",".","30","20"
"06/02/2000","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","44",".","24","33"
"06/03/2000","101","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","27","101",".","40","65"
"06/04/2000","105","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","28","105",".","43","28"
"06/05/2000","33","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","13","33","31","25","20"
"06/06/2000","28","NO2","Portland - SE Lafayette","41-051-0080","AQS","24","21",".","17","28"
"06/07/2000","33","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","23","23",".","33","32"
"06/08/2000","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","24","31",".","16","20"
"06/09/2000","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","29",".","13","16"
"06/10/2000","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","26",".","12","14"
"06/11/2000","19","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","19","6","18","10"
"06/12/2000","16","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","16",".","7","11"
"06/13/2000","27","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","27",".","18","22"
"06/14/2000","29","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","20","23",".","29","22"
"06/15/2000","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","35",".","23","18"
"06/16/2000","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","28","41",".","33","20"
"06/17/2000","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","54","14","36","24"
"06/18/2000","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","18","28",".","26","13"
"06/19/2000","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","34",".","22","23"
"06/20/2000","39","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","26","36","13","39","20"
"06/21/2000","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","32","16","24","16"
"06/22/2000","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","31",".","23","15"
"06/23/2000","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","35","15","25","16"
"06/24/2000","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","26",".","19","15"
"06/25/2000","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","44",".","27","19"
"06/26/2000","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","26","54",".","51","28"
"06/27/2000","87","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","32","87","19","53","45"
"06/28/2000","90","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","90",".","47","40"
"06/29/2000","93","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19","28","18","93","17"
"06/30/2000","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","28",".","17","16"
"07/01/2000","25","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","23","25",".","11","11"
"07/02/2000","23","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","23",".","20","17"
"07/03/2000","23","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","23","21",".","22","20"
"07/04/2000","176","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24","23",".","176","23"
"07/05/2000","154","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27","31","42","154","14"
"07/06/2000","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","31",".","29","19"
"07/07/2000","49","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","24","49",".","33","18"
"07/08/2000","41","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16","26",".","41","16"
"07/09/2000","29","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","29",".","14","14"
"07/10/2000","29","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","20","28",".","29","16"
"07/11/2000","30","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","19","29","15","30","14"
"07/12/2000","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","46",".","38","15"
"07/13/2000","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","18","30",".","28","16"
"07/14/2000","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","18","28",".","19","10"
"07/15/2000","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","40",".","25","14"
"07/16/2000","77","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","77",".","31","31"
"07/17/2000","53","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19","48","20","53","24"
"07/18/2000","31","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","16","27","20","31","17"
"07/19/2000","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","34",".","28","17"
"07/20/2000","50","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","23","39",".","50","15"
"07/21/2000","48","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","24","48",".","43","14"
"07/22/2000","19","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","19",".","10","12"
"07/23/2000","23","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","13","23","10","23","17"
"07/24/2000","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","41",".","37","19"
"07/25/2000","22","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","14","20",".","22","18"
"07/26/2000","31","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","31",".","20","16"
"07/27/2000","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","36",".","15","15"
"07/28/2000","31","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","20","28","14","31","18"
"07/29/2000","45","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","22","45","16","39","16"
"07/30/2000","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","84",".","39","16"
"07/31/2000","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","38",".","29","20"
"08/01/2000","32","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","19","31",".","32","13"
"08/02/2000","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","41",".","37","19"
"08/03/2000","51","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","22","47",".","51","."
"08/04/2000","56","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","23","51","26","56","."
"08/05/2000","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","44",".","39","."
"08/06/2000","47","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","47",".","36","."
"08/07/2000","31","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","23","25",".","31","."
"08/08/2000","52","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","19","40",".","52","25"
"08/09/2000","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","39",".","37","20"
"08/10/2000","30","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","18","26","19","30","23"
"08/11/2000","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","23","30",".","24","17"
"08/12/2000","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","44",".","27","13"
"08/13/2000","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","32",".","27","14"
"08/14/2000","26","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","20","26",".","26","14"
"08/15/2000","32","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","32",".","29","18"
"08/16/2000","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","40","15","31","19"
"08/17/2000","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","35",".","27","22"
"08/18/2000","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","19","20",".","26","17"
"08/19/2000","23","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","17","23",".","23","20"
"08/20/2000","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","31",".","27","12"
"08/21/2000","33","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","26","29",".","33","19"
