STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USC00090430,ATHENS GA US,19070216,61,30,-9999
GHCND:USC00090430,ATHENS GA US,19070217,63,36,-9999
GHCND:USC00090430,ATHENS GA US,19070218,66,36,-9999
GHCND:USC00090430,ATHENS GA US,19070219,60,40,-9999
GHCND:USC00090430,ATHENS GA US,19070220,49,44,-9999
GHCND:USC00090430,ATHENS GA US,19070221,55,36,-9999
GHCND:USC00090430,ATHENS GA US,19070222,47,31,-9999
GHCND:USC00090430,ATHENS GA US,19070223,42,33,-9999
GHCND:USC00090430,ATHENS GA US,19070224,39,29,-9999
GHCND:USC00090430,ATHENS GA US,19070225,62,29,-9999
GHCND:USC00090430,ATHENS GA US,19070226,50,38,-9999
GHCND:USC00090430,ATHENS GA US,19070227,61,39,-9999
GHCND:USC00090430,ATHENS GA US,19070228,47,42,-9999
GHCND:USC00090430,ATHENS GA US,19070301,59,41,-9999
GHCND:USC00090430,ATHENS GA US,19070302,63,42,-9999
GHCND:USC00090430,ATHENS GA US,19070303,63,44,-9999
GHCND:USC00090430,ATHENS GA US,19070304,63,40,-9999
GHCND:USC00090430,ATHENS GA US,19070305,70,40,-9999
GHCND:USC00090430,ATHENS GA US,19070306,55,39,-9999
GHCND:USC00090430,ATHENS GA US,19070307,45,40,-9999
GHCND:USC00090430,ATHENS GA US,19070308,69,38,-9999
GHCND:USC00090430,ATHENS GA US,19070309,59,41,-9999
GHCND:USC00090430,ATHENS GA US,19070310,70,44,-9999
GHCND:USC00090430,ATHENS GA US,19070311,62,43,-9999
GHCND:USC00090430,ATHENS GA US,19070312,68,44,-9999
GHCND:USC00090430,ATHENS GA US,19070313,75,45,-9999
GHCND:USC00090430,ATHENS GA US,19070314,74,53,-9999
GHCND:USC00090430,ATHENS GA US,19070315,61,45,-9999
GHCND:USC00090430,ATHENS GA US,19070316,65,41,-9999
GHCND:USC00090430,ATHENS GA US,19070317,67,42,-9999
GHCND:USC00090430,ATHENS GA US,19070318,76,53,-9999
GHCND:USC00090430,ATHENS GA US,19070319,78,55,-9999
GHCND:USC00090430,ATHENS GA US,19070320,86,59,-9999
GHCND:USC00090430,ATHENS GA US,19070321,78,59,-9999
GHCND:USC00090430,ATHENS GA US,19070322,86,59,-9999
GHCND:USC00090430,ATHENS GA US,19070323,86,62,-9999
GHCND:USC00090430,ATHENS GA US,19070324,84,62,-9999
GHCND:USC00090430,ATHENS GA US,19070325,77,63,-9999
GHCND:USC00090430,ATHENS GA US,19070326,70,53,-9999
GHCND:USC00090430,ATHENS GA US,19070327,82,53,-9999
GHCND:USC00090430,ATHENS GA US,19070328,84,59,-9999
GHCND:USC00090430,ATHENS GA US,19070329,82,62,-9999
GHCND:USC00090430,ATHENS GA US,19070330,84,57,-9999
GHCND:USC00090430,ATHENS GA US,19070331,50,48,-9999
GHCND:USC00090430,ATHENS GA US,19070401,55,42,-9999
GHCND:USC00090430,ATHENS GA US,19070402,59,34,-9999
GHCND:USC00090430,ATHENS GA US,19070403,64,37,-9999
GHCND:USC00090430,ATHENS GA US,19070404,72,41,-9999
GHCND:USC00090430,ATHENS GA US,19070405,75,50,-9999
GHCND:USC00090430,ATHENS GA US,19070406,68,59,-9999
GHCND:USC00090430,ATHENS GA US,19070407,44,37,-9999
GHCND:USC00090430,ATHENS GA US,19070408,63,38,-9999
GHCND:USC00090430,ATHENS GA US,19070409,49,37,-9999
GHCND:USC00090430,ATHENS GA US,19070410,53,37,-9999
GHCND:USC00090430,ATHENS GA US,19070411,61,33,-9999
GHCND:USC00090430,ATHENS GA US,19070412,62,37,-9999
GHCND:USC00090430,ATHENS GA US,19070413,48,38,-9999
GHCND:USC00090430,ATHENS GA US,19070414,44,32,-9999
GHCND:USC00090430,ATHENS GA US,19070415,58,33,-9999
GHCND:USC00090430,ATHENS GA US,19070416,64,39,-9999
GHCND:USC00090430,ATHENS GA US,19070417,66,49,-9999
GHCND:USC00090430,ATHENS GA US,19070418,68,46,-9999
GHCND:USC00090430,ATHENS GA US,19070419,67,51,-9999
GHCND:USC00090430,ATHENS GA US,19070420,62,44,-9999
GHCND:USC00090430,ATHENS GA US,19070421,61,46,-9999
GHCND:USC00090430,ATHENS GA US,19070422,54,48,-9999
GHCND:USC00090430,ATHENS GA US,19070423,67,48,-9999
GHCND:USC00090430,ATHENS GA US,19070424,70,46,-9999
GHCND:USC00090430,ATHENS GA US,19070425,75,51,-9999
GHCND:USC00090430,ATHENS GA US,19070426,74,57,-9999
GHCND:USC00090430,ATHENS GA US,19070427,77,59,-9999
GHCND:USC00090430,ATHENS GA US,19070428,72,57,-9999
GHCND:USC00090430,ATHENS GA US,19070429,76,56,-9999
GHCND:USC00090430,ATHENS GA US,19070430,79,61,-9999
GHCND:USC00090430,ATHENS GA US,19070501,78,63,-9999
GHCND:USC00090430,ATHENS GA US,19070502,80,64,-9999
GHCND:USC00090430,ATHENS GA US,19070503,74,61,-9999
GHCND:USC00090430,ATHENS GA US,19070504,74,62,-9999
GHCND:USC00090430,ATHENS GA US,19070505,76,54,-9999
GHCND:USC00090430,ATHENS GA US,19070506,82,64,-9999
GHCND:USC00090430,ATHENS GA US,19070507,79,62,-9999
GHCND:USC00090430,ATHENS GA US,19070508,77,63,-9999
GHCND:USC00090430,ATHENS GA US,19070509,77,63,-9999
GHCND:USC00090430,ATHENS GA US,19070510,72,61,-9999
GHCND:USC00090430,ATHENS GA US,19070511,75,60,-9999
GHCND:USC00090430,ATHENS GA US,19070512,66,54,-9999
GHCND:USC00090430,ATHENS GA US,19070513,76,54,-9999
GHCND:USC00090430,ATHENS GA US,19070514,81,59,-9999
GHCND:USC00090430,ATHENS GA US,19070515,77,65,-9999
GHCND:USC00090430,ATHENS GA US,19070516,68,56,-9999
GHCND:USC00090430,ATHENS GA US,19070517,75,50,-9999
GHCND:USC00090430,ATHENS GA US,19070518,80,56,-9999
GHCND:USC00090430,ATHENS GA US,19070519,83,61,-9999
GHCND:USC00090430,ATHENS GA US,19070520,83,65,-9999
GHCND:USC00090430,ATHENS GA US,19070521,77,56,-9999
GHCND:USC00090430,ATHENS GA US,19070522,78,57,-9999
GHCND:USC00090430,ATHENS GA US,19070523,85,62,-9999
GHCND:USC00090430,ATHENS GA US,19070524,81,66,-9999
GHCND:USC00090430,ATHENS GA US,19070525,85,67,-9999
GHCND:USC00090430,ATHENS GA US,19070526,81,63,-9999
GHCND:USC00090430,ATHENS GA US,19070527,77,64,-9999
GHCND:USC00090430,ATHENS GA US,19070528,70,49,-9999
GHCND:USC00090430,ATHENS GA US,19070529,71,53,-9999
GHCND:USC00090430,ATHENS GA US,19070530,76,57,-9999
GHCND:USC00090430,ATHENS GA US,19070531,70,63,-9999
GHCND:USC00090430,ATHENS GA US,19070601,78,65,-9999
GHCND:USC00090430,ATHENS GA US,19070602,64,60,-9999
GHCND:USC00090430,ATHENS GA US,19070603,76,57,-9999
GHCND:USC00090430,ATHENS GA US,19070604,80,57,-9999
GHCND:USC00090430,ATHENS GA US,19070605,84,62,-9999
GHCND:USC00090430,ATHENS GA US,19070606,80,57,-9999
GHCND:USC00090430,ATHENS GA US,19070607,86,59,-9999
GHCND:USC00090430,ATHENS GA US,19070608,88,69,-9999
GHCND:USC00090430,ATHENS GA US,19070609,92,71,-9999
GHCND:USC00090430,ATHENS GA US,19070610,89,68,-9999
GHCND:USC00090430,ATHENS GA US,19070611,87,71,-9999
GHCND:USC00090430,ATHENS GA US,19070612,83,63,-9999
GHCND:USC00090430,ATHENS GA US,19070613,82,66,-9999
GHCND:USC00090430,ATHENS GA US,19070614,82,66,-9999
GHCND:USC00090430,ATHENS GA US,19070615,83,57,-9999
GHCND:USC00090430,ATHENS GA US,19070616,85,63,-9999
GHCND:USC00090430,ATHENS GA US,19070617,85,64,-9999
GHCND:USC00090430,ATHENS GA US,19070618,86,63,-9999
GHCND:USC00090430,ATHENS GA US,19070619,85,65,-9999
GHCND:USC00090430,ATHENS GA US,19070620,88,65,-9999
GHCND:USC00090430,ATHENS GA US,19070621,89,71,-9999
GHCND:USC00090430,ATHENS GA US,19070622,91,71,-9999
GHCND:USC00090430,ATHENS GA US,19070623,88,68,-9999
GHCND:USC00090430,ATHENS GA US,19070624,78,68,-9999
GHCND:USC00090430,ATHENS GA US,19070625,90,68,-9999
GHCND:USC00090430,ATHENS GA US,19070626,91,71,-9999
GHCND:USC00090430,ATHENS GA US,19070627,89,71,-9999
GHCND:USC00090430,ATHENS GA US,19070628,89,70,-9999
GHCND:USC00090430,ATHENS GA US,19070629,83,68,-9999
GHCND:USC00090430,ATHENS GA US,19070630,86,66,-9999
GHCND:USC00090430,ATHENS GA US,19070701,87,68,-9999
GHCND:USC00090430,ATHENS GA US,19070702,88,69,-9999
GHCND:USC00090430,ATHENS GA US,19070703,83,68,-9999
GHCND:USC00090430,ATHENS GA US,19070704,81,68,-9999
GHCND:USC00090430,ATHENS GA US,19070705,86,69,-9999
GHCND:USC00090430,ATHENS GA US,19070706,93,72,-9999
GHCND:USC00090430,ATHENS GA US,19070707,95,73,-9999
GHCND:USC00090430,ATHENS GA US,19070708,99,75,-9999
GHCND:USC00090430,ATHENS GA US,19070709,98,75,-9999
GHCND:USC00090430,ATHENS GA US,19070710,96,74,-9999
GHCND:USC00090430,ATHENS GA US,19070711,89,73,-9999
GHCND:USC00090430,ATHENS GA US,19070712,86,73,-9999
GHCND:USC00090430,ATHENS GA US,19070713,84,72,-9999
GHCND:USC00090430,ATHENS GA US,19070714,82,72,-9999
GHCND:USC00090430,ATHENS GA US,19070715,85,71,-9999
GHCND:USC00090430,ATHENS GA US,19070716,89,72,-9999
GHCND:USC00090430,ATHENS GA US,19070717,88,72,-9999
GHCND:USC00090430,ATHENS GA US,19070718,86,73,-9999
GHCND:USC00090430,ATHENS GA US,19070719,91,71,-9999
GHCND:USC00090430,ATHENS GA US,19070720,92,72,-9999
GHCND:USC00090430,ATHENS GA US,19070721,92,72,-9999
GHCND:USC00090430,ATHENS GA US,19070722,95,74,-9999
GHCND:USC00090430,ATHENS GA US,19070723,97,77,-9999
GHCND:USC00090430,ATHENS GA US,19070724,95,78,-9999
GHCND:USC00090430,ATHENS GA US,19070725,95,75,-9999
GHCND:USC00090430,ATHENS GA US,19070726,94,74,-9999
GHCND:USC00090430,ATHENS GA US,19070727,89,73,-9999
GHCND:USC00090430,ATHENS GA US,19070728,84,72,-9999
GHCND:USC00090430,ATHENS GA US,19070729,87,73,-9999
GHCND:USC00090430,ATHENS GA US,19070730,86,74,-9999
GHCND:USC00090430,ATHENS GA US,19070731,86,70,-9999
GHCND:USC00090430,ATHENS GA US,19070801,87,68,-9999
GHCND:USC00090430,ATHENS GA US,19070802,86,71,-9999
GHCND:USC00090430,ATHENS GA US,19070803,87,70,-9999
GHCND:USC00090430,ATHENS GA US,19070804,80,64,-9999
GHCND:USC00090430,ATHENS GA US,19070805,85,67,-9999
GHCND:USC00090430,ATHENS GA US,19070806,88,70,-9999
GHCND:USC00090430,ATHENS GA US,19070807,89,71,-9999
GHCND:USC00090430,ATHENS GA US,19070808,93,73,-9999
GHCND:USC00090430,ATHENS GA US,19070809,87,75,-9999
GHCND:USC00090430,ATHENS GA US,19070810,84,70,-9999
GHCND:USC00090430,ATHENS GA US,19070811,86,70,-9999
GHCND:USC00090430,ATHENS GA US,19070812,84,67,-9999
GHCND:USC00090430,ATHENS GA US,19070813,86,69,-9999
GHCND:USC00090430,ATHENS GA US,19070814,85,73,-9999
GHCND:USC00090430,ATHENS GA US,19070815,80,69,-9999
GHCND:USC00090430,ATHENS GA US,19070816,82,69,-9999
GHCND:USC00090430,ATHENS GA US,19070817,86,68,-9999
GHCND:USC00090430,ATHENS GA US,19070818,83,71,-9999
GHCND:USC00090430,ATHENS GA US,19070819,78,68,-9999
GHCND:USC00090430,ATHENS GA US,19070820,83,69,-9999
GHCND:USC00090430,ATHENS GA US,19070821,86,71,-9999
GHCND:USC00090430,ATHENS GA US,19070822,85,72,-9999
GHCND:USC00090430,ATHENS GA US,19070823,84,70,-9999
GHCND:USC00090430,ATHENS GA US,19070824,87,72,-9999
GHCND:USC00090430,ATHENS GA US,19070825,86,69,-9999
GHCND:USC00090430,ATHENS GA US,19070826,83,63,-9999
GHCND:USC00090430,ATHENS GA US,19070827,86,64,-9999
GHCND:USC00090430,ATHENS GA US,19070828,89,68,-9999
GHCND:USC00090430,ATHENS GA US,19070829,88,70,-9999
GHCND:USC00090430,ATHENS GA US,19070830,91,73,-9999
GHCND:USC00090430,ATHENS GA US,19070831,93,73,-9999
GHCND:USC00090430,ATHENS GA US,19070901,88,72,-9999
GHCND:USC00090430,ATHENS GA US,19070902,89,68,-9999
GHCND:USC00090430,ATHENS GA US,19070903,89,70,-9999
GHCND:USC00090430,ATHENS GA US,19070904,81,67,-9999
GHCND:USC00090430,ATHENS GA US,19070905,82,68,-9999
GHCND:USC00090430,ATHENS GA US,19070906,83,63,-9999
GHCND:USC00090430,ATHENS GA US,19070907,85,64,-9999
GHCND:USC00090430,ATHENS GA US,19070908,88,65,-9999
GHCND:USC00090430,ATHENS GA US,19070909,82,68,-9999
GHCND:USC00090430,ATHENS GA US,19070910,86,69,-9999
GHCND:USC00090430,ATHENS GA US,19070911,80,72,-9999
GHCND:USC00090430,ATHENS GA US,19070912,81,57,-9999
GHCND:USC00090430,ATHENS GA US,19070913,81,59,-9999
GHCND:USC00090430,ATHENS GA US,19070914,82,67,-9999
GHCND:USC00090430,ATHENS GA US,19070915,80,69,-9999
GHCND:USC00090430,ATHENS GA US,19070916,82,67,-9999
GHCND:USC00090430,ATHENS GA US,19070917,84,67,-9999
GHCND:USC00090430,ATHENS GA US,19070918,85,65,-9999
GHCND:USC00090430,ATHENS GA US,19070919,85,65,-9999
GHCND:USC00090430,ATHENS GA US,19070920,83,69,-9999
GHCND:USC00090430,ATHENS GA US,19070921,84,69,-9999
GHCND:USC00090430,ATHENS GA US,19070922,83,69,-9999
GHCND:USC00090430,ATHENS GA US,19070923,79,68,-9999
GHCND:USC00090430,ATHENS GA US,19070924,82,62,-9999
GHCND:USC00090430,ATHENS GA US,19070925,81,64,-9999
GHCND:USC00090430,ATHENS GA US,19070926,72,57,-9999
GHCND:USC00090430,ATHENS GA US,19070927,65,57,-9999
GHCND:USC00090430,ATHENS GA US,19070928,72,50,-9999
GHCND:USC00090430,ATHENS GA US,19070929,76,63,-9999
GHCND:USC00090430,ATHENS GA US,19070930,75,57,-9999
GHCND:USC00090430,ATHENS GA US,19071001,75,59,-9999
GHCND:USC00090430,ATHENS GA US,19071002,76,60,-9999
GHCND:USC00090430,ATHENS GA US,19071003,77,61,-9999
GHCND:USC00090430,ATHENS GA US,19071004,78,63,-9999
GHCND:USC00090430,ATHENS GA US,19071005,76,65,-9999
GHCND:USC00090430,ATHENS GA US,19071006,78,53,-9999
GHCND:USC00090430,ATHENS GA US,19071007,79,60,-9999
GHCND:USC00090430,ATHENS GA US,19071008,76,61,-9999
GHCND:USC00090430,ATHENS GA US,19071009,58,50,-9999
GHCND:USC00090430,ATHENS GA US,19071010,70,50,-9999
GHCND:USC00090430,ATHENS GA US,19071011,74,48,-9999
GHCND:USC00090430,ATHENS GA US,19071012,64,49,-9999
GHCND:USC00090430,ATHENS GA US,19071013,58,37,-9999
GHCND:USC00090430,ATHENS GA US,19071014,59,37,-9999
GHCND:USC00090430,ATHENS GA US,19071015,62,40,-9999
GHCND:USC00090430,ATHENS GA US,19071016,65,43,-9999
GHCND:USC00090430,ATHENS GA US,19071017,66,45,-9999
GHCND:USC00090430,ATHENS GA US,19071018,72,46,-9999
GHCND:USC00090430,ATHENS GA US,19071019,74,48,-9999
GHCND:USC00090430,ATHENS GA US,19071020,74,51,-9999
GHCND:USC00090430,ATHENS GA US,19071021,71,50,-9999
GHCND:USC00090430,ATHENS GA US,19071022,60,51,-9999
GHCND:USC00090430,ATHENS GA US,19071023,73,51,-9999
GHCND:USC00090430,ATHENS GA US,19071024,72,53,-9999
GHCND:USC00090430,ATHENS GA US,19071025,71,49,-9999
GHCND:USC00090430,ATHENS GA US,19071026,73,45,-9999
GHCND:USC00090430,ATHENS GA US,19071027,72,44,-9999
GHCND:USC00090430,ATHENS GA US,19071028,63,41,-9999
GHCND:USC00090430,ATHENS GA US,19071029,67,35,-9999
GHCND:USC00090430,ATHENS GA US,19071030,63,40,-9999
GHCND:USC00090430,ATHENS GA US,19071031,57,47,-9999
GHCND:USC00090430,ATHENS GA US,19071101,60,45,-9999
GHCND:USC00090430,ATHENS GA US,19071102,68,50,-9999
GHCND:USC00090430,ATHENS GA US,19071103,63,48,-9999
GHCND:USC00090430,ATHENS GA US,19071104,59,38,-9999
GHCND:USC00090430,ATHENS GA US,19071105,65,42,-9999
GHCND:USC00090430,ATHENS GA US,19071106,58,44,-9999
GHCND:USC00090430,ATHENS GA US,19071107,62,35,-9999
GHCND:USC00090430,ATHENS GA US,19071108,69,44,-9999
GHCND:USC00090430,ATHENS GA US,19071109,73,52,-9999
GHCND:USC00090430,ATHENS GA US,19071110,65,55,-9999
GHCND:USC00090430,ATHENS GA US,19071111,60,48,-9999
GHCND:USC00090430,ATHENS GA US,19071112,41,38,-9999
GHCND:USC00090430,ATHENS GA US,19071113,48,32,-9999
GHCND:USC00090430,ATHENS GA US,19071114,50,29,-9999
GHCND:USC00090430,ATHENS GA US,19071115,53,30,-9999
GHCND:USC00090430,ATHENS GA US,19071116,53,31,-9999
GHCND:USC00090430,ATHENS GA US,19071117,54,38,-9999
GHCND:USC00090430,ATHENS GA US,19071118,47,40,-9999
GHCND:USC00090430,ATHENS GA US,19071119,51,43,-9999
GHCND:USC00090430,ATHENS GA US,19071120,53,45,-9999
GHCND:USC00090430,ATHENS GA US,19071121,60,46,-9999
GHCND:USC00090430,ATHENS GA US,19071122,59,51,-9999
GHCND:USC00090430,ATHENS GA US,19071123,63,54,-9999
GHCND:USC00090430,ATHENS GA US,19071124,56,41,-9999
GHCND:USC00090430,ATHENS GA US,19071125,56,35,-9999
GHCND:USC00090430,ATHENS GA US,19071126,60,37,-9999
GHCND:USC00090430,ATHENS GA US,19071127,56,36,-9999
GHCND:USC00090430,ATHENS GA US,19071128,50,36,-9999
GHCND:USC00090430,ATHENS GA US,19071129,49,42,-9999
GHCND:USC00090430,ATHENS GA US,19071130,50,32,-9999
GHCND:USC00090430,ATHENS GA US,19071201,48,33,-9999
GHCND:USC00090430,ATHENS GA US,19071202,51,32,-9999
GHCND:USC00090430,ATHENS GA US,19071203,55,34,-9999
GHCND:USC00090430,ATHENS GA US,19071204,42,34,-9999
GHCND:USC00090430,ATHENS GA US,19071205,43,23,-9999
GHCND:USC00090430,ATHENS GA US,19071206,53,25,-9999
GHCND:USC00090430,ATHENS GA US,19071207,57,30,-9999
GHCND:USC00090430,ATHENS GA US,19071208,59,35,-9999
GHCND:USC00090430,ATHENS GA US,19071209,61,53,-9999
GHCND:USC00090430,ATHENS GA US,19071210,56,43,-9999
GHCND:USC00090430,ATHENS GA US,19071211,45,31,-9999
GHCND:USC00090430,ATHENS GA US,19071212,55,29,-9999
GHCND:USC00090430,ATHENS GA US,19071213,43,29,-9999
GHCND:USC00090430,ATHENS GA US,19071214,45,34,-9999
GHCND:USC00090430,ATHENS GA US,19071215,44,38,-9999
GHCND:USC00090430,ATHENS GA US,19071216,46,37,-9999
GHCND:USC00090430,ATHENS GA US,19071217,44,31,-9999
GHCND:USC00090430,ATHENS GA US,19071218,46,36,-9999
GHCND:USC00090430,ATHENS GA US,19071219,47,34,-9999
GHCND:USC00090430,ATHENS GA US,19071220,43,33,-9999
GHCND:USC00090430,ATHENS GA US,19071221,50,28,-9999
GHCND:USC00090430,ATHENS GA US,19071222,43,35,-9999
GHCND:USC00090430,ATHENS GA US,19071223,57,38,-9999
GHCND:USC00090430,ATHENS GA US,19071224,49,37,-9999
GHCND:USC00090430,ATHENS GA US,19071225,37,35,-9999
GHCND:USC00090430,ATHENS GA US,19071226,52,36,-9999
GHCND:USC00090430,ATHENS GA US,19071227,57,40,-9999
GHCND:USC00090430,ATHENS GA US,19071228,60,52,-9999
GHCND:USC00090430,ATHENS GA US,19071229,66,53,-9999
GHCND:USC00090430,ATHENS GA US,19071230,65,53,-9999
GHCND:USC00090430,ATHENS GA US,19071231,53,34,-9999
GHCND:USC00090430,ATHENS GA US,19080101,61,32,-9999
GHCND:USC00090430,ATHENS GA US,19080102,59,31,-9999
GHCND:USC00090430,ATHENS GA US,19080103,55,35,-9999
GHCND:USC00090430,ATHENS GA US,19080104,56,40,-9999
GHCND:USC00090430,ATHENS GA US,19080105,51,38,-9999
GHCND:USC00090430,ATHENS GA US,19080106,43,40,-9999
GHCND:USC00090430,ATHENS GA US,19080107,46,38,-9999
GHCND:USC00090430,ATHENS GA US,19080108,48,32,-9999
GHCND:USC00090430,ATHENS GA US,19080109,43,30,-9999
GHCND:USC00090430,ATHENS GA US,19080110,47,24,-9999
GHCND:USC00090430,ATHENS GA US,19080111,52,34,-9999
GHCND:USC00090430,ATHENS GA US,19080112,42,38,-9999
GHCND:USC00090430,ATHENS GA US,19080113,40,36,-9999
GHCND:USC00090430,ATHENS GA US,19080114,42,28,-9999
GHCND:USC00090430,ATHENS GA US,19080115,44,29,-9999
GHCND:USC00090430,ATHENS GA US,19080116,44,31,-9999
GHCND:USC00090430,ATHENS GA US,19080117,44,34,-9999
GHCND:USC00090430,ATHENS GA US,19080118,52,32,-9999
GHCND:USC00090430,ATHENS GA US,19080119,52,34,-9999
GHCND:USC00090430,ATHENS GA US,19080120,54,32,-9999
GHCND:USC00090430,ATHENS GA US,19080121,54,38,-9999
GHCND:USC00090430,ATHENS GA US,19080122,63,40,-9999
GHCND:USC00090430,ATHENS GA US,19080123,57,41,-9999
GHCND:USC00090430,ATHENS GA US,19080124,40,18,-9999
GHCND:USC00090430,ATHENS GA US,19080125,46,29,-9999
GHCND:USC00090430,ATHENS GA US,19080126,58,39,-9999
GHCND:USC00090430,ATHENS GA US,19080127,43,35,-9999
GHCND:USC00090430,ATHENS GA US,19080128,51,28,-9999
GHCND:USC00090430,ATHENS GA US,19080129,55,32,-9999
GHCND:USC00090430,ATHENS GA US,19080130,51,30,-9999
GHCND:USC00090430,ATHENS GA US,19080131,32,31,-9999
GHCND:USC00090430,ATHENS GA US,19080201,42,30,-9999
GHCND:USC00090430,ATHENS GA US,19080202,31,18,-9999
GHCND:USC00090430,ATHENS GA US,19080203,41,19,-9999
GHCND:USC00090430,ATHENS GA US,19080204,47,22,-9999
GHCND:USC00090430,ATHENS GA US,19080205,51,32,-9999
GHCND:USC00090430,ATHENS GA US,19080206,52,33,-9999
GHCND:USC00090430,ATHENS GA US,19080207,52,32,-9999
GHCND:USC00090430,ATHENS GA US,19080208,58,30,-9999
GHCND:USC00090430,ATHENS GA US,19080209,37,32,-9999
GHCND:USC00090430,ATHENS GA US,19080210,36,27,-9999
GHCND:USC00090430,ATHENS GA US,19080211,46,30,-9999
GHCND:USC00090430,ATHENS GA US,19080212,53,35,-9999
GHCND:USC00090430,ATHENS GA US,19080213,55,44,-9999
GHCND:USC00090430,ATHENS GA US,19080214,69,48,-9999
GHCND:USC00090430,ATHENS GA US,19080215,47,43,-9999
GHCND:USC00090430,ATHENS GA US,19080216,46,27,-9999
GHCND:USC00090430,ATHENS GA US,19080217,43,25,-9999
GHCND:USC00090430,ATHENS GA US,19080218,49,25,-9999
GHCND:USC00090430,ATHENS GA US,19080219,44,29,-9999
GHCND:USC00090430,ATHENS GA US,19080220,39,29,-9999
GHCND:USC00090430,ATHENS GA US,19080221,45,24,-9999
GHCND:USC00090430,ATHENS GA US,19080222,43,26,-9999
GHCND:USC00090430,ATHENS GA US,19080223,53,30,-9999
GHCND:USC00090430,ATHENS GA US,19080224,52,32,-9999
GHCND:USC00090430,ATHENS GA US,19080225,48,34,-9999
GHCND:USC00090430,ATHENS GA US,19080226,49,33,-9999
GHCND:USC00090430,ATHENS GA US,19080227,37,31,-9999
GHCND:USC00090430,ATHENS GA US,19080228,58,22,-9999
GHCND:USC00090430,ATHENS GA US,19080229,66,22,-9999
GHCND:USC00090430,ATHENS GA US,19080301,69,38,-9999
GHCND:USC00090430,ATHENS GA US,19080302,70,45,-9999
GHCND:USC00090430,ATHENS GA US,19080303,66,46,-9999
GHCND:USC00090430,ATHENS GA US,19080304,59,49,-9999
GHCND:USC00090430,ATHENS GA US,19080305,63,45,-9999
GHCND:USC00090430,ATHENS GA US,19080306,74,44,-9999
GHCND:USC00090430,ATHENS GA US,19080307,75,46,-9999
GHCND:USC00090430,ATHENS GA US,19080308,79,51,-9999
GHCND:USC00090430,ATHENS GA US,19080309,74,57,-9999
GHCND:USC00090430,ATHENS GA US,19080310,59,44,-9999
GHCND:USC00090430,ATHENS GA US,19080311,48,41,-9999
GHCND:USC00090430,ATHENS GA US,19080312,57,41,-9999
GHCND:USC00090430,ATHENS GA US,19080313,54,41,-9999
GHCND:USC00090430,ATHENS GA US,19080314,79,40,-9999
GHCND:USC00090430,ATHENS GA US,19080315,76,48,-9999
GHCND:USC00090430,ATHENS GA US,19080316,78,48,-9999
GHCND:USC00090430,ATHENS GA US,19080317,80,56,-9999
GHCND:USC00090430,ATHENS GA US,19080318,84,63,-9999
GHCND:USC00090430,ATHENS GA US,19080319,77,61,-9999
GHCND:USC00090430,ATHENS GA US,19080320,59,59,-9999
GHCND:USC00090430,ATHENS GA US,19080321,48,35,-9999
GHCND:USC00090430,ATHENS GA US,19080322,45,35,-9999
GHCND:USC00090430,ATHENS GA US,19080323,54,40,-9999
GHCND:USC00090430,ATHENS GA US,19080324,58,45,-9999
GHCND:USC00090430,ATHENS GA US,19080325,68,45,-9999
GHCND:USC00090430,ATHENS GA US,19080326,76,49,-9999
GHCND:USC00090430,ATHENS GA US,19080327,80,48,-9999
GHCND:USC00090430,ATHENS GA US,19080328,78,50,-9999
GHCND:USC00090430,ATHENS GA US,19080329,76,59,-9999
GHCND:USC00090430,ATHENS GA US,19080330,77,55,-9999
GHCND:USC00090430,ATHENS GA US,19080331,78,61,-9999
GHCND:USC00090430,ATHENS GA US,19080401,80,60,-9999
GHCND:USC00090430,ATHENS GA US,19080402,76,63,-9999
GHCND:USC00090430,ATHENS GA US,19080403,58,41,-9999
GHCND:USC00090430,ATHENS GA US,19080404,72,35,-9999
GHCND:USC00090430,ATHENS GA US,19080405,65,42,-9999
GHCND:USC00090430,ATHENS GA US,19080406,75,54,-9999
GHCND:USC00090430,ATHENS GA US,19080407,76,57,-9999
GHCND:USC00090430,ATHENS GA US,19080408,81,60,-9999
GHCND:USC00090430,ATHENS GA US,19080409,85,60,-9999
GHCND:USC00090430,ATHENS GA US,19080410,87,61,-9999
GHCND:USC00090430,ATHENS GA US,19080411,81,64,-9999
GHCND:USC00090430,ATHENS GA US,19080412,70,49,-9999
GHCND:USC00090430,ATHENS GA US,19080413,78,50,-9999
GHCND:USC00090430,ATHENS GA US,19080414,76,60,-9999
GHCND:USC00090430,ATHENS GA US,19080415,75,64,-9999
GHCND:USC00090430,ATHENS GA US,19080416,79,60,-9999
GHCND:USC00090430,ATHENS GA US,19080417,55,43,-9999
GHCND:USC00090430,ATHENS GA US,19080418,63,45,-9999
GHCND:USC00090430,ATHENS GA US,19080419,76,51,-9999
GHCND:USC00090430,ATHENS GA US,19080420,78,55,-9999
GHCND:USC00090430,ATHENS GA US,19080421,78,55,-9999
GHCND:USC00090430,ATHENS GA US,19080422,68,58,-9999
GHCND:USC00090430,ATHENS GA US,19080423,78,57,-9999
GHCND:USC00090430,ATHENS GA US,19080424,81,60,-9999
GHCND:USC00090430,ATHENS GA US,19080425,82,62,-9999
GHCND:USC00090430,ATHENS GA US,19080426,84,61,-9999
