STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00203858,"HOLLAND, MI US",5/12/1920,0,0,12.8,5.6
USC00203858,"HOLLAND, MI US",5/13/1920,0,0,12.8,3.3
USC00203858,"HOLLAND, MI US",5/14/1920,0,0,9.4,-0.6
USC00203858,"HOLLAND, MI US",5/15/1920,0,0,17.2,-1.1
USC00203858,"HOLLAND, MI US",5/16/1920,0,0,20,2.8
USC00203858,"HOLLAND, MI US",5/17/1920,24.6,0,16.7,8.3
USC00203858,"HOLLAND, MI US",5/18/1920,1.3,0,19.4,12.2
USC00203858,"HOLLAND, MI US",5/19/1920,5.1,0,21.1,12.2
USC00203858,"HOLLAND, MI US",5/20/1920,1,0,21.1,12.2
USC00203858,"HOLLAND, MI US",5/21/1920,0,0,22.8,8.3
USC00203858,"HOLLAND, MI US",5/22/1920,0,0,26.7,12.2
USC00203858,"HOLLAND, MI US",5/23/1920,5.6,0,23.3,11.7
USC00203858,"HOLLAND, MI US",5/24/1920,0,0,26.7,12.2
USC00203858,"HOLLAND, MI US",5/25/1920,0,0,26.1,10.6
USC00203858,"HOLLAND, MI US",5/26/1920,0,0,26.7,11.7
USC00203858,"HOLLAND, MI US",5/27/1920,0,0,22.2,12.8
USC00203858,"HOLLAND, MI US",5/28/1920,0,0,21.1,8.3
USC00203858,"HOLLAND, MI US",5/29/1920,0,0,25.6,5.6
USC00203858,"HOLLAND, MI US",5/30/1920,0,0,27.8,8.9
USC00203858,"HOLLAND, MI US",5/31/1920,0,0,28.9,12.8
USC00203858,"HOLLAND, MI US",6/1/1920,0,0,27.2,17.8
USC00203858,"HOLLAND, MI US",6/2/1920,1.5,0,21.7,13.9
USC00203858,"HOLLAND, MI US",6/3/1920,0,0,19.4,8.3
USC00203858,"HOLLAND, MI US",6/4/1920,0,0,19.4,10.6
USC00203858,"HOLLAND, MI US",6/5/1920,0,0,20.6,7.2
USC00203858,"HOLLAND, MI US",6/6/1920,0,0,24.4,6.7
USC00203858,"HOLLAND, MI US",6/7/1920,1.3,0,24.4,14.4
USC00203858,"HOLLAND, MI US",6/8/1920,0.3,0,26.7,12.2
USC00203858,"HOLLAND, MI US",6/9/1920,0,0,30,11.7
USC00203858,"HOLLAND, MI US",6/10/1920,0,0,31.1,17.8
USC00203858,"HOLLAND, MI US",6/11/1920,1.3,0,31.7,17.8
USC00203858,"HOLLAND, MI US",6/12/1920,0.8,0,30,20
USC00203858,"HOLLAND, MI US",6/13/1920,18.3,0,29.4,15
USC00203858,"HOLLAND, MI US",6/14/1920,0,0,30,17.8
USC00203858,"HOLLAND, MI US",6/15/1920,0,0,30.6,17.2
USC00203858,"HOLLAND, MI US",6/16/1920,16,0,28.3,16.1
USC00203858,"HOLLAND, MI US",6/17/1920,8.6,0,17.8,10.6
USC00203858,"HOLLAND, MI US",6/18/1920,0,0,21.1,7.8
USC00203858,"HOLLAND, MI US",6/19/1920,0,0,22.8,9.4
USC00203858,"HOLLAND, MI US",6/20/1920,0.5,0,21.7,10.6
USC00203858,"HOLLAND, MI US",6/21/1920,10.9,0,18.3,10
USC00203858,"HOLLAND, MI US",6/22/1920,0,0,21.1,11.1
USC00203858,"HOLLAND, MI US",6/23/1920,0,0,23.3,11.7
USC00203858,"HOLLAND, MI US",6/24/1920,0,0,24.4,8.9
USC00203858,"HOLLAND, MI US",6/25/1920,0,0,27.2,9.4
USC00203858,"HOLLAND, MI US",6/26/1920,0,0,28.9,14.4
USC00203858,"HOLLAND, MI US",6/27/1920,0,0,31.1,17.2
USC00203858,"HOLLAND, MI US",6/28/1920,0,0,32.8,25.6
USC00203858,"HOLLAND, MI US",6/29/1920,0,0,29.4,18.3
USC00203858,"HOLLAND, MI US",6/30/1920,0,0,29.4,13.9
USC00203858,"HOLLAND, MI US",7/1/1920,0.3,0,28.9,14.4
USC00203858,"HOLLAND, MI US",7/2/1920,0.5,0,27.2,17.8
USC00203858,"HOLLAND, MI US",7/3/1920,4.6,0,24.4,16.1
USC00203858,"HOLLAND, MI US",7/4/1920,0,0,21.1,8.9
USC00203858,"HOLLAND, MI US",7/5/1920,0,0,25.6,7.2
USC00203858,"HOLLAND, MI US",7/6/1920,3,0,27.2,16.1
USC00203858,"HOLLAND, MI US",7/7/1920,0.3,0,26.1,12.2
USC00203858,"HOLLAND, MI US",7/8/1920,16,0,22.2,12.8
USC00203858,"HOLLAND, MI US",7/9/1920,0,0,24.4,11.7
USC00203858,"HOLLAND, MI US",7/10/1920,0,0,27.8,12.2
USC00203858,"HOLLAND, MI US",7/11/1920,0,0,30,13.3
USC00203858,"HOLLAND, MI US",7/12/1920,0,0,30,16.7
USC00203858,"HOLLAND, MI US",7/13/1920,5.3,0,31.1,19.4
USC00203858,"HOLLAND, MI US",7/14/1920,0.3,0,25.6,15
USC00203858,"HOLLAND, MI US",7/15/1920,0,0,23.9,14.4
USC00203858,"HOLLAND, MI US",7/16/1920,0,0,22.2,8.9
USC00203858,"HOLLAND, MI US",7/17/1920,0,0,26.7,10.6
USC00203858,"HOLLAND, MI US",7/18/1920,1.8,0,25,14.4
USC00203858,"HOLLAND, MI US",7/19/1920,0,0,26.7,9.4
USC00203858,"HOLLAND, MI US",7/20/1920,0,0,26.7,8.9
USC00203858,"HOLLAND, MI US",7/21/1920,0,0,28.3,20
USC00203858,"HOLLAND, MI US",7/22/1920,0,0,27.2,16.1
USC00203858,"HOLLAND, MI US",7/23/1920,0,0,32.8,16.7
USC00203858,"HOLLAND, MI US",7/24/1920,0,0,26.7,16.7
USC00203858,"HOLLAND, MI US",7/25/1920,0,0,23.3,7.2
USC00203858,"HOLLAND, MI US",7/26/1920,0,0,23.3,8.3
USC00203858,"HOLLAND, MI US",7/27/1920,0,0,24.4,6.1
USC00203858,"HOLLAND, MI US",7/28/1920,0,0,29.4,16.1
USC00203858,"HOLLAND, MI US",7/29/1920,0.3,0,27.2,20
USC00203858,"HOLLAND, MI US",7/30/1920,6.1,0,28.3,16.1
USC00203858,"HOLLAND, MI US",7/31/1920,4.1,0,25.6,17.2
USC00203858,"HOLLAND, MI US",8/1/1920,0,0,20,7.8
USC00203858,"HOLLAND, MI US",8/2/1920,0,0,21.1,6.1
USC00203858,"HOLLAND, MI US",8/3/1920,0,0,24.4,7.2
USC00203858,"HOLLAND, MI US",8/4/1920,0,0,25.6,12.2
USC00203858,"HOLLAND, MI US",8/5/1920,0,0,30,15.6
USC00203858,"HOLLAND, MI US",8/6/1920,6.6,0,28.3,19.4
USC00203858,"HOLLAND, MI US",8/7/1920,1.5,0,28.3,17.2
USC00203858,"HOLLAND, MI US",8/8/1920,0,0,28.3,20.6
USC00203858,"HOLLAND, MI US",8/9/1920,0,0,27.8,20.6
USC00203858,"HOLLAND, MI US",8/10/1920,0,0,27.2,17.8
USC00203858,"HOLLAND, MI US",8/11/1920,0,0,30,
USC00203858,"HOLLAND, MI US",8/12/1920,0,0,31.1,17.2
USC00203858,"HOLLAND, MI US",8/13/1920,1.5,0,25.6,18.3
USC00203858,"HOLLAND, MI US",8/14/1920,0,0,22.2,17.2
USC00203858,"HOLLAND, MI US",8/15/1920,0,0,26.1,14.4
USC00203858,"HOLLAND, MI US",8/16/1920,0,0,28.3,15.6
USC00203858,"HOLLAND, MI US",8/17/1920,0,0,30.6,13.9
USC00203858,"HOLLAND, MI US",8/18/1920,0,0,30.6,13.9
USC00203858,"HOLLAND, MI US",8/19/1920,0,0,31.7,12.2
USC00203858,"HOLLAND, MI US",8/20/1920,0,0,30.6,18.9
USC00203858,"HOLLAND, MI US",8/21/1920,14,0,23.9,15.6
USC00203858,"HOLLAND, MI US",8/22/1920,0,0,20.6,7.2
USC00203858,"HOLLAND, MI US",8/23/1920,0,0,21.7,6.7
USC00203858,"HOLLAND, MI US",8/24/1920,0,0,24.4,10
USC00203858,"HOLLAND, MI US",8/25/1920,0,0,24.4,6.7
USC00203858,"HOLLAND, MI US",8/26/1920,0,0,21.1,9.4
USC00203858,"HOLLAND, MI US",8/27/1920,0,0,25.6,15.6
USC00203858,"HOLLAND, MI US",8/28/1920,0,0,28.3,13.9
USC00203858,"HOLLAND, MI US",8/29/1920,4.1,0,27.2,13.3
USC00203858,"HOLLAND, MI US",8/30/1920,0,0,26.7,14.4
USC00203858,"HOLLAND, MI US",8/31/1920,0,0,23.3,16.1
USC00203858,"HOLLAND, MI US",9/1/1920,0,0,23.3,8.3
USC00203858,"HOLLAND, MI US",9/2/1920,0,0,23.3,6.7
USC00203858,"HOLLAND, MI US",9/3/1920,0,0,24.4,7.8
USC00203858,"HOLLAND, MI US",9/4/1920,0,0,25,7.8
USC00203858,"HOLLAND, MI US",9/5/1920,0,0,22.2,11.7
USC00203858,"HOLLAND, MI US",9/6/1920,1.5,0,24.4,11.7
USC00203858,"HOLLAND, MI US",9/7/1920,0,0,23.9,9.4
USC00203858,"HOLLAND, MI US",9/8/1920,0,0,26.7,9.4
USC00203858,"HOLLAND, MI US",9/9/1920,52.1,0,23.3,16.1
USC00203858,"HOLLAND, MI US",9/10/1920,0,0,21.7,17.2
USC00203858,"HOLLAND, MI US",9/11/1920,0,0,25.6,16.1
USC00203858,"HOLLAND, MI US",9/12/1920,0,0,25.6,18.9
USC00203858,"HOLLAND, MI US",9/13/1920,0,0,24.4,10.6
USC00203858,"HOLLAND, MI US",9/14/1920,0,0,30,18.9
USC00203858,"HOLLAND, MI US",9/15/1920,3,0,29.4,18.3
USC00203858,"HOLLAND, MI US",9/16/1920,0,0,22.2,16.1
USC00203858,"HOLLAND, MI US",9/17/1920,0,0,22.2,7.8
USC00203858,"HOLLAND, MI US",9/18/1920,0,0,24.4,17.2
USC00203858,"HOLLAND, MI US",9/19/1920,0,0,20,9.4
USC00203858,"HOLLAND, MI US",9/20/1920,0,0,23.9,12.2
USC00203858,"HOLLAND, MI US",9/21/1920,0,0,31.7,12.8
USC00203858,"HOLLAND, MI US",9/22/1920,0,0,31.7,17.2
USC00203858,"HOLLAND, MI US",9/23/1920,0,0,31.7,18.3
USC00203858,"HOLLAND, MI US",9/24/1920,0,0,29.4,18.3
USC00203858,"HOLLAND, MI US",9/25/1920,0,0,31.1,16.1
USC00203858,"HOLLAND, MI US",9/26/1920,0,0,31.1,19.4
USC00203858,"HOLLAND, MI US",9/27/1920,4.6,0,26.1,16.7
USC00203858,"HOLLAND, MI US",9/28/1920,0,0,22.8,12.2
USC00203858,"HOLLAND, MI US",9/29/1920,0,0,19.4,8.3
USC00203858,"HOLLAND, MI US",9/30/1920,0,0,13.9,3.3
USC00203858,"HOLLAND, MI US",10/1/1920,0,0,12.2,2.8
USC00203858,"HOLLAND, MI US",10/2/1920,0,0,16.7,0
USC00203858,"HOLLAND, MI US",10/3/1920,0,0,21.1,6.1
USC00203858,"HOLLAND, MI US",10/4/1920,0,0,20.6,12.8
USC00203858,"HOLLAND, MI US",10/5/1920,0,0,19.4,7.2
USC00203858,"HOLLAND, MI US",10/6/1920,0,0,19.4,0.6
USC00203858,"HOLLAND, MI US",10/7/1920,0,0,18.9,0.6
USC00203858,"HOLLAND, MI US",10/8/1920,0,0,21.7,7.2
USC00203858,"HOLLAND, MI US",10/9/1920,0,0,20.6,13.3
USC00203858,"HOLLAND, MI US",10/10/1920,0,0,26.7,4.4
USC00203858,"HOLLAND, MI US",10/11/1920,0,0,21.7,13.9
USC00203858,"HOLLAND, MI US",10/12/1920,0,0,27.2,11.7
USC00203858,"HOLLAND, MI US",10/13/1920,0,0,27.2,16.1
USC00203858,"HOLLAND, MI US",10/14/1920,0,0,26.7,13.9
USC00203858,"HOLLAND, MI US",10/15/1920,2,0,28.3,15.6
USC00203858,"HOLLAND, MI US",10/16/1920,11.2,0,18.3,12.8
USC00203858,"HOLLAND, MI US",10/17/1920,0,0,19.4,11.1
USC00203858,"HOLLAND, MI US",10/18/1920,0,0,23.3,12.2
USC00203858,"HOLLAND, MI US",10/19/1920,0,0,26.7,15
USC00203858,"HOLLAND, MI US",10/20/1920,0,0,25.6,17.2
USC00203858,"HOLLAND, MI US",10/21/1920,0,0,24.4,17.8
USC00203858,"HOLLAND, MI US",10/22/1920,0,0,27.2,11.7
USC00203858,"HOLLAND, MI US",10/23/1920,0,0,24.4,14.4
USC00203858,"HOLLAND, MI US",10/24/1920,0,0,17.2,10.6
USC00203858,"HOLLAND, MI US",10/25/1920,0.3,0,14.4,4.4
USC00203858,"HOLLAND, MI US",10/26/1920,14,0,12.2,7.2
USC00203858,"HOLLAND, MI US",10/27/1920,13.5,0,12.8,6.7
USC00203858,"HOLLAND, MI US",10/28/1920,2.8,0,7.2,2.2
USC00203858,"HOLLAND, MI US",10/29/1920,0,0,5,-0.6
USC00203858,"HOLLAND, MI US",10/30/1920,0,0,12.8,-1.7
USC00203858,"HOLLAND, MI US",10/31/1920,3.8,0,15.6,11.1
USC00203858,"HOLLAND, MI US",11/1/1920,8.4,0,12.8,6.1
USC00203858,"HOLLAND, MI US",11/2/1920,4.3,0,12.8,1.1
USC00203858,"HOLLAND, MI US",11/3/1920,0,0,8.9,5
USC00203858,"HOLLAND, MI US",11/4/1920,0,0,12.8,2.2
USC00203858,"HOLLAND, MI US",11/5/1920,0,0,12.2,2.8
USC00203858,"HOLLAND, MI US",11/6/1920,0,0,8.3,1.7
USC00203858,"HOLLAND, MI US",11/7/1920,1,0,10.6,6.7
USC00203858,"HOLLAND, MI US",11/8/1920,0.3,0,11.7,2.2
USC00203858,"HOLLAND, MI US",11/9/1920,5.1,0,12.8,3.3
USC00203858,"HOLLAND, MI US",11/10/1920,0,0,4.4,-2.8
USC00203858,"HOLLAND, MI US",11/11/1920,15.2,152,2.8,-4.4
USC00203858,"HOLLAND, MI US",11/12/1920,2.3,25,-2.2,-7.2
USC00203858,"HOLLAND, MI US",11/13/1920,0,0,0,-3.9
USC00203858,"HOLLAND, MI US",11/14/1920,0,0,1.1,-1.1
USC00203858,"HOLLAND, MI US",11/15/1920,4.6,102,2.2,-7.2
USC00203858,"HOLLAND, MI US",11/16/1920,0,0,0.6,-11.1
USC00203858,"HOLLAND, MI US",11/17/1920,1,13,3.9,-3.9
USC00203858,"HOLLAND, MI US",11/18/1920,0,0,6.7,-0.6
USC00203858,"HOLLAND, MI US",11/19/1920,0,0,11.1,1.1
USC00203858,"HOLLAND, MI US",11/20/1920,0,0,14.4,3.3
USC00203858,"HOLLAND, MI US",11/21/1920,0.5,0,13.3,5.6
USC00203858,"HOLLAND, MI US",11/22/1920,4.1,0,9.4,3.9
USC00203858,"HOLLAND, MI US",11/23/1920,0.8,0,4.4,2.2
USC00203858,"HOLLAND, MI US",11/24/1920,2,0,5.6,3.3
USC00203858,"HOLLAND, MI US",11/25/1920,1.5,0,5.6,1.1
USC00203858,"HOLLAND, MI US",11/26/1920,0,0,1.7,-0.6
USC00203858,"HOLLAND, MI US",11/27/1920,0,0,5.6,-1.1
USC00203858,"HOLLAND, MI US",11/28/1920,0,0,7.2,-2.2
USC00203858,"HOLLAND, MI US",11/29/1920,0,0,6.1,0
USC00203858,"HOLLAND, MI US",11/30/1920,3.6,0,7.2,3.9
USC00203858,"HOLLAND, MI US",12/1/1920,5.6,0,7.8,4.4
USC00203858,"HOLLAND, MI US",12/2/1920,0,0,6.1,3.9
USC00203858,"HOLLAND, MI US",12/3/1920,0,0,13.3,2.8
USC00203858,"HOLLAND, MI US",12/4/1920,24.9,0,11.1,4.4
USC00203858,"HOLLAND, MI US",12/5/1920,0.5,0,5,3.3
USC00203858,"HOLLAND, MI US",12/6/1920,0,0,5.6,1.7
USC00203858,"HOLLAND, MI US",12/7/1920,0,0,4.4,-1.1
USC00203858,"HOLLAND, MI US",12/8/1920,0,0,-0.6,-5
USC00203858,"HOLLAND, MI US",12/9/1920,0,0,3.3,-3.9
USC00203858,"HOLLAND, MI US",12/10/1920,1.5,0,3.9,1.7
USC00203858,"HOLLAND, MI US",12/11/1920,1,0,6.1,0.6
USC00203858,"HOLLAND, MI US",12/12/1920,0,0,11.7,1.1
USC00203858,"HOLLAND, MI US",12/13/1920,8.6,0,15,7.8
USC00203858,"HOLLAND, MI US",12/14/1920,9.4,0,13.3,0.6
USC00203858,"HOLLAND, MI US",12/15/1920,2.5,38,1.1,-2.8
USC00203858,"HOLLAND, MI US",12/16/1920,0,0,1.7,-3.3
USC00203858,"HOLLAND, MI US",12/17/1920,0.8,13,2.2,-3.9
USC00203858,"HOLLAND, MI US",12/18/1920,1.8,25,-2.2,-6.1
USC00203858,"HOLLAND, MI US",12/19/1920,4.6,76,1.1,-7.2
USC00203858,"HOLLAND, MI US",12/20/1920,0,0,0,-7.8
USC00203858,"HOLLAND, MI US",12/21/1920,1,0,-0.6,-9.4
USC00203858,"HOLLAND, MI US",12/22/1920,3.6,0,3.3,-1.1
USC00203858,"HOLLAND, MI US",12/23/1920,2.5,25,3.3,-4.4
USC00203858,"HOLLAND, MI US",12/24/1920,3.8,51,-2.2,-8.3
USC00203858,"HOLLAND, MI US",12/25/1920,0,0,-6.1,-9.4
USC00203858,"HOLLAND, MI US",12/26/1920,4.3,51,-0.6,-7.2
USC00203858,"HOLLAND, MI US",12/27/1920,1.5,25,-0.6,-7.8
USC00203858,"HOLLAND, MI US",12/28/1920,1,13,-6.7,-13.3
USC00203858,"HOLLAND, MI US",12/29/1920,0,0,1.1,-13.3
USC00203858,"HOLLAND, MI US",12/30/1920,0,0,3.9,-2.8
USC00203858,"HOLLAND, MI US",12/31/1920,0,0,3.9,-2.2
USC00203858,"HOLLAND, MI US",1/1/1921,1.3,0,10,2.2
USC00203858,"HOLLAND, MI US",1/2/1921,0,0,3.9,0
USC00203858,"HOLLAND, MI US",1/3/1921,0,0,8.9,-1.7
USC00203858,"HOLLAND, MI US",1/4/1921,1.3,0,8.9,3.3
USC00203858,"HOLLAND, MI US",1/5/1921,0,0,5,-1.1
USC00203858,"HOLLAND, MI US",1/6/1921,0,0,5.6,-2.2
USC00203858,"HOLLAND, MI US",1/7/1921,0,0,6.7,1.7
USC00203858,"HOLLAND, MI US",1/8/1921,0,0,3.9,-1.7
USC00203858,"HOLLAND, MI US",1/9/1921,0,0,1.1,-7.2
USC00203858,"HOLLAND, MI US",1/10/1921,0,0,3.9,-3.3
USC00203858,"HOLLAND, MI US",1/11/1921,0,0,0.6,-3.3
USC00203858,"HOLLAND, MI US",1/12/1921,3,51,0,-9.4
USC00203858,"HOLLAND, MI US",1/13/1921,1,13,-3.3,-8.9
USC00203858,"HOLLAND, MI US",1/14/1921,1.3,13,-1.1,-6.1
USC00203858,"HOLLAND, MI US",1/15/1921,2,0,-1.1,-5
USC00203858,"HOLLAND, MI US",1/16/1921,2.5,25,0,-12.8
USC00203858,"HOLLAND, MI US",1/17/1921,2,25,-1.1,-10.6
USC00203858,"HOLLAND, MI US",1/18/1921,0,0,-6.7,-12.8
USC00203858,"HOLLAND, MI US",1/19/1921,0,0,4.4,-8.3
USC00203858,"HOLLAND, MI US",1/20/1921,0,0,10,3.3
USC00203858,"HOLLAND, MI US",1/21/1921,5.6,0,9.4,2.8
USC00203858,"HOLLAND, MI US",1/22/1921,0,0,6.7,1.7
USC00203858,"HOLLAND, MI US",1/23/1921,0,0,3.3,-0.6
USC00203858,"HOLLAND, MI US",1/24/1921,0,0,2.2,-5.6
USC00203858,"HOLLAND, MI US",1/25/1921,0,0,-3.3,-11.1
USC00203858,"HOLLAND, MI US",1/26/1921,0,0,0.6,-10
USC00203858,"HOLLAND, MI US",1/27/1921,0,0,2.8,-10.6
USC00203858,"HOLLAND, MI US",1/28/1921,0,0,8.3,-4.4
USC00203858,"HOLLAND, MI US",1/29/1921,0,0,3.3,-3.3
USC00203858,"HOLLAND, MI US",1/30/1921,0,0,2.2,-2.8
USC00203858,"HOLLAND, MI US",1/31/1921,0,0,1.7,-5
USC00203858,"HOLLAND, MI US",2/1/1921,0,0,1.1,-9.4
USC00203858,"HOLLAND, MI US",2/2/1921,0,0,0.6,-3.3
USC00203858,"HOLLAND, MI US",2/3/1921,1.5,25,0.6,-5
USC00203858,"HOLLAND, MI US",2/4/1921,2.3,0,2.8,-4.4
USC00203858,"HOLLAND, MI US",2/5/1921,0,0,2.8,-0.6
USC00203858,"HOLLAND, MI US",2/6/1921,0,0,1.7,-4.4
USC00203858,"HOLLAND, MI US",2/7/1921,2.5,38,2.2,-2.8
USC00203858,"HOLLAND, MI US",2/8/1921,2.5,0,1.1,-5
USC00203858,"HOLLAND, MI US",2/9/1921,0,0,2.8,0
USC00203858,"HOLLAND, MI US",2/10/1921,0,0,2.2,-1.1
USC00203858,"HOLLAND, MI US",2/11/1921,0,0,4.4,-1.1
USC00203858,"HOLLAND, MI US",2/12/1921,0,0,1.7,-3.3
USC00203858,"HOLLAND, MI US",2/13/1921,0,0,6.7,0
USC00203858,"HOLLAND, MI US",2/14/1921,0,0,5,-0.6
USC00203858,"HOLLAND, MI US",2/15/1921,0,0,15.6,-1.7
USC00203858,"HOLLAND, MI US",2/16/1921,0,0,14.4,2.2
USC00203858,"HOLLAND, MI US",2/17/1921,1.5,25,4.4,-8.3
USC00203858,"HOLLAND, MI US",2/18/1921,0,0,0,-6.1
USC00203858,"HOLLAND, MI US",2/19/1921,0,0,0,-6.1
USC00203858,"HOLLAND, MI US",2/20/1921,0,0,-1.1,-11.1
USC00203858,"HOLLAND, MI US",2/21/1921,0,0,2.8,-8.3
USC00203858,"HOLLAND, MI US",2/22/1921,0.5,0,6.7,-4.4
USC00203858,"HOLLAND, MI US",2/23/1921,1.3,13,1.1,-5
USC00203858,"HOLLAND, MI US",2/24/1921,0,0,-2.2,-8.9
USC00203858,"HOLLAND, MI US",2/25/1921,1,13,-0.6,-5
USC00203858,"HOLLAND, MI US",2/26/1921,6.4,64,1.1,-3.9
USC00203858,"HOLLAND, MI US",2/27/1921,0,0,0,-5
USC00203858,"HOLLAND, MI US",2/28/1921,0,0,1.7,-1.7
USC00203858,"HOLLAND, MI US",3/1/1921,0,0,7.8,0
USC00203858,"HOLLAND, MI US",3/2/1921,0.5,0,9.4,4.4
USC00203858,"HOLLAND, MI US",3/3/1921,1,0,5,-6.1
USC00203858,"HOLLAND, MI US",3/4/1921,2.8,25,-0.6,-8.3
USC00203858,"HOLLAND, MI US",3/5/1921,0.8,0,13.3,-2.2
USC00203858,"HOLLAND, MI US",3/6/1921,5.1,0,13.9,0.6
USC00203858,"HOLLAND, MI US",3/7/1921,1.3,0,9.4,0
USC00203858,"HOLLAND, MI US",3/8/1921,24.9,0,13.9,1.1
USC00203858,"HOLLAND, MI US",3/9/1921,0,0,3.3,-3.3
USC00203858,"HOLLAND, MI US",3/10/1921,0,0,10.6,-3.3
USC00203858,"HOLLAND, MI US",3/11/1921,0,0,16.7,2.2
USC00203858,"HOLLAND, MI US",3/12/1921,5.1,0,11.1,2.8
USC00203858,"HOLLAND, MI US",3/13/1921,1.3,0,3.9,0
USC00203858,"HOLLAND, MI US",3/14/1921,14,0,7.2,0.6
USC00203858,"HOLLAND, MI US",3/15/1921,1,0,20,4.4
USC00203858,"HOLLAND, MI US",3/16/1921,0,0,6.1,0.6
USC00203858,"HOLLAND, MI US",3/17/1921,5.6,0,8.9,0
USC00203858,"HOLLAND, MI US",3/18/1921,0,0,11.7,-3.3
USC00203858,"HOLLAND, MI US",3/19/1921,0,0,23.3,5
USC00203858,"HOLLAND, MI US",3/20/1921,0,0,22.8,16.1
USC00203858,"HOLLAND, MI US",3/21/1921,0.8,0,19.4,1.1
USC00203858,"HOLLAND, MI US",3/22/1921,0,0,3.9,-4.4
USC00203858,"HOLLAND, MI US",3/23/1921,0,0,10.6,-5
USC00203858,"HOLLAND, MI US",3/24/1921,12.2,0,10.6,3.3
USC00203858,"HOLLAND, MI US",3/25/1921,15.2,0,10.6,4.4
USC00203858,"HOLLAND, MI US",3/26/1921,16,0,18.9,1.7
USC00203858,"HOLLAND, MI US",3/27/1921,2.5,0,20,3.9
USC00203858,"HOLLAND, MI US",3/28/1921,0,0,5,-7.2
USC00203858,"HOLLAND, MI US",3/29/1921,0,0,5,-8.9
USC00203858,"HOLLAND, MI US",3/30/1921,0,0,13.3,-1.7
USC00203858,"HOLLAND, MI US",3/31/1921,0.8,0,10.6,-1.7
USC00203858,"HOLLAND, MI US",4/1/1921,0,0,9.4,-4.4
USC00203858,"HOLLAND, MI US",4/2/1921,0,0,16.1,6.1
USC00203858,"HOLLAND, MI US",4/3/1921,0,0,23.9,8.3
USC00203858,"HOLLAND, MI US",4/4/1921,0,0,24.4,12.2
USC00203858,"HOLLAND, MI US",4/5/1921,0,0,25.6,11.1
USC00203858,"HOLLAND, MI US",4/6/1921,0,0,27.8,11.7
USC00203858,"HOLLAND, MI US",4/7/1921,1,0,20,14.4
USC00203858,"HOLLAND, MI US",4/8/1921,14.7,0,15,3.3
USC00203858,"HOLLAND, MI US",4/9/1921,6.1,0,5,0
USC00203858,"HOLLAND, MI US",4/10/1921,1.8,25,4.4,-1.1
USC00203858,"HOLLAND, MI US",4/11/1921,0,0,11.1,-3.3
USC00203858,"HOLLAND, MI US",4/12/1921,0,0,15,5.6
USC00203858,"HOLLAND, MI US",4/13/1921,2,0,13.3,7.8
USC00203858,"HOLLAND, MI US",4/14/1921,7.9,0,13.3,7.8
USC00203858,"HOLLAND, MI US",4/15/1921,1,0,12.2,1.1
USC00203858,"HOLLAND, MI US",4/16/1921,19.1,38,1.1,-3.3
USC00203858,"HOLLAND, MI US",4/17/1921,3.6,51,5,-3.3
USC00203858,"HOLLAND, MI US",4/18/1921,0,0,9.4,0.6
USC00203858,"HOLLAND, MI US",4/19/1921,0,0,16.7,1.1
USC00203858,"HOLLAND, MI US",4/20/1921,0,0,22.2,5
USC00203858,"HOLLAND, MI US",4/21/1921,9.1,0,21.1,11.1
USC00203858,"HOLLAND, MI US",4/22/1921,15.2,0,17.8,12.2
USC00203858,"HOLLAND, MI US",4/23/1921,1.5,0,13.9,7.2
USC00203858,"HOLLAND, MI US",4/24/1921,0,0,27.2,10
USC00203858,"HOLLAND, MI US",4/25/1921,11.4,0,26.1,15.6
USC00203858,"HOLLAND, MI US",4/26/1921,0,0,23.9,11.1
USC00203858,"HOLLAND, MI US",4/27/1921,9.9,0,20.6,7.8
USC00203858,"HOLLAND, MI US",4/28/1921,1,0,14.4,7.2
USC00203858,"HOLLAND, MI US",4/29/1921,0,0,11.1,6.7
USC00203858,"HOLLAND, MI US",4/30/1921,0,0,12.8,1.1
USC00203858,"HOLLAND, MI US",5/1/1921,0,0,12.8,0.6
USC00203858,"HOLLAND, MI US",5/2/1921,0,0,9.4,0.6
USC00203858,"HOLLAND, MI US",5/3/1921,0,0,13.9,3.9
USC00203858,"HOLLAND, MI US",5/4/1921,0,0,17.2,2.2
USC00203858,"HOLLAND, MI US",5/5/1921,0,0,24.4,6.7
USC00203858,"HOLLAND, MI US",5/6/1921,0.5,0,22.8,6.1
USC00203858,"HOLLAND, MI US",5/7/1921,0,0,22.2,3.9
USC00203858,"HOLLAND, MI US",5/8/1921,0,0,22.8,2.8
USC00203858,"HOLLAND, MI US",5/9/1921,0,0,23.9,3.9
USC00203858,"HOLLAND, MI US",5/10/1921,0,0,26.7,7.2
USC00203858,"HOLLAND, MI US",5/11/1921,0,0,23.3,9.4
USC00203858,"HOLLAND, MI US",5/12/1921,0.3,0,20.6,14.4
USC00203858,"HOLLAND, MI US",5/13/1921,1.8,0,16.7,8.9
USC00203858,"HOLLAND, MI US",5/14/1921,0.5,0,12.8,5
USC00203858,"HOLLAND, MI US",5/15/1921,0,0,8.9,2.2
USC00203858,"HOLLAND, MI US",5/16/1921,0,0,12.2,-0.6
USC00203858,"HOLLAND, MI US",5/17/1921,0.3,0,16.1,0.6
USC00203858,"HOLLAND, MI US",5/18/1921,6.4,0,18.9,11.1
