STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WSF2
USW00014745,"CONCORD ASOS, NH US",12/22/2011,0.5,0,0,,11.1,-0.6,7.2
USW00014745,"CONCORD ASOS, NH US",12/23/2011,15.7,15,25,,5,-3.3,10.3
USW00014745,"CONCORD ASOS, NH US",12/24/2011,0,0,0,,-2.8,-13.3,7.2
USW00014745,"CONCORD ASOS, NH US",12/25/2011,0,0,0,,-2.8,-13.9,4
USW00014745,"CONCORD ASOS, NH US",12/26/2011,0,0,0,,1.7,-8.9,11.2
USW00014745,"CONCORD ASOS, NH US",12/27/2011,16.3,0,0,,10.6,-10,9.8
USW00014745,"CONCORD ASOS, NH US",12/28/2011,3.3,0,0,,12.2,-5,11.2
USW00014745,"CONCORD ASOS, NH US",12/29/2011,0,0,0,,-1.7,-11.1,10.3
USW00014745,"CONCORD ASOS, NH US",12/30/2011,0,0,0,,0,-10.6,3.1
USW00014745,"CONCORD ASOS, NH US",12/31/2011,1.3,0,0,,1.7,-2.8,4.5
USW00014745,"CONCORD ASOS, NH US",1/1/2012,2.3,0,0,,8.9,-3.3,7.2
USW00014745,"CONCORD ASOS, NH US",1/2/2012,0.5,0,0,,6.1,-1.7,9.4
USW00014745,"CONCORD ASOS, NH US",1/3/2012,0,0,0,,-1.1,-15,9.8
USW00014745,"CONCORD ASOS, NH US",1/4/2012,0,0,0,,-5,-16.1,8.9
USW00014745,"CONCORD ASOS, NH US",1/5/2012,0,0,0,,2.2,-8.3,8
USW00014745,"CONCORD ASOS, NH US",1/6/2012,0.3,5,0,,0.6,-9.4,3.1
USW00014745,"CONCORD ASOS, NH US",1/7/2012,0,0,0,,6.7,-5.6,3.6
USW00014745,"CONCORD ASOS, NH US",1/8/2012,0,0,0,,5,-6.1,8
USW00014745,"CONCORD ASOS, NH US",1/9/2012,0,0,0,,1.7,-9.4,4.5
USW00014745,"CONCORD ASOS, NH US",1/10/2012,0,0,0,,6.1,-5,7.6
USW00014745,"CONCORD ASOS, NH US",1/11/2012,0,0,0,,1.1,-6.1,4
USW00014745,"CONCORD ASOS, NH US",1/12/2012,8.6,94,25,,0,-3.3,7.2
USW00014745,"CONCORD ASOS, NH US",1/13/2012,2.8,0,102,,2.2,-3.3,12.5
USW00014745,"CONCORD ASOS, NH US",1/14/2012,0,0,76,,-0.6,-15,8.9
USW00014745,"CONCORD ASOS, NH US",1/15/2012,0,0,76,,-12.2,-18.3,10.7
USW00014745,"CONCORD ASOS, NH US",1/16/2012,0,0,76,,-1.1,-20.6,7.2
USW00014745,"CONCORD ASOS, NH US",1/17/2012,5.6,36,102,,3.9,-2.8,4.5
USW00014745,"CONCORD ASOS, NH US",1/18/2012,0,0,51,,7.2,-10.6,13.9
USW00014745,"CONCORD ASOS, NH US",1/19/2012,5.1,33,51,,-2.8,-16.1,6.7
USW00014745,"CONCORD ASOS, NH US",1/20/2012,1.5,30,102,,-3.9,-14.4,7.6
USW00014745,"CONCORD ASOS, NH US",1/21/2012,3.3,30,102,,-7.8,-17.8,3.6
USW00014745,"CONCORD ASOS, NH US",1/22/2012,0,0,127,,-4.4,-21.7,3.1
USW00014745,"CONCORD ASOS, NH US",1/23/2012,7.9,0,102,,0,-6.7,3.6
USW00014745,"CONCORD ASOS, NH US",1/24/2012,0.3,0,76,,9.4,-0.6,7.6
USW00014745,"CONCORD ASOS, NH US",1/25/2012,0,0,51,,2.8,-0.6,8
USW00014745,"CONCORD ASOS, NH US",1/26/2012,3.3,13,51,,3.9,-2.2,7.2
USW00014745,"CONCORD ASOS, NH US",1/27/2012,30.5,0,76,,3.3,-0.6,10.7
USW00014745,"CONCORD ASOS, NH US",1/28/2012,0,0,76,,6.7,0,10.7
USW00014745,"CONCORD ASOS, NH US",1/29/2012,0,0,76,,4.4,-6.1,10.3
USW00014745,"CONCORD ASOS, NH US",1/30/2012,0,0,76,,1.1,-8.3,11.6
USW00014745,"CONCORD ASOS, NH US",1/31/2012,0.8,18,76,,-0.6,-7.8,3.1
USW00014745,"CONCORD ASOS, NH US",2/1/2012,0.3,0,76,,7.2,-2.8,6.7
USW00014745,"CONCORD ASOS, NH US",2/2/2012,0,0,76,,4.4,-2.8,6.3
USW00014745,"CONCORD ASOS, NH US",2/3/2012,0,0,76,,1.7,-7.8,8
USW00014745,"CONCORD ASOS, NH US",2/4/2012,0,0,76,,2.2,-6.7,9.8
USW00014745,"CONCORD ASOS, NH US",2/5/2012,0,0,76,,1.7,-12.2,5.8
USW00014745,"CONCORD ASOS, NH US",2/6/2012,0,0,76,,9.4,-8.9,7.2
USW00014745,"CONCORD ASOS, NH US",2/7/2012,0,0,76,,5.6,-6.7,7.2
USW00014745,"CONCORD ASOS, NH US",2/8/2012,0,0,76,,2.8,-12.2,4.5
USW00014745,"CONCORD ASOS, NH US",2/9/2012,0,0,76,,6.7,-6.7,6.7
USW00014745,"CONCORD ASOS, NH US",2/10/2012,0,0,76,,9.4,-9.4,6.7
USW00014745,"CONCORD ASOS, NH US",2/11/2012,0,0,76,,3.9,-7.2,9.8
USW00014745,"CONCORD ASOS, NH US",2/12/2012,0,0,76,,-6.1,-12.8,10.7
USW00014745,"CONCORD ASOS, NH US",2/13/2012,0,0,76,,3.9,-14.4,11.6
USW00014745,"CONCORD ASOS, NH US",2/14/2012,0,0,51,,4.4,-10.6,4.5
USW00014745,"CONCORD ASOS, NH US",2/15/2012,0,0,51,,5,-2.2,2.7
USW00014745,"CONCORD ASOS, NH US",2/16/2012,1.5,0,51,,7.2,-6.1,5.4
USW00014745,"CONCORD ASOS, NH US",2/17/2012,0.3,0,51,,9.4,-4.4,7.6
USW00014745,"CONCORD ASOS, NH US",2/18/2012,0,0,51,,6.7,-5,8
USW00014745,"CONCORD ASOS, NH US",2/19/2012,0,0,51,,4.4,-4.4,7.2
USW00014745,"CONCORD ASOS, NH US",2/20/2012,0,0,51,,3.3,-5,11.6
USW00014745,"CONCORD ASOS, NH US",2/21/2012,0.5,8,51,,5,-10.6,7.6
USW00014745,"CONCORD ASOS, NH US",2/22/2012,0,0,51,,11.1,-2.8,9.4
USW00014745,"CONCORD ASOS, NH US",2/23/2012,1.5,0,25,,8.9,-2.2,10.7
USW00014745,"CONCORD ASOS, NH US",2/24/2012,26.4,15,0,,2.2,-3.3,7.2
USW00014745,"CONCORD ASOS, NH US",2/25/2012,0,0,25,,3.9,-3.3,13
USW00014745,"CONCORD ASOS, NH US",2/26/2012,0,0,25,,2.2,-6.7,11.2
USW00014745,"CONCORD ASOS, NH US",2/27/2012,0,0,25,,5,-10,5.4
USW00014745,"CONCORD ASOS, NH US",2/28/2012,0,0,25,,4.4,-4.4,10.7
USW00014745,"CONCORD ASOS, NH US",2/29/2012,4.6,53,0,,-0.6,-5,4.5
USW00014745,"CONCORD ASOS, NH US",3/1/2012,15.5,180,102,,-1.1,-6.1,8
USW00014745,"CONCORD ASOS, NH US",3/2/2012,0.3,0,203,,-2.2,-7.8,4.5
USW00014745,"CONCORD ASOS, NH US",3/3/2012,16.5,46,203,,3.9,-2.2,6.3
USW00014745,"CONCORD ASOS, NH US",3/4/2012,0,0,152,,5.6,-6.1,5.8
USW00014745,"CONCORD ASOS, NH US",3/5/2012,0,0,127,,-1.7,-8.9,9.4
USW00014745,"CONCORD ASOS, NH US",3/6/2012,0,0,127,,1.7,-12.2,6.7
USW00014745,"CONCORD ASOS, NH US",3/7/2012,0,0,127,,12.8,-9.4,6.7
USW00014745,"CONCORD ASOS, NH US",3/8/2012,0,0,102,,18.9,2.8,12.5
USW00014745,"CONCORD ASOS, NH US",3/9/2012,0.8,0,25,,15.6,-2.8,14.3
USW00014745,"CONCORD ASOS, NH US",3/10/2012,0.3,13,25,,3.9,-5.6,5.4
USW00014745,"CONCORD ASOS, NH US",3/11/2012,0,0,25,,14.4,-5.6,6.3
USW00014745,"CONCORD ASOS, NH US",3/12/2012,0,0,0,,20.6,-2.8,5.8
USW00014745,"CONCORD ASOS, NH US",3/13/2012,0.3,0,0,,21.7,5.6,6.7
USW00014745,"CONCORD ASOS, NH US",3/14/2012,0,0,0,,14.4,2.8,6.7
USW00014745,"CONCORD ASOS, NH US",3/15/2012,0,0,0,,7.2,0.6,4.5
USW00014745,"CONCORD ASOS, NH US",3/16/2012,3,0,0,,5,1.1,5.4
USW00014745,"CONCORD ASOS, NH US",3/17/2012,0,0,0,,11.1,-1.7,3.1
USW00014745,"CONCORD ASOS, NH US",3/18/2012,0,0,0,,27.2,-1.7,4.5
USW00014745,"CONCORD ASOS, NH US",3/19/2012,0,0,0,,27.2,2.8,7.6
USW00014745,"CONCORD ASOS, NH US",3/20/2012,0,0,0,,27.2,2.2,4
USW00014745,"CONCORD ASOS, NH US",3/21/2012,0,0,0,,28.3,5.6,4.5
USW00014745,"CONCORD ASOS, NH US",3/22/2012,0,0,0,,28.9,5.6,6.7
USW00014745,"CONCORD ASOS, NH US",3/23/2012,0,0,0,,22.2,11.1,9.8
USW00014745,"CONCORD ASOS, NH US",3/24/2012,0,0,0,,13.3,7.8,6.3
USW00014745,"CONCORD ASOS, NH US",3/25/2012,4.3,0,0,,7.8,3.3,5.4
USW00014745,"CONCORD ASOS, NH US",3/26/2012,0,0,0,,5.6,-2.2,13.4
USW00014745,"CONCORD ASOS, NH US",3/27/2012,0,0,0,,7.2,-5.6,12.5
USW00014745,"CONCORD ASOS, NH US",3/28/2012,0.8,0,0,,7.8,-1.1,4
USW00014745,"CONCORD ASOS, NH US",3/29/2012,0,0,0,,6.7,1.1,9.4
USW00014745,"CONCORD ASOS, NH US",3/30/2012,0,0,0,,8.3,-1.7,10.7
USW00014745,"CONCORD ASOS, NH US",3/31/2012,0,0,0,,9.4,-2.2,3.6
USW00014745,"CONCORD ASOS, NH US",4/1/2012,1.8,0,0,,11.1,-5.6,5.4
USW00014745,"CONCORD ASOS, NH US",4/2/2012,0.3,0,0,,11.1,-0.6,10.7
USW00014745,"CONCORD ASOS, NH US",4/3/2012,0,0,0,,13.9,-5,10.3
USW00014745,"CONCORD ASOS, NH US",4/4/2012,0,0,0,,15,-1.1,12.5
USW00014745,"CONCORD ASOS, NH US",4/5/2012,0,0,0,,8.9,-2.8,10.3
USW00014745,"CONCORD ASOS, NH US",4/6/2012,0,0,0,,10.6,-4.4,8.9
USW00014745,"CONCORD ASOS, NH US",4/7/2012,0,0,0,,12.2,-4.4,10.3
USW00014745,"CONCORD ASOS, NH US",4/8/2012,0,0,0,,8.9,3.3,8.9
USW00014745,"CONCORD ASOS, NH US",4/9/2012,0,0,0,,11.7,-0.6,10.3
USW00014745,"CONCORD ASOS, NH US",4/10/2012,0,0,0,,13.3,-1.1,8.9
USW00014745,"CONCORD ASOS, NH US",4/11/2012,0,0,0,,14.4,-3.3,5.8
USW00014745,"CONCORD ASOS, NH US",4/12/2012,0.8,0,0,,13.3,0,8
USW00014745,"CONCORD ASOS, NH US",4/13/2012,0,0,0,,18.3,-3.3,8
USW00014745,"CONCORD ASOS, NH US",4/14/2012,0,0,0,,21.1,-2.8,7.2
USW00014745,"CONCORD ASOS, NH US",4/15/2012,0,0,0,,25.6,3.9,9.4
USW00014745,"CONCORD ASOS, NH US",4/16/2012,0,0,0,,32.2,12.2,8
USW00014745,"CONCORD ASOS, NH US",4/17/2012,0,0,0,,26.7,11.1,10.3
USW00014745,"CONCORD ASOS, NH US",4/18/2012,0,0,0,,16.1,5,8
USW00014745,"CONCORD ASOS, NH US",4/19/2012,0,0,0,,22.2,0.6,6.3
USW00014745,"CONCORD ASOS, NH US",4/20/2012,0,0,0,,26.7,3.3,9.8
USW00014745,"CONCORD ASOS, NH US",4/21/2012,0,0,0,,26.1,11.7,9.4
USW00014745,"CONCORD ASOS, NH US",4/22/2012,26.7,0,0,,13.3,4.4,8
USW00014745,"CONCORD ASOS, NH US",4/23/2012,31.2,0,0,,15,3.9,8.9
USW00014745,"CONCORD ASOS, NH US",4/24/2012,0.5,0,0,,12.8,2.8,10.7
USW00014745,"CONCORD ASOS, NH US",4/25/2012,0,0,0,,14.4,0,8.9
USW00014745,"CONCORD ASOS, NH US",4/26/2012,5.6,0,0,,17.8,-2.2,6.7
USW00014745,"CONCORD ASOS, NH US",4/27/2012,1.5,0,0,,11.1,1.7,11.6
USW00014745,"CONCORD ASOS, NH US",4/28/2012,0,0,0,,12.8,0,10.7
USW00014745,"CONCORD ASOS, NH US",4/29/2012,0,0,0,,12.8,-2.2,12.5
USW00014745,"CONCORD ASOS, NH US",4/30/2012,0,0,0,,17.2,-1.1,5.8
USW00014745,"CONCORD ASOS, NH US",5/1/2012,20.1,0,0,,10.6,5,5.4
USW00014745,"CONCORD ASOS, NH US",5/2/2012,0,0,0,,10.6,5.6,4.5
USW00014745,"CONCORD ASOS, NH US",5/3/2012,2.3,0,0,,11.1,6.1,3.6
USW00014745,"CONCORD ASOS, NH US",5/4/2012,3.3,0,0,,12.8,8.9,4
USW00014745,"CONCORD ASOS, NH US",5/5/2012,0.3,0,0,,21.1,9.4,5.4
USW00014745,"CONCORD ASOS, NH US",5/6/2012,0,0,0,,20.6,7.2,5.8
USW00014745,"CONCORD ASOS, NH US",5/7/2012,0,0,0,,21.7,2.2,6.3
USW00014745,"CONCORD ASOS, NH US",5/8/2012,21.6,0,0,,12.2,7.8,6.3
USW00014745,"CONCORD ASOS, NH US",5/9/2012,0.5,0,0,,17.2,9.4,3.6
USW00014745,"CONCORD ASOS, NH US",5/10/2012,17.5,0,0,,18.3,6.7,6.7
USW00014745,"CONCORD ASOS, NH US",5/11/2012,0,0,0,,18.9,2.2,10.7
USW00014745,"CONCORD ASOS, NH US",5/12/2012,0,0,0,,26.7,-0.6,9.8
USW00014745,"CONCORD ASOS, NH US",5/13/2012,0,0,0,,28.9,6.1,7.2
USW00014745,"CONCORD ASOS, NH US",5/14/2012,6.4,0,0,,18.9,11.7,4.5
USW00014745,"CONCORD ASOS, NH US",5/15/2012,14.2,0,0,,22.2,12.8,8
USW00014745,"CONCORD ASOS, NH US",5/16/2012,12.2,0,0,,23.3,13.9,9.4
USW00014745,"CONCORD ASOS, NH US",5/17/2012,0,0,0,,19.4,4.4,8.9
USW00014745,"CONCORD ASOS, NH US",5/18/2012,0,0,0,,23.3,2.2,5.4
USW00014745,"CONCORD ASOS, NH US",5/19/2012,0,0,0,,27.8,5,4.5
USW00014745,"CONCORD ASOS, NH US",5/20/2012,0,0,0,,29.4,8.3,6.7
USW00014745,"CONCORD ASOS, NH US",5/21/2012,0,0,0,,25.6,8.3,6.7
USW00014745,"CONCORD ASOS, NH US",5/22/2012,8.1,0,0,,19.4,13.9,3.6
USW00014745,"CONCORD ASOS, NH US",5/23/2012,0,0,0,,26.1,16.1,4.5
USW00014745,"CONCORD ASOS, NH US",5/24/2012,0,0,0,,25,13.3,5.8
USW00014745,"CONCORD ASOS, NH US",5/25/2012,0.3,0,0,,22.2,14.4,5.4
USW00014745,"CONCORD ASOS, NH US",5/26/2012,0,0,0,,31.1,13.3,6.7
USW00014745,"CONCORD ASOS, NH US",5/27/2012,0,0,0,,27.8,10.6,6.3
USW00014745,"CONCORD ASOS, NH US",5/28/2012,0,0,0,,26.7,13.9,6.3
USW00014745,"CONCORD ASOS, NH US",5/29/2012,14.2,0,0,,18.9,13.9,7.6
USW00014745,"CONCORD ASOS, NH US",5/30/2012,0,0,0,,26.1,15,5.4
USW00014745,"CONCORD ASOS, NH US",5/31/2012,0,0,0,,26.1,12.2,7.6
USW00014745,"CONCORD ASOS, NH US",6/1/2012,0,0,0,,22.8,8.3,5.8
USW00014745,"CONCORD ASOS, NH US",6/2/2012,49.8,0,0,,14.4,11.1,9.8
USW00014745,"CONCORD ASOS, NH US",6/3/2012,0.8,0,0,,16.1,10.6,7.6
USW00014745,"CONCORD ASOS, NH US",6/4/2012,7.4,0,0,,11.7,9.4,7.6
USW00014745,"CONCORD ASOS, NH US",6/5/2012,3.8,0,0,,15,8.3,5.8
USW00014745,"CONCORD ASOS, NH US",6/6/2012,5.8,0,0,,19.4,8.3,5.8
USW00014745,"CONCORD ASOS, NH US",6/7/2012,0.3,0,0,,21.1,8.9,7.2
USW00014745,"CONCORD ASOS, NH US",6/8/2012,1,0,0,,26.1,11.7,9.4
USW00014745,"CONCORD ASOS, NH US",6/9/2012,0,0,0,,26.1,8.3,7.6
USW00014745,"CONCORD ASOS, NH US",6/10/2012,0,0,0,,27.8,7.2,5.4
USW00014745,"CONCORD ASOS, NH US",6/11/2012,0,0,0,,24.4,11.7,7.2
USW00014745,"CONCORD ASOS, NH US",6/12/2012,3.8,0,0,,25,13.9,6.3
USW00014745,"CONCORD ASOS, NH US",6/13/2012,20.6,0,0,,23.9,15,4.5
USW00014745,"CONCORD ASOS, NH US",6/14/2012,0,0,0,,26.1,11.7,5.4
USW00014745,"CONCORD ASOS, NH US",6/15/2012,0,0,0,,25.6,7.8,6.3
USW00014745,"CONCORD ASOS, NH US",6/16/2012,0,0,0,,22.8,8.9,7.2
USW00014745,"CONCORD ASOS, NH US",6/17/2012,0,0,0,,22.2,8.9,6.3
USW00014745,"CONCORD ASOS, NH US",6/18/2012,0,0,0,,20,9.4,4.5
USW00014745,"CONCORD ASOS, NH US",6/19/2012,0,0,0,,25,13.3,5.4
USW00014745,"CONCORD ASOS, NH US",6/20/2012,0,0,0,,35.6,16.1,7.6
USW00014745,"CONCORD ASOS, NH US",6/21/2012,0,0,0,,35,18.9,7.6
USW00014745,"CONCORD ASOS, NH US",6/22/2012,0,0,0,,33.9,18.3,7.2
USW00014745,"CONCORD ASOS, NH US",6/23/2012,1,0,0,,30.6,13.9,9.8
USW00014745,"CONCORD ASOS, NH US",6/24/2012,0,0,0,,28.3,11.1,5.8
USW00014745,"CONCORD ASOS, NH US",6/25/2012,5.3,0,0,,20,14.4,7.6
USW00014745,"CONCORD ASOS, NH US",6/26/2012,0,0,0,,21.7,13.3,9.4
USW00014745,"CONCORD ASOS, NH US",6/27/2012,0,0,0,,23.3,12.8,9.8
USW00014745,"CONCORD ASOS, NH US",6/28/2012,0,0,0,,28.3,13.3,9.8
USW00014745,"CONCORD ASOS, NH US",6/29/2012,2.3,0,0,,33.3,12.8,8
USW00014745,"CONCORD ASOS, NH US",6/30/2012,0,0,0,,32.2,12.2,10.3
USW00014745,"CONCORD ASOS, NH US",7/1/2012,0,0,0,,32.8,14.4,7.2
USW00014745,"CONCORD ASOS, NH US",7/2/2012,9.4,0,0,,28.9,16.1,11.2
USW00014745,"CONCORD ASOS, NH US",7/3/2012,0,0,0,,28.9,12.2,8
USW00014745,"CONCORD ASOS, NH US",7/4/2012,28.2,0,0,,30.6,15.6,10.3
USW00014745,"CONCORD ASOS, NH US",7/5/2012,0,0,0,,28.3,15.6,8
USW00014745,"CONCORD ASOS, NH US",7/6/2012,0,0,0,,31.1,14.4,4.5
USW00014745,"CONCORD ASOS, NH US",7/7/2012,0,0,0,,28.3,17.8,5.4
USW00014745,"CONCORD ASOS, NH US",7/8/2012,0,0,0,,29.4,13.9,8
USW00014745,"CONCORD ASOS, NH US",7/9/2012,0,0,0,,27.2,10,6.3
USW00014745,"CONCORD ASOS, NH US",7/10/2012,0,0,0,,27.8,7.8,4.5
USW00014745,"CONCORD ASOS, NH US",7/11/2012,0,0,0,,30,10,4.5
USW00014745,"CONCORD ASOS, NH US",7/12/2012,0,0,0,,32.8,14.4,4.5
USW00014745,"CONCORD ASOS, NH US",7/13/2012,0,0,0,,33.3,15.6,6.3
USW00014745,"CONCORD ASOS, NH US",7/14/2012,0,0,0,,32.8,18.3,4.5
USW00014745,"CONCORD ASOS, NH US",7/15/2012,9.4,0,0,,32.8,16.1,5.4
USW00014745,"CONCORD ASOS, NH US",7/16/2012,0.3,0,0,,31.7,19.4,6.7
USW00014745,"CONCORD ASOS, NH US",7/17/2012,9.4,0,0,,35,17.8,10.3
USW00014745,"CONCORD ASOS, NH US",7/18/2012,0,0,0,,30.6,18.3,5.4
USW00014745,"CONCORD ASOS, NH US",7/19/2012,0,0,0,,27.2,11.7,6.7
USW00014745,"CONCORD ASOS, NH US",7/20/2012,0,0,0,,24.4,11.7,4.5
USW00014745,"CONCORD ASOS, NH US",7/21/2012,0,0,0,,27.8,9.4,3.6
USW00014745,"CONCORD ASOS, NH US",7/22/2012,0,0,0,,30.6,11.7,5.8
USW00014745,"CONCORD ASOS, NH US",7/23/2012,1.8,0,0,,31.7,16.7,6.7
USW00014745,"CONCORD ASOS, NH US",7/24/2012,3.3,0,0,,30.6,17.2,11.2
USW00014745,"CONCORD ASOS, NH US",7/25/2012,0,0,0,,27.8,15,8.9
USW00014745,"CONCORD ASOS, NH US",7/26/2012,15.2,0,0,,24.4,15.6,7.2
USW00014745,"CONCORD ASOS, NH US",7/27/2012,1,0,0,,25,18.3,3.6
USW00014745,"CONCORD ASOS, NH US",7/28/2012,1,0,0,,26.7,18.3,4
USW00014745,"CONCORD ASOS, NH US",7/29/2012,4.6,0,0,,23.3,13.9,4.5
USW00014745,"CONCORD ASOS, NH US",7/30/2012,0,0,0,,29.4,13.3,6.3
USW00014745,"CONCORD ASOS, NH US",7/31/2012,0,0,0,,27.8,15,6.3
USW00014745,"CONCORD ASOS, NH US",8/1/2012,0,0,0,,28.9,18.3,6.3
USW00014745,"CONCORD ASOS, NH US",8/2/2012,0,0,0,,32.8,18.9,5.4
USW00014745,"CONCORD ASOS, NH US",8/3/2012,0,0,0,,32.8,16.7,5.8
USW00014745,"CONCORD ASOS, NH US",8/4/2012,1.3,0,0,,33.3,17.8,6.3
USW00014745,"CONCORD ASOS, NH US",8/5/2012,13.5,0,0,,33.3,16.7,11.6
USW00014745,"CONCORD ASOS, NH US",8/6/2012,0,0,0,,27.8,14.4,6.7
USW00014745,"CONCORD ASOS, NH US",8/7/2012,0,0,0,,28.9,11.7,5.4
USW00014745,"CONCORD ASOS, NH US",8/8/2012,0,0,0,,31.1,12.8,4.5
USW00014745,"CONCORD ASOS, NH US",8/9/2012,3.6,0,0,,31.1,15.6,4.5
USW00014745,"CONCORD ASOS, NH US",8/10/2012,63.5,0,0,,27.8,19.4,9.8
USW00014745,"CONCORD ASOS, NH US",8/11/2012,39.4,0,0,,27.2,18.9,6.7
USW00014745,"CONCORD ASOS, NH US",8/12/2012,7.1,0,0,,28.3,18.9,10.3
USW00014745,"CONCORD ASOS, NH US",8/13/2012,0,0,0,,29.4,17.2,5.8
USW00014745,"CONCORD ASOS, NH US",8/14/2012,0,0,0,,28.3,14.4,4
USW00014745,"CONCORD ASOS, NH US",8/15/2012,5.1,0,0,,28.3,18.3,4
USW00014745,"CONCORD ASOS, NH US",8/16/2012,19.6,0,0,,27.8,15.6,7.6
USW00014745,"CONCORD ASOS, NH US",8/17/2012,1.5,0,0,,30.6,12.8,5.8
USW00014745,"CONCORD ASOS, NH US",8/18/2012,1.3,0,0,,26.7,12.2,5.8
USW00014745,"CONCORD ASOS, NH US",8/19/2012,0,0,0,,24.4,9.4,3.6
USW00014745,"CONCORD ASOS, NH US",8/20/2012,0,0,0,,25.6,11.1,3.6
USW00014745,"CONCORD ASOS, NH US",8/21/2012,0,0,0,,28.3,13.3,5.8
USW00014745,"CONCORD ASOS, NH US",8/22/2012,0,0,0,,27.8,10,4.5
USW00014745,"CONCORD ASOS, NH US",8/23/2012,0,0,0,,30.6,10.6,5.4
USW00014745,"CONCORD ASOS, NH US",8/24/2012,0,0,0,,29.4,12.8,4.5
USW00014745,"CONCORD ASOS, NH US",8/25/2012,0,0,0,,26.7,15,5.4
USW00014745,"CONCORD ASOS, NH US",8/26/2012,0,0,0,,28.9,12.8,5.4
USW00014745,"CONCORD ASOS, NH US",8/27/2012,0,0,0,,30.6,12.2,6.3
USW00014745,"CONCORD ASOS, NH US",8/28/2012,5.3,0,0,,30,15,9.8
USW00014745,"CONCORD ASOS, NH US",8/29/2012,0,0,0,,25,9.4,6.3
USW00014745,"CONCORD ASOS, NH US",8/30/2012,0,0,0,,27.8,7.2,6.3
USW00014745,"CONCORD ASOS, NH US",8/31/2012,0,0,0,,30.6,10.6,5.8
USW00014745,"CONCORD ASOS, NH US",9/1/2012,0,0,0,,26.7,13.3,3.6
USW00014745,"CONCORD ASOS, NH US",9/2/2012,0,0,0,,25,12.8,4.5
USW00014745,"CONCORD ASOS, NH US",9/3/2012,0,0,0,,25.6,14.4,5.4
USW00014745,"CONCORD ASOS, NH US",9/4/2012,11.4,0,0,,18.3,15,3.1
USW00014745,"CONCORD ASOS, NH US",9/5/2012,22.6,0,0,,26.7,17.8,6.3
USW00014745,"CONCORD ASOS, NH US",9/6/2012,1.8,0,0,,25,17.8,3.6
USW00014745,"CONCORD ASOS, NH US",9/7/2012,0,0,0,,30,15.6,4.5
USW00014745,"CONCORD ASOS, NH US",9/8/2012,8.6,0,0,,28.9,16.1,10.7
USW00014745,"CONCORD ASOS, NH US",9/9/2012,1.3,0,0,,23.9,11.1,3.1
USW00014745,"CONCORD ASOS, NH US",9/10/2012,0,0,0,,19.4,8.9,9.8
USW00014745,"CONCORD ASOS, NH US",9/11/2012,0,0,0,,23.3,4.4,5.4
USW00014745,"CONCORD ASOS, NH US",9/12/2012,0,0,0,,25.6,4.4,4
USW00014745,"CONCORD ASOS, NH US",9/13/2012,0,0,0,,28.3,7.8,4.5
USW00014745,"CONCORD ASOS, NH US",9/14/2012,0,0,0,,28.3,10,5.4
USW00014745,"CONCORD ASOS, NH US",9/15/2012,0.8,0,0,,22.2,6.7,8.9
USW00014745,"CONCORD ASOS, NH US",9/16/2012,0,0,0,,20.6,2.8,7.2
USW00014745,"CONCORD ASOS, NH US",9/17/2012,0,0,0,,24.4,1.7,4
USW00014745,"CONCORD ASOS, NH US",9/18/2012,16,0,0,,21.7,9.4,11.2
USW00014745,"CONCORD ASOS, NH US",9/19/2012,0,0,0,,21.1,3.9,7.2
USW00014745,"CONCORD ASOS, NH US",9/20/2012,0,0,0,,19.4,1.1,4
USW00014745,"CONCORD ASOS, NH US",9/21/2012,0,0,0,,19.4,3.9,4
USW00014745,"CONCORD ASOS, NH US",9/22/2012,3,0,0,,22.2,6.1,5.4
USW00014745,"CONCORD ASOS, NH US",9/23/2012,1.5,0,0,,20,4.4,8
USW00014745,"CONCORD ASOS, NH US",9/24/2012,0,0,0,,18.3,1.7,5.4
USW00014745,"CONCORD ASOS, NH US",9/25/2012,0,0,0,,22.2,0,7.6
USW00014745,"CONCORD ASOS, NH US",9/26/2012,0.8,0,0,,22.2,12.8,5.8
USW00014745,"CONCORD ASOS, NH US",9/27/2012,0.3,0,0,,18.9,4.4,7.6
USW00014745,"CONCORD ASOS, NH US",9/28/2012,29.2,0,0,,11.1,2.8,3.6
USW00014745,"CONCORD ASOS, NH US",9/29/2012,1.3,0,0,,14.4,9.4,4.5
USW00014745,"CONCORD ASOS, NH US",9/30/2012,4.1,0,0,,15,8.3,3.1
USW00014745,"CONCORD ASOS, NH US",10/1/2012,0.8,0,0,,16.7,7.8,8
USW00014745,"CONCORD ASOS, NH US",10/2/2012,0.5,0,0,,20,9.4,2.7
USW00014745,"CONCORD ASOS, NH US",10/3/2012,5.6,0,0,,17.2,14.4,3.1
USW00014745,"CONCORD ASOS, NH US",10/4/2012,4.1,0,0,,16.1,14.4,2.7
USW00014745,"CONCORD ASOS, NH US",10/5/2012,0,0,0,,25,12.8,3.6
USW00014745,"CONCORD ASOS, NH US",10/6/2012,0,0,0,,25.6,6.7,8.9
USW00014745,"CONCORD ASOS, NH US",10/7/2012,3.8,0,0,,12.8,1.7,4
USW00014745,"CONCORD ASOS, NH US",10/8/2012,0.5,0,0,,13.3,2.8,5.4
USW00014745,"CONCORD ASOS, NH US",10/9/2012,0,0,0,,13.3,2.2,5.4
