STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
SZ000003700,"ZUERICH FLUNTERN, SZ",1/1/1901,1,,,4,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/2/1901,0,,,1,-3
SZ000003700,"ZUERICH FLUNTERN, SZ",1/3/1901,0,,,2,-8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/4/1901,0,,,-4.5,-11
SZ000003700,"ZUERICH FLUNTERN, SZ",1/5/1901,0,,,-5,-12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/6/1901,0,,,-8,-13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/7/1901,0,,,-7,-12
SZ000003700,"ZUERICH FLUNTERN, SZ",1/8/1901,0,,,-2.5,-11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/9/1901,0,,,3.5,-9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/10/1901,0,,,5,-6
SZ000003700,"ZUERICH FLUNTERN, SZ",1/11/1901,0.1,,,4,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/12/1901,0,,,7.5,0
SZ000003700,"ZUERICH FLUNTERN, SZ",1/13/1901,0,,,2.5,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/14/1901,0,,,-0.5,-5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/15/1901,0,,,-1.5,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/16/1901,0,,,-1.5,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",1/17/1901,0,,,-5.5,-9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/18/1901,0,,,-2,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",1/19/1901,0,,,-1.5,-9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/20/1901,3.7,,,7.5,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/21/1901,0.8,,,5,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/22/1901,0.2,,,7,1
SZ000003700,"ZUERICH FLUNTERN, SZ",1/23/1901,0.1,,,3.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/24/1901,0,,,5,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/25/1901,0,,,9.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/26/1901,8.7,,,6.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/27/1901,13.1,,,7.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",1/28/1901,7,,,8,1
SZ000003700,"ZUERICH FLUNTERN, SZ",1/29/1901,4.1,,,6,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",1/30/1901,0,,,3.5,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",1/31/1901,0,,,4.5,-5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/1/1901,2.4,,,1.5,-4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/2/1901,6.5,,,0.5,-4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/3/1901,0,,,3,-9
SZ000003700,"ZUERICH FLUNTERN, SZ",2/4/1901,0,,,5,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/5/1901,2.9,,,6.5,-1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/6/1901,0.1,,,5,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/7/1901,1.5,,,-0.5,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/8/1901,0.8,,,-1,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/9/1901,0,,,2.5,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/10/1901,0,,,-0.5,-8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/11/1901,2.2,,,1,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/12/1901,0.2,,,-1,-13
SZ000003700,"ZUERICH FLUNTERN, SZ",2/13/1901,0.5,,,-1.5,-9
SZ000003700,"ZUERICH FLUNTERN, SZ",2/14/1901,0,,,-5.5,-13
SZ000003700,"ZUERICH FLUNTERN, SZ",2/15/1901,0,,,-5.5,-17
SZ000003700,"ZUERICH FLUNTERN, SZ",2/16/1901,4.7,,,-6.2,-17
SZ000003700,"ZUERICH FLUNTERN, SZ",2/17/1901,5.7,,,-1.5,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/18/1901,0.7,,,-1.5,-9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/19/1901,0.5,,,-2.5,-14
SZ000003700,"ZUERICH FLUNTERN, SZ",2/20/1901,0,,,-1.5,-11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/21/1901,0.1,,,-4,-14
SZ000003700,"ZUERICH FLUNTERN, SZ",2/22/1901,0,,,-2,-15.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/23/1901,0,,,-1,-14.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/24/1901,0,,,4.5,-7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/25/1901,0,,,4.5,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/26/1901,0,,,6.5,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/27/1901,0,,,11,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/28/1901,1,,,12,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/1/1901,5.4,,,9,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/2/1901,8.7,,,12.5,2
SZ000003700,"ZUERICH FLUNTERN, SZ",3/3/1901,4.8,,,9,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/4/1901,2.6,,,6.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/5/1901,3.5,,,7.1,1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/6/1901,1.5,,,9.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/7/1901,0.4,,,6.2,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/8/1901,0,,,9.5,-2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/9/1901,0,,,3.5,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/10/1901,0,,,3.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/11/1901,0,,,5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/12/1901,3,,,2.5,0
SZ000003700,"ZUERICH FLUNTERN, SZ",3/13/1901,0,,,6.5,0
SZ000003700,"ZUERICH FLUNTERN, SZ",3/14/1901,0,,,12,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/15/1901,0,,,11,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/16/1901,0,,,10.5,3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/17/1901,0,,,11.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/18/1901,0,,,15.5,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/19/1901,0,,,18,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/20/1901,26.6,,,12,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/21/1901,3.4,,,6.3,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/22/1901,0.1,,,-0.4,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/23/1901,2,,,0,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/24/1901,0.1,,,0.5,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/25/1901,0.7,,,6.5,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/26/1901,4.9,,,3.5,-3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/27/1901,0.1,,,2.5,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",3/28/1901,3.2,,,1.5,-4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/29/1901,0,,,2,-5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/30/1901,0,,,10.5,-6
SZ000003700,"ZUERICH FLUNTERN, SZ",3/31/1901,0,,,18,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/1/1901,3.3,,,14,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/2/1901,0,,,17.5,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/3/1901,0,,,16.5,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/4/1901,1.2,,,15,6
SZ000003700,"ZUERICH FLUNTERN, SZ",4/5/1901,46.8,,,13,5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/6/1901,4.9,,,13,3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/7/1901,27,,,15.5,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/8/1901,4,,,20.5,8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/9/1901,24.6,,,17,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/10/1901,15.1,,,9.5,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/11/1901,3.1,,,15,4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/12/1901,21.3,,,11.8,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/13/1901,4.9,,,8.5,2
SZ000003700,"ZUERICH FLUNTERN, SZ",4/14/1901,15.8,,,9,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/15/1901,12.8,,,14.5,7
SZ000003700,"ZUERICH FLUNTERN, SZ",4/16/1901,3.1,,,9.6,1
SZ000003700,"ZUERICH FLUNTERN, SZ",4/17/1901,1.8,,,7.5,2
SZ000003700,"ZUERICH FLUNTERN, SZ",4/18/1901,0.1,,,8,0
SZ000003700,"ZUERICH FLUNTERN, SZ",4/19/1901,0,,,13,1.2
SZ000003700,"ZUERICH FLUNTERN, SZ",4/20/1901,0,,,18.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/21/1901,0,,,20.5,3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/22/1901,0,,,20.5,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/23/1901,0,,,18.5,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/24/1901,0,,,17,3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/25/1901,0,,,17.5,4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/26/1901,0,,,19,4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/27/1901,0,,,22.5,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/28/1901,3.2,,,17,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/29/1901,0.8,,,17,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/30/1901,0,,,13,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/1/1901,0,,,15,4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/2/1901,0,,,18,2
SZ000003700,"ZUERICH FLUNTERN, SZ",5/3/1901,1.3,,,19,6
SZ000003700,"ZUERICH FLUNTERN, SZ",5/4/1901,0,,,20,4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/5/1901,0,,,21.5,4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/6/1901,6.6,,,20.5,8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/7/1901,1.8,,,15,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/8/1901,2.6,,,12.5,4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/9/1901,0.3,,,15,5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/10/1901,1.7,,,14,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/11/1901,0.9,,,12,6.4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/12/1901,0,,,20,8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/13/1901,0,,,23.5,8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/14/1901,0,,,23.5,7
SZ000003700,"ZUERICH FLUNTERN, SZ",5/15/1901,0,,,23,7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/16/1901,0,,,20,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/17/1901,0,,,17.5,6
SZ000003700,"ZUERICH FLUNTERN, SZ",5/18/1901,0,,,21,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/19/1901,0,,,22,6
SZ000003700,"ZUERICH FLUNTERN, SZ",5/20/1901,0,,,23.5,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/21/1901,0,,,24,8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/22/1901,0,,,23,7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/23/1901,0,,,22,9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/24/1901,0,,,23.5,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/25/1901,0,,,26,9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/26/1901,6.4,,,23,12
SZ000003700,"ZUERICH FLUNTERN, SZ",5/27/1901,0,,,26,9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/28/1901,0,,,28,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/29/1901,2.2,,,29,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/30/1901,0,,,28.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",5/31/1901,0,,,31,14.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/1/1901,0,,,32,16
SZ000003700,"ZUERICH FLUNTERN, SZ",6/2/1901,0.1,,,31,16.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/3/1901,0.2,,,26,16
SZ000003700,"ZUERICH FLUNTERN, SZ",6/4/1901,10.3,,,24.5,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/5/1901,0,,,26.5,10
SZ000003700,"ZUERICH FLUNTERN, SZ",6/6/1901,0,,,26,10
SZ000003700,"ZUERICH FLUNTERN, SZ",6/7/1901,0,,,28,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/8/1901,1.2,,,28,12
SZ000003700,"ZUERICH FLUNTERN, SZ",6/9/1901,2.5,,,24,15.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/10/1901,8.5,,,25,14
SZ000003700,"ZUERICH FLUNTERN, SZ",6/11/1901,1.2,,,22.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",6/12/1901,0,,,22.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/13/1901,1.3,,,21,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/14/1901,22.1,,,19,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/15/1901,42.7,,,18.5,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/16/1901,4.7,,,13.5,7
SZ000003700,"ZUERICH FLUNTERN, SZ",6/17/1901,13.3,,,14,8
SZ000003700,"ZUERICH FLUNTERN, SZ",6/18/1901,5.8,,,12.5,5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/19/1901,3.3,,,10.5,5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/20/1901,0,,,21,7
SZ000003700,"ZUERICH FLUNTERN, SZ",6/21/1901,0,,,24.5,8.8
SZ000003700,"ZUERICH FLUNTERN, SZ",6/22/1901,0,,,27,10
SZ000003700,"ZUERICH FLUNTERN, SZ",6/23/1901,13.6,,,29.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/24/1901,15,,,22.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",6/25/1901,0,,,23,12
SZ000003700,"ZUERICH FLUNTERN, SZ",6/26/1901,0,,,23,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",6/27/1901,0,,,24,9
SZ000003700,"ZUERICH FLUNTERN, SZ",6/28/1901,1.6,,,28,10
SZ000003700,"ZUERICH FLUNTERN, SZ",6/29/1901,0,,,28,15
SZ000003700,"ZUERICH FLUNTERN, SZ",6/30/1901,16.5,,,28.5,15
SZ000003700,"ZUERICH FLUNTERN, SZ",7/1/1901,13.1,,,22.6,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/2/1901,11.3,,,23,11
SZ000003700,"ZUERICH FLUNTERN, SZ",7/3/1901,0,,,23,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/4/1901,15.7,,,21,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/5/1901,0,,,23,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/6/1901,0.2,,,21.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",7/7/1901,0,,,26,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/8/1901,0,,,26.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/9/1901,0,,,28.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/10/1901,0,,,28,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/11/1901,0,,,25.5,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/12/1901,0,,,27.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",7/13/1901,0,,,29.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",7/14/1901,0,,,29,14.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/15/1901,0,,,28,14.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/16/1901,0,,,27.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",7/17/1901,0,,,27.5,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/18/1901,0,,,30,12
SZ000003700,"ZUERICH FLUNTERN, SZ",7/19/1901,0,,,30,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/20/1901,0,,,27.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",7/21/1901,0.8,,,29,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/22/1901,10.3,,,27,15
SZ000003700,"ZUERICH FLUNTERN, SZ",7/23/1901,7.2,,,19,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/24/1901,0.1,,,24.5,11
SZ000003700,"ZUERICH FLUNTERN, SZ",7/25/1901,1.6,,,21,14.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/26/1901,3.6,,,23.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",7/27/1901,14.1,,,23.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/28/1901,8.7,,,23,13
SZ000003700,"ZUERICH FLUNTERN, SZ",7/29/1901,5.5,,,25,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",7/30/1901,0.1,,,25,15
SZ000003700,"ZUERICH FLUNTERN, SZ",7/31/1901,1.5,,,27,17.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/1/1901,8.2,,,23,15.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/2/1901,31.7,,,16.8,14
SZ000003700,"ZUERICH FLUNTERN, SZ",8/3/1901,0,,,23.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/4/1901,0,,,25,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/5/1901,0.2,,,25,11
SZ000003700,"ZUERICH FLUNTERN, SZ",8/6/1901,4.9,,,21.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",8/7/1901,0,,,19.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",8/8/1901,0,,,24.5,10
SZ000003700,"ZUERICH FLUNTERN, SZ",8/9/1901,0,,,28.5,11
SZ000003700,"ZUERICH FLUNTERN, SZ",8/10/1901,6.7,,,29.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",8/11/1901,5.6,,,28.5,15.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/12/1901,16.9,,,22.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",8/13/1901,0.5,,,15.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/14/1901,0,,,24,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/15/1901,1.7,,,24.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/16/1901,1,,,16.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/17/1901,0,,,22.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/18/1901,0,,,23,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/19/1901,0,,,27,11
SZ000003700,"ZUERICH FLUNTERN, SZ",8/20/1901,0,,,27,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/21/1901,0,,,22.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",8/22/1901,0,,,23.5,9
SZ000003700,"ZUERICH FLUNTERN, SZ",8/23/1901,0,,,25.5,9
SZ000003700,"ZUERICH FLUNTERN, SZ",8/24/1901,0,,,29.5,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/25/1901,5.8,,,29,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/26/1901,11.9,,,18,13
SZ000003700,"ZUERICH FLUNTERN, SZ",8/27/1901,0.6,,,19,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/28/1901,3.3,,,17.5,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/29/1901,0,,,18,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/30/1901,0,,,21,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/31/1901,0,,,26,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/1/1901,1,,,23,13
SZ000003700,"ZUERICH FLUNTERN, SZ",9/2/1901,0,,,17.6,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/3/1901,2.9,,,19.5,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/4/1901,7.9,,,14.7,9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/5/1901,0.9,,,14.5,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/6/1901,1.5,,,15.5,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/7/1901,0.1,,,23.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/8/1901,0,,,25.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/9/1901,3.4,,,27.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/10/1901,16.2,,,26,15
SZ000003700,"ZUERICH FLUNTERN, SZ",9/11/1901,12,,,18.5,14
SZ000003700,"ZUERICH FLUNTERN, SZ",9/12/1901,12.5,,,14.5,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/13/1901,10.6,,,13,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/14/1901,2.7,,,13,9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/15/1901,0.1,,,17,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/16/1901,0.1,,,19,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/17/1901,4.6,,,19,4
SZ000003700,"ZUERICH FLUNTERN, SZ",9/18/1901,0.1,,,19,12
SZ000003700,"ZUERICH FLUNTERN, SZ",9/19/1901,0,,,22,8
SZ000003700,"ZUERICH FLUNTERN, SZ",9/20/1901,0,,,23,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/21/1901,0,,,27,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/22/1901,0.1,,,22.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/23/1901,0.1,,,22,12
SZ000003700,"ZUERICH FLUNTERN, SZ",9/24/1901,3,,,18,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/25/1901,21,,,14.6,12
SZ000003700,"ZUERICH FLUNTERN, SZ",9/26/1901,7.4,,,15.5,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/27/1901,1.3,,,19,12.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/28/1901,0.1,,,19.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/29/1901,0,,,21.5,10
SZ000003700,"ZUERICH FLUNTERN, SZ",9/30/1901,0.1,,,22,9
SZ000003700,"ZUERICH FLUNTERN, SZ",10/1/1901,0.4,,,20.5,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/2/1901,0,,,16.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/3/1901,0.1,,,16.5,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/4/1901,0,,,14.5,12
SZ000003700,"ZUERICH FLUNTERN, SZ",10/5/1901,0.1,,,17,11
SZ000003700,"ZUERICH FLUNTERN, SZ",10/6/1901,12.5,,,15,11
SZ000003700,"ZUERICH FLUNTERN, SZ",10/7/1901,7.7,,,15.5,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/8/1901,5.6,,,10,4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/9/1901,23.2,,,13.5,7
SZ000003700,"ZUERICH FLUNTERN, SZ",10/10/1901,0.1,,,13.5,3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/11/1901,0,,,13.5,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/12/1901,0,,,14,0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",10/13/1901,0,,,9,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/14/1901,0,,,10,3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/15/1901,0,,,11,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/16/1901,0.1,,,13.5,4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/17/1901,0,,,14.5,5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/18/1901,0.2,,,15,6
SZ000003700,"ZUERICH FLUNTERN, SZ",10/19/1901,0.1,,,18,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/20/1901,0,,,15,7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/21/1901,0,,,15.5,8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/22/1901,16.2,,,10,8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/23/1901,1.9,,,10.6,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/24/1901,0.1,,,13.5,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/25/1901,0,,,8.5,3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/26/1901,0,,,10.5,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/27/1901,0,,,8.5,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/28/1901,0,,,7.6,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/29/1901,0,,,10,3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/30/1901,0,,,7.1,4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/31/1901,0,,,8.5,5.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/1/1901,0,,,10.5,2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/2/1901,0,,,6,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/3/1901,0,,,1.5,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/4/1901,0,,,2,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/5/1901,0,,,3,1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/6/1901,0,,,3.5,0
SZ000003700,"ZUERICH FLUNTERN, SZ",11/7/1901,0,,,6.5,-1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/8/1901,0,,,3,-3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/9/1901,0,,,4,-1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/10/1901,0,,,8,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/11/1901,0,,,7,3.5
