Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Misc. Info or Comment,Sample Weihgt or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2499786.68,2784299.65,2011212.31,2703848.08,,,,17.0,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,3.455,30.1,0.000,2329789.29,2120384.19,2609073.71,2259909.97,2.726,4.648,2.992,10.8,ppm
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2649383.97,2789749.96,2223184.81,2935217.14,,,,14.2,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3140803.29,3188787.45,2705277.46,3528344.95,,,,13.2,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,3.216,22.0,0.000,7056240.73,6631687.40,7945985.51,6591049.28,2.812,4.032,2.804,10.9,ppm
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2010426.53,2129338.09,1779613.25,2122328.25,,,,9.9,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,36914.13,37909.87,39293.43,33539.10,,,,8.1,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1478123.62,1555867.32,1550199.35,1328304.20,,,,8.8,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.442,21.2,0.000,991013.55,929554.60,936536.55,1106949.51,0.386,0.390,0.551,10.1,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,435380.00,435014.92,460716.87,410408.20,,,,5.8,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,182859.93,169878.77,176088.69,202612.32,,,,9.5,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.013,40.2,0.000,6418.19,6401.50,6191.42,6661.65,0.012,0.008,0.018,3.7,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1667758.57,1807594.35,1776713.57,1418967.79,,,,13.0,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.004,21.4,0.000,5191.01,5201.01,4830.88,5541.15,0.004,0.004,0.005,6.8,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2482140.48,2682603.09,2677294.02,2086524.34,,,,13.8,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,3.437,21.1,0.000,2335891.84,2251534.97,2267289.97,2488850.59,3.005,3.032,4.273,5.7,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2650245.59,2837546.21,2825127.77,2288062.78,,,,11.8,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3055116.93,3378534.95,3242569.95,2544245.90,,,,14.7,
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,2.062,12.0,0.000,4730345.56,4364471.50,4624634.62,5201930.55,1.896,1.942,2.347,9.1,ppm
15B,10/27/2017 12:54:43 PM,1,015SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2075317.73,2077060.28,2148184.34,2000708.56,,,,3.6,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,36527.75,36836.96,29160.30,43586.00,,,,19.8,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1372297.01,1365034.20,1034190.14,1717666.69,,,,24.9,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.455,43.4,0.000,892245.20,883256.71,1033868.66,759610.22,0.420,0.667,0.277,15.4,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,416766.71,428265.77,345838.39,476195.97,,,,15.8,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,153930.33,158587.63,167317.77,135885.59,,,,10.5,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.017,78.4,0.000,6534.92,6911.76,6831.72,5861.27,0.017,0.031,0.004,8.9,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1734429.35,1842572.63,1246223.89,2114491.53,,,,25.6,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.005,31.2,0.000,5651.22,6051.37,5631.26,5271.04,0.005,0.006,0.003,6.9,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2435739.50,2563486.84,1748075.44,2995656.21,,,,26.0,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,3.422,38.3,0.000,2173554.76,2285259.34,2356892.46,1878512.47,3.192,4.831,2.243,11.9,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2648510.59,2536089.81,1876805.44,3532636.51,,,,31.5,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3082405.78,3082997.45,2379919.96,3784299.94,,,,22.8,
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,2.325,29.6,0.000,4800798.47,4963985.86,4852894.30,4585515.24,2.040,3.111,1.826,4.1,ppm
16A,10/27/2017 12:56:56 PM,1,016SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1956891.85,2196089.81,1408571.39,2266014.34,,,,24.3,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,36938.18,38712.14,39504.14,32598.25,,,,10.2,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1395231.28,1495317.95,1491671.85,1198704.04,,,,12.2,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.414,29.0,0.000,871371.31,805119.75,805565.14,1003429.05,0.344,0.346,0.553,13.1,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,410866.69,455096.75,430946.75,346556.56,,,,13.9,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,178916.81,164557.93,168054.57,204137.93,,,,12.2,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.019,81.5,0.000,6614.97,6061.36,6411.52,7372.02,0.007,0.013,0.036,10.3,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1631260.55,1755506.38,1897515.60,1240759.67,,,,21.2,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.005,33.5,0.000,5107.66,4920.91,4850.89,5551.18,0.004,0.003,0.006,7.6,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2367314.96,2689073.08,2650141.21,1762730.60,,,,22.1,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,3.429,35.8,0.000,2147502.42,1942827.47,2119549.97,2380129.81,2.585,2.863,4.838,10.2,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2515597.26,2980934.02,2695588.40,1870269.35,,,,22.9,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3103054.95,3581062.45,3371967.45,2356134.96,,,,21.1,
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,2.599,33.1,0.000,5105904.51,4722813.05,5074128.05,5520772.42,2.038,2.169,3.589,7.8,ppm
16B,10/27/2017 12:59:04 PM,1,017SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1863461.59,2090599.50,2110749.19,1389036.07,,,,22.1,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,39363.71,38762.22,40155.70,39173.21,,,,1.8,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1542498.88,1562433.57,1568365.29,1496697.79,,,,2.6,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.373,3.8,0.000,892782.38,885025.92,891312.17,902009.05,0.364,0.365,0.389,1.0,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,454049.84,428024.45,463362.10,470762.96,,,,5.0,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,159386.48,156007.46,156454.96,165697.03,,,,3.4,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.014,29.9,0.000,6898.42,6981.79,6481.54,7231.93,0.018,0.010,0.015,5.5,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1834773.15,1832664.50,1840949.04,1830705.91,,,,0.3,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.004,6.4,0.000,4970.93,4910.91,4720.84,5281.04,0.004,0.004,0.004,5.7,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2660554.86,2547892.15,2674025.90,2759746.52,,,,4.0,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,3.127,3.3,0.000,2321711.32,2310494.97,2296620.90,2358018.09,3.247,3.075,3.059,1.4,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2974675.06,3106398.70,3037094.33,2780532.15,,,,5.8,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3493909.95,3439772.45,3567572.45,3474384.95,,,,1.9,
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,2.096,1.5,0.000,4826751.49,4594440.56,5096346.17,4789467.74,2.121,2.107,2.060,5.2,ppm
16C,10/27/2017 1:01:13 PM,1,018SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2078368.25,1954710.28,2182499.50,2097894.97,,,,5.5,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,43720.17,43946.80,45422.33,41791.38,,,,4.2,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1711596.49,1713458.57,1745129.04,1676201.85,,,,2.0,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.591,7.1,0.000,1524127.11,1438871.70,1529889.04,1603620.60,0.555,0.581,0.637,5.4,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,475213.17,486513.23,481335.46,457790.81,,,,3.2,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,195448.44,189857.58,197564.10,198923.65,,,,2.5,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.016,17.8,0.000,7468.72,7882.32,7131.86,7391.99,0.018,0.013,0.017,5.1,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,2034058.82,1954822.47,2253301.06,1894052.94,,,,9.5,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.009,6.5,0.000,12379.03,12045.41,12846.12,12245.55,0.009,0.008,0.009,3.4,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2956780.37,3015232.46,2918512.77,2936595.89,,,,1.7,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,2.411,8.1,0.000,1991612.99,1883773.72,1940914.66,2150150.59,2.235,2.379,2.620,7.0,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,3303898.49,3344013.08,3322504.64,3245177.76,,,,1.6,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3904289.94,4207282.44,3703182.44,3802404.94,,,,6.8,
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,3.980,9.3,0.000,9998804.44,9682241.11,10314797.97,9999374.23,3.562,4.106,4.272,3.2,ppm
40A,10/27/2017 1:03:27 PM,1,019SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2279066.58,2454302.31,2268733.09,2114164.34,,,,7.5,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,34619.06,38100.38,35824.66,29932.13,,,,12.2,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1429478.42,1555876.23,1502454.98,1230104.04,,,,12.2,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.983,25.5,0.000,2034425.13,1974160.91,1836208.72,2292905.75,0.855,0.823,1.272,11.5,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,413913.27,441047.77,435644.99,365047.06,,,,10.2,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,240814.00,225569.98,222122.44,274749.59,,,,12.2,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.031,55.5,0.000,8145.81,7341.97,7772.20,9323.25,0.019,0.024,0.051,12.8,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1468373.60,1728228.72,1607803.10,1069088.97,,,,23.9,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.014,25.9,0.000,13613.67,13236.50,14347.63,13256.87,0.011,0.013,0.018,4.7,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2289874.55,2591004.65,2584650.59,1693968.41,,,,22.5,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,4.122,31.8,0.000,2509229.23,2431094.96,2433677.78,2662914.96,3.360,3.372,5.634,5.3,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2383947.78,2761903.71,2624512.46,1765427.16,,,,22.7,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,2816984.12,3084772.45,3170504.95,2195674.97,,,,19.2,
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,6.365,33.7,0.000,12256778.57,11153396.08,11641249.83,13975689.79,4.907,5.357,8.832,12.3,ppm
40B,10/27/2017 1:05:35 PM,1,020SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1815199.45,2053039.50,1962851.53,1429707.32,,,,18.6,
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,38377.76,39774.91,38190.42,37167.95,,,,3.4,
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1545829.14,1580651.85,1535169.98,1521665.60,,,,2.0,
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.603,5.5,0.000,1403469.04,1356049.35,1404201.07,1450156.70,0.568,0.608,0.634,3.4,ppm
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,459479.41,466160.54,477593.86,434683.82,,,,4.8,
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,217175.53,215788.77,217977.50,217760.31,,,,0.6,ppm
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.019,32.4,0.000,7632.14,7281.94,7502.05,8112.42,0.016,0.016,0.027,5.6,ppm
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1795403.72,1844896.54,1761265.91,1780048.72,,,,2.4,
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.010,6.2,0.000,13176.45,12605.89,13386.65,13536.81,0.010,0.011,0.011,3.8,ppm
40C,10/27/2017 1:07:44 PM,1,021SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2667613.35,2711303.71,2745810.90,2545725.43,,,,4.0,
