Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Misc. Info or Comment,Sample Weihgt or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2495833.76,1798127.00,2750621.83,2938752.46,,,,24.5,
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,0.157,51.9,0.000,105486.27,129865.04,91483.53,95110.23,0.252,0.112,0.109,20.1,ppm
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2560044.76,1881284.66,2845398.40,2953451.21,,,,23.1,
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3141809.12,2290814.97,3543077.45,3591534.95,,,,23.5,
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,0.155,48.2,0.000,327669.00,383798.98,294763.78,304444.23,0.241,0.112,0.112,14.9,ppm
15A Dil,10/27/2017 12:37:20 PM,1,007SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2040867.52,1418808.73,2315270.59,2388523.25,,,,26.5,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,30800.14,33468.97,32165.84,26765.61,,,,11.5,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1071211.55,1216732.01,1098104.67,898797.96,,,,15.0,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.024,43.9,0.000,84333.72,81888.36,84091.55,87021.24,0.015,0.021,0.036,3.1,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,359395.73,397742.92,362325.11,318119.17,,,,11.1,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,25563.71,25413.50,26284.99,24992.63,,,,2.6,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.003,147.3,0.000,4300.69,4720.81,4010.60,4170.66,0.002,-0.001,0.006,8.7,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1405843.47,1586561.85,1413264.98,1217703.58,,,,13.1,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.016,22.7,0.000,15683.58,14449.33,15389.23,17212.19,0.013,0.016,0.020,9.0,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2200479.29,2523836.68,2085124.03,1992477.16,,,,12.9,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,0.159,18.5,0.000,100311.65,94003.22,100993.47,105938.25,0.126,0.166,0.183,6.0,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2309590.90,2560158.56,2253069.34,2115544.81,,,,9.9,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,2793938.71,2968332.46,2833964.96,2579518.71,,,,7.1,
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,0.110,23.1,0.000,231127.56,213154.86,237443.69,242784.12,0.091,0.100,0.139,6.8,ppm
16A Dil,10/27/2017 12:39:29 PM,1,008SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1882800.65,2038658.41,2069393.88,1540349.66,,,,15.8,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,34267.57,33960.27,34350.89,34491.56,,,,0.8,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1238215.19,1199985.61,1271528.50,1243131.47,,,,2.9,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.031,7.4,0.000,111881.62,112288.69,110634.38,112721.78,0.033,0.029,0.031,1.0,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,383360.19,396169.02,372843.94,381067.61,,,,3.1,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,27403.82,28108.57,26805.95,27296.93,,,,2.4,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.001,152.5,0.000,4407.39,4530.77,4400.71,4290.69,0.000,0.002,0.000,2.7,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1672852.11,1783469.97,1655582.79,1579503.57,,,,6.2,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.005,10.3,0.000,5907.99,5671.25,5941.31,6111.41,0.004,0.005,0.005,3.8,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2481919.29,2518030.12,2517034.81,2410692.93,,,,2.5,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,0.124,2.8,0.000,90617.85,91675.13,89691.57,90486.84,0.123,0.120,0.127,1.1,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2644724.49,2779508.08,2588873.71,2565791.68,,,,4.4,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3356584.12,3478999.95,3133939.95,3456812.45,,,,5.8,
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,0.204,3.0,0.000,466734.54,462171.63,470113.43,467918.55,0.200,0.211,0.200,0.9,ppm
40A Dil,10/27/2017 12:41:40 PM,1,009SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2037989.24,2051128.56,1984405.28,2078433.88,,,,2.4,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,30854.37,31103.92,26005.63,35453.57,,,,15.3,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1151301.05,1092714.28,943480.45,1417708.42,,,,21.1,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.029,53.8,0.000,96595.00,105527.41,96795.47,87462.12,0.035,0.040,0.011,9.4,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,384162.69,359808.63,351005.50,441673.94,,,,13.0,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,26164.81,27377.08,25944.36,25173.00,,,,4.3,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.002,418.6,0.000,4474.08,4440.73,4790.84,4190.66,0.004,0.008,-0.007,6.7,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1565243.15,1408875.14,1378805.29,1908049.03,,,,19.0,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.002,15.6,0.000,2466.90,2360.21,2460.23,2580.25,0.002,0.002,0.002,4.5,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2360928.45,2147608.72,2002562.31,2932614.33,,,,21.2,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,0.176,27.1,0.000,116457.64,129796.75,114290.20,105285.97,0.209,0.197,0.121,10.6,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2384730.12,2153039.03,2038482.31,2962669.02,,,,21.1,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,2941167.87,2680427.46,2501841.21,3641234.95,,,,20.8,
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,0.180,24.0,0.000,383324.24,428975.93,367771.32,353225.46,0.211,0.199,0.131,10.5,ppm
27A Dil,10/27/2017 12:43:53 PM,1,010SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1941096.12,1804920.60,1644000.44,2374367.31,,,,19.8,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,34000.21,33769.70,34912.54,33318.39,,,,2.4,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1316423.96,1298486.93,1342984.51,1307800.45,,,,1.8,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.346,1.5,0.000,711759.62,712189.91,716203.58,706885.38,0.352,0.341,0.346,0.7,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,406854.32,396692.53,412590.23,411280.19,,,,2.2,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,579791.23,581297.34,580897.73,577178.62,,,,0.4,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.021,16.2,0.000,6938.43,7171.87,6961.77,6681.64,0.024,0.020,0.018,3.5,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1713621.69,1653351.38,1729469.66,1758044.04,,,,3.2,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.010,5.8,0.000,12269.09,12115.51,11585.02,13106.74,0.010,0.010,0.011,6.3,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2485242.26,2599818.87,2374311.06,2481596.84,,,,4.5,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,1.914,4.9,0.000,1328891.13,1314306.23,1314689.67,1357677.48,1.807,1.980,1.956,1.9,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2754724.75,2645385.59,2796407.46,2822381.21,,,,3.5,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3269254.12,3319249.95,3188254.95,3300257.45,,,,2.2,
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,5.087,2.9,0.000,11664607.33,11411091.08,11984778.57,11597952.33,4.919,5.170,5.172,2.5,ppm
14A,10/27/2017 12:46:03 PM,1,011SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2071623.30,2095380.44,2093836.69,2025652.78,,,,1.9,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,33086.18,33168.19,25212.59,40877.76,,,,23.7,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1285491.65,1291931.78,987759.28,1576783.88,,,,22.9,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.484,40.4,0.000,893212.33,901396.31,1021204.91,757035.77,0.456,0.691,0.304,14.8,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,398095.73,408058.86,309524.60,476703.74,,,,21.1,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,693105.80,700352.26,768798.74,610166.40,,,,11.5,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.028,74.2,0.000,7311.97,7301.96,7912.31,6721.65,0.024,0.052,0.010,8.1,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1594152.87,1554807.95,1236628.18,1991022.47,,,,23.8,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.011,34.9,0.000,11421.73,11434.85,12676.51,10153.83,0.011,0.015,0.007,11.0,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2343797.31,2392277.93,1702919.66,2936194.33,,,,26.4,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,2.492,30.7,0.000,1544456.38,1617964.98,1565517.79,1449886.38,2.420,3.292,1.765,5.6,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2536977.72,2548892.31,1895595.28,3166445.58,,,,25.0,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3070458.86,2892539.96,2279824.18,4039012.44,,,,29.1,
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,6.785,37.0,0.000,13301291.88,13382442.30,14645657.28,11875776.07,6.150,9.553,4.653,10.4,ppm
14B,10/27/2017 12:48:12 PM,1,012SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,1885380.65,1965704.66,1385199.98,2305237.31,,,,24.7,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,36691.19,31595.78,36897.90,41579.89,,,,13.6,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1519092.90,1373336.23,1507484.67,1676457.79,,,,10.0,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.421,27.6,0.000,969012.70,1149909.75,876329.52,880798.82,0.554,0.374,0.335,16.2,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,452047.43,438418.51,443391.05,474332.73,,,,4.3,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,593750.09,712034.44,534556.12,534659.72,,,,17.3,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.018,41.2,0.000,7382.01,8182.46,7051.82,6911.75,0.027,0.017,0.012,9.4,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1810431.48,1539073.41,1824134.50,2068086.53,,,,14.6,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.008,16.5,0.000,9576.82,9773.77,9123.10,9833.59,0.009,0.007,0.007,4.1,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,In,indium,115,,,,0.000,2782459.80,2349807.62,2820918.71,3176653.08,,,,14.9,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ba,barium,137,115,1.798,24.6,0.000,1366257.19,1504155.29,1320680.14,1273936.15,2.290,1.673,1.432,8.9,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Tb,terbium,159,,,,0.000,2934412.66,2541381.52,2947033.08,3314823.39,,,,13.2,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Lu,lutetium,175,,,,0.000,3545312.14,2890409.96,3788164.01,3957362.44,,,,16.2,
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Pb,lead,208,209,4.431,18.4,0.000,10656934.84,11300189.83,10358854.85,10311759.85,5.358,4.102,3.833,5.2,ppm
14C,10/27/2017 12:50:25 PM,1,013SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,2205037.68,1904996.07,2280482.47,2429634.50,,,,12.3,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Li,lithium,6,,,,0.000,35259.93,35864.46,33378.71,36536.63,,,,4.7,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,1432480.86,1386315.76,1348400.29,1562726.54,,,,8.0,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Cr,chromium,52,45,0.440,21.2,0.000,958149.88,870108.19,1111766.08,892575.38,0.407,0.545,0.367,13.9,ppm
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,422193.48,434965.03,398098.16,433517.26,,,,4.9,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,179247.95,167376.91,203313.55,167053.40,,,,11.6,ppm
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Se,selenium,78,72,0.013,20.1,0.000,6308.12,6181.40,6241.43,6501.54,0.010,0.016,0.013,2.7,ppm
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Rh,rhodium,103,,,,0.000,1606113.93,1736972.47,1425826.39,1655542.94,,,,10.0,
15A,10/27/2017 12:52:34 PM,1,014SMPL.d,10272017_MLH-HVR3.b,D:\Agilent\ICPMH\1\DATA,admin,G3665A,,1.0,1.0,1,1,Ag,silver,107,103,0.005,20.3,0.000,5357.76,5191.01,5891.35,4990.93,0.004,0.006,0.004,8.8,ppm
