State,Station_ID,Startyear,Endyear,gif_private,png_private,Map.png,GSOM_1975.png,GSOM_1975_anomaly.png,Records.png,panel4.png,GSOM_dnorm.png,KISS.png,GSOM_estPDF.png,panel4.gif,GSOM_dnorm.gif
Oregon,"ASHLAND, OR US (ID:GHCND:USC00350304)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Oregon_USC00350304_MAP.png,Oregon_USC00350304_GSOM_1975.png,Oregon_USC00350304_GSOM_anomaly_1975.png,Oregon_USC00350304_CHCND_Temp_Records.png,Oregon_USC00350304_4panel.png,Oregon_USC00350304_GSOM_dnorm.png,Oregon_USC00350304_KISS.png,Oregon_USC00350304_GSOM_estPDF.png,Oregon_USC00350304_4panel.gif,Oregon_USC00350304_GSOM_dnorm.gif
Pennsylvania,"SCHENLEY LOCK 5, PA US (ID:GHCND:USC00367863)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Pennsylvania_USC00367863_MAP.png,Pennsylvania_USC00367863_GSOM_1975.png,Pennsylvania_USC00367863_GSOM_anomaly_1975.png,Pennsylvania_USC00367863_CHCND_Temp_Records.png,Pennsylvania_USC00367863_4panel.png,Pennsylvania_USC00367863_GSOM_dnorm.png,Pennsylvania_USC00367863_KISS.png,Pennsylvania_USC00367863_GSOM_estPDF.png,Pennsylvania_USC00367863_4panel.gif,Pennsylvania_USC00367863_GSOM_dnorm.gif
Pennsylvania,"STATE COLLEGE, PA US (ID: GHCND:USC00368449)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Pennsylvania_USC00368449_MAP.png,Pennsylvania_USC00368449_GSOM_1975.png,Pennsylvania_USC00368449_GSOM_anomaly_1975.png,Pennsylvania_USC00368449_CHCND_Temp_Records.png,Pennsylvania_USC00368449_4panel.png,Pennsylvania_USC00368449_GSOM_dnorm.png,Pennsylvania_USC00368449_KISS.png,Pennsylvania_USC00368449_GSOM_estPDF.png,Pennsylvania_USC00368449_4panel.gif,Pennsylvania_USC00368449_GSOM_dnorm.gif
Rhode Island,"KINGSTON, RI US (ID:GHCND:USC00374266)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Rhode Island_USC00374266_MAP.png,Rhode Island_USC00374266_GSOM_1975.png,Rhode Island_USC00374266_GSOM_anomaly_1975.png,Rhode Island_USC00374266_CHCND_Temp_Records.png,Rhode Island_USC00374266_4panel.png,Rhode Island_USC00374266_GSOM_dnorm.png,Rhode Island_USC00374266_KISS.png,Rhode Island_USC00374266_GSOM_estPDF.png,Rhode Island_USC00374266_4panel.gif,Rhode Island_USC00374266_GSOM_dnorm.gif
South Carolina,"ANDERSON, SC US (ID:GHCND:USC00380165)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,South Carolina_USC00380165_MAP.png,South Carolina_USC00380165_GSOM_1975.png,South Carolina_USC00380165_GSOM_anomaly_1975.png,South Carolina_USC00380165_CHCND_Temp_Records.png,South Carolina_USC00380165_4panel.png,South Carolina_USC00380165_GSOM_dnorm.png,South Carolina_USC00380165_KISS.png,South Carolina_USC00380165_GSOM_estPDF.png,South Carolina_USC00380165_4panel.gif,South Carolina_USC00380165_GSOM_dnorm.gif
South Dakota,"HURON REGIONAL AIRPORT, SD US (ID: GHCND:USW00014936)",1881,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,South Dakota_USW00014936_MAP.png,South Dakota_USW00014936_GSOM_1975.png,South Dakota_USW00014936_GSOM_anomaly_1975.png,South Dakota_USW00014936_CHCND_Temp_Records.png,South Dakota_USW00014936_4panel.png,South Dakota_USW00014936_GSOM_dnorm.png,South Dakota_USW00014936_KISS.png,South Dakota_USW00014936_GSOM_estPDF.png,South Dakota_USW00014936_4panel.gif,South Dakota_USW00014936_GSOM_dnorm.gif
Texas,"Haskell, TX US (ID: GHCND:USC00413992)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Texas_USC00413992_MAP.png,Texas_USC00413992_GSOM_1975.png,Texas_USC00413992_GSOM_anomaly_1975.png,Texas_USC00413992_CHCND_Temp_Records.png,Texas_USC00413992_4panel.png,Texas_USC00413992_GSOM_dnorm.png,Texas_USC00413992_KISS.png,Texas_USC00413992_GSOM_estPDF.png,Texas_USC00413992_4panel.gif,Texas_USC00413992_GSOM_dnorm.gif
Utah,"Moab, UT, US (ID:GHCND:USC00425733)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Utah_USC00425733_MAP.png,Utah_USC00425733_GSOM_1975.png,Utah_USC00425733_GSOM_anomaly_1975.png,Utah_USC00425733_CHCND_Temp_Records.png,Utah_USC00425733_4panel.png,Utah_USC00425733_GSOM_dnorm.png,Utah_USC00425733_KISS.png,Utah_USC00425733_GSOM_estPDF.png,Utah_USC00425733_4panel.gif,Utah_USC00425733_GSOM_dnorm.gif
Vermont,"Saint Johnsbury, VT US (ID:GHCND:USC00437054)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Vermont_USC00437054_MAP.png,Vermont_USC00437054_GSOM_1975.png,Vermont_USC00437054_GSOM_anomaly_1975.png,Vermont_USC00437054_CHCND_Temp_Records.png,Vermont_USC00437054_4panel.png,Vermont_USC00437054_GSOM_dnorm.png,Vermont_USC00437054_KISS.png,Vermont_USC00437054_GSOM_estPDF.png,Vermont_USC00437054_4panel.gif,Vermont_USC00437054_GSOM_dnorm.gif
Virginia,"Lexington, VA US (ID: GHCND:USC00444876)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Virginia_USC00444876_MAP.png,Virginia_USC00444876_GSOM_1975.png,Virginia_USC00444876_GSOM_anomaly_1975.png,Virginia_USC00444876_CHCND_Temp_Records.png,Virginia_USC00444876_4panel.png,Virginia_USC00444876_GSOM_dnorm.png,Virginia_USC00444876_KISS.png,Virginia_USC00444876_GSOM_estPDF.png,Virginia_USC00444876_4panel.gif,Virginia_USC00444876_GSOM_dnorm.gif
Washington,"Spokane International Airport, WA US (ID: GHCND:USW00024157)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/docs/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Washington_USW00024157_MAP.png,Washington_USW00024157_GSOM_1975.png,Washington_USW00024157_GSOM_anomaly_1975.png,Washington_USW00024157_CHCND_Temp_Records.png,Washington_USW00024157_4panel.png,Washington_USW00024157_GSOM_dnorm.png,Washington_USW00024157_KISS.png,Washington_USW00024157_GSOM_estPDF.png,Washington_USW00024157_4panel.gif,Washington_USW00024157_GSOM_dnorm.gif
West Virginia,"Glenville, WV, US (ID:GHCND:USC00463544)",1893,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,West Virginia_USC00463544_MAP.png,West Virginia_USC00463544_GSOM_1975.png,West Virginia_USC00463544_GSOM_anomaly_1975.png,West Virginia_USC00463544_CHCND_Temp_Records.png,West Virginia_USC00463544_4panel.png,West Virginia_USC00463544_GSOM_dnorm.png,West Virginia_USC00463544_KISS.png,West Virginia_USC00463544_GSOM_estPDF.png,West Virginia_USC00463544_4panel.gif,West Virginia_USC00463544_GSOM_dnorm.gif
Wisconsin,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US (ID: GHCND:USW00014898)",1886,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Wisconsin_USW00014898_MAP.png,Wisconsin_USW00014898_GSOM_1975.png,Wisconsin_USW00014898_GSOM_anomaly_1975.png,Wisconsin_USW00014898_CHCND_Temp_Records.png,Wisconsin_USW00014898_4panel.png,Wisconsin_USW00014898_GSOM_dnorm.png,Wisconsin_USW00014898_KISS.png,Wisconsin_USW00014898_GSOM_estPDF.png,Wisconsin_USW00014898_4panel.gif,Wisconsin_USW00014898_GSOM_dnorm.gif
Wyoming,"NEWCASTLE, WY US (ID: GHCND:USC00486660)",1906,2022,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/,/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/,Wyoming_USC00486660_MAP.png,Wyoming_USC00486660_GSOM_1975.png,Wyoming_USC00486660_GSOM_anomaly_1975.png,Wyoming_USC00486660_CHCND_Temp_Records.png,Wyoming_USC00486660_4panel.png,Wyoming_USC00486660_GSOM_dnorm.png,Wyoming_USC00486660_KISS.png,Wyoming_USC00486660_GSOM_estPDF.png,Wyoming_USC00486660_4panel.gif,Wyoming_USC00486660_GSOM_dnorm.gif
"California","SACRAMENTO 5 ESE, CA US (ID: GHCND:USW00023271)",1877,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","California_USW00023271_MAP.png","California_USW00023271_GSOM_1975.png","California_USW00023271_GSOM_anomaly_1975.png","California_USW00023271_CHCND_Temp_Records.png","California_USW00023271_4panel.png","California_USW00023271_GSOM_dnorm.png","California_USW00023271_KISS.png","California_USW00023271_GSOM_estPDF.png","California_USW00023271_4panel.gif","California_USW00023271_GSOM_dnorm.gif"
"Colorado","LAMAR, CO US (ID: GHCND:USC00054770)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Colorado_USC00054770_MAP.png","Colorado_USC00054770_GSOM_1975.png","Colorado_USC00054770_GSOM_anomaly_1975.png","Colorado_USC00054770_CHCND_Temp_Records.png","Colorado_USC00054770_4panel.png","Colorado_USC00054770_GSOM_dnorm.png","Colorado_USC00054770_KISS.png","Colorado_USC00054770_GSOM_estPDF.png","Colorado_USC00054770_4panel.gif","Colorado_USC00054770_GSOM_dnorm.gif"
"Connecticut","STORRS, CT US (ID: GHCND:USC00068138)",1888,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Connecticut_USC00068138_MAP.png","Connecticut_USC00068138_GSOM_1975.png","Connecticut_USC00068138_GSOM_anomaly_1975.png","Connecticut_USC00068138_CHCND_Temp_Records.png","Connecticut_USC00068138_4panel.png","Connecticut_USC00068138_GSOM_dnorm.png","Connecticut_USC00068138_KISS.png","Connecticut_USC00068138_GSOM_estPDF.png","Connecticut_USC00068138_4panel.gif","Connecticut_USC00068138_GSOM_dnorm.gif"
"Hawaii","PAAUILO 221, HI US (ID: GHCND:USC00517312)",1905,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Hawaii_USC00517312_MAP.png","Hawaii_USC00517312_GSOM_1975.png","Hawaii_USC00517312_GSOM_anomaly_1975.png","Hawaii_USC00517312_CHCND_Temp_Records.png","Hawaii_USC00517312_4panel.png","Hawaii_USC00517312_GSOM_dnorm.png","Hawaii_USC00517312_KISS.png","Hawaii_USC00517312_GSOM_estPDF.png","Hawaii_USC00517312_4panel.gif","Hawaii_USC00517312_GSOM_dnorm.gif"
"Hawaii","NAALEHU 14, HI US (ID: GHCND:USC00516588)",1905,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Hawaii_USC00516588_MAP.png","Hawaii_USC00516588_GSOM_1975.png","Hawaii_USC00516588_GSOM_anomaly_1975.png","Hawaii_USC00516588_CHCND_Temp_Records.png","Hawaii_USC00516588_4panel.png","Hawaii_USC00516588_GSOM_dnorm.png","Hawaii_USC00516588_KISS.png","Hawaii_USC00516588_GSOM_estPDF.png","Hawaii_USC00516588_4panel.gif","Hawaii_USC00516588_GSOM_dnorm.gif"
"Hawaii","NAALEHU 14, HI US (ID: GHCND:USC00516588)",1905,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Hawaii_USC00516588_MAP.png","Hawaii_USC00516588_GSOM_1975.png","Hawaii_USC00516588_GSOM_anomaly_1975.png","Hawaii_USC00516588_CHCND_Temp_Records.png","Hawaii_USC00516588_4panel.png","Hawaii_USC00516588_GSOM_dnorm.png","Hawaii_USC00516588_KISS.png","Hawaii_USC00516588_GSOM_estPDF.png","Hawaii_USC00516588_4panel.gif","Hawaii_USC00516588_GSOM_dnorm.gif"
"Illinois","KEOKUK LOCK DAM 19, IA US (ID: GHCND:USC00134381)",1891,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Illinois_USC00134381_MAP.png","Illinois_USC00134381_GSOM_1975.png","Illinois_USC00134381_GSOM_anomaly_1975.png","Illinois_USC00134381_CHCND_Temp_Records.png","Illinois_USC00134381_4panel.png","Illinois_USC00134381_GSOM_dnorm.png","Illinois_USC00134381_KISS.png","Illinois_USC00134381_GSOM_estPDF.png","Illinois_USC00134381_4panel.gif","Illinois_USC00134381_GSOM_dnorm.gif"
"Illinois","OTTAWA 5 SW, IL US (ID: GHCND:USC00116526)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Illinois_USC00116526_MAP.png","Illinois_USC00116526_GSOM_1975.png","Illinois_USC00116526_GSOM_anomaly_1975.png","Illinois_USC00116526_CHCND_Temp_Records.png","Illinois_USC00116526_4panel.png","Illinois_USC00116526_GSOM_dnorm.png","Illinois_USC00116526_KISS.png","Illinois_USC00116526_GSOM_estPDF.png","Illinois_USC00116526_4panel.gif","Illinois_USC00116526_GSOM_dnorm.gif"
"Indiana","MOUNT VERNON, IN US (ID: GHCND:USC00126001)",1888,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Indiana_USC00126001_MAP.png","Indiana_USC00126001_GSOM_1975.png","Indiana_USC00126001_GSOM_anomaly_1975.png","Indiana_USC00126001_CHCND_Temp_Records.png","Indiana_USC00126001_4panel.png","Indiana_USC00126001_GSOM_dnorm.png","Indiana_USC00126001_KISS.png","Indiana_USC00126001_GSOM_estPDF.png","Indiana_USC00126001_4panel.gif","Indiana_USC00126001_GSOM_dnorm.gif"
"Iowa","CEDAR RAPIDS NUMBER 1, IA US (ID: GHCND:USC00131319)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Iowa_USC00131319_MAP.png","Iowa_USC00131319_GSOM_1975.png","Iowa_USC00131319_GSOM_anomaly_1975.png","Iowa_USC00131319_CHCND_Temp_Records.png","Iowa_USC00131319_4panel.png","Iowa_USC00131319_GSOM_dnorm.png","Iowa_USC00131319_KISS.png","Iowa_USC00131319_GSOM_estPDF.png","Iowa_USC00131319_4panel.gif","Iowa_USC00131319_GSOM_dnorm.gif"
"Illinois","OTTAWA 5 SW, IL US (ID: GHCND:USC00116526)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Illinois_USC00116526_MAP.png","Illinois_USC00116526_GSOM_1975.png","Illinois_USC00116526_GSOM_anomaly_1975.png","Illinois_USC00116526_CHCND_Temp_Records.png","Illinois_USC00116526_4panel.png","Illinois_USC00116526_GSOM_dnorm.png","Illinois_USC00116526_KISS.png","Illinois_USC00116526_GSOM_estPDF.png","Illinois_USC00116526_4panel.gif","Illinois_USC00116526_GSOM_dnorm.gif"
"Kansas","HORTON, KS US (ID: GHCND:USC00143810)",1891,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Kansas_USC00143810_MAP.png","Kansas_USC00143810_GSOM_1975.png","Kansas_USC00143810_GSOM_anomaly_1975.png","Kansas_USC00143810_CHCND_Temp_Records.png","Kansas_USC00143810_4panel.png","Kansas_USC00143810_GSOM_dnorm.png","Kansas_USC00143810_KISS.png","Kansas_USC00143810_GSOM_estPDF.png","Kansas_USC00143810_4panel.gif","Kansas_USC00143810_GSOM_dnorm.gif"
"Kentucky","LEXINGTON BLUEGRASS AIRPORT, KY US (ID: GHCND:USW00093820)",1872,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Kentucky_USW00093820_MAP.png","Kentucky_USW00093820_GSOM_1975.png","Kentucky_USW00093820_GSOM_anomaly_1975.png","Kentucky_USW00093820_CHCND_Temp_Records.png","Kentucky_USW00093820_4panel.png","Kentucky_USW00093820_GSOM_dnorm.png","Kentucky_USW00093820_KISS.png","Kentucky_USW00093820_GSOM_estPDF.png","Kentucky_USW00093820_4panel.gif","Kentucky_USW00093820_GSOM_dnorm.gif"
"Louisiana","ALEXANDRIA, LA US (ID: GHCND:USC00160098)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Louisiana_USC00160098_MAP.png","Louisiana_USC00160098_GSOM_1975.png","Louisiana_USC00160098_GSOM_anomaly_1975.png","Louisiana_USC00160098_CHCND_Temp_Records.png","Louisiana_USC00160098_4panel.png","Louisiana_USC00160098_GSOM_dnorm.png","Louisiana_USC00160098_KISS.png","Louisiana_USC00160098_GSOM_estPDF.png","Louisiana_USC00160098_4panel.gif","Louisiana_USC00160098_GSOM_dnorm.gif"
"Maryland","OAKLAND 1 SE, MD US (ID: GHCND:USC00186620)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Maryland_USC00186620_MAP.png","Maryland_USC00186620_GSOM_1975.png","Maryland_USC00186620_GSOM_anomaly_1975.png","Maryland_USC00186620_CHCND_Temp_Records.png","Maryland_USC00186620_4panel.png","Maryland_USC00186620_GSOM_dnorm.png","Maryland_USC00186620_KISS.png","Maryland_USC00186620_GSOM_estPDF.png","Maryland_USC00186620_4panel.gif","Maryland_USC00186620_GSOM_dnorm.gif"
"Michigan","ALMA, MI US (ID: GHCND:USC00200146)",1887,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Michigan_USC00200146_MAP.png","Michigan_USC00200146_GSOM_1975.png","Michigan_USC00200146_GSOM_anomaly_1975.png","Michigan_USC00200146_CHCND_Temp_Records.png","Michigan_USC00200146_4panel.png","Michigan_USC00200146_GSOM_dnorm.png","Michigan_USC00200146_KISS.png","Michigan_USC00200146_GSOM_estPDF.png","Michigan_USC00200146_4panel.gif","Michigan_USC00200146_GSOM_dnorm.gif"
"Minnesota","MORRIS WEST CENTRAL RESEARCH AND OUTREACH CENTER, MN US (ID: GHCND:USC00215638)",1886,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Minnesota_USC00215638_MAP.png","Minnesota_USC00215638_GSOM_1975.png","Minnesota_USC00215638_GSOM_anomaly_1975.png","Minnesota_USC00215638_CHCND_Temp_Records.png","Minnesota_USC00215638_4panel.png","Minnesota_USC00215638_GSOM_dnorm.png","Minnesota_USC00215638_KISS.png","Minnesota_USC00215638_GSOM_estPDF.png","Minnesota_USC00215638_4panel.gif","Minnesota_USC00215638_GSOM_dnorm.gif"
"Mississippi","PONTOTOC, MS US (ID: GHCND:USC00227106)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Mississippi_USC00227106_MAP.png","Mississippi_USC00227106_GSOM_1975.png","Mississippi_USC00227106_GSOM_anomaly_1975.png","Mississippi_USC00227106_CHCND_Temp_Records.png","Mississippi_USC00227106_4panel.png","Mississippi_USC00227106_GSOM_dnorm.png","Mississippi_USC00227106_KISS.png","Mississippi_USC00227106_GSOM_estPDF.png","Mississippi_USC00227106_4panel.gif","Mississippi_USC00227106_GSOM_dnorm.gif"
"Massachusetts","AMHERST, MA US (ID: GHCND:USC00190120)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Massachusetts_USC00190120_MAP.png","Massachusetts_USC00190120_GSOM_1975.png","Massachusetts_USC00190120_GSOM_anomaly_1975.png","Massachusetts_USC00190120_CHCND_Temp_Records.png","Massachusetts_USC00190120_4panel.png","Massachusetts_USC00190120_GSOM_dnorm.png","Massachusetts_USC00190120_KISS.png","Massachusetts_USC00190120_GSOM_estPDF.png","Massachusetts_USC00190120_4panel.gif","Massachusetts_USC00190120_GSOM_dnorm.gif"
"California","NAPA STATE HOSPITAL, CA US (ID: GHCND:USC00046074)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","California_USC00046074_MAP.png","California_USC00046074_GSOM_1975.png","California_USC00046074_GSOM_anomaly_1975.png","California_USC00046074_CHCND_Temp_Records.png","California_USC00046074_4panel.png","California_USC00046074_GSOM_dnorm.png","California_USC00046074_KISS.png","California_USC00046074_GSOM_estPDF.png","California_USC00046074_4panel.gif","California_USC00046074_GSOM_dnorm.gif"
"Montana","BOZEMAN MONTANA STATE UNIVERSITY, MT US (ID: GHCND:USC00241044)",1892,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Montana_USC00241044_MAP.png","Montana_USC00241044_GSOM_1975.png","Montana_USC00241044_GSOM_anomaly_1975.png","Montana_USC00241044_CHCND_Temp_Records.png","Montana_USC00241044_4panel.png","Montana_USC00241044_GSOM_dnorm.png","Montana_USC00241044_KISS.png","Montana_USC00241044_GSOM_estPDF.png","Montana_USC00241044_4panel.gif","Montana_USC00241044_GSOM_dnorm.gif"
"Nebraska","DAVID CITY 4 E, NE US (ID: GHCND:USC00252205)",1889,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Nebraska_USC00252205_MAP.png","Nebraska_USC00252205_GSOM_1975.png","Nebraska_USC00252205_GSOM_anomaly_1975.png","Nebraska_USC00252205_CHCND_Temp_Records.png","Nebraska_USC00252205_4panel.png","Nebraska_USC00252205_GSOM_dnorm.png","Nebraska_USC00252205_KISS.png","Nebraska_USC00252205_GSOM_estPDF.png","Nebraska_USC00252205_4panel.gif","Nebraska_USC00252205_GSOM_dnorm.gif"
"Nebraska","DAVID CITY 4 E, NE US (ID: GHCND:USC00252205)",1889,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Nebraska_USC00252205_MAP.png","Nebraska_USC00252205_GSOM_1975.png","Nebraska_USC00252205_GSOM_anomaly_1975.png","Nebraska_USC00252205_CHCND_Temp_Records.png","Nebraska_USC00252205_4panel.png","Nebraska_USC00252205_GSOM_dnorm.png","Nebraska_USC00252205_KISS.png","Nebraska_USC00252205_GSOM_estPDF.png","Nebraska_USC00252205_4panel.gif","Nebraska_USC00252205_GSOM_dnorm.gif"
"Mississippi","HATTIESBURG, MS US (ID: GHCND:USC00223887)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Mississippi_USC00223887_MAP.png","Mississippi_USC00223887_GSOM_1975.png","Mississippi_USC00223887_GSOM_anomaly_1975.png","Mississippi_USC00223887_CHCND_Temp_Records.png","Mississippi_USC00223887_4panel.png","Mississippi_USC00223887_GSOM_dnorm.png","Mississippi_USC00223887_KISS.png","Mississippi_USC00223887_GSOM_estPDF.png","Mississippi_USC00223887_4panel.gif","Mississippi_USC00223887_GSOM_dnorm.gif"
