"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"11/04/1999","44","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","32",".",".","44","."
"11/05/1999","99","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","40",".",".","99","."
"11/06/1999","49","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","28",".",".","49","."
"11/07/1999","69","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","27",".",".","69","."
"11/08/1999","60","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".","24","60","."
"11/09/1999","55","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","40",".",".","55","."
"11/10/1999","29","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","28",".",".","29","."
"11/11/1999","47","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","38",".",".","47","."
"11/12/1999","40","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","33",".",".","40","."
"11/13/1999","58","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","44",".",".","58","."
"11/14/1999","63","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","43",".","25","63","."
"11/15/1999","69","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","31",".",".","69","."
"11/16/1999","42","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".",".","42","."
"11/17/1999","49","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".",".","49","."
"11/18/1999","43","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","33",".",".","43","."
"11/19/1999","33","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","30",".",".","33","."
"11/20/1999","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","16",".","11","25","."
"11/21/1999","25","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","24",".",".","25","."
"11/22/1999","30","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".",".","30","."
"11/23/1999","52","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","32",".",".","52","."
"11/24/1999","25","CO","","41-051-0087","AQS","25",".",".","21","."
"11/25/1999","14","CO","","41-051-0087","AQS","14",".",".","9","."
"11/26/1999","40","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".","17","40","."
"11/27/1999","57","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".",".","57","."
"11/28/1999","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","27",".",".","35","."
"11/29/1999","62","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","47",".",".","62","."
"11/30/1999","25","CO","","41-051-0087","AQS","25",".",".","15","."
"12/01/1999","25","CO","","53-011-0010","AQS","25",".",".","17","."
"12/02/1999","30","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","19",".","10","30","."
"12/03/1999","55","CO","","53-011-0010","AQS","55",".",".","45","."
"12/04/1999","54","CO","","53-011-0010","AQS","54",".",".","53","."
"12/05/1999","45","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","20",".",".","45","."
"12/06/1999","31","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","31",".",".","12","."
"12/07/1999","27","CO","","41-051-0087","AQS","27",".",".","18","."
"12/08/1999","34","CO","","41-051-0087","AQS","34",".","15","27","."
"12/09/1999","28","CO","","41-051-0087","AQS","28",".",".","21","."
"12/10/1999","27","CO","","41-051-0087","AQS","27",".",".","19","."
"12/11/1999","19","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","19","."
"12/12/1999","21","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18",".",".","21","."
"12/13/1999","30","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","26",".",".","30","."
"12/14/1999","20","CO","","41-051-0087","AQS","20",".","6","13","."
"12/15/1999","20","CO","","41-051-0087","AQS","20",".",".","10","."
"12/16/1999","33","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","33",".",".","26","."
"12/17/1999","26","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24",".",".","26","."
"12/18/1999","26","CO","HAZELDELL/7701 NE HIGHWAY 99","53-011-0016","AQS","26",".",".","17","."
"12/19/1999","66","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","31",".",".","66","."
"12/20/1999","51","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","32",".","24","51","."
"12/21/1999","59","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","39",".",".","59","."
"12/22/1999","58","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","42",".",".","58","."
"12/23/1999","97","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","51",".",".","97","."
"12/24/1999","52","CO","","53-011-0010","AQS","52",".","7","27","."
"12/25/1999","54","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","44",".","10","54","."
"12/26/1999","106","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","48",".","34","106","."
"12/27/1999","39","CO","","53-011-0010","AQS","39",".","6","27","."
"12/28/1999","45","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","44",".","12","45","."
"12/29/1999","138","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","42",".","24","138","."
"12/30/1999","66","PM2.5","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS","28",".","20","66","."
"12/31/1999","74","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","28",".","23","74","."
