"Plot Title: 20724109"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20724109, SEN S/N: 20724109, LBL: KravisSun)","End Of File (LGR S/N: 20724109, SEN S/N: 20724109)"
628,12/02/19 01:30:00 AM,43.099,
629,12/02/19 02:00:00 AM,43.099,
630,12/02/19 02:30:00 AM,43.099,
631,12/02/19 03:00:00 AM,42.548,
632,12/02/19 03:30:00 AM,42.732,
633,12/02/19 04:00:00 AM,42.732,
634,12/02/19 04:30:00 AM,42.548,
635,12/02/19 05:00:00 AM,41.810,
636,12/02/19 05:30:00 AM,41.625,
637,12/02/19 06:00:00 AM,41.254,
638,12/02/19 06:30:00 AM,41.810,
639,12/02/19 07:00:00 AM,43.099,
640,12/02/19 07:30:00 AM,45.104,
641,12/02/19 08:00:00 AM,46.548,
642,12/02/19 08:30:00 AM,51.699,
643,12/02/19 09:00:00 AM,52.576,
644,12/02/19 09:30:00 AM,56.230,
645,12/02/19 10:00:00 AM,59.164,
646,12/02/19 10:30:00 AM,60.539,
647,12/02/19 11:00:00 AM,65.338,
648,12/02/19 11:30:00 AM,75.312,
649,12/02/19 12:00:00 PM,79.502,
650,12/02/19 12:30:00 PM,78.274,
651,12/02/19 01:00:00 PM,91.800,
652,12/02/19 01:30:00 PM,104.540,
653,12/02/19 02:00:00 PM,98.503,
654,12/02/19 02:30:00 PM,72.891,
655,12/02/19 03:00:00 PM,66.022,
656,12/02/19 03:30:00 PM,63.111,
657,12/02/19 04:00:00 PM,60.024,
658,12/02/19 04:30:00 PM,56.923,
659,12/02/19 05:00:00 PM,54.669,
660,12/02/19 05:30:00 PM,53.798,
661,12/02/19 06:00:00 PM,52.750,
662,12/02/19 06:30:00 PM,51.699,
663,12/02/19 07:00:00 PM,50.995,
664,12/02/19 07:30:00 PM,51.172,
665,12/02/19 08:00:00 PM,50.819,
666,12/02/19 08:30:00 PM,50.643,
667,12/02/19 09:00:00 PM,49.759,
668,12/02/19 09:30:00 PM,49.937,
669,12/02/19 10:00:00 PM,49.582,
670,12/02/19 10:30:00 PM,49.404,
671,12/02/19 11:00:00 PM,49.582,
672,12/02/19 11:30:00 PM,49.582,
673,12/03/19 12:00:00 AM,49.404,
674,12/03/19 12:30:00 AM,48.871,
675,12/03/19 01:00:00 AM,49.228,
676,12/03/19 01:30:00 AM,49.228,
677,12/03/19 02:00:00 AM,49.050,
678,12/03/19 02:30:00 AM,48.695,
679,12/03/19 03:00:00 AM,48.517,
680,12/03/19 03:30:00 AM,48.517,
681,12/03/19 04:00:00 AM,48.517,
682,12/03/19 04:30:00 AM,48.695,
683,12/03/19 05:00:00 AM,48.517,
684,12/03/19 05:30:00 AM,48.695,
685,12/03/19 06:00:00 AM,48.871,
686,12/03/19 06:30:00 AM,49.050,
687,12/03/19 07:00:00 AM,48.871,
688,12/03/19 07:30:00 AM,50.113,
689,12/03/19 08:00:00 AM,52.576,
690,12/03/19 08:30:00 AM,54.842,
691,12/03/19 09:00:00 AM,57.785,
692,12/03/19 09:30:00 AM,60.712,
693,12/03/19 10:00:00 AM,62.425,
694,12/03/19 10:30:00 AM,62.769,
695,12/03/19 11:00:00 AM,63.626,
696,12/03/19 11:30:00 AM,63.968,
697,12/03/19 12:00:00 PM,64.652,
698,12/03/19 12:30:00 PM,66.193,
699,12/03/19 01:00:00 PM,66.366,
700,12/03/19 01:30:00 PM,68.421,
701,12/03/19 02:00:00 PM,66.708,
702,12/03/19 02:30:00 PM,63.968,
703,12/03/19 03:00:00 PM,61.912,
704,12/03/19 03:30:00 PM,60.195,
705,12/03/19 04:00:00 PM,58.647,
706,12/03/19 04:30:00 PM,57.268,
707,12/03/19 05:00:00 PM,56.577,
708,12/03/19 05:30:00 PM,56.057,
709,12/03/19 06:00:00 PM,56.230,
710,12/03/19 06:30:00 PM,56.750,
711,12/03/19 07:00:00 PM,56.750,
712,12/03/19 07:30:00 PM,56.404,
713,12/03/19 08:00:00 PM,56.750,
714,12/03/19 08:30:00 PM,56.750,
715,12/03/19 09:00:00 PM,56.577,
716,12/03/19 09:30:00 PM,56.230,
717,12/03/19 10:00:00 PM,55.189,
718,12/03/19 10:30:00 PM,55.884,
719,12/03/19 11:00:00 PM,56.230,
720,12/03/19 11:30:00 PM,55.884,
721,12/04/19 12:00:00 AM,55.537,
722,12/04/19 12:30:00 AM,55.189,
723,12/04/19 01:00:00 AM,54.842,
724,12/04/19 01:30:00 AM,55.189,
725,12/04/19 02:00:00 AM,54.495,
726,12/04/19 02:30:00 AM,54.147,
727,12/04/19 03:00:00 AM,53.973,
728,12/04/19 03:30:00 AM,53.973,
729,12/04/19 04:00:00 AM,53.798,
730,12/04/19 04:30:00 AM,53.274,
731,12/04/19 05:00:00 AM,52.750,
732,12/04/19 05:30:00 AM,52.925,
733,12/04/19 06:00:00 AM,52.576,
734,12/04/19 06:30:00 AM,52.225,
735,12/04/19 07:00:00 AM,52.050,
736,12/04/19 07:30:00 AM,52.401,
737,12/04/19 08:00:00 AM,53.623,
738,12/04/19 08:30:00 AM,52.750,
739,12/04/19 09:00:00 AM,54.147,
740,12/04/19 09:30:00 AM,53.623,
741,12/04/19 10:00:00 AM,53.100,
742,12/04/19 10:30:00 AM,52.576,
743,12/04/19 11:00:00 AM,52.925,
744,12/04/19 11:30:00 AM,54.322,
745,12/04/19 12:00:00 PM,55.711,
746,12/04/19 12:30:00 PM,55.711,
747,12/04/19 01:00:00 PM,56.230,
748,12/04/19 01:30:00 PM,56.750,
749,12/04/19 02:00:00 PM,57.958,
750,12/04/19 02:30:00 PM,56.404,
751,12/04/19 03:00:00 PM,57.785,
752,12/04/19 03:30:00 PM,56.404,
753,12/04/19 04:00:00 PM,56.230,
754,12/04/19 04:30:00 PM,56.057,
755,12/04/19 05:00:00 PM,55.189,
756,12/04/19 05:30:00 PM,55.711,
757,12/04/19 06:00:00 PM,55.189,
758,12/04/19 06:30:00 PM,55.189,
759,12/04/19 07:00:00 PM,55.189,
760,12/04/19 07:30:00 PM,54.669,
761,12/04/19 08:00:00 PM,55.017,
762,12/04/19 08:30:00 PM,54.842,
763,12/04/19 09:00:00 PM,54.322,
764,12/04/19 09:30:00 PM,54.495,
765,12/04/19 10:00:00 PM,53.798,
766,12/04/19 10:30:00 PM,52.401,
767,12/04/19 11:00:00 PM,50.643,
768,12/04/19 11:30:00 PM,52.750,
769,12/05/19 12:00:00 AM,53.100,
770,12/05/19 12:30:00 AM,53.274,
771,12/05/19 01:00:00 AM,52.925,
772,12/05/19 01:30:00 AM,52.750,
773,12/05/19 02:00:00 AM,53.100,
774,12/05/19 02:30:00 AM,52.925,
775,12/05/19 03:00:00 AM,53.100,
776,12/05/19 03:30:00 AM,53.274,
777,12/05/19 04:00:00 AM,53.623,
778,12/05/19 04:30:00 AM,51.699,
779,12/05/19 05:00:00 AM,49.759,
780,12/05/19 05:30:00 AM,48.695,
781,12/05/19 06:00:00 AM,47.982,
782,12/05/19 06:30:00 AM,47.266,
783,12/05/19 07:00:00 AM,47.266,
784,12/05/19 07:30:00 AM,48.339,
785,12/05/19 08:00:00 AM,49.937,
786,12/05/19 08:30:00 AM,52.050,
787,12/05/19 09:00:00 AM,53.623,
788,12/05/19 09:30:00 AM,55.189,
789,12/05/19 10:00:00 AM,56.230,
790,12/05/19 10:30:00 AM,57.614,
791,12/05/19 11:00:00 AM,60.024,
792,12/05/19 11:30:00 AM,74.271,
793,12/05/19 12:00:00 PM,74.271,
794,12/05/19 12:30:00 PM,85.735,
795,12/05/19 01:00:00 PM,92.926,
796,12/05/19 01:30:00 PM,91.240,
797,12/05/19 02:00:00 PM,82.864,
798,12/05/19 02:30:00 PM,69.622,
799,12/05/19 03:00:00 PM,65.680,
800,12/05/19 03:30:00 PM,64.481,
801,12/05/19 04:00:00 PM,60.883,
802,12/05/19 04:30:00 PM,57.441,
803,12/05/19 05:00:00 PM,55.364,
804,12/05/19 05:30:00 PM,54.669,
805,12/05/19 06:00:00 PM,54.669,
806,12/05/19 06:30:00 PM,53.623,
807,12/05/19 07:00:00 PM,52.925,
808,12/05/19 07:30:00 PM,52.225,
809,12/05/19 08:00:00 PM,52.401,
810,12/05/19 08:30:00 PM,52.401,
811,12/05/19 09:00:00 PM,52.050,
812,12/05/19 09:30:00 PM,51.523,
813,12/05/19 10:00:00 PM,51.346,
814,12/05/19 10:30:00 PM,50.819,
815,12/05/19 11:00:00 PM,50.643,
816,12/05/19 11:30:00 PM,50.819,
817,12/06/19 12:00:00 AM,50.819,
818,12/06/19 12:30:00 AM,50.819,
819,12/06/19 01:00:00 AM,50.819,
820,12/06/19 01:30:00 AM,51.346,
821,12/06/19 02:00:00 AM,50.643,
822,12/06/19 02:30:00 AM,50.113,
823,12/06/19 03:00:00 AM,49.582,
824,12/06/19 03:30:00 AM,49.228,
825,12/06/19 04:00:00 AM,49.759,
826,12/06/19 04:30:00 AM,48.695,
827,12/06/19 05:00:00 AM,49.228,
828,12/06/19 05:30:00 AM,47.982,
829,12/06/19 06:00:00 AM,46.908,
830,12/06/19 06:30:00 AM,46.008,
831,12/06/19 07:00:00 AM,46.369,
832,12/06/19 07:30:00 AM,47.982,
833,12/06/19 08:00:00 AM,49.937,
834,12/06/19 08:30:00 AM,51.523,
835,12/06/19 09:00:00 AM,54.322,
836,12/06/19 09:30:00 AM,57.441,
837,12/06/19 10:00:00 AM,61.227,
838,12/06/19 10:30:00 AM,60.883,
839,12/06/19 11:00:00 AM,65.167,
840,12/06/19 11:30:00 AM,67.906,
841,12/06/19 12:00:00 PM,78.800,
842,12/06/19 12:30:00 PM,83.935,
843,12/06/19 01:00:00 PM,70.824,
844,12/06/19 01:30:00 PM,66.366,
845,12/06/19 02:00:00 PM,72.028,
846,12/06/19 02:30:00 PM,72.028,
847,12/06/19 03:00:00 PM,72.545,
848,12/06/19 03:30:00 PM,73.753,Logged
