STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/1/1939,0,0,0,28.9,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/2/1939,0,0,0,28.3,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/3/1939,0,0,0,31.7,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/4/1939,0,0,0,31.1,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/5/1939,0,0,0,26.7,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/6/1939,0,0,0,24.4,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/7/1939,0,0,0,25,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/8/1939,0,0,0,21.7,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/9/1939,0,0,0,21.1,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/10/1939,0,0,0,21.7,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/11/1939,2.5,0,0,20.6,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/12/1939,0,0,0,26.7,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/13/1939,0,0,0,25.6,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/14/1939,0,0,0,27.8,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/15/1939,0,0,0,28.9,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/16/1939,0,0,0,27.8,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/17/1939,0,0,0,26.1,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/18/1939,0,0,0,28.9,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/19/1939,0,0,0,29.4,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/20/1939,0,0,0,26.7,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/21/1939,0,0,0,23.9,3.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/22/1939,0,0,0,19.4,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/23/1939,11.9,0,0,15.6,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/24/1939,0,0,0,17.2,1.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/25/1939,0,0,0,18.3,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/26/1939,0,0,0,18.9,0.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/27/1939,0,0,0,18.3,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/28/1939,0,0,0,20,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/29/1939,0,0,0,22.8,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/30/1939,0,0,0,23.9,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",12/31/1939,0,0,0,16.7,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/1/1940,0.3,0,0,17.8,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/2/1940,1.3,0,0,15.6,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/3/1940,0,0,0,17.8,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/4/1940,9.4,0,0,18.3,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/5/1940,0,0,0,18.3,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/6/1940,3,0,0,16.1,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/7/1940,26.2,0,0,13.9,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/8/1940,30,0,0,15.6,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/9/1940,8.6,0,0,16.1,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/10/1940,8.1,0,0,15,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/11/1940,7.4,0,0,16.7,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/12/1940,0.8,0,0,18.9,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/13/1940,0,0,0,18.9,2.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/14/1940,0,0,0,21.1,0.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/15/1940,0,0,0,23.3,1.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/16/1940,0,0,0,25.6,1.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/17/1940,0,0,0,22.8,1.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/18/1940,0,0,0,18.3,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/19/1940,0,0,0,20.6,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/20/1940,0,0,0,21.7,1.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/21/1940,0,0,0,21.1,1.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/22/1940,0,0,0,18.3,3.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/23/1940,19.3,0,0,15,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/24/1940,0,0,0,18.3,1.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/25/1940,0.3,0,0,18.3,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/26/1940,0,0,0,22.8,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/27/1940,0,0,0,26.7,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/28/1940,0,0,0,28.3,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/29/1940,0,0,0,26.1,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/30/1940,0,0,0,17.8,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",1/31/1940,3.8,0,0,18.3,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/1/1940,60.5,0,0,13.3,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/2/1940,25.4,0,0,14.4,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/3/1940,15.5,0,0,13.3,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/4/1940,0,0,0,20,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/5/1940,0,0,0,22.2,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/6/1940,0,0,0,21.7,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/7/1940,0,0,0,18.3,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/8/1940,0,0,0,21.1,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/9/1940,0,0,0,21.7,1.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/10/1940,0,0,0,21.7,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/11/1940,0,0,0,18.9,2.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/12/1940,0,0,0,20.6,2.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/13/1940,0,0,0,21.7,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/14/1940,4.1,0,0,15.6,3.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/15/1940,0,0,0,18.3,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/16/1940,0,0,0,21.7,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/17/1940,0,0,0,20.6,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/18/1940,0,0,0,21.7,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/19/1940,0,0,0,21.7,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/20/1940,0,0,0,25.6,1.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/21/1940,0,0,0,22.8,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/22/1940,1.3,0,0,13.9,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/23/1940,0,0,0,20.6,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/24/1940,0,0,0,23.3,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/25/1940,31.2,0,0,16.1,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/26/1940,0.8,0,0,18.3,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/27/1940,0,0,0,20.6,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/28/1940,4.3,0,0,21.1,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2/29/1940,2.5,0,0,20,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/1/1940,0,0,0,20.6,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/2/1940,0,0,0,25.6,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/3/1940,0,0,0,23.3,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/4/1940,0,0,0,25,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/5/1940,0,0,0,26.1,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/6/1940,0,0,0,29.4,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/7/1940,0,0,0,27.8,6.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/8/1940,0,0,0,24.4,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/9/1940,0,0,0,18.3,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/10/1940,0,0,0,17.2,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/11/1940,0,0,0,17.2,2.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/12/1940,0,0,0,21.1,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/13/1940,0,0,0,24.4,0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/14/1940,0,0,0,28.3,3.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/15/1940,0,0,0,26.7,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/16/1940,0,0,0,22.2,4.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/17/1940,0,0,0,20,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/18/1940,0.5,0,0,21.1,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/19/1940,0,0,0,20,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/20/1940,0,0,0,21.7,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/21/1940,0,0,0,16.7,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/22/1940,0,0,0,20.6,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/23/1940,0,0,0,21.1,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/24/1940,0,0,0,21.7,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/25/1940,0.3,0,0,17.8,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/26/1940,0.5,0,0,17.8,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/27/1940,3.3,0,0,21.7,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/28/1940,0,0,0,17.2,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/29/1940,0,0,0,19.4,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/30/1940,0.5,0,0,21.1,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",3/31/1940,34,0,0,17.2,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/1/1940,9.4,0,0,17.8,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/2/1940,0,0,0,18.3,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/3/1940,0,0,0,19.4,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/4/1940,0,0,0,17.8,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/5/1940,0,0,0,20.6,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/6/1940,0,0,0,21.7,5.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/7/1940,0,0,0,20.6,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/8/1940,0,0,0,21.7,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/9/1940,0,0,0,26.7,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/10/1940,0,0,0,30,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/11/1940,0,0,0,32.8,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/12/1940,0,0,0,35.6,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/13/1940,0,0,0,35.6,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/14/1940,0,0,0,26.1,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/15/1940,10.7,0,0,18.3,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/16/1940,0,0,0,20.6,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/17/1940,0,0,0,23.3,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/18/1940,0,0,0,27.8,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/19/1940,0,0,0,25.6,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/20/1940,0,0,0,22.8,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/21/1940,0,0,0,22.2,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/22/1940,0,0,0,18.3,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/23/1940,0,0,0,21.1,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/24/1940,0,0,0,20.6,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/25/1940,0,0,0,17.8,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/26/1940,28.2,0,0,15,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/27/1940,0,0,0,18.9,5,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/28/1940,0,0,0,21.1,6.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/29/1940,0,0,0,27.8,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",4/30/1940,0,0,0,27.8,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/1/1940,0,0,0,33.9,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/2/1940,0,0,0,25.6,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/3/1940,0,0,0,22.8,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/4/1940,0,0,0,23.3,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/5/1940,0,0,0,21.7,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/6/1940,0,0,0,22.2,8.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/7/1940,0,0,0,23.9,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/8/1940,0,0,0,36.1,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/9/1940,0,0,0,36.1,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/10/1940,0,0,0,32.2,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/11/1940,0,0,0,30.6,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/12/1940,0,0,0,28.3,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/13/1940,0,0,0,28.3,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/14/1940,0,0,0,28.9,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/15/1940,0,0,0,26.7,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/16/1940,0,0,0,23.3,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/17/1940,0,0,0,20.6,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/18/1940,0.8,0,0,22.2,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/19/1940,0,0,0,25.6,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/20/1940,0,0,0,22.2,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/21/1940,0.3,0,0,22.8,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/22/1940,0,0,0,23.3,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/23/1940,0,0,0,25,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/24/1940,0,0,0,26.1,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/25/1940,0,0,0,25.6,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/26/1940,0,0,0,22.8,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/27/1940,0,0,0,18.9,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/28/1940,0,0,0,22.2,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/29/1940,0,0,0,23.9,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/30/1940,0,0,0,27.2,7.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",5/31/1940,0,0,0,30,7.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/1/1940,0,0,0,26.7,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/2/1940,0,0,0,26.1,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/3/1940,0,0,0,23.9,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/4/1940,0,0,0,22.2,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/5/1940,0,0,0,22.2,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/6/1940,0,0,0,23.3,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/7/1940,0,0,0,20,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/8/1940,0,0,0,23.3,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/9/1940,0,0,0,27.2,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/10/1940,0,0,0,28.9,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/11/1940,0,0,0,27.8,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/12/1940,0,0,0,28.3,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/13/1940,0,0,0,30,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/14/1940,0,0,0,26.1,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/15/1940,0,0,0,22.8,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/16/1940,0,0,0,22.2,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/17/1940,0,0,0,28.9,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/18/1940,0,0,0,28.9,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/19/1940,0,0,0,29.4,8.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/20/1940,0,0,0,28.9,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/21/1940,0,0,0,25,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/22/1940,0,0,0,26.7,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/23/1940,0,0,0,26.7,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/24/1940,0,0,0,26.1,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/25/1940,0,0,0,29.4,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/26/1940,0,0,0,25.6,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/27/1940,0,0,0,27.8,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/28/1940,0,0,0,28.9,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/29/1940,0,0,0,27.8,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",6/30/1940,0,0,0,28.9,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/1/1940,0,0,0,27.8,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/2/1940,0,0,0,27.2,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/3/1940,0,0,0,29.4,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/4/1940,0,0,0,32.2,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/5/1940,0,0,0,34.4,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/6/1940,0,0,0,33.3,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/7/1940,0,0,0,32.8,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/8/1940,0,0,0,33.3,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/9/1940,0,0,0,38.9,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/10/1940,0,0,0,40.6,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/11/1940,0,0,0,38.9,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/12/1940,0,0,0,36.1,12.8,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/13/1940,0,0,0,35,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/14/1940,0,0,0,31.1,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/15/1940,0,0,0,26.7,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/16/1940,0,0,0,24.4,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/17/1940,0,0,0,23.3,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/18/1940,0,0,0,24.4,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/19/1940,0,0,0,27.2,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/20/1940,0,0,0,29.4,9.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/21/1940,0,0,0,31.1,10,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/22/1940,0,0,0,33.9,10.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/23/1940,0,0,0,36.7,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/24/1940,0,0,0,33.3,16.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/25/1940,0,0,0,29.4,15.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/26/1940,0,0,0,26.7,15.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/27/1940,0,0,0,26.1,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/28/1940,0,0,0,25.6,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/29/1940,0,0,0,26.7,11.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/30/1940,0,0,0,28.9,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",7/31/1940,0,0,0,30,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/1/1940,0,0,,30.6,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/2/1940,0,0,,29.4,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/3/1940,0,0,,30,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/4/1940,0,0,,29.4,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/5/1940,0,0,,30,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/6/1940,0,0,0,28.9,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/7/1940,0,0,0,31.7,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/8/1940,0,0,0,31.1,15.6,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/9/1940,0,0,0,33.3,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/10/1940,0,0,0,36.7,16.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/11/1940,0,0,0,32.8,16.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/12/1940,0,0,0,28.3,16.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/13/1940,0,0,0,27.2,16.7,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/14/1940,0,0,0,26.1,17.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/15/1940,0,0,0,26.7,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/16/1940,0,0,0,27.2,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/17/1940,0,0,0,31.7,11.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/18/1940,0,0,0,33.3,12.2,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/19/1940,0,0,0,38.3,14.4,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/20/1940,0,0,0,34.4,16.1,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/21/1940,0,0,0,28.9,13.3,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/22/1940,0,0,0,25.6,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/23/1940,0,0,0,26.7,15,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/24/1940,0,0,0,25.6,13.9,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",8/25/1940,0,0,0,25.6,13.3,
