STATION,STATION_NAME,DATE,MDPR,MDSF,DAPR,DASF,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00052557,EDGEWATER CO US,19080601,-9999,-9999,-9999,-9999,0.00,-9999,0.0,68,42,59
GHCND:USC00052557,EDGEWATER CO US,19080602,-9999,-9999,-9999,-9999,0.00,-9999,0.0,75,43,65
GHCND:USC00052557,EDGEWATER CO US,19080603,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,41,72
GHCND:USC00052557,EDGEWATER CO US,19080604,-9999,-9999,-9999,-9999,0.00,-9999,0.0,74,46,64
GHCND:USC00052557,EDGEWATER CO US,19080605,-9999,-9999,-9999,-9999,0.00,-9999,0.0,82,42,66
GHCND:USC00052557,EDGEWATER CO US,19080606,-9999,-9999,-9999,-9999,0.00,-9999,0.0,77,44,60
GHCND:USC00052557,EDGEWATER CO US,19080607,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,40,62
GHCND:USC00052557,EDGEWATER CO US,19080608,-9999,-9999,-9999,-9999,0.00,-9999,0.0,78,38,75
GHCND:USC00052557,EDGEWATER CO US,19080609,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,42,66
GHCND:USC00052557,EDGEWATER CO US,19080610,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,43,70
GHCND:USC00052557,EDGEWATER CO US,19080611,-9999,-9999,-9999,-9999,0.00,-9999,0.0,89,46,83
GHCND:USC00052557,EDGEWATER CO US,19080612,-9999,-9999,-9999,-9999,0.03,-9999,0.0,83,48,66
GHCND:USC00052557,EDGEWATER CO US,19080613,-9999,-9999,-9999,-9999,0.00,-9999,0.0,73,47,64
GHCND:USC00052557,EDGEWATER CO US,19080614,-9999,-9999,-9999,-9999,0.02,-9999,0.0,80,47,64
GHCND:USC00052557,EDGEWATER CO US,19080615,-9999,-9999,-9999,-9999,0.80,-9999,0.0,72,48,57
GHCND:USC00052557,EDGEWATER CO US,19080616,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,46,69
GHCND:USC00052557,EDGEWATER CO US,19080617,-9999,-9999,-9999,-9999,0.00,-9999,0.0,71,48,58
GHCND:USC00052557,EDGEWATER CO US,19080618,-9999,-9999,-9999,-9999,0.00,-9999,0.0,72,44,59
GHCND:USC00052557,EDGEWATER CO US,19080619,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,36,70
GHCND:USC00052557,EDGEWATER CO US,19080620,-9999,-9999,-9999,-9999,0.00,-9999,0.0,90,51,76
GHCND:USC00052557,EDGEWATER CO US,19080621,-9999,-9999,-9999,-9999,0.00,-9999,0.0,93,50,82
GHCND:USC00052557,EDGEWATER CO US,19080622,-9999,-9999,-9999,-9999,0.00,-9999,0.0,82,52,72
GHCND:USC00052557,EDGEWATER CO US,19080623,-9999,-9999,-9999,-9999,0.00,-9999,0.0,73,42,66
GHCND:USC00052557,EDGEWATER CO US,19080624,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,42,70
GHCND:USC00052557,EDGEWATER CO US,19080625,-9999,-9999,-9999,-9999,0.00,-9999,0.0,85,46,72
GHCND:USC00052557,EDGEWATER CO US,19080626,-9999,-9999,-9999,-9999,0.00,-9999,0.0,89,50,78
GHCND:USC00052557,EDGEWATER CO US,19080627,-9999,-9999,-9999,-9999,0.00,-9999,0.0,84,56,76
GHCND:USC00052557,EDGEWATER CO US,19080628,-9999,-9999,-9999,-9999,0.00,-9999,0.0,76,46,68
GHCND:USC00052557,EDGEWATER CO US,19080629,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,46,76
GHCND:USC00052557,EDGEWATER CO US,19080630,-9999,-9999,-9999,-9999,0.00,-9999,0.0,82,48,70
GHCND:USC00052557,EDGEWATER CO US,19080701,-9999,-9999,-9999,-9999,1.00,-9999,0.0,70,46,58
GHCND:USC00052557,EDGEWATER CO US,19080702,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,47,63
GHCND:USC00052557,EDGEWATER CO US,19080703,-9999,-9999,-9999,-9999,0.00,-9999,0.0,84,45,70
GHCND:USC00052557,EDGEWATER CO US,19080704,-9999,-9999,-9999,-9999,0.03,-9999,0.0,93,53,74
GHCND:USC00052557,EDGEWATER CO US,19080705,-9999,-9999,-9999,-9999,0.30,-9999,0.0,88,56,66
GHCND:USC00052557,EDGEWATER CO US,19080706,-9999,-9999,-9999,-9999,0.00,-9999,0.0,66,46,56
GHCND:USC00052557,EDGEWATER CO US,19080707,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,42,71
GHCND:USC00052557,EDGEWATER CO US,19080708,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,49,76
GHCND:USC00052557,EDGEWATER CO US,19080709,-9999,-9999,-9999,-9999,0.00,-9999,0.0,93,53,81
GHCND:USC00052557,EDGEWATER CO US,19080710,-9999,-9999,-9999,-9999,0.04,-9999,0.0,91,53,74
GHCND:USC00052557,EDGEWATER CO US,19080711,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,55,73
GHCND:USC00052557,EDGEWATER CO US,19080712,-9999,-9999,-9999,-9999,0.15,-9999,0.0,79,54,64
GHCND:USC00052557,EDGEWATER CO US,19080713,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,55,73
GHCND:USC00052557,EDGEWATER CO US,19080714,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,54,66
GHCND:USC00052557,EDGEWATER CO US,19080715,-9999,-9999,-9999,-9999,0.00,-9999,0.0,86,56,72
GHCND:USC00052557,EDGEWATER CO US,19080716,-9999,-9999,-9999,-9999,0.00,-9999,0.0,89,56,69
GHCND:USC00052557,EDGEWATER CO US,19080717,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,51,74
GHCND:USC00052557,EDGEWATER CO US,19080718,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,43,69
GHCND:USC00052557,EDGEWATER CO US,19080719,-9999,-9999,-9999,-9999,0.00,-9999,0.0,87,52,72
GHCND:USC00052557,EDGEWATER CO US,19080720,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,50,78
GHCND:USC00052557,EDGEWATER CO US,19080721,-9999,-9999,-9999,-9999,0.00,-9999,0.0,85,52,72
GHCND:USC00052557,EDGEWATER CO US,19080722,-9999,-9999,-9999,-9999,0.00,-9999,0.0,85,50,71
GHCND:USC00052557,EDGEWATER CO US,19080723,-9999,-9999,-9999,-9999,0.20,-9999,0.0,84,52,66
GHCND:USC00052557,EDGEWATER CO US,19080724,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,54,73
GHCND:USC00052557,EDGEWATER CO US,19080725,-9999,-9999,-9999,-9999,0.00,-9999,0.0,91,52,71
GHCND:USC00052557,EDGEWATER CO US,19080726,-9999,-9999,-9999,-9999,0.00,-9999,0.0,93,54,73
GHCND:USC00052557,EDGEWATER CO US,19080727,-9999,-9999,-9999,-9999,0.00,-9999,0.0,89,55,74
GHCND:USC00052557,EDGEWATER CO US,19080728,-9999,-9999,-9999,-9999,0.00,-9999,0.0,92,55,71
GHCND:USC00052557,EDGEWATER CO US,19080729,-9999,-9999,-9999,-9999,3.25,-9999,0.0,90,57,72
GHCND:USC00052557,EDGEWATER CO US,19080730,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,48,71
GHCND:USC00052557,EDGEWATER CO US,19080731,-9999,-9999,-9999,-9999,0.02,-9999,0.0,80,60,71
GHCND:USC00052557,EDGEWATER CO US,19080801,-9999,-9999,-9999,-9999,-9999,-9999,0.0,88,55,71
GHCND:USC00052557,EDGEWATER CO US,19080802,-9999,-9999,-9999,-9999,-9999,-9999,0.0,91,57,71
GHCND:USC00052557,EDGEWATER CO US,19080803,-9999,-9999,-9999,-9999,-9999,-9999,0.0,93,56,74
GHCND:USC00052557,EDGEWATER CO US,19080804,-9999,-9999,-9999,-9999,-9999,-9999,0.0,89,55,77
GHCND:USC00052557,EDGEWATER CO US,19080805,-9999,-9999,-9999,-9999,-9999,-9999,0.0,92,59,76
GHCND:USC00052557,EDGEWATER CO US,19080806,-9999,-9999,-9999,-9999,0.88,-9999,0.0,83,59,63
GHCND:USC00052557,EDGEWATER CO US,19080807,-9999,-9999,-9999,-9999,-9999,-9999,0.0,72,54,67
GHCND:USC00052557,EDGEWATER CO US,19080808,-9999,-9999,-9999,-9999,-9999,-9999,0.0,88,50,80
GHCND:USC00052557,EDGEWATER CO US,19080809,-9999,-9999,-9999,-9999,-9999,-9999,0.0,90,56,74
GHCND:USC00052557,EDGEWATER CO US,19080810,-9999,-9999,-9999,-9999,0.07,-9999,0.0,80,57,62
GHCND:USC00052557,EDGEWATER CO US,19080811,-9999,-9999,-9999,-9999,-9999,-9999,0.0,68,57,58
GHCND:USC00052557,EDGEWATER CO US,19080812,-9999,-9999,-9999,-9999,-9999,-9999,0.0,81,49,68
GHCND:USC00052557,EDGEWATER CO US,19080813,-9999,-9999,-9999,-9999,0.72,-9999,0.0,80,48,70
GHCND:USC00052557,EDGEWATER CO US,19080814,-9999,-9999,-9999,-9999,0.12,-9999,0.0,82,52,67
GHCND:USC00052557,EDGEWATER CO US,19080815,-9999,-9999,-9999,-9999,-9999,-9999,0.0,80,52,72
GHCND:USC00052557,EDGEWATER CO US,19080816,-9999,-9999,-9999,-9999,-9999,-9999,0.0,76,51,63
GHCND:USC00052557,EDGEWATER CO US,19080817,-9999,-9999,-9999,-9999,-9999,-9999,0.0,74,56,64
GHCND:USC00052557,EDGEWATER CO US,19080818,-9999,-9999,-9999,-9999,1.38,-9999,0.0,77,51,63
GHCND:USC00052557,EDGEWATER CO US,19080819,-9999,-9999,-9999,-9999,0.74,-9999,0.0,64,52,56
GHCND:USC00052557,EDGEWATER CO US,19080820,-9999,-9999,-9999,-9999,-9999,-9999,0.0,71,46,60
GHCND:USC00052557,EDGEWATER CO US,19080821,-9999,-9999,-9999,-9999,-9999,-9999,0.0,76,48,58
GHCND:USC00052557,EDGEWATER CO US,19080822,-9999,-9999,-9999,-9999,-9999,-9999,0.0,69,52,64
GHCND:USC00052557,EDGEWATER CO US,19080823,-9999,-9999,-9999,-9999,0.20,-9999,0.0,78,49,68
GHCND:USC00052557,EDGEWATER CO US,19080824,-9999,-9999,-9999,-9999,-9999,-9999,0.0,85,42,70
GHCND:USC00052557,EDGEWATER CO US,19080825,-9999,-9999,-9999,-9999,-9999,-9999,0.0,88,52,69
GHCND:USC00052557,EDGEWATER CO US,19080826,-9999,-9999,-9999,-9999,-9999,-9999,0.0,80,58,62
GHCND:USC00052557,EDGEWATER CO US,19080827,-9999,-9999,-9999,-9999,-9999,-9999,0.0,78,52,66
GHCND:USC00052557,EDGEWATER CO US,19080828,-9999,-9999,-9999,-9999,-9999,-9999,0.0,87,53,73
GHCND:USC00052557,EDGEWATER CO US,19080829,-9999,-9999,-9999,-9999,-9999,-9999,0.0,88,62,71
GHCND:USC00052557,EDGEWATER CO US,19080830,-9999,-9999,-9999,-9999,-9999,-9999,0.0,91,57,80
GHCND:USC00052557,EDGEWATER CO US,19080831,-9999,-9999,-9999,-9999,-9999,-9999,0.0,80,44,65
GHCND:USC00052557,EDGEWATER CO US,19080901,-9999,-9999,-9999,-9999,0.00,-9999,0.0,77,41,67
GHCND:USC00052557,EDGEWATER CO US,19080902,-9999,-9999,-9999,-9999,0.00,-9999,0.0,84,48,77
GHCND:USC00052557,EDGEWATER CO US,19080903,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,60,69
GHCND:USC00052557,EDGEWATER CO US,19080904,-9999,-9999,-9999,-9999,0.00,-9999,0.0,87,49,73
GHCND:USC00052557,EDGEWATER CO US,19080905,-9999,-9999,-9999,-9999,0.00,-9999,0.0,89,49,79
GHCND:USC00052557,EDGEWATER CO US,19080906,-9999,-9999,-9999,-9999,0.00,-9999,0.0,91,46,81
GHCND:USC00052557,EDGEWATER CO US,19080907,-9999,-9999,-9999,-9999,0.00,-9999,0.0,92,54,72
GHCND:USC00052557,EDGEWATER CO US,19080908,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,55,74
GHCND:USC00052557,EDGEWATER CO US,19080909,-9999,-9999,-9999,-9999,0.23,-9999,0.0,76,51,58
GHCND:USC00052557,EDGEWATER CO US,19080910,-9999,-9999,-9999,-9999,0.00,-9999,0.0,86,46,70
GHCND:USC00052557,EDGEWATER CO US,19080911,-9999,-9999,-9999,-9999,0.00,-9999,0.0,88,42,70
GHCND:USC00052557,EDGEWATER CO US,19080912,-9999,-9999,-9999,-9999,0.00,-9999,0.0,78,51,71
GHCND:USC00052557,EDGEWATER CO US,19080913,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,51,69
GHCND:USC00052557,EDGEWATER CO US,19080914,-9999,-9999,-9999,-9999,0.22,-9999,0.0,81,45,62
GHCND:USC00052557,EDGEWATER CO US,19080915,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,48,70
GHCND:USC00052557,EDGEWATER CO US,19080916,-9999,-9999,-9999,-9999,0.00,-9999,0.0,85,46,66
GHCND:USC00052557,EDGEWATER CO US,19080917,-9999,-9999,-9999,-9999,0.00,-9999,0.0,87,47,73
GHCND:USC00052557,EDGEWATER CO US,19080918,-9999,-9999,-9999,-9999,0.00,-9999,0.0,86,42,68
GHCND:USC00052557,EDGEWATER CO US,19080919,-9999,-9999,-9999,-9999,0.00,-9999,0.0,86,48,69
GHCND:USC00052557,EDGEWATER CO US,19080920,-9999,-9999,-9999,-9999,0.00,-9999,0.0,83,44,68
GHCND:USC00052557,EDGEWATER CO US,19080921,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,48,68
GHCND:USC00052557,EDGEWATER CO US,19080922,-9999,-9999,-9999,-9999,0.00,-9999,0.0,86,43,70
GHCND:USC00052557,EDGEWATER CO US,19080923,-9999,-9999,-9999,-9999,0.00,-9999,0.0,84,42,70
GHCND:USC00052557,EDGEWATER CO US,19080924,-9999,-9999,-9999,-9999,0.00,-9999,0.0,84,44,70
GHCND:USC00052557,EDGEWATER CO US,19080925,-9999,-9999,-9999,-9999,0.00,-9999,0.0,78,42,56
GHCND:USC00052557,EDGEWATER CO US,19080926,-9999,-9999,-9999,-9999,-9999,3.0,3.3,56,31,32
GHCND:USC00052557,EDGEWATER CO US,19080927,-9999,-9999,-9999,-9999,2.16,-9999,0.0,49,13,45
GHCND:USC00052557,EDGEWATER CO US,19080928,-9999,-9999,-9999,-9999,0.00,-9999,0.0,63,30,53
GHCND:USC00052557,EDGEWATER CO US,19080929,-9999,-9999,-9999,-9999,0.00,-9999,0.0,74,37,64
GHCND:USC00052557,EDGEWATER CO US,19080930,-9999,-9999,-9999,-9999,0.00,-9999,0.0,72,38,58
GHCND:USC00052557,EDGEWATER CO US,19081001,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,36,65
GHCND:USC00052557,EDGEWATER CO US,19081002,-9999,-9999,-9999,-9999,0.00,-9999,0.0,78,48,62
GHCND:USC00052557,EDGEWATER CO US,19081003,-9999,-9999,-9999,-9999,0.17,-9999,0.0,72,38,59
GHCND:USC00052557,EDGEWATER CO US,19081004,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,36,59
GHCND:USC00052557,EDGEWATER CO US,19081005,-9999,-9999,-9999,-9999,0.00,-9999,0.0,64,34,52
GHCND:USC00052557,EDGEWATER CO US,19081006,-9999,-9999,-9999,-9999,0.00,-9999,0.0,65,37,55
GHCND:USC00052557,EDGEWATER CO US,19081007,-9999,-9999,-9999,-9999,0.00,-9999,0.0,68,31,59
GHCND:USC00052557,EDGEWATER CO US,19081008,-9999,-9999,-9999,-9999,0.00,-9999,0.0,74,28,62
GHCND:USC00052557,EDGEWATER CO US,19081009,-9999,-9999,-9999,-9999,0.00,-9999,0.0,76,34,59
GHCND:USC00052557,EDGEWATER CO US,19081010,-9999,-9999,-9999,-9999,0.00,-9999,0.0,75,36,60
GHCND:USC00052557,EDGEWATER CO US,19081011,-9999,-9999,-9999,-9999,0.00,-9999,0.0,78,31,58
GHCND:USC00052557,EDGEWATER CO US,19081012,-9999,-9999,-9999,-9999,0.00,-9999,0.0,77,37,65
GHCND:USC00052557,EDGEWATER CO US,19081013,-9999,-9999,-9999,-9999,0.00,-9999,0.0,79,42,65
GHCND:USC00052557,EDGEWATER CO US,19081014,-9999,-9999,-9999,-9999,0.00,-9999,0.0,80,40,65
GHCND:USC00052557,EDGEWATER CO US,19081015,-9999,-9999,-9999,-9999,0.00,-9999,0.0,81,40,68
GHCND:USC00052557,EDGEWATER CO US,19081016,-9999,-9999,-9999,-9999,0.00,-9999,0.0,68,36,54
GHCND:USC00052557,EDGEWATER CO US,19081017,-9999,-9999,-9999,-9999,0.48,-9999,0.0,54,34,35
GHCND:USC00052557,EDGEWATER CO US,19081018,-9999,-9999,-9999,-9999,0.43,4.0,4.3,35,31,32
GHCND:USC00052557,EDGEWATER CO US,19081019,-9999,-9999,-9999,-9999,0.99,-9999,0.0,40,29,38
GHCND:USC00052557,EDGEWATER CO US,19081020,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,29,36
GHCND:USC00052557,EDGEWATER CO US,19081021,-9999,-9999,-9999,-9999,0.00,-9999,0.0,45,22,38
GHCND:USC00052557,EDGEWATER CO US,19081022,-9999,-9999,-9999,-9999,0.06,-9999,0.0,39,26,31
GHCND:USC00052557,EDGEWATER CO US,19081023,-9999,-9999,-9999,-9999,0.00,-9999,0.0,56,17,42
GHCND:USC00052557,EDGEWATER CO US,19081024,-9999,-9999,-9999,-9999,0.00,-9999,0.0,54,28,39
GHCND:USC00052557,EDGEWATER CO US,19081025,-9999,-9999,-9999,-9999,0.00,-9999,0.0,40,26,36
GHCND:USC00052557,EDGEWATER CO US,19081026,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,23,40
GHCND:USC00052557,EDGEWATER CO US,19081027,-9999,-9999,-9999,-9999,0.00,-9999,0.0,61,20,46
GHCND:USC00052557,EDGEWATER CO US,19081028,-9999,-9999,-9999,-9999,0.00,-9999,0.0,62,25,48
GHCND:USC00052557,EDGEWATER CO US,19081029,-9999,-9999,-9999,-9999,0.00,-9999,0.0,67,26,50
GHCND:USC00052557,EDGEWATER CO US,19081030,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,28,57
GHCND:USC00052557,EDGEWATER CO US,19081031,-9999,-9999,-9999,-9999,0.00,-9999,0.0,62,31,50
GHCND:USC00052557,EDGEWATER CO US,19081101,-9999,-9999,-9999,-9999,0.00,-9999,0.0,60,28,48
GHCND:USC00052557,EDGEWATER CO US,19081102,-9999,-9999,-9999,-9999,0.00,-9999,0.0,66,25,52
GHCND:USC00052557,EDGEWATER CO US,19081103,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,24,51
GHCND:USC00052557,EDGEWATER CO US,19081104,-9999,-9999,-9999,-9999,0.00,-9999,0.0,73,27,59
GHCND:USC00052557,EDGEWATER CO US,19081105,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,30,57
GHCND:USC00052557,EDGEWATER CO US,19081106,-9999,-9999,-9999,-9999,0.00,-9999,0.0,63,26,46
GHCND:USC00052557,EDGEWATER CO US,19081107,-9999,-9999,-9999,-9999,0.00,-9999,0.0,69,26,50
GHCND:USC00052557,EDGEWATER CO US,19081108,-9999,-9999,-9999,-9999,0.00,-9999,0.0,57,25,47
GHCND:USC00052557,EDGEWATER CO US,19081109,-9999,-9999,-9999,-9999,0.00,-9999,0.0,47,23,28
GHCND:USC00052557,EDGEWATER CO US,19081110,-9999,-9999,-9999,-9999,0.10,-9999,1.2,34,12,19
GHCND:USC00052557,EDGEWATER CO US,19081111,-9999,-9999,-9999,-9999,0.07,-9999,1.0,22,7,16
GHCND:USC00052557,EDGEWATER CO US,19081112,-9999,-9999,-9999,-9999,0.00,-9999,0.0,25,7,16
GHCND:USC00052557,EDGEWATER CO US,19081113,-9999,-9999,-9999,-9999,0.00,-9999,0.0,28,-4,10
GHCND:USC00052557,EDGEWATER CO US,19081114,-9999,-9999,-9999,-9999,0.82,-9999,0.0,42,0,25
GHCND:USC00052557,EDGEWATER CO US,19081115,-9999,-9999,-9999,-9999,0.00,-9999,0.0,58,12,38
GHCND:USC00052557,EDGEWATER CO US,19081116,-9999,-9999,-9999,-9999,0.00,-9999,0.0,64,14,51
GHCND:USC00052557,EDGEWATER CO US,19081117,-9999,-9999,-9999,-9999,0.00,-9999,0.0,71,31,55
GHCND:USC00052557,EDGEWATER CO US,19081118,-9999,-9999,-9999,-9999,0.00,-9999,0.0,70,32,53
GHCND:USC00052557,EDGEWATER CO US,19081119,-9999,-9999,-9999,-9999,0.00,-9999,0.0,69,30,54
GHCND:USC00052557,EDGEWATER CO US,19081120,-9999,-9999,-9999,-9999,0.00,-9999,0.0,66,25,48
GHCND:USC00052557,EDGEWATER CO US,19081121,-9999,-9999,-9999,-9999,0.00,-9999,0.0,60,26,48
GHCND:USC00052557,EDGEWATER CO US,19081122,-9999,-9999,-9999,-9999,0.00,-9999,0.0,54,23,41
GHCND:USC00052557,EDGEWATER CO US,19081123,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,34,36
GHCND:USC00052557,EDGEWATER CO US,19081124,-9999,-9999,-9999,-9999,0.00,-9999,0.0,38,23,29
GHCND:USC00052557,EDGEWATER CO US,19081125,-9999,-9999,-9999,-9999,0.00,-9999,0.0,34,19,21
GHCND:USC00052557,EDGEWATER CO US,19081126,-9999,-9999,-9999,-9999,0.00,-9999,0.0,38,3,20
GHCND:USC00052557,EDGEWATER CO US,19081127,-9999,-9999,-9999,-9999,0.85,-9999,10.4,39,5,24
GHCND:USC00052557,EDGEWATER CO US,19081128,-9999,-9999,-9999,-9999,0.00,-9999,0.0,36,12,29
GHCND:USC00052557,EDGEWATER CO US,19081129,-9999,-9999,-9999,-9999,0.90,-9999,10.2,34,19,33
GHCND:USC00052557,EDGEWATER CO US,19081130,-9999,-9999,-9999,-9999,0.00,-9999,0.0,46,23,25
GHCND:USC00052557,EDGEWATER CO US,19081201,-9999,-9999,-9999,-9999,0.00,-9999,0.0,25,3,3
GHCND:USC00052557,EDGEWATER CO US,19081202,-9999,-9999,-9999,-9999,0.00,-9999,0.0,44,-10,28
GHCND:USC00052557,EDGEWATER CO US,19081203,-9999,-9999,-9999,-9999,0.00,-9999,0.0,42,18,39
GHCND:USC00052557,EDGEWATER CO US,19081204,-9999,-9999,-9999,-9999,0.00,-9999,0.0,48,20,35
GHCND:USC00052557,EDGEWATER CO US,19081205,-9999,-9999,-9999,-9999,0.00,-9999,0.0,45,16,32
GHCND:USC00052557,EDGEWATER CO US,19081206,-9999,-9999,-9999,-9999,0.00,-9999,0.0,33,11,12
GHCND:USC00052557,EDGEWATER CO US,19081207,-9999,-9999,-9999,-9999,0.00,-9999,0.0,39,3,29
GHCND:USC00052557,EDGEWATER CO US,19081208,-9999,-9999,-9999,-9999,0.00,-9999,0.0,46,9,33
GHCND:USC00052557,EDGEWATER CO US,19081209,-9999,-9999,-9999,-9999,0.00,-9999,0.0,44,14,28
GHCND:USC00052557,EDGEWATER CO US,19081210,-9999,-9999,-9999,-9999,0.00,-9999,0.0,50,19,35
GHCND:USC00052557,EDGEWATER CO US,19081211,-9999,-9999,-9999,-9999,0.00,-9999,0.0,50,22,38
GHCND:USC00052557,EDGEWATER CO US,19081212,-9999,-9999,-9999,-9999,0.00,-9999,0.0,53,22,38
GHCND:USC00052557,EDGEWATER CO US,19081213,-9999,-9999,-9999,-9999,0.00,-9999,0.0,51,29,35
GHCND:USC00052557,EDGEWATER CO US,19081214,-9999,-9999,-9999,-9999,0.00,-9999,0.0,48,18,32
GHCND:USC00052557,EDGEWATER CO US,19081215,-9999,-9999,-9999,-9999,0.00,-9999,0.0,38,19,28
GHCND:USC00052557,EDGEWATER CO US,19081216,-9999,-9999,-9999,-9999,0.00,-9999,0.0,34,19,28
GHCND:USC00052557,EDGEWATER CO US,19081217,-9999,-9999,-9999,-9999,0.00,-9999,0.0,29,17,18
GHCND:USC00052557,EDGEWATER CO US,19081218,-9999,-9999,-9999,-9999,1.10,7.0,6.5,28,-8,14
GHCND:USC00052557,EDGEWATER CO US,19081219,-9999,-9999,-9999,-9999,0.00,-9999,0.0,35,5,17
GHCND:USC00052557,EDGEWATER CO US,19081220,-9999,-9999,-9999,-9999,0.00,-9999,0.0,33,7,24
GHCND:USC00052557,EDGEWATER CO US,19081221,-9999,-9999,-9999,-9999,0.00,-9999,0.0,42,4,33
GHCND:USC00052557,EDGEWATER CO US,19081222,-9999,-9999,-9999,-9999,0.00,-9999,0.0,38,17,24
GHCND:USC00052557,EDGEWATER CO US,19081223,-9999,-9999,-9999,-9999,0.00,-9999,0.0,46,16,33
GHCND:USC00052557,EDGEWATER CO US,19081224,-9999,-9999,-9999,-9999,0.00,-9999,0.0,36,11,27
GHCND:USC00052557,EDGEWATER CO US,19081225,-9999,-9999,-9999,-9999,0.00,-9999,0.0,50,12,37
GHCND:USC00052557,EDGEWATER CO US,19081226,-9999,-9999,-9999,-9999,0.00,-9999,0.0,54,24,40
GHCND:USC00052557,EDGEWATER CO US,19081227,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,25,36
GHCND:USC00052557,EDGEWATER CO US,19081228,-9999,-9999,-9999,-9999,0.00,-9999,0.0,48,20,37
GHCND:USC00052557,EDGEWATER CO US,19081229,-9999,-9999,-9999,-9999,0.00,-9999,0.0,50,28,42
GHCND:USC00052557,EDGEWATER CO US,19081230,-9999,-9999,-9999,-9999,0.00,-9999,0.0,42,21,39
GHCND:USC00052557,EDGEWATER CO US,19081231,-9999,-9999,-9999,-9999,0.00,-9999,0.0,46,14,23
GHCND:USC00052557,EDGEWATER CO US,19090101,-9999,-9999,-9999,-9999,0.00,-9999,0.0,48,16,39
GHCND:USC00052557,EDGEWATER CO US,19090102,-9999,-9999,-9999,-9999,0.00,-9999,0.0,54,24,42
GHCND:USC00052557,EDGEWATER CO US,19090103,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,29,39
GHCND:USC00052557,EDGEWATER CO US,19090104,-9999,-9999,-9999,-9999,0.00,-9999,0.0,48,34,40
GHCND:USC00052557,EDGEWATER CO US,19090105,-9999,-9999,-9999,-9999,0.00,-9999,0.0,49,4,4
GHCND:USC00052557,EDGEWATER CO US,19090106,-9999,-9999,-9999,-9999,0.00,-9999,0.0,20,0,16
GHCND:USC00052557,EDGEWATER CO US,19090107,-9999,-9999,-9999,-9999,0.00,-9999,0.0,63,10,53
GHCND:USC00052557,EDGEWATER CO US,19090108,-9999,-9999,-9999,-9999,0.00,-9999,0.0,69,36,52
GHCND:USC00052557,EDGEWATER CO US,19090109,-9999,-9999,-9999,-9999,0.00,-9999,0.0,61,40,40
GHCND:USC00052557,EDGEWATER CO US,19090110,-9999,-9999,-9999,-9999,0.00,-9999,0.0,40,1,7
GHCND:USC00052557,EDGEWATER CO US,19090111,-9999,-9999,-9999,-9999,0.18,-9999,2.0,29,0,16
GHCND:USC00052557,EDGEWATER CO US,19090112,-9999,-9999,-9999,-9999,0.00,-9999,0.0,38,2,23
GHCND:USC00052557,EDGEWATER CO US,19090113,-9999,-9999,-9999,-9999,0.00,-9999,0.0,51,8,49
GHCND:USC00052557,EDGEWATER CO US,19090114,-9999,-9999,-9999,-9999,0.00,-9999,0.0,64,34,49
GHCND:USC00052557,EDGEWATER CO US,19090115,-9999,-9999,-9999,-9999,0.00,-9999,0.0,61,23,48
GHCND:USC00052557,EDGEWATER CO US,19090116,-9999,-9999,-9999,-9999,0.00,-9999,0.0,59,33,46
GHCND:USC00052557,EDGEWATER CO US,19090117,-9999,-9999,-9999,-9999,0.00,-9999,0.0,56,30,40
GHCND:USC00052557,EDGEWATER CO US,19090118,-9999,-9999,-9999,-9999,0.00,-9999,0.0,61,31,53
