STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300630,0.00,-9999,-9999,-9999,78,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300701,0.00,-9999,-9999,-9999,76,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300702,0.00,-9999,-9999,-9999,79,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300703,0.00,-9999,-9999,-9999,82,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300704,0.00,-9999,-9999,-9999,80,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300705,0.00,-9999,-9999,-9999,79,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300706,0.00,-9999,-9999,-9999,78,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300707,0.00,-9999,-9999,-9999,76,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300708,0.00,-9999,-9999,-9999,77,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300709,0.00,-9999,-9999,-9999,78,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300710,0.00,-9999,-9999,-9999,80,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300711,0.00,-9999,-9999,-9999,82,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300712,0.00,-9999,-9999,-9999,87,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300713,0.00,-9999,-9999,-9999,93,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300714,0.00,-9999,-9999,-9999,98,72,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300715,0.00,-9999,-9999,-9999,95,71,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300716,0.00,-9999,-9999,-9999,96,69,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300717,0.00,-9999,-9999,-9999,92,68,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300718,0.00,-9999,-9999,-9999,84,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300719,0.00,-9999,-9999,-9999,80,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300720,0.00,-9999,-9999,-9999,76,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300721,0.00,-9999,-9999,-9999,76,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300722,0.00,-9999,-9999,-9999,75,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300723,0.00,-9999,-9999,-9999,74,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300724,0.00,-9999,-9999,-9999,77,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300725,0.00,-9999,-9999,-9999,77,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300726,0.00,-9999,-9999,-9999,80,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300727,0.00,-9999,-9999,-9999,84,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300728,0.00,-9999,-9999,-9999,83,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300729,0.00,-9999,-9999,-9999,90,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300730,0.00,-9999,-9999,-9999,95,68,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300731,0.00,-9999,-9999,-9999,95,74,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300801,0.00,-9999,-9999,-9999,93,71,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300802,0.00,-9999,-9999,-9999,85,68,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300803,0.00,-9999,-9999,-9999,82,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300804,0.00,-9999,-9999,-9999,83,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300805,0.00,-9999,-9999,-9999,80,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300806,0.00,-9999,-9999,-9999,83,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300807,0.00,-9999,-9999,-9999,80,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300808,0.00,-9999,-9999,-9999,70,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300809,0.00,-9999,-9999,-9999,77,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300810,0.00,-9999,-9999,-9999,74,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300811,0.00,-9999,-9999,-9999,74,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300812,0.00,-9999,-9999,-9999,79,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300813,0.00,-9999,-9999,-9999,78,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300814,0.00,-9999,-9999,-9999,77,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300815,0.00,-9999,-9999,-9999,76,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300816,0.00,-9999,-9999,-9999,79,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300817,0.00,-9999,-9999,-9999,78,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300818,0.00,-9999,-9999,-9999,80,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300819,0.00,-9999,-9999,-9999,82,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300820,0.00,-9999,-9999,-9999,89,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300821,0.00,-9999,-9999,-9999,90,67,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300822,0.00,-9999,-9999,-9999,89,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300823,0.00,-9999,-9999,-9999,92,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300824,0.00,-9999,-9999,-9999,89,70,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300825,0.00,-9999,-9999,-9999,92,68,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300826,0.00,-9999,-9999,-9999,87,67,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300827,0.00,-9999,-9999,-9999,84,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300828,0.00,-9999,-9999,-9999,90,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300829,0.00,-9999,-9999,-9999,88,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300830,0.00,-9999,-9999,-9999,81,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300831,0.00,-9999,-9999,-9999,80,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300901,0.00,-9999,-9999,-9999,81,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300902,0.00,-9999,-9999,-9999,79,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300903,0.00,-9999,-9999,-9999,86,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300904,0.00,-9999,-9999,-9999,93,68,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300905,0.00,-9999,-9999,-9999,85,65,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300906,0.00,-9999,-9999,-9999,77,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300907,0.00,-9999,-9999,-9999,70,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300908,0.00,-9999,-9999,-9999,73,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300909,0.00,-9999,-9999,-9999,74,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300910,0.00,-9999,-9999,-9999,74,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300911,0.00,-9999,-9999,-9999,75,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300912,0.00,-9999,-9999,-9999,75,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300913,0.00,-9999,-9999,-9999,75,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300914,0.00,-9999,-9999,-9999,78,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300915,0.00,-9999,-9999,-9999,77,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300916,0.00,-9999,-9999,-9999,75,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300917,0.00,-9999,-9999,-9999,76,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300918,0.00,-9999,-9999,-9999,77,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300919,0.00,-9999,-9999,-9999,78,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300920,0.00,-9999,-9999,-9999,78,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300921,0.00,-9999,-9999,-9999,71,57,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300922,0.00,-9999,-9999,-9999,71,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300923,0.00,-9999,-9999,-9999,74,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300924,0.00,-9999,-9999,-9999,72,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300925,0.00,-9999,-9999,-9999,74,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300926,0.00,-9999,-9999,-9999,75,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300927,0.00,-9999,-9999,-9999,77,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300928,0.00,-9999,-9999,-9999,68,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300929,0.00,-9999,-9999,-9999,67,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19300930,0.01,-9999,-9999,-9999,68,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301001,0.00,-9999,-9999,-9999,72,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301002,0.00,-9999,-9999,-9999,75,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301003,0.00,-9999,-9999,-9999,83,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301004,0.00,-9999,-9999,-9999,89,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301005,0.00,-9999,-9999,-9999,94,71,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301006,0.00,-9999,-9999,-9999,93,70,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301007,0.00,-9999,-9999,-9999,77,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301008,0.00,-9999,-9999,-9999,68,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301009,0.10,-9999,-9999,-9999,66,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301010,0.00,-9999,-9999,-9999,69,53,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301011,0.00,-9999,-9999,-9999,71,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301012,0.00,-9999,-9999,-9999,75,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301013,0.00,-9999,-9999,-9999,83,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301014,0.00,-9999,-9999,-9999,73,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301015,0.00,-9999,-9999,-9999,72,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301016,0.00,-9999,-9999,-9999,73,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301017,0.00,-9999,-9999,-9999,77,57,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301018,0.00,-9999,-9999,-9999,74,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301019,0.00,-9999,-9999,-9999,72,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301020,0.00,-9999,-9999,-9999,70,57,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301021,0.00,-9999,-9999,-9999,73,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301022,0.00,-9999,-9999,-9999,80,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301023,0.00,-9999,-9999,-9999,92,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301024,0.00,-9999,-9999,-9999,79,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301025,0.00,-9999,-9999,-9999,72,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301026,0.00,-9999,-9999,-9999,82,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301027,0.00,-9999,-9999,-9999,83,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301028,0.00,-9999,-9999,-9999,89,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301029,0.00,-9999,-9999,-9999,88,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301030,0.00,-9999,-9999,-9999,91,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301031,0.00,-9999,-9999,-9999,92,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301101,0.00,-9999,-9999,-9999,92,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301102,0.00,-9999,-9999,-9999,91,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301103,0.00,-9999,-9999,-9999,91,66,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301104,0.00,-9999,-9999,-9999,86,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301105,0.00,-9999,-9999,-9999,86,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301106,0.00,-9999,-9999,-9999,90,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301107,0.00,-9999,-9999,-9999,88,64,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301108,0.00,-9999,-9999,-9999,86,63,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301109,0.00,-9999,-9999,-9999,78,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301110,0.00,-9999,-9999,-9999,77,53,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301111,0.00,-9999,-9999,-9999,87,62,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301112,0.00,-9999,-9999,-9999,84,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301113,0.05,-9999,-9999,-9999,63,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301114,0.00,-9999,-9999,-9999,63,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301115,0.05,-9999,-9999,-9999,62,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301116,0.24,-9999,-9999,-9999,64,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301117,0.63,-9999,-9999,-9999,63,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301118,0.00,-9999,-9999,-9999,61,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301119,0.00,-9999,-9999,-9999,63,43,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301120,0.00,-9999,-9999,-9999,70,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301121,0.00,-9999,-9999,-9999,75,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301122,0.00,-9999,-9999,-9999,63,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301123,0.00,-9999,-9999,-9999,73,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301124,0.00,-9999,-9999,-9999,82,57,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301125,0.00,-9999,-9999,-9999,82,61,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301126,0.33,-9999,-9999,-9999,78,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301127,0.29,-9999,-9999,-9999,65,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301128,0.12,-9999,-9999,-9999,67,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301129,0.00,-9999,-9999,-9999,68,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301130,0.00,-9999,-9999,-9999,76,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301201,0.00,-9999,-9999,-9999,77,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301202,0.00,-9999,-9999,-9999,71,53,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301203,0.00,-9999,-9999,-9999,68,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301204,0.00,-9999,-9999,-9999,71,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301205,0.00,-9999,-9999,-9999,72,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301206,0.00,-9999,-9999,-9999,72,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301207,0.00,-9999,-9999,-9999,78,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301208,0.00,-9999,-9999,-9999,81,57,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301209,0.00,-9999,-9999,-9999,76,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301210,0.00,-9999,-9999,-9999,69,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301211,0.00,-9999,-9999,-9999,69,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301212,0.00,-9999,-9999,-9999,73,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301213,0.00,-9999,-9999,-9999,70,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301214,0.00,-9999,-9999,-9999,79,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301215,0.00,-9999,-9999,-9999,77,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301216,0.00,-9999,-9999,-9999,72,52,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301217,0.00,-9999,-9999,-9999,70,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301218,0.00,-9999,-9999,-9999,70,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301219,0.00,-9999,-9999,-9999,67,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301220,0.00,-9999,-9999,-9999,66,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301221,0.00,-9999,-9999,-9999,66,43,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301222,0.00,-9999,-9999,-9999,70,40,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301223,0.00,-9999,-9999,-9999,71,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301224,0.00,-9999,-9999,-9999,64,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301225,0.00,-9999,-9999,-9999,62,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301226,0.00,-9999,-9999,-9999,67,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301227,0.00,-9999,-9999,-9999,66,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301228,0.00,-9999,-9999,-9999,74,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301229,0.00,-9999,-9999,-9999,75,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301230,0.00,-9999,-9999,-9999,67,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19301231,0.00,-9999,-9999,-9999,62,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310101,0.98,-9999,-9999,-9999,60,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310102,0.43,-9999,-9999,-9999,65,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310103,0.00,-9999,-9999,-9999,68,53,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310104,0.00,-9999,-9999,-9999,69,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310105,0.40,-9999,-9999,-9999,64,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310106,0.00,-9999,-9999,-9999,60,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310107,1.18,-9999,-9999,-9999,59,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310108,0.50,-9999,-9999,-9999,55,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310109,0.00,-9999,-9999,-9999,67,46,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310110,0.00,-9999,-9999,-9999,66,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310111,0.00,-9999,-9999,-9999,66,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310112,0.00,-9999,-9999,-9999,69,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310113,0.00,-9999,-9999,-9999,63,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310114,0.04,-9999,-9999,-9999,63,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310115,0.00,-9999,-9999,-9999,70,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310116,0.00,-9999,-9999,-9999,66,49,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310117,0.00,-9999,-9999,-9999,72,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310118,0.00,-9999,-9999,-9999,71,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310119,0.00,-9999,-9999,-9999,72,47,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310120,0.00,-9999,-9999,-9999,73,51,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310121,0.00,-9999,-9999,-9999,65,48,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310122,0.00,-9999,-9999,-9999,72,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310123,0.02,-9999,-9999,-9999,65,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310124,0.00,-9999,-9999,-9999,78,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310125,0.00,-9999,-9999,-9999,78,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310126,0.00,-9999,-9999,-9999,83,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310127,0.00,-9999,-9999,-9999,80,60,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310128,0.00,-9999,-9999,-9999,84,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310129,0.00,-9999,-9999,-9999,85,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310130,0.00,-9999,-9999,-9999,73,59,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310131,0.35,-9999,-9999,-9999,65,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310201,0.00,-9999,-9999,-9999,66,50,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310202,0.00,-9999,-9999,-9999,73,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310203,0.85,-9999,-9999,-9999,69,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310204,1.98,-9999,-9999,-9999,60,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310205,0.02,-9999,-9999,-9999,69,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310206,0.00,-9999,-9999,-9999,71,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310207,0.01,-9999,-9999,-9999,68,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310208,0.00,-9999,-9999,-9999,68,56,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310209,0.00,-9999,-9999,-9999,72,54,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310210,0.00,-9999,-9999,-9999,66,55,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310211,0.00,-9999,-9999,-9999,70,58,-9999
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,19310212,0.12,-9999,-9999,-9999,62,54,-9999
