Identification,Latitude,Longitude,Time of Observation,Sea Surface Temperature
ATGM1,44.4,291.8,2015-02-11T14:18:00, 
ATGM1,44.4,291.8,2015-02-11T14:24:00, 
ATGM1,44.4,291.8,2015-02-11T14:30:00, 
ATGM1,44.4,291.8,2015-02-11T14:36:00, 
ATGM1,44.4,291.8,2015-02-11T14:42:00, 
ATGM1,44.4,291.8,2015-02-11T14:48:00, 
ATGM1,44.4,291.8,2015-02-11T14:54:00, 
ATGM1,44.4,291.8,2015-02-11T15:00:00, 
ATGM1,44.4,291.8,2015-02-11T15:06:00, 
ATGM1,44.4,291.8,2015-02-11T15:12:00, 
ATGM1,44.4,291.8,2015-02-11T15:18:00, 
ATGM1,44.4,291.8,2015-02-11T15:24:00, 
ATGM1,44.4,291.8,2015-02-11T15:30:00, 
ATGM1,44.4,291.8,2015-02-11T15:36:00, 
ATGM1,44.4,291.8,2015-02-11T15:42:00, 
ATGM1,44.4,291.8,2015-02-11T15:48:00, 
ATGM1,44.4,291.8,2015-02-11T15:54:00, 
ATGM1,44.4,291.8,2015-02-11T16:00:00, 
ATGM1,44.4,291.8,2015-02-11T16:06:00, 
ATGM1,44.4,291.8,2015-02-11T16:12:00, 
ATGM1,44.4,291.8,2015-02-11T16:18:00, 
ATGM1,44.4,291.8,2015-02-11T16:24:00, 
ATGM1,44.4,291.8,2015-02-11T16:30:00, 
ATGM1,44.4,291.8,2015-02-11T16:36:00, 
ATGM1,44.4,291.8,2015-02-11T16:42:00, 
ATGM1,44.4,291.8,2015-02-11T16:48:00, 
ATGM1,44.4,291.8,2015-02-11T16:54:00, 
ATGM1,44.4,291.8,2015-02-11T17:00:00, 
ATGM1,44.4,291.8,2015-02-11T17:06:00, 
ATGM1,44.4,291.8,2015-02-11T17:12:00, 
ATGM1,44.4,291.8,2015-02-11T17:18:00, 
ATGM1,44.4,291.8,2015-02-11T17:24:00, 
ATGM1,44.4,291.8,2015-02-11T17:30:00, 
ATGM1,44.4,291.8,2015-02-11T17:36:00, 
ATGM1,44.4,291.8,2015-02-11T17:42:00, 
ATGM1,44.4,291.8,2015-02-11T17:48:00, 
ATGM1,44.4,291.8,2015-02-11T17:54:00, 
ATGM1,44.4,291.8,2015-02-11T18:00:00, 
ATGM1,44.4,291.8,2015-02-11T18:06:00, 
ATGM1,44.4,291.8,2015-02-11T18:12:00, 
ATGM1,44.4,291.8,2015-02-11T18:18:00, 
ATGM1,44.4,291.8,2015-02-11T18:24:00, 
ATGM1,44.4,291.8,2015-02-11T18:30:00, 
ATGM1,44.4,291.8,2015-02-11T18:36:00, 
ATGM1,44.4,291.8,2015-02-11T18:42:00, 
ATGM1,44.4,291.8,2015-02-11T18:48:00, 
ATGM1,44.4,291.8,2015-02-11T18:54:00, 
ATGM1,44.4,291.8,2015-02-11T19:00:00, 
ATGM1,44.4,291.8,2015-02-11T19:06:00, 
ATGM1,44.4,291.8,2015-02-11T19:12:00, 
ATGM1,44.4,291.8,2015-02-11T19:18:00, 
ATGM1,44.4,291.8,2015-02-11T19:24:00, 
ATGM1,44.4,291.8,2015-02-11T19:30:00, 
ATGM1,44.4,291.8,2015-02-11T19:36:00, 
ATGM1,44.4,291.8,2015-02-11T19:42:00, 
ATGM1,44.4,291.8,2015-02-11T19:48:00, 
ATGM1,44.4,291.8,2015-02-11T19:54:00, 
ATGM1,44.4,291.8,2015-02-11T20:00:00, 
ATGM1,44.4,291.8,2015-02-11T20:06:00, 
ATGM1,44.4,291.8,2015-02-11T20:12:00, 
ATGM1,44.4,291.8,2015-02-11T20:18:00, 
ATGM1,44.4,291.8,2015-02-11T20:24:00, 
ATGM1,44.4,291.8,2015-02-11T20:30:00, 
ATGM1,44.4,291.8,2015-02-11T20:36:00, 
ATGM1,44.4,291.8,2015-02-11T20:42:00, 
ATGM1,44.4,291.8,2015-02-11T20:48:00, 
ATGM1,44.4,291.8,2015-02-11T20:54:00, 
ATGM1,44.4,291.8,2015-02-11T21:00:00, 
ATGM1,44.4,291.8,2015-02-11T21:06:00, 
ATGM1,44.4,291.8,2015-02-11T21:12:00, 
ATGM1,44.4,291.8,2015-02-11T21:18:00, 
ATGM1,44.4,291.8,2015-02-11T21:24:00, 
ATGM1,44.4,291.8,2015-02-11T21:30:00, 
ATGM1,44.4,291.8,2015-02-11T21:36:00, 
ATGM1,44.4,291.8,2015-02-11T21:42:00, 
ATGM1,44.4,291.8,2015-02-11T21:48:00, 
ATGM1,44.4,291.8,2015-02-11T21:54:00, 
ATGM1,44.4,291.8,2015-02-11T22:00:00, 
ATGM1,44.4,291.8,2015-02-11T22:06:00, 
ATGM1,44.4,291.8,2015-02-11T22:12:00, 
ATGM1,44.4,291.8,2015-02-11T22:18:00, 
ATGM1,44.4,291.8,2015-02-11T22:24:00, 
ATGM1,44.4,291.8,2015-02-11T22:30:00, 
ATGM1,44.4,291.8,2015-02-11T22:36:00, 
ATGM1,44.4,291.8,2015-02-11T22:42:00, 
ATGM1,44.4,291.8,2015-02-11T22:48:00, 
ATGM1,44.4,291.8,2015-02-11T22:54:00, 
ATGM1,44.4,291.8,2015-02-11T23:00:00, 
ATGM1,44.4,291.8,2015-02-11T23:06:00, 
ATGM1,44.4,291.8,2015-02-11T23:12:00, 
ATGM1,44.4,291.8,2015-02-11T23:18:00, 
ATGM1,44.4,291.8,2015-02-11T23:24:00, 
ATGM1,44.4,291.8,2015-02-11T23:30:00, 
ATGM1,44.4,291.8,2015-02-11T23:36:00, 
ATGM1,44.4,291.8,2015-02-11T23:42:00,-0.8
ATGM1,44.4,291.8,2015-02-11T23:48:00, 
ATGM1,44.4,291.8,2015-02-11T23:54:00, 
ATGM1,44.4,291.8,2015-02-12T00:00:00, 
ATGM1,44.4,291.8,2015-02-12T00:06:00, 
ATGM1,44.4,291.8,2015-02-12T00:12:00, 
ATGM1,44.4,291.8,2015-02-12T00:18:00, 
ATGM1,44.4,291.8,2015-02-12T00:24:00, 
ATGM1,44.4,291.8,2015-02-12T00:30:00, 
ATGM1,44.4,291.8,2015-02-12T00:36:00, 
ATGM1,44.4,291.8,2015-02-12T00:42:00, 
ATGM1,44.4,291.8,2015-02-12T00:48:00, 
ATGM1,44.4,291.8,2015-02-12T00:54:00, 
ATGM1,44.4,291.8,2015-02-12T01:00:00, 
ATGM1,44.4,291.8,2015-02-12T01:06:00, 
ATGM1,44.4,291.8,2015-02-12T01:12:00, 
ATGM1,44.4,291.8,2015-02-12T01:18:00, 
ATGM1,44.4,291.8,2015-02-12T01:24:00, 
ATGM1,44.4,291.8,2015-02-12T01:30:00, 
ATGM1,44.4,291.8,2015-02-12T01:36:00, 
ATGM1,44.4,291.8,2015-02-12T01:42:00, 
ATGM1,44.4,291.8,2015-02-12T01:48:00, 
ATGM1,44.4,291.8,2015-02-12T01:54:00, 
ATGM1,44.4,291.8,2015-02-12T02:00:00, 
ATGM1,44.4,291.8,2015-02-12T02:06:00, 
ATGM1,44.4,291.8,2015-02-12T02:12:00, 
ATGM1,44.4,291.8,2015-02-12T02:18:00, 
ATGM1,44.4,291.8,2015-02-12T02:24:00, 
ATGM1,44.4,291.8,2015-02-12T02:30:00, 
ATGM1,44.4,291.8,2015-02-12T02:36:00, 
ATGM1,44.4,291.8,2015-02-12T02:42:00, 
ATGM1,44.4,291.8,2015-02-12T02:48:00, 
ATGM1,44.4,291.8,2015-02-12T02:54:00, 
ATGM1,44.4,291.8,2015-02-12T03:00:00, 
ATGM1,44.4,291.8,2015-02-12T03:06:00, 
ATGM1,44.4,291.8,2015-02-12T03:12:00, 
ATGM1,44.4,291.8,2015-02-12T03:18:00, 
ATGM1,44.4,291.8,2015-02-12T03:24:00, 
ATGM1,44.4,291.8,2015-02-12T03:30:00, 
ATGM1,44.4,291.8,2015-02-12T03:36:00, 
ATGM1,44.4,291.8,2015-02-12T03:42:00, 
ATGM1,44.4,291.8,2015-02-12T03:48:00, 
ATGM1,44.4,291.8,2015-02-12T03:54:00, 
ATGM1,44.4,291.8,2015-02-12T04:00:00, 
ATGM1,44.4,291.8,2015-02-12T04:06:00, 
ATGM1,44.4,291.8,2015-02-12T04:12:00, 
ATGM1,44.4,291.8,2015-02-12T04:18:00, 
ATGM1,44.4,291.8,2015-02-12T04:24:00, 
ATGM1,44.4,291.8,2015-02-12T04:30:00, 
ATGM1,44.4,291.8,2015-02-12T04:36:00, 
ATGM1,44.4,291.8,2015-02-12T04:42:00, 
ATGM1,44.4,291.8,2015-02-12T04:48:00, 
ATGM1,44.4,291.8,2015-02-12T04:54:00, 
ATGM1,44.4,291.8,2015-02-12T05:00:00, 
ATGM1,44.4,291.8,2015-02-12T05:06:00, 
ATGM1,44.4,291.8,2015-02-12T05:12:00, 
ATGM1,44.4,291.8,2015-02-12T05:18:00, 
ATGM1,44.4,291.8,2015-02-12T05:24:00, 
ATGM1,44.4,291.8,2015-02-12T05:30:00, 
ATGM1,44.4,291.8,2015-02-12T05:36:00, 
ATGM1,44.4,291.8,2015-02-12T05:42:00, 
ATGM1,44.4,291.8,2015-02-12T05:48:00, 
ATGM1,44.4,291.8,2015-02-12T05:54:00, 
ATGM1,44.4,291.8,2015-02-12T06:00:00, 
ATGM1,44.4,291.8,2015-02-12T06:06:00, 
ATGM1,44.4,291.8,2015-02-12T06:12:00, 
ATGM1,44.4,291.8,2015-02-12T06:18:00, 
ATGM1,44.4,291.8,2015-02-12T06:24:00, 
ATGM1,44.4,291.8,2015-02-12T06:30:00, 
ATGM1,44.4,291.8,2015-02-12T06:36:00, 
ATGM1,44.4,291.8,2015-02-12T06:42:00, 
ATGM1,44.4,291.8,2015-02-12T06:48:00, 
ATGM1,44.4,291.8,2015-02-12T06:54:00, 
ATGM1,44.4,291.8,2015-02-12T07:00:00, 
ATGM1,44.4,291.8,2015-02-12T07:06:00, 
ATGM1,44.4,291.8,2015-02-12T07:12:00, 
ATGM1,44.4,291.8,2015-02-12T07:18:00, 
ATGM1,44.4,291.8,2015-02-12T07:24:00, 
ATGM1,44.4,291.8,2015-02-12T07:30:00, 
ATGM1,44.4,291.8,2015-02-12T07:36:00, 
ATGM1,44.4,291.8,2015-02-12T07:42:00, 
ATGM1,44.4,291.8,2015-02-12T07:48:00, 
ATGM1,44.4,291.8,2015-02-12T07:54:00, 
ATGM1,44.4,291.8,2015-02-12T08:00:00, 
ATGM1,44.4,291.8,2015-02-12T08:06:00, 
ATGM1,44.4,291.8,2015-02-12T08:12:00, 
ATGM1,44.4,291.8,2015-02-12T08:18:00, 
ATGM1,44.4,291.8,2015-02-12T08:24:00, 
ATGM1,44.4,291.8,2015-02-12T08:30:00, 
ATGM1,44.4,291.8,2015-02-12T08:36:00, 
ATGM1,44.4,291.8,2015-02-12T08:42:00, 
ATGM1,44.4,291.8,2015-02-12T08:48:00, 
ATGM1,44.4,291.8,2015-02-12T08:54:00, 
ATGM1,44.4,291.8,2015-02-12T09:00:00, 
ATGM1,44.4,291.8,2015-02-12T09:06:00, 
ATGM1,44.4,291.8,2015-02-12T09:12:00, 
ATGM1,44.4,291.8,2015-02-12T09:18:00, 
ATGM1,44.4,291.8,2015-02-12T09:24:00, 
ATGM1,44.4,291.8,2015-02-12T09:30:00, 
ATGM1,44.4,291.8,2015-02-12T09:36:00, 
ATGM1,44.4,291.8,2015-02-12T09:42:00, 
ATGM1,44.4,291.8,2015-02-12T09:48:00, 
ATGM1,44.4,291.8,2015-02-12T09:54:00, 
ATGM1,44.4,291.8,2015-02-12T10:00:00, 
ATGM1,44.4,291.8,2015-02-12T10:06:00, 
ATGM1,44.4,291.8,2015-02-12T10:12:00, 
ATGM1,44.4,291.8,2015-02-12T10:18:00, 
ATGM1,44.4,291.8,2015-02-12T10:24:00, 
ATGM1,44.4,291.8,2015-02-12T10:30:00, 
ATGM1,44.4,291.8,2015-02-12T10:36:00, 
ATGM1,44.4,291.8,2015-02-12T10:42:00, 
ATGM1,44.4,291.8,2015-02-12T10:48:00, 
ATGM1,44.4,291.8,2015-02-12T10:54:00, 
ATGM1,44.4,291.8,2015-02-12T11:00:00, 
ATGM1,44.4,291.8,2015-02-12T11:06:00, 
ATGM1,44.4,291.8,2015-02-12T11:12:00, 
ATGM1,44.4,291.8,2015-02-12T11:18:00, 
ATGM1,44.4,291.8,2015-02-12T11:24:00, 
ATGM1,44.4,291.8,2015-02-12T11:30:00, 
ATGM1,44.4,291.8,2015-02-12T11:36:00, 
ATGM1,44.4,291.8,2015-02-12T11:42:00, 
ATGM1,44.4,291.8,2015-02-12T11:48:00, 
ATGM1,44.4,291.8,2015-02-12T11:54:00, 
ATGM1,44.4,291.8,2015-02-12T12:00:00, 
ATGM1,44.4,291.8,2015-02-12T12:06:00, 
ATGM1,44.4,291.8,2015-02-12T12:12:00, 
ATGM1,44.4,291.8,2015-02-12T12:18:00, 
ATGM1,44.4,291.8,2015-02-12T12:24:00, 
ATGM1,44.4,291.8,2015-02-12T12:30:00, 
ATGM1,44.4,291.8,2015-02-12T12:36:00, 
ATGM1,44.4,291.8,2015-02-12T12:42:00, 
ATGM1,44.4,291.8,2015-02-12T12:48:00, 
ATGM1,44.4,291.8,2015-02-12T12:54:00, 
ATGM1,44.4,291.8,2015-02-12T13:00:00, 
ATGM1,44.4,291.8,2015-02-12T13:06:00, 
ATGM1,44.4,291.8,2015-02-12T13:12:00, 
ATGM1,44.4,291.8,2015-02-12T13:18:00, 
ATGM1,44.4,291.8,2015-02-12T13:24:00, 
ATGM1,44.4,291.8,2015-02-12T13:30:00, 
ATGM1,44.4,291.8,2015-02-12T13:36:00, 
ATGM1,44.4,291.8,2015-02-12T13:42:00, 
ATGM1,44.4,291.8,2015-02-12T13:48:00, 
ATGM1,44.4,291.8,2015-02-12T13:54:00, 
ATGM1,44.4,291.8,2015-02-12T14:00:00, 
ATGM1,44.4,291.8,2015-02-12T14:06:00, 
ATGM1,44.4,291.8,2015-02-12T14:12:00, 
ATGM1,44.4,291.8,2015-02-12T14:18:00, 
ATGM1,44.4,291.8,2015-02-12T14:24:00, 
ATGM1,44.4,291.8,2015-02-12T14:30:00, 
ATGM1,44.4,291.8,2015-02-12T14:36:00, 
ATGM1,44.4,291.8,2015-02-12T14:42:00, 
ATGM1,44.4,291.8,2015-02-12T14:48:00, 
ATGM1,44.4,291.8,2015-02-12T14:54:00, 
ATGM1,44.4,291.8,2015-02-12T15:00:00, 
ATGM1,44.4,291.8,2015-02-12T15:06:00, 
ATGM1,44.4,291.8,2015-02-12T15:12:00, 
ATGM1,44.4,291.8,2015-02-12T15:18:00, 
ATGM1,44.4,291.8,2015-02-12T15:24:00, 
ATGM1,44.4,291.8,2015-02-12T15:30:00, 
ATGM1,44.4,291.8,2015-02-12T15:36:00, 
ATGM1,44.4,291.8,2015-02-12T15:42:00, 
ATGM1,44.4,291.8,2015-02-12T15:48:00, 
ATGM1,44.4,291.8,2015-02-12T15:54:00, 
ATGM1,44.4,291.8,2015-02-12T16:00:00, 
ATGM1,44.4,291.8,2015-02-12T16:06:00, 
ATGM1,44.4,291.8,2015-02-12T16:12:00, 
ATGM1,44.4,291.8,2015-02-12T16:18:00, 
ATGM1,44.4,291.8,2015-02-12T16:24:00, 
ATGM1,44.4,291.8,2015-02-12T16:30:00, 
ATGM1,44.4,291.8,2015-02-12T16:36:00, 
ATGM1,44.4,291.8,2015-02-12T16:42:00, 
ATGM1,44.4,291.8,2015-02-12T16:48:00, 
ATGM1,44.4,291.8,2015-02-12T16:54:00, 
ATGM1,44.4,291.8,2015-02-12T17:00:00, 
ATGM1,44.4,291.8,2015-02-12T17:06:00, 
ATGM1,44.4,291.8,2015-02-12T17:12:00, 
ATGM1,44.4,291.8,2015-02-12T17:18:00, 
ATGM1,44.4,291.8,2015-02-12T17:24:00, 
ATGM1,44.4,291.8,2015-02-12T17:30:00, 
ATGM1,44.4,291.8,2015-02-12T17:36:00, 
ATGM1,44.4,291.8,2015-02-12T17:42:00, 
ATGM1,44.4,291.8,2015-02-12T17:48:00, 
ATGM1,44.4,291.8,2015-02-12T17:54:00, 
ATGM1,44.4,291.8,2015-02-12T18:00:00, 
ATGM1,44.4,291.8,2015-02-12T18:06:00, 
ATGM1,44.4,291.8,2015-02-12T18:12:00, 
ATGM1,44.4,291.8,2015-02-12T18:18:00, 
ATGM1,44.4,291.8,2015-02-12T18:24:00, 
ATGM1,44.4,291.8,2015-02-12T18:30:00, 
ATGM1,44.4,291.8,2015-02-12T18:36:00, 
ATGM1,44.4,291.8,2015-02-12T18:42:00, 
ATGM1,44.4,291.8,2015-02-12T18:48:00, 
ATGM1,44.4,291.8,2015-02-12T18:54:00, 
ATGM1,44.4,291.8,2015-02-12T19:00:00, 
ATGM1,44.4,291.8,2015-02-12T19:06:00, 
ATGM1,44.4,291.8,2015-02-12T19:12:00, 
ATGM1,44.4,291.8,2015-02-12T19:18:00, 
ATGM1,44.4,291.8,2015-02-12T19:24:00, 
ATGM1,44.4,291.8,2015-02-12T19:30:00, 
ATGM1,44.4,291.8,2015-02-12T19:36:00, 
ATGM1,44.4,291.8,2015-02-12T19:42:00, 
ATGM1,44.4,291.8,2015-02-12T19:48:00, 
ATGM1,44.4,291.8,2015-02-12T19:54:00, 
ATGM1,44.4,291.8,2015-02-12T20:00:00, 
ATGM1,44.4,291.8,2015-02-12T20:06:00, 
ATGM1,44.4,291.8,2015-02-12T20:12:00, 
ATGM1,44.4,291.8,2015-02-12T20:18:00, 
ATGM1,44.4,291.8,2015-02-12T20:24:00, 
ATGM1,44.4,291.8,2015-02-12T20:30:00, 
ATGM1,44.4,291.8,2015-02-12T20:36:00, 
ATGM1,44.4,291.8,2015-02-12T20:42:00, 
ATGM1,44.4,291.8,2015-02-12T20:48:00, 
ATGM1,44.4,291.8,2015-02-12T20:54:00, 
ATGM1,44.4,291.8,2015-02-12T21:00:00, 
ATGM1,44.4,291.8,2015-02-12T21:06:00, 
ATGM1,44.4,291.8,2015-02-12T21:12:00, 
ATGM1,44.4,291.8,2015-02-12T21:18:00, 
ATGM1,44.4,291.8,2015-02-12T21:24:00, 
ATGM1,44.4,291.8,2015-02-12T21:30:00, 
ATGM1,44.4,291.8,2015-02-12T21:36:00, 
ATGM1,44.4,291.8,2015-02-12T21:42:00, 
ATGM1,44.4,291.8,2015-02-12T21:48:00, 
ATGM1,44.4,291.8,2015-02-12T21:54:00, 
ATGM1,44.4,291.8,2015-02-12T22:00:00, 
ATGM1,44.4,291.8,2015-02-12T22:06:00, 
ATGM1,44.4,291.8,2015-02-12T22:12:00, 
ATGM1,44.4,291.8,2015-02-12T22:18:00, 
ATGM1,44.4,291.8,2015-02-12T22:24:00, 
ATGM1,44.4,291.8,2015-02-12T22:30:00, 
ATGM1,44.4,291.8,2015-02-12T22:36:00, 
ATGM1,44.4,291.8,2015-02-12T22:42:00, 
ATGM1,44.4,291.8,2015-02-12T22:48:00, 
ATGM1,44.4,291.8,2015-02-12T22:54:00, 
ATGM1,44.4,291.8,2015-02-12T23:00:00, 
ATGM1,44.4,291.8,2015-02-12T23:06:00, 
ATGM1,44.4,291.8,2015-02-12T23:12:00, 
ATGM1,44.4,291.8,2015-02-12T23:18:00, 
ATGM1,44.4,291.8,2015-02-12T23:24:00, 
ATGM1,44.4,291.8,2015-02-12T23:30:00, 
ATGM1,44.4,291.8,2015-02-12T23:36:00, 
ATGM1,44.4,291.8,2015-02-12T23:42:00, 
ATGM1,44.4,291.8,2015-02-12T23:48:00, 
ATGM1,44.4,291.8,2015-02-12T23:54:00, 
ATGM1,44.4,291.8,2015-02-13T00:00:00, 
ATGM1,44.4,291.8,2015-02-13T00:06:00, 
ATGM1,44.4,291.8,2015-02-13T00:12:00, 
ATGM1,44.4,291.8,2015-02-13T00:18:00, 
ATGM1,44.4,291.8,2015-02-13T00:24:00, 
ATGM1,44.4,291.8,2015-02-13T00:30:00, 
ATGM1,44.4,291.8,2015-02-13T00:36:00, 
ATGM1,44.4,291.8,2015-02-13T00:42:00, 
ATGM1,44.4,291.8,2015-02-13T00:48:00, 
ATGM1,44.4,291.8,2015-02-13T00:54:00, 
ATGM1,44.4,291.8,2015-02-13T01:00:00, 
ATGM1,44.4,291.8,2015-02-13T01:06:00, 
ATGM1,44.4,291.8,2015-02-13T01:12:00, 
ATGM1,44.4,291.8,2015-02-13T01:18:00, 
ATGM1,44.4,291.8,2015-02-13T01:24:00, 
ATGM1,44.4,291.8,2015-02-13T01:30:00, 
ATGM1,44.4,291.8,2015-02-13T01:36:00, 
ATGM1,44.4,291.8,2015-02-13T01:42:00, 
ATGM1,44.4,291.8,2015-02-13T01:48:00, 
ATGM1,44.4,291.8,2015-02-13T01:54:00, 
ATGM1,44.4,291.8,2015-02-13T02:00:00, 
ATGM1,44.4,291.8,2015-02-13T02:06:00, 
ATGM1,44.4,291.8,2015-02-13T02:12:00, 
ATGM1,44.4,291.8,2015-02-13T02:18:00, 
ATGM1,44.4,291.8,2015-02-13T02:24:00, 
ATGM1,44.4,291.8,2015-02-13T02:30:00, 
ATGM1,44.4,291.8,2015-02-13T02:36:00, 
ATGM1,44.4,291.8,2015-02-13T02:42:00, 
ATGM1,44.4,291.8,2015-02-13T02:48:00, 
ATGM1,44.4,291.8,2015-02-13T02:54:00, 
ATGM1,44.4,291.8,2015-02-13T03:00:00, 
ATGM1,44.4,291.8,2015-02-13T03:06:00, 
ATGM1,44.4,291.8,2015-02-13T03:12:00, 
ATGM1,44.4,291.8,2015-02-13T03:18:00, 
ATGM1,44.4,291.8,2015-02-13T03:24:00, 
ATGM1,44.4,291.8,2015-02-13T03:30:00, 
ATGM1,44.4,291.8,2015-02-13T03:36:00, 
ATGM1,44.4,291.8,2015-02-13T03:42:00, 
ATGM1,44.4,291.8,2015-02-13T03:48:00, 
ATGM1,44.4,291.8,2015-02-13T03:54:00, 
ATGM1,44.4,291.8,2015-02-13T04:00:00, 
ATGM1,44.4,291.8,2015-02-13T04:06:00, 
ATGM1,44.4,291.8,2015-02-13T04:12:00, 
ATGM1,44.4,291.8,2015-02-13T04:18:00, 
ATGM1,44.4,291.8,2015-02-13T04:24:00, 
ATGM1,44.4,291.8,2015-02-13T04:30:00, 
ATGM1,44.4,291.8,2015-02-13T04:36:00, 
ATGM1,44.4,291.8,2015-02-13T04:42:00, 
ATGM1,44.4,291.8,2015-02-13T04:48:00, 
ATGM1,44.4,291.8,2015-02-13T04:54:00, 
ATGM1,44.4,291.8,2015-02-13T05:00:00, 
ATGM1,44.4,291.8,2015-02-13T05:06:00, 
ATGM1,44.4,291.8,2015-02-13T05:12:00, 
ATGM1,44.4,291.8,2015-02-13T05:18:00, 
ATGM1,44.4,291.8,2015-02-13T05:24:00, 
ATGM1,44.4,291.8,2015-02-13T05:30:00, 
ATGM1,44.4,291.8,2015-02-13T05:36:00, 
ATGM1,44.4,291.8,2015-02-13T05:42:00, 
ATGM1,44.4,291.8,2015-02-13T05:48:00, 
ATGM1,44.4,291.8,2015-02-13T05:54:00, 
ATGM1,44.4,291.8,2015-02-13T06:00:00, 
ATGM1,44.4,291.8,2015-02-13T06:06:00, 
ATGM1,44.4,291.8,2015-02-13T06:12:00, 
ATGM1,44.4,291.8,2015-02-13T06:18:00, 
ATGM1,44.4,291.8,2015-02-13T06:24:00, 
ATGM1,44.4,291.8,2015-02-13T06:30:00, 
ATGM1,44.4,291.8,2015-02-13T06:36:00, 
ATGM1,44.4,291.8,2015-02-13T06:42:00, 
ATGM1,44.4,291.8,2015-02-13T06:48:00, 
ATGM1,44.4,291.8,2015-02-13T06:54:00, 
ATGM1,44.4,291.8,2015-02-13T07:00:00, 
ATGM1,44.4,291.8,2015-02-13T07:06:00, 
ATGM1,44.4,291.8,2015-02-13T07:12:00, 
ATGM1,44.4,291.8,2015-02-13T07:18:00, 
ATGM1,44.4,291.8,2015-02-13T07:24:00, 
ATGM1,44.4,291.8,2015-02-13T07:30:00, 
ATGM1,44.4,291.8,2015-02-13T07:36:00, 
ATGM1,44.4,291.8,2015-02-13T07:42:00, 
ATGM1,44.4,291.8,2015-02-13T07:48:00, 
ATGM1,44.4,291.8,2015-02-13T07:54:00, 
ATGM1,44.4,291.8,2015-02-13T08:00:00, 
ATGM1,44.4,291.8,2015-02-13T08:06:00, 
ATGM1,44.4,291.8,2015-02-13T08:12:00, 
ATGM1,44.4,291.8,2015-02-13T08:18:00, 
ATGM1,44.4,291.8,2015-02-13T08:24:00, 
ATGM1,44.4,291.8,2015-02-13T08:30:00, 
ATGM1,44.4,291.8,2015-02-13T08:36:00, 
ATGM1,44.4,291.8,2015-02-13T08:42:00, 
ATGM1,44.4,291.8,2015-02-13T08:48:00, 
ATGM1,44.4,291.8,2015-02-13T08:54:00, 
ATGM1,44.4,291.8,2015-02-13T09:00:00, 
ATGM1,44.4,291.8,2015-02-13T09:06:00, 
ATGM1,44.4,291.8,2015-02-13T09:12:00, 
ATGM1,44.4,291.8,2015-02-13T09:18:00, 
ATGM1,44.4,291.8,2015-02-13T09:24:00, 
ATGM1,44.4,291.8,2015-02-13T09:30:00, 
ATGM1,44.4,291.8,2015-02-13T09:36:00, 
ATGM1,44.4,291.8,2015-02-13T09:42:00, 
ATGM1,44.4,291.8,2015-02-13T09:48:00, 
ATGM1,44.4,291.8,2015-02-13T09:54:00, 
ATGM1,44.4,291.8,2015-02-13T10:00:00, 
ATGM1,44.4,291.8,2015-02-13T10:06:00, 
ATGM1,44.4,291.8,2015-02-13T10:12:00, 
ATGM1,44.4,291.8,2015-02-13T10:18:00, 
ATGM1,44.4,291.8,2015-02-13T10:24:00, 
ATGM1,44.4,291.8,2015-02-13T10:30:00, 
ATGM1,44.4,291.8,2015-02-13T10:36:00, 
ATGM1,44.4,291.8,2015-02-13T10:42:00, 
ATGM1,44.4,291.8,2015-02-13T10:48:00, 
ATGM1,44.4,291.8,2015-02-13T10:54:00, 
ATGM1,44.4,291.8,2015-02-13T11:00:00, 
ATGM1,44.4,291.8,2015-02-13T11:06:00, 
ATGM1,44.4,291.8,2015-02-13T11:12:00, 
ATGM1,44.4,291.8,2015-02-13T11:18:00, 
ATGM1,44.4,291.8,2015-02-13T11:24:00, 
ATGM1,44.4,291.8,2015-02-13T11:30:00, 
ATGM1,44.4,291.8,2015-02-13T11:36:00, 
ATGM1,44.4,291.8,2015-02-13T11:42:00, 
ATGM1,44.4,291.8,2015-02-13T11:48:00, 
ATGM1,44.4,291.8,2015-02-13T11:54:00, 
ATGM1,44.4,291.8,2015-02-13T12:00:00, 
ATGM1,44.4,291.8,2015-02-13T12:06:00, 
ATGM1,44.4,291.8,2015-02-13T12:12:00, 
ATGM1,44.4,291.8,2015-02-13T12:18:00, 
ATGM1,44.4,291.8,2015-02-13T12:24:00, 
ATGM1,44.4,291.8,2015-02-13T12:30:00, 
ATGM1,44.4,291.8,2015-02-13T12:36:00, 
ATGM1,44.4,291.8,2015-02-13T12:42:00, 
ATGM1,44.4,291.8,2015-02-13T12:48:00, 
ATGM1,44.4,291.8,2015-02-13T12:54:00, 
ATGM1,44.4,291.8,2015-02-13T13:00:00, 
ATGM1,44.4,291.8,2015-02-13T13:06:00, 
ATGM1,44.4,291.8,2015-02-13T13:12:00, 
ATGM1,44.4,291.8,2015-02-13T13:18:00, 
ATGM1,44.4,291.8,2015-02-13T13:24:00, 
ATGM1,44.4,291.8,2015-02-13T13:30:00, 
ATGM1,44.4,291.8,2015-02-13T13:36:00, 
ATGM1,44.4,291.8,2015-02-13T13:42:00, 
ATGM1,44.4,291.8,2015-02-13T13:48:00, 
ATGM1,44.4,291.8,2015-02-13T13:54:00, 
ATGM1,44.4,291.8,2015-02-13T14:00:00, 
ATGM1,44.4,291.8,2015-02-13T14:06:00, 
ATGM1,44.4,291.8,2015-02-13T14:12:00, 
ATGM1,44.4,291.8,2015-02-13T14:18:00, 
